redirect_url,salary_max,created,longitude,id,title,__CLASS__,latitude,salary_is_predicted,description,salary_min,adref,category.label,category.tag,category.__CLASS__,location.display_name,location.area,location.__CLASS__,company.display_name,company.__CLASS__,contract_time,contract_type
https://www.adzuna.com/details/5690610435?utm_medium=api&utm_source=abfa41a4,45365.86,2026-04-05T09:47:58Z,-81.73818,5690610435,RN - Cath Lab,Adzuna::API::Response::Job,38.331507,1,"A cardiac catheterization lab nurse has the primary function of performing work using the heart catheterization tool. This catheter is inserted into the arteries of the heart and used to diagnose heart conditions and sometimes used to provide treatment for certain heart conditions. They also assist physicians with the implant of pacemakers and defibrillators in patients who are suffering from heart conditions and heart disease. Physicians performing angioplasties, valvuloplasties, stent placeme…",45365.86,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MDYxMDQzNSIsInMiOiJuaGdJYlBjdzhSR3JCWk5iWTVJMGZBIn0.N0r8PozWbKl0utuM9sJwyyjhzWzyHODBem1xq-w8IJ0,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Dunbar, Kanawha County","['US', 'West Virginia', 'Kanawha County', 'Dunbar']",Adzuna::API::Response::Location,WVU Thomas Memorial Hospital,Adzuna::API::Response::Company,part_time,
https://www.adzuna.com/details/5690610443?utm_medium=api&utm_source=abfa41a4,83739.69,2026-04-05T09:47:58Z,-97.683871,5690610443,Nursing - ICU,Adzuna::API::Response::Job,30.307418,1,"Are you ready to take your Travel career to the next level? See places you have not seen before? Ventura’s MedStaff tenured Recruiters are here to help you find your ideal contract; with over 50 years of combined experience. Markets have changed, but Ventura MedStaff has maintained a leader in the forefront of Therapy, Allied and Nursing opportunities. Our recruiters are here to help answer your questions and provide you with the most up to date information. Contracts run 8-13 weeks, with 36–40…",83739.69,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MDYxMDQ0MyIsInMiOiJuaGdJYlBjdzhSR3JCWk5iWTVJMGZBIn0.VtUuHxcMT5DTQRPFh4gdROqc4LrV_lJNVVI57pdRUWE,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Sprinkle, Travis County","['US', 'Texas', 'Travis County', 'Sprinkle']",Adzuna::API::Response::Location,Ascension Dell Children's Medical Center,Adzuna::API::Response::Company,,
https://www.adzuna.com/details/5690610446?utm_medium=api&utm_source=abfa41a4,82624.42,2026-04-05T09:47:58Z,-91.501543,5690610446,Marinator - Nights,Adzuna::API::Response::Job,44.252741,1,"Description Position at Pilgrim's About Pilgrim’s Pilgrim’s is a leading global provider of high-quality food products, including well-recognized brands and value-added premium products. As one of the world’s largest poultry producers, Pilgrim’s has provided wholesome, quality products to customers and consumers for more than seven decades. It’s our passion for excellence that continues to drive us to be the best, and we seek opportunities to diversify and grow. Pilgrim’s Arcadia Location While…",82624.42,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmhnSWJQY3c4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkwNjEwNDQ2In0.0GI68kmVZm6wgWXM1mKgP3KHOxd7iU9YP0RSDVtxf64,Manufacturing Jobs,manufacturing-jobs,Adzuna::API::Response::Category,"Arcadia, Trempealeau County","['US', 'Wisconsin', 'Trempealeau County', 'Arcadia']",Adzuna::API::Response::Location,Pilgrim's,Adzuna::API::Response::Company,,
https://www.adzuna.com/land/ad/5690610444?se=nhgIbPcw8RGrBZNbY5I0fA&utm_medium=api&utm_source=abfa41a4&v=7D22BF23A4E9E3002CA1D5863C52413ADD7E0354,38923.41,2026-04-05T09:47:58Z,-121.757336,5690610444,Driver - Make Money On Your Schedule,Adzuna::API::Response::Job,37.296706,1,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",38923.41,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmhnSWJQY3c4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkwNjEwNDQ0In0.JWA7MGxWDGEFYpTG3GB6AJxtPuFlfQ3wcw-9ZJopudE,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Coyote, Santa Clara County","['US', 'California', 'Santa Clara County', 'Coyote']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company,part_time,
https://www.adzuna.com/details/5690610433?utm_medium=api&utm_source=abfa41a4,53391.23,2026-04-05T09:47:58Z,-112.250324,5690610433,Kitchen Crew - Ono 507,Adzuna::API::Response::Job,33.57047,1,"Celebrating our 20th anniversary, Ono Hawaiian BBQ is a fast-casual restaurant known for its authentic Hawaiian Plate Lunches and other island specialties. Ono Hawaiian uses the freshest ingredients, prepared from scratch daily in each restaurant and grilled fresh to order. With over 100 locations across California and Arizona, we aim to combine the culture and “Aloha” spirit of Hawaii into our restaurants to bring a taste of the islands with exceptional service in an inviting atmosphere. Job O…",53391.23,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmhnSWJQY3c4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkwNjEwNDMzIn0.CnPQNesBVlZXltr3JZWNnPSXLm9JczYlj1JvolZ1zwY,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,"Peoria, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Peoria']",Adzuna::API::Response::Location,Ono Hawaiian BBQ,Adzuna::API::Response::Company,part_time,
https://www.adzuna.com/details/5690610447?utm_medium=api&utm_source=abfa41a4,300000.0,2026-04-05T09:47:58Z,-85.649898,5690610447,Leader of Software Product Management,Adzuna::API::Response::Job,42.952658,0,"The Leader of Software Product Management is accountable for the end-to-end strategy, portfolio leadership, and commercial success of the IAS global software W*S (WMS, WES, WCS) portfolio supporting supply chain, logistics, automation, and digital solutions. This role sets the product vision, translates business and customer needs into scalable, differentiated software offerings, and ensures tight alignment across engineering, sales, operations, and regional business units. Operating at enterpr…",175000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmhnSWJQY3c4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkwNjEwNDQ3In0.FSDrpd_Liri4PR0fFPeItFM1Ld83f4YPD7-tnLcNySs,IT Jobs,it-jobs,Adzuna::API::Response::Category,"Grand Rapids, Kent County","['US', 'Michigan', 'Kent County', 'Grand Rapids']",Adzuna::API::Response::Location,KION,Adzuna::API::Response::Company,full_time,
https://www.adzuna.com/details/5690610448?utm_medium=api&utm_source=abfa41a4,64480.0,2026-04-05T09:47:58Z,-72.44608,5690610448,School Bus Driver,Adzuna::API::Response::Job,41.985193,0,"First for a reason: At First Student, we are a family of 60,000 employees who take pride in safely transporting more than 5 million students and passengers to and from their destinations each day! Our family of brands include Transco, Total Transportation, Maggies Paratransit, and GVC II. Our employees are at the forefront of safety and innovation; they create and implement the most advanced training and technology the transportation industry has to offer. Now Hiring Part Time School Bus Driver…",45905.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmhnSWJQY3c4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkwNjEwNDQ4In0.bkASVtwsGdGUCg1oojQhYyjz3vqbs2peOL023qjTMko,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Somers, Tolland County","['US', 'Connecticut', 'Tolland County', 'Somers']",Adzuna::API::Response::Location,First Student,Adzuna::API::Response::Company,part_time,
https://www.adzuna.com/details/5690610438?utm_medium=api&utm_source=abfa41a4,38736.26,2026-04-05T09:47:58Z,-112.261322,5690610438,In-Store Shopper,Adzuna::API::Response::Job,33.721924,1,"Description Click here to see - A Day in the Life - In Store Shopper A Day in the Life: As the In-Store Shopper you will have the opportunity to be the best and select “the best of the best” for our online shoppers. To be successful in the position, you must take pride in your work, care about what is selected for our customers, and be quick on your feet to determine substitute products, if need be. The In-Store Shopper not only helps our online customers but those in our store as well. You’ll …",38736.26,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MDYxMDQzOCIsInMiOiJuaGdJYlBjdzhSR3JCWk5iWTVJMGZBIn0.sflisN2TlQP8Hf2y7E7KAT5piZi_ORnygRmXH57Lul0,Retail Jobs,retail-jobs,Adzuna::API::Response::Category,"Sun City West, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Sun City West']",Adzuna::API::Response::Location,Albertsons,Adzuna::API::Response::Company,part_time,
https://www.adzuna.com/details/5690610432?utm_medium=api&utm_source=abfa41a4,140000.0,2026-04-05T09:47:58Z,-80.846082,5690610432,Sr. IT System Engineer,Adzuna::API::Response::Job,35.232678,0,"The Asahi Kasei Group operates with a commitment of creating for tomorrow. Our business sectors, Material, Homes, and Health Care, contribute to the development of society by anticipating the changing needs of those around the world. We look for candidates that offer a fresh perspective and a variety of skills to help us achieve our commitment. We are currently seeking applications to fill the following job opening: Company: Asahi Kasei America, Inc. Job Description: We are seeking a Sr. IT Sys…",115000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmhnSWJQY3c4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkwNjEwNDMyIn0.t9pZRLqcUhKLCKNOr4hwc8ZYQicvH-RV8SQt9kIzl6w,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,"Charlotte, Mecklenburg County","['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Adzuna::API::Response::Location,Asahi Kasei,Adzuna::API::Response::Company,full_time,
https://www.adzuna.com/details/5690610437?utm_medium=api&utm_source=abfa41a4,74736.41,2026-04-05T09:47:58Z,-96.767002,5690610437,Sales Representative,Adzuna::API::Response::Job,32.798895,1,"Dealership: L0349 John Eagle Honda of Dallas John Eagle Honda of Dallas We are dedicated to delivering honest value, earning customers for life, taking personal ownership, improving constantly and having fun! If you share these goals, we want to talk to you! Come be a part of the Automotive Industry future with the Lithia Motors family, a Fortune 500 (124! - 2024) company with over 300 dealerships nationwide! Being one of the largest dealership groups in America, there are many opportunities fo…",74736.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MDYxMDQzNyIsInMiOiJuaGdJYlBjdzhSR3JCWk5iWTVJMGZBIn0.AnPxgZPHdESvpMbq4Iq800J4poFyhqA5E_P9fEBCLYA,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,"Dallas, Texas","['US', 'Texas', 'Dallas']",Adzuna::API::Response::Location,Lithia & Driveway,Adzuna::API::Response::Company,full_time,
https://www.adzuna.com/land/ad/5690610436?se=nhgIbPcw8RGrBZNbY5I0fA&utm_medium=api&utm_source=abfa41a4&v=04D70467D1DC846A85B5E44B4A06AEA91FD69A69,39902.28,2026-04-05T09:47:58Z,-122.286229,5690610436,Want to earn extra money? Drive with Uber,Adzuna::API::Response::Job,37.806984,1,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",39902.28,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmhnSWJQY3c4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkwNjEwNDM2In0.NGv8ktL14TqJOI-eR7BE7w95wV4sZx4qug_Jej-9oGw,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Philatelic, Alameda County","['US', 'California', 'Alameda County', 'Philatelic']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company,part_time,
https://www.adzuna.com/land/ad/5690610412?se=nhgIbPcw8RGrBZNbY5I0fA&utm_medium=api&utm_source=abfa41a4&v=3DB34E8DA3FDB30AB05F52D4CDD8AE7B9E6BC6CD,53885.78,2026-04-05T09:47:57Z,-123.746617,5690610412,Driver gig - Earn on your schedule,Adzuna::API::Response::Job,39.261291,1,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",53885.78,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmhnSWJQY3c4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkwNjEwNDEyIn0.ie0a0pojTm9BmuiIj_U2XjGw2Kp0IvrAh_pQQo3-z7g,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Comptche, Mendocino County","['US', 'California', 'Mendocino County', 'Comptche']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company,part_time,
https://www.adzuna.com/land/ad/5690610418?se=nhgIbPcw8RGrBZNbY5I0fA&utm_medium=api&utm_source=abfa41a4&v=8DD2DED09FE9A67ED286A0275B647741315E38DF,39968.81,2026-04-05T09:47:57Z,-122.27652,5690610418,Driver - Cash out with Instant Pay,Adzuna::API::Response::Job,37.8993,1,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",39968.81,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmhnSWJQY3c4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkwNjEwNDE4In0.QDvYayfTQCZ-pD2C37HEs70YpH-THFgnPYJ7IYmpcsw,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Albany, Alameda County","['US', 'California', 'Alameda County', 'Albany']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company,part_time,
https://www.adzuna.com/land/ad/5690610426?se=nhgIbPcw8RGrBZNbY5I0fA&utm_medium=api&utm_source=abfa41a4&v=557D194CCC1071006D636C24F1E5DFC5F7636ECB,28178.62,2026-04-05T09:47:57Z,-76.918164,5690610426,Summer Finance Intern,Adzuna::API::Response::Job,38.960598,1,"The Washington Commanders are looking for a Finance Intern to support our Finance department throughout Summer 2026. This position will span approximately 8-12 weeks from late May/early June through early to mid-August, based in our College Park offices. Intern responsibilities include, but are not limited to, general accounting/finance procedures and special projects. Major duties and responsibilities: Work on monthly financial reporting, forecasting, and variance analysis Assist with month-en…",28178.62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MDYxMDQyNiIsInMiOiJuaGdJYlBjdzhSR3JCWk5iWTVJMGZBIn0.dTK3x_dwhrxEnlDWkpYATJ1Ggjvc-AO_htinszg4DvM,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,"Riverdale, Prince George's County","['US', 'Maryland', ""Prince George's County"", 'Riverdale']",Adzuna::API::Response::Location,Washington Commanders,Adzuna::API::Response::Company,full_time,contract
https://www.adzuna.com/land/ad/5690610425?se=nhgIbPcw8RGrBZNbY5I0fA&utm_medium=api&utm_source=abfa41a4&v=39EDF563A3712CB86FD7F3F91D7D4C983C77E1FC,44558.42,2026-04-05T09:47:57Z,-121.914717,5690610425,"Drive with Uber - Drive anytime, get Instant Pay",Adzuna::API::Response::Job,37.323777,1,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",44558.42,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MDYxMDQyNSIsInMiOiJuaGdJYlBjdzhSR3JCWk5iWTVJMGZBIn0._45RylNcS1dFucedpydiVUKmLb3uKuGbjg409nNDzYs,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Santa Clara, Santa Clara County","['US', 'California', 'Santa Clara County', 'Santa Clara']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company,part_time,
