salary_is_predicted,longitude,salary_min,created,__CLASS__,adref,latitude,id,redirect_url,title,description,salary_max,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.__CLASS__,category.tag,category.label,contract_type,contract_time
1,-89.360643,88223.58,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmtBOV9COHA4UkdnNE9uLWY2UnBUZyIsImkiOiI1Njc5Mjk1OTM5In0.VyEzJ_pdVV_0hU3Akehjf6Duo5ZavVNOLQuRgcXhO-s,40.790592,5679295939,https://www.adzuna.com/land/ad/5679295939?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=4321860CA409DCA4E9BD6F84A5DB0C09F80B8205,CDL-A Truck Drivers-Owner Operator,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",88223.58,Adzuna::API::Response::Location,"['US', 'Illinois', 'Woodford County', 'Metamora']","Metamora, Woodford County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
1,-89.216,80739.76,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmtBOV9COHA4UkdnNE9uLWY2UnBUZyIsImkiOiI1Njc5Mjk1OTU1In0._Vv9Q38vMnHHFqz0LC3e7aU38LKb6N91p4FINnGOdtY,40.438,5679295955,https://www.adzuna.com/land/ad/5679295955?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=720D2B43CFC417F898206D3163E1C197A74FE1EE,CDL-A Truck Drivers-Owner Operator,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",80739.76,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Stanford']","Stanford, McLean County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
1,-89.407312,81166.23,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmtBOV9COHA4UkdnNE9uLWY2UnBUZyIsImkiOiI1Njc5Mjk1OTYxIn0._CFAM8kQlTfnX62xy5qfn8oaokjf-nD8bHpJT7YxDHE,40.703648,5679295961,https://www.adzuna.com/land/ad/5679295961?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=0D61258D038D4877A2B0E89D6975C90E05F28C30,CDL A Truck Driver,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",81166.23,Adzuna::API::Response::Location,"['US', 'Illinois', 'Tazewell County', 'Washington']","Washington, Tazewell County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
1,-89.199,95512.87,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3OTI5NTkxOSIsInMiOiI2a0E5X0I4cDhSR2c0T24tZjZScFRnIn0.RwNkJZqXU1gbTzlmuSCMsXq4dVoMlGhR-gGMrNIuWog,40.621,5679295919,https://www.adzuna.com/land/ad/5679295919?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=2C13E49BB1E9CA1DEA90D209D92A3FAAE710E38D,CDL A Truck Driver,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",95512.87,Adzuna::API::Response::Location,"['US', 'Illinois', 'Woodford County', 'Congerville']","Congerville, Woodford County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
1,-89.65177,82733.55,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3OTI5NTkzMSIsInMiOiI2a0E5X0I4cDhSR2c0T24tZjZScFRnIn0.WLWgEwZU8Z0zjAZbhWQOjRpGSuNjXUpzRWu3RMYag5I,40.49448,5679295931,https://www.adzuna.com/land/ad/5679295931?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=9FE09D21733AB5587FDD12FE1CDD17A93B4A6212,CDL-A Truck Drivers-Owner Operator,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",82733.55,Adzuna::API::Response::Location,"['US', 'Illinois', 'Tazewell County', 'South Pekin']","South Pekin, Tazewell County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
1,-89.538982,83886.76,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmtBOV9COHA4UkdnNE9uLWY2UnBUZyIsImkiOiI1Njc5Mjk1OTUwIn0.YXkX-SOivdBzIUTXQPMB4dvdnDGPniolqK6ZTNU3CCo,40.931148,5679295950,https://www.adzuna.com/land/ad/5679295950?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=222AA1F07ED5FE8CAD8B8D633A9FFEF46CC2F327,CDL-A Truck Drivers-Owner Operator,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",83886.76,Adzuna::API::Response::Location,"['US', 'Illinois', 'Peoria County', 'North Hampton']","North Hampton, Peoria County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
1,-89.517,85939.48,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmtBOV9COHA4UkdnNE9uLWY2UnBUZyIsImkiOiI1Njc5Mjk1OTQwIn0.Rmh1T020_D4IlSKQSaBv6w3xvr3yPLbUkF6_DJDhDNo,40.295,5679295940,https://www.adzuna.com/land/ad/5679295940?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=64C90F2D0FA19AC802221FCB9596E4EF0A2921CE,CDL-A Truck Drivers-Owner Operator,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",85939.48,Adzuna::API::Response::Location,"['US', 'Illinois', 'Logan County', 'Emden']","Emden, Logan County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
1,-89.532,86648.88,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3OTI5NjAwMCIsInMiOiI2a0E5X0I4cDhSR2c0T24tZjZScFRnIn0.8M4QzHK8y5t1MFuC6VJjsb9pomW03JTiGopuE5uzBsQ,40.369,5679296000,https://www.adzuna.com/land/ad/5679296000?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=2713E09A0EE4F78E1F4ED30D4020DAE150441DE0,CDL A Truck Driver,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",86648.88,Adzuna::API::Response::Location,"['US', 'Illinois', 'Tazewell County', 'Delavan']","Delavan, Tazewell County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
1,-90.192822,89801.2,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmtBOV9COHA4UkdnNE9uLWY2UnBUZyIsImkiOiI1Njc5Mjk1OTk5In0.eP6XdXc8PgFLRX9vgceEnFO0fiKp7IY7lxKfGP14LpY,38.630539,5679295999,https://www.adzuna.com/land/ad/5679295999?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=858D8D042304776BE78ADC895CAB077CF0230108,CDL A Truck Driver,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",89801.2,Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis']","Saint Louis, Saint Louis County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
1,-89.127,83679.81,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmtBOV9COHA4UkdnNE9uLWY2UnBUZyIsImkiOiI1Njc5Mjk2MDEwIn0.Q67i3cHx-ASTvbKCBUpCQe0_-8r0HOn2_1QwS7ZWp0g,40.722,5679296010,https://www.adzuna.com/land/ad/5679296010?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=032181455748ECCB54CDAFF305F0969B750004C9,CDL-A Truck Drivers-Owner Operator,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",83679.81,Adzuna::API::Response::Location,"['US', 'Illinois', 'Woodford County', 'Secor']","Secor, Woodford County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
1,-89.311481,82358.59,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3OTI5NTk5MyIsInMiOiI2a0E5X0I4cDhSR2c0T24tZjZScFRnIn0.dwc3IuXpunDDcUArqdVqsBjIwrDLD3PNlB3IRwTt9YE,40.338929,5679295993,https://www.adzuna.com/land/ad/5679295993?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=E56AC2DBBA12D6316AF47A04587DEB51DED33B58,CDL-A Truck Drivers-Owner Operator,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",82358.59,Adzuna::API::Response::Location,"['US', 'Illinois', 'Tazewell County', 'Armington']","Armington, Tazewell County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
1,-87.336393,86267.95,2026-03-26T10:18:29Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmtBOV9COHA4UkdnNE9uLWY2UnBUZyIsImkiOiI1Njc5Mjk1OTk0In0.mCP31izdGTUpBvMRSj7mhGotgJVAvqXMBg4L5ukjexs,41.605351,5679295994,https://www.adzuna.com/land/ad/5679295994?se=6kA9_B8p8RGg4On-f6RpTg&utm_medium=api&utm_source=abfa41a4&v=7BF30584A7BD0768241FA5E0348286E00192266C,CDL A Truck Driver,"KAG Specialty Products is currently hiring Owner Operator Truck Drivers in your area! Join KAG today to take advantage of great pay, competitive benefits packages, supportive terminal managers, and great equipment! Currently hiring Owner Operator CDL-A Truck Drivers! Text APPLY to (330) 778-9566 to get your quick app started! We Offer: Owner Operator Pay: average $240K/year 67 % of linehaul average $5,000 Sign on Bonus On First Dispatch: $1,000 paid to the IC and $1,500 paid toward equipment ex…",86267.95,Adzuna::API::Response::Location,"['US', 'Indiana', 'Lake County', 'Gary']","Gary, Lake County",Adzuna::API::Response::Company,Kenan Advantage Group,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
