created,id,__CLASS__,title,longitude,description,salary_min,salary_is_predicted,salary_max,redirect_url,adref,latitude,company.__CLASS__,company.display_name,category.label,category.__CLASS__,category.tag,location.__CLASS__,location.display_name,location.area,contract_type,contract_time
2026-06-17T12:33:00Z,5766922599,Adzuna::API::Response::Job,"Neonatal Nurse Practitioner, 24/7",-87.8849,"Ann & Robert H. Lurie Children's Hospital of Chicago provides superior pediatric care in a setting that offers the latest benefits and innovations in medical technology, research and family-friendly design. As the largest pediatric provider in the region with a 140-year legacy of excellence, kids and their families are at the center of all we do. Ann & Robert H. Lurie Children's Hospital of Chicago is ranked in all 10 specialties by the U.S. News & World Report. Rotating Shift (United States of…",153557.39,1,153557.39,https://www.adzuna.com/land/ad/5766922599?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=5943E3D3BC3D41FC34453D693867F227756716F3,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUdDamVHdHE4UkdKRU45RWVqREtjUSIsImkiOiI1NzY2OTIyNTk5In0.WEsC-exW86rdilEyNRdsglrqcnv6xaGdvkA8XzjdpDg,41.9613,Adzuna::API::Response::Company,Ann & Robert H. Lurie Children's Hospital of Chicago,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Schiller Park, Cook County","['US', 'Illinois', 'Cook County', 'Schiller Park']",,part_time
2026-06-17T12:33:00Z,5766922646,Adzuna::API::Response::Job,Sandwich Artist,-96.1823,"As part of the Subway® Team, you as a Sandwich Artist ® will focus on four main things: Providing an excellent Guest experience Preparing and serving great food Keeping restaurants clean and beautiful Being a Team player Key parts of your day to day will consist of: Working with our Guests to knowledgeably recommend meal options and fulfill their orders from start to finish Upholding food safety standards as you prepare and serve fresh food daily Working with your teammates to keep all areas of…",19575.37,1,19575.37,https://www.adzuna.com/land/ad/5766922646?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=806245F8C4DC7C9CD7A76DB9989615AD896231F9,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUdDamVHdHE4UkdKRU45RWVqREtjUSIsImkiOiI1NzY2OTIyNjQ2In0.rX4gm_ML1_9bf7nWO7hLxXiv02Vz8jTDqfKfH-xtQas,41.5383,Adzuna::API::Response::Company,Subway,Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,Adzuna::API::Response::Location,"Blair, Washington County","['US', 'Nebraska', 'Washington County', 'Blair']",,part_time
2026-06-17T12:33:00Z,5766922631,Adzuna::API::Response::Job,Pharmacy Technician,-75.43506,"InfuCare Rx is a leading home infusion provider accredited by TJC, URAC and ACHC offering a specialized approach to caring for patients in need of IV therapy and specialty pharmacy services in the homecare setting. We have created an ethical, team oriented, and quality work environment for our employees that cultivates achievement and success. Job Description : The Pharmacy Technician will facilitate all phases of pharmacy compounding/dispensing while providing patient centric service to includ…",44194.46,1,44194.46,https://www.adzuna.com/land/ad/5766922631?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=A0A6BDCFC80E1F9B279ABB960EE88D19B47856B9,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUdDamVHdHE4UkdKRU45RWVqREtjUSIsImkiOiI1NzY2OTIyNjMxIn0.wv9wdEYts3Him8u9hyq0z7qZhsGM2qmD41Eexgo5lmc,39.86478,Adzuna::API::Response::Company,InfuCare Rx Inc,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Bridgewater Farms, Delaware County","['US', 'Pennsylvania', 'Delaware County', 'Bridgewater Farms']",,
2026-06-17T12:33:00Z,5766922573,Adzuna::API::Response::Job,Assistant/Associate Professor of Translational Omics,-78.63276,"Posting Details Posting Information Posting Number PG194554EP Internal Recruitment No Working Title Assistant/Associate Professor of Translational Omics Anticipated Hiring Range $145,000 - $175,000 dependent upon rank Work Schedule Mon. - Fri., 8am -5pm, typicalliy Job Location Raleigh, NC Department College Of Veterinary Medicine About the Department The NC State University College of Veterinary Medicine (CVM) is nationally and internationally recognized for leadership in comparative medicine …",100631.77,1,100631.77,https://www.adzuna.com/land/ad/5766922573?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=F85F490873B9E1A977624031D16AF3F9B2210244,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NjkyMjU3MyIsInMiOiJZR0NqZUd0cThSR0pFTjlFZWpES2NRIn0.Bp1oGZjuQeUaf_AbzZ__FA-7sTKMjxQO3mEQ6NM6jto,35.773993,Adzuna::API::Response::Company,North Carolina State University,Scientific & QA Jobs,Adzuna::API::Response::Category,scientific-qa-jobs,Adzuna::API::Response::Location,"Raleigh, Wake County","['US', 'North Carolina', 'Wake County', 'Raleigh']",,part_time
2026-06-17T12:33:00Z,5766922636,Adzuna::API::Response::Job,Insurance Loss Control Surveyor,-81.171876,"Seeking Independent Contractors to Perform Insurance Property Inspections ! Davies Risk Services is looking for independent contractors to perform insurance property surveys. This is a great opportunity for full-time or part-time work. Our contractors survey both residential and commercial properties. The survey includes taking photos of the property, obtaining property details and overall conditions, providing reports in a timely manner and submitting a report online. All Survey reports need t…",34854.54,1,34854.54,https://www.adzuna.com/land/ad/5766922636?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=B45B6454309FC9F3B9A50ABDF12A3A09BEE77C67,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUdDamVHdHE4UkdKRU45RWVqREtjUSIsImkiOiI1NzY2OTIyNjM2In0.EJitUMZEFPkAXhYLKYShWRN3KzKuiS0K_SM7Jy21ne8,36.136942,Adzuna::API::Response::Company,Davies Public Affairs,Property Jobs,Adzuna::API::Response::Category,property-jobs,Adzuna::API::Response::Location,"Goshen, Wilkes County","['US', 'North Carolina', 'Wilkes County', 'Goshen']",,part_time
2026-06-17T12:33:00Z,5766922623,Adzuna::API::Response::Job,District Sales Manager,-83.475815,"Company: US0058 Sysco Detroit, LLC Sales Territory: None Zip Code: 48188 Travel Percentage: 0 COMPENSATION INFORMATION: The pay range provided is not indicative of Sysco's actual pay range but is merely algorithmic and provided for generalized comparison. Factors that may be used to determine rate of pay include specific skills, work location, work experience and other individualized factors JOB SUMMARY This position will support areas from Rochester, MI - Sterling Heights, MI / Chesterfield, M…",84348.99,1,84348.99,https://www.adzuna.com/land/ad/5766922623?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=886B86A4919F913AFAB84CAD28F5201ECD1643CF,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NjkyMjYyMyIsInMiOiJZR0NqZUd0cThSR0pFTjlFZWpES2NRIn0.YvmE6d5KhSf0_uunvSvPCVfBDXq1pp2NlMCZYOH0Qw0,42.331185,Adzuna::API::Response::Company,Sysco,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Adzuna::API::Response::Location,"Canton, Wayne County","['US', 'Michigan', 'Wayne County', 'Canton']",,
2026-06-17T12:33:00Z,5766922611,Adzuna::API::Response::Job,Talent Development Lead,-97.154146,"Barry's is the Best Workout in the WorldTM®. Founded in West Hollywood in 1998, it's the original strength and cardio interval fitness experience that provides an immersive, high-intensity, one-hour workout that's as effective as it is fun. Our fitness classes alternate between working out with weights and running on a treadmill. Each day focuses on a different muscle group in order to achieve real results and to prevent injuries. Our program is designed to tone muscle and maximize fat loss, wh…",53793.56,1,53793.56,https://www.adzuna.com/land/ad/5766922611?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=FB751CEF8583A7976E06147B3F992B68999CB2CD,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUdDamVHdHE4UkdKRU45RWVqREtjUSIsImkiOiI1NzY2OTIyNjExIn0.sgmlRZpxwbPKXQhQP5mMnKfL8pAwrInrrIPWsTnU72E,32.945388,Adzuna::API::Response::Company,Barry's,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs,Adzuna::API::Response::Location,"South Lake, Tarrant County","['US', 'Texas', 'Tarrant County', 'South Lake']",,full_time
2026-06-17T12:33:00Z,5766922580,Adzuna::API::Response::Job,Adjunct - School of Science,-97.5561,"POSITION SUMMARY: Mid-America Christian University seeks an adjunct on-campus faculty member with a passion for teaching and a desire to join the faculty and staff to instruct undergraduate courses in chemistry, microbiology, anatomy and physiology, and other related science subjects. The applicant must have a steadfast Christian background. ESSENTIAL DUTIES AND RESPONSIBILITIES: Provide quality instruction and feedback for students in assigned course(s) and laboratory section(s) Be available o…",70202.93,1,70202.93,https://www.adzuna.com/land/ad/5766922580?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=3FEFC83A4CC7F30232B99ED362C90525753AC4FB,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NjkyMjU4MCIsInMiOiJZR0NqZUd0cThSR0pFTjlFZWpES2NRIn0.jJHzw6OB7QgaabmXCjCgakWdqVDP9cX_bkT9u4ZUIJs,35.54388,Adzuna::API::Response::Company,Mid-America Christian University,Admin Jobs,Adzuna::API::Response::Category,admin-jobs,Adzuna::API::Response::Location,"Nichols Hills, Oklahoma County","['US', 'Oklahoma', 'Oklahoma County', 'Nichols Hills']",,
2026-06-17T12:33:00Z,5766922663,Adzuna::API::Response::Job,Lead Project Manager - Substation & Transmission,-77.528317,"Description This position allows for a hybrid arrangement with a mix of work from home and in the office. This position will offer you the opportunity to manage the execution of multiple transmission, substation and distribution projects. The position will involve coordinating with multiple internal and external departments to manage the life cycle of capital project execution. Responsible for project execution, contract administration, planning and resource management Take ownership for all as…",106433.68,1,106433.68,https://www.adzuna.com/land/ad/5766922663?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=32E2A7CFB2ED8B508F9AEA511DAFB764BC200699,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NjkyMjY2MyIsInMiOiJZR0NqZUd0cThSR0pFTjlFZWpES2NRIn0.vwDWGJJadzHB7hPCI9xnwobRvuV3X53p-BpI4a_dENI,37.660285,Adzuna::API::Response::Company,Sargent & Lundy,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,Adzuna::API::Response::Location,"Staples Mill, Henrico County","['US', 'Virginia', 'Henrico County', 'Staples Mill']",,
2026-06-17T12:33:00Z,5766922656,Adzuna::API::Response::Job,Register Behavioral Technician RBT,-79.73412,"Job Description Registered Behavior Technician (RBT) Job Description: The Registered Behavior Technician (RBT) services are direct activities related to the delivery of behavior analysis services and are designated in and required by a behavior analysis service plan. The overriding goal of PGIC services is to enhance the autonomy and quality of life of individuals, their families, and others who support them. Each PGIC client has a behavior support plan; it is the responsibility of the behavior…",37416.61,1,37416.61,https://www.adzuna.com/land/ad/5766922656?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=1E10529E691C5718747D5A59EC20A11F345CFD8D,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NjkyMjY1NiIsInMiOiJZR0NqZUd0cThSR0pFTjlFZWpES2NRIn0.Sq0nPMcSgBegQVaX7HIh93jV46hSGHiK-xEYQ_0Cg7o,34.2099,Adzuna::API::Response::Company,PGIC,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Quinby, Florence County","['US', 'South Carolina', 'Florence County', 'Quinby']",,full_time
2026-06-17T12:33:00Z,5766922596,Adzuna::API::Response::Job,Marine Construction Foreman/Crew Leader,-80.730125,"Job Description INDUSTRY CLASSIFICATION: MARINE CONSTRUCTION TITLE: MARINE CONSTRUCTION FOREMAN/CREW LEADER LOCATION: LIGHTHOUSE POINT, FL (OPERATING AREA: BROWARD, MIAMI-DADE, AND PALM BEACH COUNTIES) FUNCTION: CONSTRUCTION & LEADERSHIP/MANAGEMENT CLASSIFICATION: FULL TIME - NON-EXEMPT - HOURLY REPORTS TO: CONSTRUCTIONMANAGER POSITION SCOPE AND ORGANIZATIONAL IMPACT A Dock Experts Marine Construction Foreman/Crew Leader plans, coordinates, leads a team of tradesman and contractors, and perform…",62188.05,1,62188.05,https://www.adzuna.com/land/ad/5766922596?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=0B346B0E5F3783562573B205402281B08657CEF6,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUdDamVHdHE4UkdKRU45RWVqREtjUSIsImkiOiI1NzY2OTIyNTk2In0.RKKQ4aIdYa2ZHBFybGJaFIjvyKgZTVHAkvcPWT08UWs,28.304693,Adzuna::API::Response::Company,The Dock Experts Inc,"Energy, Oil & Gas Jobs",Adzuna::API::Response::Category,energy-oil-gas-jobs,Adzuna::API::Response::Location,"Rockledge, Brevard County","['US', 'Florida', 'Brevard County', 'Rockledge']",,full_time
2026-06-17T12:33:00Z,5766922658,Adzuna::API::Response::Job,"Regional CDL-A Driver | Home weekly | No Touch Freight | Detroit, MI",-83.214175,"Position Overview: We're hiring Class A CDL drivers for a Midwest Regional dry van position offering weekly home time, steady miles, and a Driver Pay Protection Plan. If you're safety-focused and want consistent freight with great pay potential, this run offers everything from bonuses to no-touch, drop-and-hook freight. Only 6 months class A experience required! What We Offer: .55cpm paid on ALL miles (loaded & empty) Miles: 2,100 average per week Drop & hook, no-touch freight All dry van freig…",96603.08,1,96603.08,https://www.adzuna.com/land/ad/5766922658?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=05CA6EC0FF17F1851511D10496E64DDBF71CBC63,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NjkyMjY1OCIsInMiOiJZR0NqZUd0cThSR0pFTjlFZWpES2NRIn0.c_H9zm4GzFeV56t8dLj4iK09wQ9imXBzwjQSjUPA23M,42.355709,Adzuna::API::Response::Company,ASB Freight Co.,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,Adzuna::API::Response::Location,"Dearborn, Wayne County","['US', 'Michigan', 'Wayne County', 'Dearborn']",,
2026-06-17T12:33:00Z,5766922612,Adzuna::API::Response::Job,Staff Physician,-74.94744,"Benefits: 401(k) 401(k) matching Company parties Competitive salary Dental insurance Flexible schedule Free food & snacks Health insurance Opportunity for advancement Paid time off Training & development Tuition assistance Vision insurance Benefits/Perks Great small business work environment Flexible scheduling Paid time off, health insurance, dental insurance, retirement benefit, CME stipend, and more! Company Overview American Family Care (AFC) is one of the largest primary and urgent care co…",100013.03,1,100013.03,https://www.adzuna.com/land/ad/5766922612?se=YGCjeGtq8RGJEN9EejDKcQ&utm_medium=api&utm_source=abfa41a4&v=A09A05A61D5FB61CF1E52AD5777D67095BB25F89,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUdDamVHdHE4UkdKRU45RWVqREtjUSIsImkiOiI1NzY2OTIyNjEyIn0.Yv41Dl1ge2bfAy5VqXpCH1eBdg57CuQiCMqqJU14G0I,40.26264,Adzuna::API::Response::Company,American Family Care,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"George School, Bucks County","['US', 'Pennsylvania', 'Bucks County', 'George School']",,
