salary_max,salary_min,longitude,id,latitude,description,title,salary_is_predicted,redirect_url,created,contract_time,adref,__CLASS__,location.display_name,location.area,location.__CLASS__,company.display_name,company.__CLASS__,category.__CLASS__,category.label,category.tag,contract_type
59589.55,59589.55,-80.877034,5883850339,33.904321,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850339?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=511D5DBB0381539DAA36C3A566A47000105CF8C2,2026-09-14T14:15:40Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzM5In0.V-1nIVbI_vj2HH3STWUG62ZeTy9RuqK-UnfWr1-yLZg,Adzuna::API::Response::Job,"Hopkins, Richland County","['US', 'South Carolina', 'Richland County', 'Hopkins']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
59727.12,59727.12,-85.138009,5883850349,35.113684,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850349?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=88C6ABEFD3AFDB750E13CB902A94ABFD5E065913,2026-09-14T14:15:40Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mzg1MDM0OSIsInMiOiJQbTlka1dxdzhSR0d2NWU2RTdBZ3h3In0.lGfHKr6yjKBqnNVvbdwQQH0hrNgcjn1SRisu9Qfab-g,Adzuna::API::Response::Job,"Harrison, Hamilton County","['US', 'Tennessee', 'Hamilton County', 'Harrison']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
62655.18,62655.18,-84.919308,5883850337,35.305982,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850337?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=A4A243B5AADC71BD882FE2B785113E71494DB0AB,2026-09-14T14:15:40Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mzg1MDMzNyIsInMiOiJQbTlka1dxdzhSR0d2NWU2RTdBZ3h3In0.rJWG3lqc3_GgA85i1e7yc3jb8yiKtLzt7x2pTw67R5k,Adzuna::API::Response::Job,"Georgetown, Meigs County","['US', 'Tennessee', 'Meigs County', 'Georgetown']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
63493.57,63493.57,-85.306528,5883850305,35.045799,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850305?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=7F980AC81FA786BCCB51EDF27AA5ED52BA17EDDC,2026-09-14T14:15:39Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzA1In0.20Ln_aRAPnKOmN6zygaVk_c7CuvievcLRN0kx91Pf2A,Adzuna::API::Response::Job,"Chattanooga, Hamilton County","['US', 'Tennessee', 'Hamilton County', 'Chattanooga']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
53799.31,53799.31,-81.636387,5883850309,29.560052,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Drive with DoorDash,1,https://www.adzuna.com/land/ad/5883850309?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=3B9503E9E735FD93DE402D80AE6CFD36790AB950,2026-09-14T14:15:39Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mzg1MDMwOSIsInMiOiJQbTlka1dxdzhSR0d2NWU2RTdBZ3h3In0.5JsAnEkBAEfLB1Pi71Zv0PhHHSZHrDaZrFHU6lRKL7E,Adzuna::API::Response::Job,"Satsuma, Putnam County","['US', 'Florida', 'Putnam County', 'Satsuma']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
56341.57,56341.57,-82.556456,5883850303,35.592746,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850303?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=6F4DC2DCFC7E775785BED39A46E163ED1C32C9A7,2026-09-14T14:15:39Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mzg1MDMwMyIsInMiOiJQbTlka1dxdzhSR0d2NWU2RTdBZ3h3In0.OtLvMfbcQuGkQzdEdciB5SHL0GIjorHdqO67pZW8mQo,Adzuna::API::Response::Job,"Asheville, Buncombe County","['US', 'North Carolina', 'Buncombe County', 'Asheville']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
61448.06,61448.06,-85.005494,5883850325,34.759532,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850325?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=29DB958FB1423B4B7918A55CB437A17543BEE978,2026-09-14T14:15:39Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzI1In0.5si2GBG_DAEID1t0HkXwhmVSUHZ0GVqYDbbjUhKDQvM,Adzuna::API::Response::Job,"Dalton, Whitfield County","['US', 'Georgia', 'Whitfield County', 'Dalton']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
61954.93,61954.93,-81.042343,5883850312,29.198796,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850312?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=6468B8D81920A49BFE8E4705D64E103A985A112A,2026-09-14T14:15:39Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzEyIn0.8X8ZC8ku6QmSeNsxosqgTaqI0eYqtGf67uKhYALy9Ho,Adzuna::API::Response::Job,"Daytona Beach, Volusia County","['US', 'Florida', 'Volusia County', 'Daytona Beach']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
59901.67,59901.67,-80.976056,5883850318,28.963612,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850318?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=CE85B35B2737642B574E14BCE65AE9229A71991B,2026-09-14T14:15:39Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzE4In0.x8VLbyFSOLwcPGk2qsP89BKGGB1I8kHBbT-plbaGJQw,Adzuna::API::Response::Job,"Edgewater, Volusia County","['US', 'Florida', 'Volusia County', 'Edgewater']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
29120.0,24960.0,-80.108529,5883850296,40.706353,"Benefits: 401(k) 401(k) matching Employee discounts Training & development At Nothing Bundt Cakes, the Froster puts the sugar on top and makes every moment extra sweet. You’ll put the finishing touches on the cake for our guests. But what makes working here so sweet? Enjoy your evenings: We close earlier than most food service jobs. We offer flexible work schedules. We’re keeping it casual. T-shirts and sneakers are where it’s at! Cake discounts. Yummm! This job is fun. It’s literally a piece o…",Froster - Evenings and Weekend,0,https://www.adzuna.com/details/5883850296?utm_medium=api&utm_source=abfa41a4,2026-09-14T14:15:38Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mzg1MDI5NiIsInMiOiJQbTlka1dxdzhSR0d2NWU2RTdBZ3h3In0._Qk5ZvrnEwwWH9-f-ecX33Wbgjx4YmSQXu6u03S0D8k,Adzuna::API::Response::Job,"Cranberry Township, Butler County","['US', 'Pennsylvania', 'Butler County', 'Cranberry Township']",Adzuna::API::Response::Location,Nothing Bundt Cakes - Cranberry,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,
51832.81,51832.81,-82.533283,5883850263,35.252604,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Drive with DoorDash,1,https://www.adzuna.com/land/ad/5883850263?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=599C0FE1D28E83D764C2745ADE47AA1FE56B0E15,2026-09-14T14:15:38Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mzg1MDI2MyIsInMiOiJQbTlka1dxdzhSR0d2NWU2RTdBZ3h3In0.RRuPXA_Iy99PoDqvQVkSXuTzo5uVONbNOb2I-xSZkS0,Adzuna::API::Response::Job,"Hendersonville, Henderson County","['US', 'North Carolina', 'Henderson County', 'Hendersonville']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
