salary_min,longitude,created,salary_max,salary_is_predicted,__CLASS__,redirect_url,description,title,latitude,adref,id,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,category.tag,category.__CLASS__,category.label,contract_time,contract_type
73517.34,-83.215477,2026-06-15T13:57:19Z,73517.34,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524851?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=C38E7E28D06186A90219D4BF5E5B08B0FFDD4AE5,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",33.050919,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2tDei1lTm84UkdqS0pJV0hPZmlLZyIsImkiOiI1NzY0NTI0ODUxIn0.oinj7UtBMNku5zWebpTaJ0t1KMGDCm2RVnGOqA8NOy8,5764524851,"['US', 'Georgia', 'Baldwin County', 'Hardwick']",Adzuna::API::Response::Location,"Hardwick, Baldwin County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
75296.07,-84.268867,2026-06-15T13:57:18Z,75296.07,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524831?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=E5FE9BCF88702A9F8B33ED24B5F364B246294592,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",32.422432,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NDUyNDgzMSIsInMiOiJna0N6LWVObzhSR2pLSklXSE9maUtnIn0.EZzw_xg8TcKSj6nVQ3Ltb5vOxUSnQZFZtkoyx114sVc,5764524831,"['US', 'Georgia', 'Macon County', 'Ideal']",Adzuna::API::Response::Location,"Ideal, Macon County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
71102.98,-84.384705,2026-06-15T13:57:18Z,71102.98,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524839?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=0DDDD98FCA90D40AE03484D18CE911EF36EB7C97,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",32.596118,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NDUyNDgzOSIsInMiOiJna0N6LWVObzhSR2pLSklXSE9maUtnIn0.irYNM27nw3R1D8xFXGsm6I0IJTOVMJAB0Cacu5fmYf4,5764524839,"['US', 'Georgia', 'Talbot County', 'Junction']",Adzuna::API::Response::Location,"Junction, Talbot County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
76926.49,-84.158022,2026-06-15T13:57:18Z,76926.49,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524838?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=EB4FB9D426C119063AA5249ED0B994E5C3ED12B1,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",32.915156,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NDUyNDgzOCIsInMiOiJna0N6LWVObzhSR2pLSklXSE9maUtnIn0.5AmnvQc4RsNhV1oNX3SkYaqc2tVj__DBamxwH_eUjQM,5764524838,"['US', 'Georgia', 'Upson County', 'Yatesville']",Adzuna::API::Response::Location,"Yatesville, Upson County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
70168.59,-83.16667,2026-06-15T13:57:18Z,70168.59,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524829?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=F28CF6601983AD52A61750ABABB0B75EE8C6D4FE,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",32.400503,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NDUyNDgyOSIsInMiOiJna0N6LWVObzhSR2pLSklXSE9maUtnIn0.PuLaNHNPwu_dwqNE-cIaxwgoy9RoPCYDG0JKtc9ZNI8,5764524829,"['US', 'Georgia', 'Dodge County', 'Chester']",Adzuna::API::Response::Location,"Chester, Dodge County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
73447.05,-83.731197,2026-06-15T13:57:18Z,73447.05,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524833?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=CBBDB245F84B49A4D293E2E6596EC049B649EE16,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",33.329385,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2tDei1lTm84UkdqS0pJV0hPZmlLZyIsImkiOiI1NzY0NTI0ODMzIn0.4S77b0cZWR39ugRuqILZqF3oVJjQipnRq56NCKsVIuI,5764524833,"['US', 'Georgia', 'Jasper County', 'Monticello']",Adzuna::API::Response::Location,"Monticello, Jasper County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
73392.78,-83.978035,2026-06-15T13:57:18Z,73392.78,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524837?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=83D3FD716F9301D29F0F2E7705AC19FCC2898123,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",33.290906,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NDUyNDgzNyIsInMiOiJna0N6LWVObzhSR2pLSklXSE9maUtnIn0.wZH-imIJDpKtpRq_X_BlRjMmhrb36i0GWmoCpRlgLbY,5764524837,"['US', 'Georgia', 'Butts County', 'Jackson']",Adzuna::API::Response::Location,"Jackson, Butts County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
70778.45,-83.090578,2026-06-15T13:57:18Z,70778.45,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524830?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=DAB50E67C7BABBB927F57718AE355ABA643A1498,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",32.526969,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NDUyNDgzMCIsInMiOiJna0N6LWVObzhSR2pLSklXSE9maUtnIn0.IJVzNQuX02zXLcIHZRr9z4ultoYnTWwJegSP7RN_kv0,5764524830,"['US', 'Georgia', 'Laurens County', 'Dudley']",Adzuna::API::Response::Location,"Dudley, Laurens County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
71700.71,-83.231225,2026-06-15T13:57:18Z,71700.71,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524825?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=622A2FE14961788B62C5F1B25B80B7B7ED83F4C5,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",33.085181,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NDUyNDgyNSIsInMiOiJna0N6LWVObzhSR2pLSklXSE9maUtnIn0.gv8OrzSBGBKEc1aNaNNfkqeoFjdzaVtbH7VJiWMl3SM,5764524825,"['US', 'Georgia', 'Baldwin County', 'Milledgeville']",Adzuna::API::Response::Location,"Milledgeville, Baldwin County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
71608.45,-83.795257,2026-06-15T13:57:18Z,71608.45,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524826?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=81CBA4B2E202433FF84A23918B749079B24F602C,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",32.092475,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2tDei1lTm84UkdqS0pJV0hPZmlLZyIsImkiOiI1NzY0NTI0ODI2In0.apNsIjI1bX6wSyBpY527nr2ZoqpMuu9zbJH77jheiiU,5764524826,"['US', 'Georgia', 'Dooly County', 'Vienna']",Adzuna::API::Response::Location,"Vienna, Dooly County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
87100.33,-83.784,2026-06-15T13:57:18Z,87100.33,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524828?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=390D002B71624452174A2BCB2C2AAB5DF45C86B4,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",31.95288,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NDUyNDgyOCIsInMiOiJna0N6LWVObzhSR2pLSklXSE9maUtnIn0.yjRzzfbxmXBXMmKkV9w7JDpPJBURQ5WjB8xq3RE5lVg,5764524828,"['US', 'Georgia', 'Crisp County', 'Cordele']",Adzuna::API::Response::Location,"Cordele, Crisp County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
80064.31,-84.086757,2026-06-15T13:57:18Z,80064.31,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524834?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=A3744C1C34E5684CAB474B23CB1CCEF1A3D0480D,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",32.288181,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NDUyNDgzNCIsInMiOiJna0N6LWVObzhSR2pLSklXSE9maUtnIn0.tDetb1CfVLECIHmwwZOT6TMlyo4Hp3k7fYEC6R8B7W0,5764524834,"['US', 'Georgia', 'Macon County', 'Ogelthorpe']",Adzuna::API::Response::Location,"Ogelthorpe, Macon County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
72723.16,-83.184393,2026-06-15T13:57:18Z,72723.16,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5764524832?se=gkCz-eNo8RGjKJIWHOfiKg&utm_medium=api&utm_source=abfa41a4&v=AAD3F6E36A7811898F72481E74EDE1AACE0F10BB,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Average Annual Income: CDL A …","CDL A Delivery Truck Driver - $5,000 Sign-On Bonus",32.797943,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2tDei1lTm84UkdqS0pJV0hPZmlLZyIsImkiOiI1NzY0NTI0ODMyIn0.8klat_wgghsFVvi6L8edLmzXb44ce2JId9zpGiQCEe8,5764524832,"['US', 'Georgia', 'Wilkinson County', 'Irwinton']",Adzuna::API::Response::Location,"Irwinton, Wilkinson County","Mclane Company, Inc.",Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
