created,description,longitude,salary_is_predicted,__CLASS__,salary_max,title,latitude,adref,salary_min,id,redirect_url,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.label,category.__CLASS__,category.tag,contract_time,contract_type
2026-06-01T14:33:33Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.6245,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.8865,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0NDUyIn0.qNzGNK62pbgT8c3jejwSpG9V3NQPcmBUSF3TtCbsc4E,76000.0,5747964452,https://www.adzuna.com/details/5747964452?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago', 'The Gap']",Adzuna::API::Response::Location,"The Gap, Chicago",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:33Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.62135,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.69378,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0NDcyIn0.3vpm6f9rrkokAzyubkKs7XgJcDqefZ_xTVh3sgjszng,76000.0,5747964472,https://www.adzuna.com/details/5747964472?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago', 'Pullman']",Adzuna::API::Response::Location,"Pullman, Chicago",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:33Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.7227,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.55732,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDQ0NCIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.HyhHXgNQ9bTfY7nW6kvt7o0HM32R0vgQeX2Iy4T1Hj8,76000.0,5747964444,https://www.adzuna.com/details/5747964444?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Country Club Hills']",Adzuna::API::Response::Location,"Country Club Hills, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:33Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.671512,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.900992,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDQ5MCIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.iygNNKWswiuEcUV1GgwVU-GyLHPF-roUoJgII0ccFRg,76000.0,5747964490,https://www.adzuna.com/details/5747964490?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago', 'East Village']",Adzuna::API::Response::Location,"East Village, Chicago",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:32Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.88235,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.734724,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0NDI4In0.FwrlSs9RzYF02gugwSesQX50u7yqb4ht5FrE3j-XCI8,76000.0,5747964428,https://www.adzuna.com/details/5747964428?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Willow Springs']",Adzuna::API::Response::Location,"Willow Springs, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:32Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.847472,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.822887,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0NDM0In0.bX5nBeD72cT-aO-01wI7uSyT4zfC3YhdCiJD8fZ1KV4,76000.0,5747964434,https://www.adzuna.com/details/5747964434?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Brookfield']",Adzuna::API::Response::Location,"Brookfield, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:32Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.87924,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.90226,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDQyMCIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.79dTpofvHTahQJJ693aUCufZTT0pdBebDLB2rigk_No,76000.0,5747964420,https://www.adzuna.com/details/5747964420?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Stone Park']",Adzuna::API::Response::Location,"Stone Park, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:32Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.8588,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.6699,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDQzMiIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.wo2I_9Mvexj1OEyuWpqo53kLSBBFuoYx4Nc4UOcM43M,76000.0,5747964432,https://www.adzuna.com/details/5747964432?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Palos Park']",Adzuna::API::Response::Location,"Palos Park, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:32Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.845468,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.880037,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDM5MCIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.4EktksVtIJjvEZjYArsYCkwspMvlRKM2Hz_srlC7sNM,76000.0,5747964390,https://www.adzuna.com/details/5747964390?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Maywood']",Adzuna::API::Response::Location,"Maywood, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:32Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-88.167519,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,42.022521,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDM4NCIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.AowLxpA0UU3fT4JO_QZfrC18QZHldrF9KPh3vrqzRhY,76000.0,5747964384,https://www.adzuna.com/details/5747964384?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Streamwood']",Adzuna::API::Response::Location,"Streamwood, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:32Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.8028,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.70888,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0NDEzIn0.6m_fQEMm6hF-nSbB3ufIebLVAZ9dE6gxA8UvIM5giP0,76000.0,5747964413,https://www.adzuna.com/details/5747964413?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Palos Hills']",Adzuna::API::Response::Location,"Palos Hills, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:32Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.737248,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.643428,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDQwNiIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.DUewLPerHkVHnzjXwgyFB_Hr3jv73q_L08JOGJCV-6M,76000.0,5747964406,https://www.adzuna.com/details/5747964406?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Crestwood']",Adzuna::API::Response::Location,"Crestwood, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:32Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.898338,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.873709,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0MzkyIn0.zDeWCOoIam-Bk1yMc1CTWHdI06GlWOHVf7G_9S5j8cM,76000.0,5747964392,https://www.adzuna.com/details/5747964392?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Hillside']",Adzuna::API::Response::Location,"Hillside, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:32Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.84412,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,42.00961,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0Mzk5In0.xhtK57moxyngtYgQhAiEUklRB1ohsJpv1vKKXD2ElH4,76000.0,5747964399,https://www.adzuna.com/details/5747964399?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Park Ridge']",Adzuna::API::Response::Location,"Park Ridge, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:32Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.68418,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.53974,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0NDE4In0.mzIrXez2ZZqKxehaVLtyw4oN0n1n7k6if87tfVtlhDI,76000.0,5747964418,https://www.adzuna.com/details/5747964418?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Flossmoor']",Adzuna::API::Response::Location,"Flossmoor, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
