__CLASS__,title,redirect_url,longitude,salary_max,latitude,id,created,salary_is_predicted,salary_min,description,adref,location.area,location.display_name,location.__CLASS__,category.label,category.tag,category.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
Adzuna::API::Response::Job,"Physical Therapy Assistant (PTA)-$4,000 Sign-On Bonus- Martine Center",https://www.adzuna.com/land/ad/5865078133?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=20352BC65C796FE85A7024D7B63ABE07FCF320E9,-73.779444,74820.55,41.027764,5865078133,2026-09-01T13:12:59Z,1,74820.55,"We are currently offering a $4,000 Sign-On Bonus for this position. Sigma Health Rehab is excited to offer a Full-time Physical Therapy Assistant (PTA) position to join our team of skilled therapists in a Skilled Nursing Facility . PTA Requirements Include: Graduate of an accredited Physical Therapy Assistant Program Current New York State Physical Therapy Assistant (PTA) License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant fieldwork ex…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTA3ODEzMyIsInMiOiIxTVFETFNtbThSR0NkYjRVSXR5TkNRIn0.22K_7n5_PkiZlKM_SadTe19c0VyEOyK81HkPINhzwZ8,"['US', 'New York', 'Westchester County', 'White Plains']","White Plains, Westchester County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
Adzuna::API::Response::Job,"Physical Therapist (PT)- $6,500 Sign-On Bonus-Bushwick",https://www.adzuna.com/land/ad/5865078119?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=AB4FA17486FFF9A510F43BB1063F0D683B1D5DFB,-73.895866,128634.27,40.670816,5865078119,2026-09-01T13:12:59Z,1,128634.27,"We are currently offering a $6,500 Sign-On Bonus for this postion. Sigma Health Rehab is actively seeking a Full-time Physical Therapist (PT) to work in a Skilled Nursing Facility. PT Requirements Include: Graduate of an accredited Physical Therapy Program Current New York State PT License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant fieldwork experience are encouraged to apply Key Responsibilities Include: Evaluate residents’ condition…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1RRExTbW04UkdDZGI0VUl0eU5DUSIsImkiOiI1ODY1MDc4MTE5In0.mzDZtWuNZRr9953i6yIBnz9CnLroBsmRLNBO3gAscSg,"['US', 'New York', 'New York City', 'Brooklyn', 'East New York and New Lots']","East New York and New Lots, Brooklyn",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
Adzuna::API::Response::Job,"Physical Therapist (PT)-$6,000 Sign On Bonus- St. Patrick's",https://www.adzuna.com/land/ad/5865078127?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=C68E67C3A8ECE87C87BBE5745B3E8BC1F9E06FF0,-73.906874,117536.73,40.88224,5865078127,2026-09-01T13:12:59Z,1,117536.73,"We are currently offering a $6,000 Sign-On Bonus for this position. Sigma Health Rehab is actively seeking a Full-time Physical Therapist (PT) to work in a Skilled Nursing Facility. PT Requirements Include: Graduate of an accredited Physical Therapy Program Current New York State PT License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant fieldwork experience are encouraged to apply Key Responsibilities Include: Evaluate residents’ conditio…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1RRExTbW04UkdDZGI0VUl0eU5DUSIsImkiOiI1ODY1MDc4MTI3In0.b9YkTjSSYW0wFxhtiq3iwLTG7Z1PEyScTXY2SoTyThc,"['US', 'New York', 'New York City', 'Bronx', 'Kingsbridge and Riverdale']","Kingsbridge and Riverdale, Bronx",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
Adzuna::API::Response::Job,Physical Therapy Assistant (PTA)- Northern Manor,https://www.adzuna.com/land/ad/5865078137?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=FEFA3B75D461E05872EE33C716F42B367C716D86,-74.01012,85763.21,41.09706,5865078137,2026-09-01T13:12:59Z,1,85763.21,"Sigma Health Rehab is excited to offer a Full-time Physical Therapy Assistant (PTA) position to join our team of skilled therapists in a Skilled Nursing Facility . PTA Requirements Include: Graduate of an accredited Physical Therapy Assistant Program Current New York State Physical Therapy Assistant (PTA) License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant fieldwork experience are encouraged to apply K ey Responsibilities: Follow the p…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1RRExTbW04UkdDZGI0VUl0eU5DUSIsImkiOiI1ODY1MDc4MTM3In0.W8n6lmpdk5twaVy88ak_dFXmxNDq9_oB7OD68FFKCIs,"['US', 'New York', 'Rockland County', 'Nanuet']","Nanuet, Rockland County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
Adzuna::API::Response::Job,"Physical Therapy Assistant (PTA)- $5,000 Sign-On Bonus- St. Patrick's",https://www.adzuna.com/land/ad/5865078138?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=E47311C4BF1ED31A4239E53C2E900BF9BE6F9869,-73.906874,82624.66,40.88224,5865078138,2026-09-01T13:12:59Z,1,82624.66,"We are currently offering a $5,000 Sign-On Bonus for this position. Sigma Health Rehab is excited to offer a Full-time Physical Therapy Assistant (PTA) position to join our team of skilled therapists in a Skilled Nursing Facility . PTA Requirements Include: Graduate of an accredited Physical Therapy Assistant Program Current New York State Physical Therapy Assistant (PTA) License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant fieldwork ex…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1RRExTbW04UkdDZGI0VUl0eU5DUSIsImkiOiI1ODY1MDc4MTM4In0.8skFCW0xnVOGSNJbriCZ347fdQL8CSp2sDZowLVMr7c,"['US', 'New York', 'New York City', 'Bronx', 'Kingsbridge and Riverdale']","Kingsbridge and Riverdale, Bronx",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
Adzuna::API::Response::Job,Occupational Therapy Assistant (COTA)- Northern Manor,https://www.adzuna.com/land/ad/5865078117?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=9FED877CAFA8B294F596EB07D9D7F627B610E34C,-74.01012,91363.19,41.09706,5865078117,2026-09-01T13:12:59Z,1,91363.19,"Sigma Health Rehab is actively seeking a Full-time Occupational Therapy Assistant (OTA/COTA) to work in a Skilled Nursing Facility. COTA Requirements Include: Graduate of an accredited OTA Program Current New York State OTA License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant experience Key Responsibilities Include: Select therapy activities that follow the plan of care set out by the supervising occupational therapist Assist residents …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTA3ODExNyIsInMiOiIxTVFETFNtbThSR0NkYjRVSXR5TkNRIn0.x0pRUwlV0NRd36FUXAgE4s5xxv7Z3tqutKG_cu4K-_o,"['US', 'New York', 'Rockland County', 'Nanuet']","Nanuet, Rockland County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
Adzuna::API::Response::Job,Physical Therapist (PT) -Northern Manor,https://www.adzuna.com/land/ad/5865078124?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=0567B0C03F48ECC1C435F5A301154D6C2E96F561,-74.01012,149499.25,41.09706,5865078124,2026-09-01T13:12:59Z,1,149499.25,"Sigma Health Rehab is actively seeking a Full-time Physical Therapist (PT) to work in a Skilled Nursing Facility. PT Requirements Include: Graduate of an accredited Physical Therapy Program Current New York State PT License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant fieldwork experience are encouraged to apply Key Responsibilities Include: Evaluate residents’ conditions & develop appropriate physical rehabilitation plans Relieve resid…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1RRExTbW04UkdDZGI0VUl0eU5DUSIsImkiOiI1ODY1MDc4MTI0In0.fTdSOYfOMwfsULaTyduDvSrC6SjTyhUTVNbyUZggZLI,"['US', 'New York', 'Rockland County', 'Nanuet']","Nanuet, Rockland County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
Adzuna::API::Response::Job,"Physical Therapist (PT)- $5,000 Sign-On Bonus-Far Rockaway",https://www.adzuna.com/land/ad/5865078125?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=4E1D6B52DE9F1C23EE117BAD635A4558F467396B,-73.760389,162420.64,40.600889,5865078125,2026-09-01T13:12:59Z,1,162420.64,"We are currently offering a $5,000 Sign-On Bonus for this position. Sigma Health Rehab is actively seeking a Full-time Physical Therapist (PT) to work in a Skilled Nursing Facility. PT Requirements Include: Graduate of an accredited Physical Therapy Program Current New York State PT License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant fieldwork experience are encouraged to apply Key Responsibilities Include: Evaluate residents’ conditio…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1RRExTbW04UkdDZGI0VUl0eU5DUSIsImkiOiI1ODY1MDc4MTI1In0.c5T_A0QUIr8mjekYN3Qouydklx3kElgLRhkUScqtZuk,"['US', 'New York', 'New York City', 'Queens', 'Far Rockaway']","Far Rockaway, Queens",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
Adzuna::API::Response::Job,"Occupational Therapy Assistant (COTA)- $5,000 Sign-On Bonus -University",https://www.adzuna.com/land/ad/5865078115?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=DF8CA76A19BA55A9FF88F1873660C02512B2D13D,-73.899511,92375.81,40.86717,5865078115,2026-09-01T13:12:59Z,1,92375.81,"We are currently offering a $5,000 Sign-On Bonus for this position. Sigma Health Rehab is actively seeking a Full-time Occupational Therapy Assistant (OTA/COTA) to work in a Skilled Nursing Facility. COTA Requirements Include: Graduate of an accredited OTA Program Current New York State OTA License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant experience Key Responsibilities Include: Select therapy activities that follow the plan of care…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1RRExTbW04UkdDZGI0VUl0eU5DUSIsImkiOiI1ODY1MDc4MTE1In0.O-jwxbIYDp25GRYgKIHwgpxxSoSCGCDyU5UBbignyVA,"['US', 'New York', 'New York City', 'Bronx', 'Jerome']","Jerome, Bronx",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
Adzuna::API::Response::Job,Physical Therapist (PT),https://www.adzuna.com/land/ad/5865078123?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=2BF10D4574BE0EB3375EA7FD7130661AB71CD879,-73.908961,199356.39,40.829769,5865078123,2026-09-01T13:12:59Z,1,199356.39,"Sigma Health Rehab is actively seeking a Full-time Physical Therapist (PT) to work in a Skilled Nursing Facility. PT Requirements Include: Graduate of an accredited Physical Therapy Program Current New York State PT License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant fieldwork experience are encouraged to apply Key Responsibilities Include: Evaluate residents’ conditions & develop appropriate physical rehabilitation plans Relieve resid…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1RRExTbW04UkdDZGI0VUl0eU5DUSIsImkiOiI1ODY1MDc4MTIzIn0.7mjRcXc1kVdD2-8Rnmte_8sUi4_RU0KtxBMCkGRHCtc,"['US', 'New York', 'New York City', 'Bronx', 'Morrisania']","Morrisania, Bronx",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
Adzuna::API::Response::Job,Physical Therapy Assistant (PTA)- Richmond,https://www.adzuna.com/land/ad/5865078135?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=2836070D8D654B2244D1CE7FA0EB8E63046AD3A1,-74.086235,82576.45,40.612215,5865078135,2026-09-01T13:12:59Z,1,82576.45,"Sigma Health Rehab is excited to offer a Full-time Physical Therapy Assistant (PTA) position to join our team of skilled therapists in a Skilled Nursing Facility . PTA Requirements Include: Graduate of an accredited Physical Therapy Assistant Program Current New York State Physical Therapy Assistant (PTA) License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant fieldwork experience are encouraged to apply K ey Responsibilities: Follow the p…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1RRExTbW04UkdDZGI0VUl0eU5DUSIsImkiOiI1ODY1MDc4MTM1In0.aMhgfYuWCfMVFIygNxu9ZOrZKVhqKsrs461MI_yg69A,"['US', 'New York', 'New York City', 'Staten Island', 'Stapleton and St. George']","Stapleton and St. George, Staten Island",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
Adzuna::API::Response::Job,"Physical Therapy Assistant (PTA)- $3,000 Sign- On Bonus Concord",https://www.adzuna.com/land/ad/5865078134?se=1MQDLSmm8RGCdb4UItyNCQ&utm_medium=api&utm_source=abfa41a4&v=D6A33799D0E0358EB239E046D58866AC6D8B2CC8,-73.948989,82455.66,40.680367,5865078134,2026-09-01T13:12:59Z,1,82455.66,"We are currently offering a $3,000 Sign-On Bonus for this position. Sigma Health Rehab is excited to offer a Full-time Physical Therapy Assistant (PTA) position to join our team of skilled therapists in a Skilled Nursing Facility . PTA Requirements Include: Graduate of an accredited Physical Therapy Assistant Program Current New York State Physical Therapy Assistant (PTA) License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant fieldwork ex…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTA3ODEzNCIsInMiOiIxTVFETFNtbThSR0NkYjRVSXR5TkNRIn0.52dbbXw2ggpaSKAMdLyE7WD63L5hQwcrF55XInayZ_o,"['US', 'New York', 'New York City', 'Brooklyn', 'Bushwick and Williamsburg']","Bushwick and Williamsburg, Brooklyn",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sigma Rehab,,
