latitude,salary_max,adref,id,redirect_url,salary_is_predicted,created,salary_min,description,__CLASS__,title,longitude,location.display_name,location.area,location.__CLASS__,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,contract_time,contract_type
38.153972,178734.47,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnJtNndibHM4UkdNaF8xNzNRZDN5USIsImkiOiI1NzcwODA0MzI5In0.XE66Mc3iKCQIzTJ8uhCKCSSTrV3j-pyHJjFu7ftX7XY,5770804329,https://www.adzuna.com/land/ad/5770804329?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=3331C751201F5CF91E24C687E020BAA526CA8E1F,1,2026-06-20T11:03:58Z,178734.47,"Job Description Aequor Allied is seeking a travel MRI Technologist for a travel job in Woodbridge, Virginia. Job Description & Requirements Specialty: MRI Technologist Discipline: Allied Health Professional Start Date: 06/29/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours Employment Type: Travel Therapy Staff Job ID 1780632. Pay package is based on 10 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: Radiology …",Adzuna::API::Response::Job,Travel MRI Technologist,-121.300859,"Woodbridge, San Joaquin County","['US', 'California', 'San Joaquin County', 'Woodbridge']",Adzuna::API::Response::Location,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Aequor Allied,Adzuna::API::Response::Company,,
30.769566,120409.21,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MDgwNDMzMCIsInMiOiJCcm02d2JsczhSR01oXzE3M1FkM3lRIn0.WJHFEKedLpSJXBhLKs1V0rr-WYnc-M-l4rLk-Yp014s,5770804330,https://www.adzuna.com/land/ad/5770804330?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=0EEBBB278C45B785A7C34BB6F8821BB1719CEB09,1,2026-06-20T11:03:58Z,120409.21,"Job Description GQR Healthcare is seeking a travel nurse RN Med Surg for a travel nursing job in Crestview, Florida. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 07/06/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Medical-Surgical RN Job Location: Crestview, FL Profession: Registered Nurse Estimated Pay: $1315.44 Duration (weeks): 13 Specialty: Medical-Surgical Shift Details: Night *Estimated weekly pay includes projec…",Adzuna::API::Response::Job,Travel Medical-Surgical Registered Nurse,-86.594069,"Crestview, Okaloosa County","['US', 'Florida', 'Okaloosa County', 'Crestview']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,GQR Healthcare,Adzuna::API::Response::Company,,
30.945186,136759.25,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MDgwNDMzMiIsInMiOiJCcm02d2JsczhSR01oXzE3M1FkM3lRIn0._rz4ZGZ4OXbvsaqXjZompiP9EUVopqzCpnDtCqCN4K4,5770804332,https://www.adzuna.com/land/ad/5770804332?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=0F1C0EF0895EEA2BC30B1D2F0858D4576FF17623,1,2026-06-20T11:03:58Z,136759.25,"Job Description Coast Medical Service is seeking a travel CT Technologist for a travel job in Trinity, Florida. Job Description & Requirements Specialty: CT Technologist Discipline: Allied Health Professional Start Date: ASAP Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coa…",Adzuna::API::Response::Job,Travel CT Technologist,-95.375496,"Trinity, Trinity County","['US', 'Texas', 'Trinity County', 'Trinity']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Coast Medical Service,Adzuna::API::Response::Company,,
41.30627,223602.03,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnJtNndibHM4UkdNaF8xNzNRZDN5USIsImkiOiI1NzcwODA0MzI2In0.3SCcRJCY9rKB3EAbZT852cQ3OjDsO4b_ZDJWsHVeEdU,5770804326,https://www.adzuna.com/land/ad/5770804326?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=F21010D3D4E7C2B6FB3F9B001FCA48AB1091DF43,1,2026-06-20T11:03:57Z,223602.03,"Job Description Triage Staffing is seeking a travel CT Technologist for a travel job in Brecksville, Ohio. Job Description & Requirements Specialty: CT Technologist Discipline: Allied Health Professional Start Date: 06/29/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, flexible Employment Type: Travel Travel Radiology: CT Tech Brecksville, OH Location: Brecksville, OH Start Date: 6/29/2026 Shift Details: 10H Variable 40 hours per week Length: 13 WEEKS Apply for specific facility deta…",Adzuna::API::Response::Job,Travel CT Technologist,-81.615074,"Brecksville, Cuyahoga County","['US', 'Ohio', 'Cuyahoga County', 'Brecksville']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Triage Staffing,Adzuna::API::Response::Company,,
28.239571,129831.72,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnJtNndibHM4UkdNaF8xNzNRZDN5USIsImkiOiI1NzcwODA0MzIzIn0.qwjKVOwDBeu39KTRG5hucLaIEYsVYGCCYoZ_Tpxv3iQ,5770804323,https://www.adzuna.com/land/ad/5770804323?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=BFE095A6CFD109E68623EC482F5DC4D2EE2591FD,1,2026-06-20T11:03:56Z,129831.72,"Job Description AMN Healthcare Allied is seeking a travel CT Technologist for a travel job in New Port Richey, Florida. Job Description & Requirements Specialty: CT Technologist Discipline: Allied Health Professional Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Job Description & Requirements \n \nComputed Tomography Technologist - (CT Tech)\n \nStartDate: ASAP \nAvailable Shifts: 12 N \nPay Rate: $1755.00 - $1808.00 \n \n\n Required Qualifications CT Tech…",Adzuna::API::Response::Job,Travel CT Technologist,-82.739948,"New Port Richey, Pasco County","['US', 'Florida', 'Pasco County', 'New Port Richey']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,AMN Healthcare Allied,Adzuna::API::Response::Company,,
43.613657,201181.11,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnJtNndibHM4UkdNaF8xNzNRZDN5USIsImkiOiI1NzcwODA0MzE0In0.n0GK5Oe0tcriaC1WeMFp6Y2uJPBEa5G9FhPKh3n5A14,5770804314,https://www.adzuna.com/land/ad/5770804314?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=4ACF2523CCB8F283A449F2B615EA93D80C868369,1,2026-06-20T11:03:56Z,201181.11,"Job Description Meda Health is seeking a travel nurse RN OR - Operating Room for a travel nursing job in Boise, Idaho. Job Description & Requirements Specialty: OR - Operating Room Discipline: RN Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Meda Health is looking for an OR RN to work a travel assignment in an acute care hospital setting. Must have at least two years of experience, state licensure and BLS/ACLS (at minimum). Competitive and T…",Adzuna::API::Response::Job,Travel Operating Room RN,-116.217354,"Boise, Ada County","['US', 'Idaho', 'Ada County', 'Boise']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Meda Health,Adzuna::API::Response::Company,,
39.75,99091.73,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnJtNndibHM4UkdNaF8xNzNRZDN5USIsImkiOiI1NzcwODA0MzI1In0.K7Q1s6K9Rt-t5NDH8kVALJQ5k-jfy8YheGgbjWO7gmw,5770804325,https://www.adzuna.com/land/ad/5770804325?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=A288D0D2F74F4B430ECD836CCA6DEAC86E6A6D3D,1,2026-06-20T11:03:56Z,99091.73,"Job Description LRS Healthcare - Travel Nursing is seeking a travel nurse RN Med Surg for a travel nursing job in Denver, Colorado. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel LRS Healthcare - Travel Nursing Job ID 42-46087. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. About LRS …",Adzuna::API::Response::Job,Travel Nurse RN - Med Surg,-104.99,"Denver, Colorado","['US', 'Colorado', 'Denver']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,LRS Healthcare - Travel Nursing,Adzuna::API::Response::Company,,
30.945186,211485.44,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MDgwNDMxNiIsInMiOiJCcm02d2JsczhSR01oXzE3M1FkM3lRIn0.4SSrkvolyYyUivXnud_gyDdHnOgyvFJh3KVV78wQ3_w,5770804316,https://www.adzuna.com/land/ad/5770804316?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=BBD4D8A53E2EECD2B1102BC943CE7F4DB3AF4EC7,1,2026-06-20T11:03:56Z,211485.44,"Job Description HCS 247 Travel is seeking a travel CT Technologist for a travel job in Trinity, Florida. Job Description & Requirements Specialty: CT Technologist Discipline: Allied Health Professional Start Date: 07/06/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Aggressive Compensation Packages Lodging Per-Diem for those who qualify Meals and Incidentals Allowance for those who qualify Travel Expense Allowance for those who qualify Medical Dental a…",Adzuna::API::Response::Job,Travel CT Technologist,-95.375496,"Trinity, Trinity County","['US', 'Texas', 'Trinity County', 'Trinity']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,HCS 247 Travel,Adzuna::API::Response::Company,,
42.075095,212115.23,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnJtNndibHM4UkdNaF8xNzNRZDN5USIsImkiOiI1NzcwODA0MzE5In0.6ZtL6qUXiqUow89oIr8ePdWfLT4JVY_z0AwlSxJJD-E,5770804319,https://www.adzuna.com/land/ad/5770804319?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=0D8A0B9AFDB1A8C1D301A6662EC36E99AD0CB8DA,1,2026-06-20T11:03:56Z,212115.23,"Job Description LanceSoft is seeking a travel Radiology Technician for a travel job in Southbridge, Massachusetts. Job Description & Requirements Specialty: Radiology Technician Discipline: Allied Health Professional Start Date: 07/26/2026 Duration: 13 weeks 32 hours per week Shift: 8 hours, days Employment Type: Travel Mixed Shift X-Ray Tech Traveler Location: Webster, MA Campus (340 Thompson Road, Webster, MA 01570) Hours: 32 hours per week Shifts: Mixed Shifts Daily Schedule: Monday 3-11pm |…",Adzuna::API::Response::Job,Travel Radiology Technician,-72.033408,"Southbridge, Worcester County","['US', 'Massachusetts', 'Worcester County', 'Southbridge']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,LanceSoft,Adzuna::API::Response::Company,,
31.134841,87129.57,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MDgwNDMxNSIsInMiOiJCcm02d2JsczhSR01oXzE3M1FkM3lRIn0.MKUhZ4k7wl-1_vsCeAUNzRjLg1g00iqP55Qdmg8hY_0,5770804315,https://www.adzuna.com/land/ad/5770804315?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=94EB725452FF21E0BF9C540B6EE746FC08204EF6,1,2026-06-20T11:03:56Z,87129.57,"Job Description LRS Healthcare - Travel Nursing is seeking a travel nurse RN Med Surg for a travel nursing job in Dothan, Alabama. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 07/06/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel LRS Healthcare - Travel Nursing Job ID 42-44455. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. About LRS H…",Adzuna::API::Response::Job,Travel Nurse RN - Med Surg,-85.396277,"Dothan, Houston County","['US', 'Alabama', 'Houston County', 'Dothan']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,LRS Healthcare - Travel Nursing,Adzuna::API::Response::Company,,
32.509913,108981.69,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnJtNndibHM4UkdNaF8xNzNRZDN5USIsImkiOiI1NzcwODA0MzI0In0.xV_7UBp2_NiHLWvKZ4kgp3Am-ZGDG8-EneZ3EMYIb1g,5770804324,https://www.adzuna.com/land/ad/5770804324?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=F7C92075514DB4250DC1E944F6EE943FAA913FCE,1,2026-06-20T11:03:56Z,108981.69,"Job Description Aequor Healthcare is seeking a travel nurse RN Med Surg for a travel nursing job in Shreveport, Louisiana. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: ASAP Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel All positions require at least two proven years experience Aequor Job ID 1780929. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. …",Adzuna::API::Response::Job,Travel Medical-Surgical Registered Nurse,-93.748587,"Shreveport, Caddo Parish","['US', 'Louisiana', 'Caddo Parish', 'Shreveport']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Aequor Healthcare,Adzuna::API::Response::Company,,
34.115756,51777.97,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MDgwNDMyMSIsInMiOiJCcm02d2JsczhSR01oXzE3M1FkM3lRIn0.qjUo4B4uMUZWYo8tfKTCabkXFgsIgpUbd-ksmM3CJjc,5770804321,https://www.adzuna.com/land/ad/5770804321?se=Brm6wbls8RGMh_173Qd3yQ&utm_medium=api&utm_source=abfa41a4&v=B1C89733CAB3BD171964DF10260F41F5E194CE2F,1,2026-06-20T11:03:56Z,51777.97,"Job Description Thrive Staffing is seeking a travel nurse RN Interventional Radiology for a travel nursing job in Highland Park, Illinois. Job Description & Requirements Specialty: Interventional Radiology Discipline: RN Start Date: 07/05/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Job Title: Registered Nurse Interventional Radiology City/State: Highland Park, Illinois Shift: 10 Hour Days, 07:00:00-17:00:00 Contract Length: 13 weeks Start Date: 07/05/…",Adzuna::API::Response::Job,Travel Nurse RN - Interventional Radiology,-118.185404,"Highland Park, Los Angeles County","['US', 'California', 'Los Angeles County', 'Highland Park']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Thrive Staffing,Adzuna::API::Response::Company,,
