created,title,description,adref,id,latitude,salary_is_predicted,salary_max,salary_min,longitude,redirect_url,__CLASS__,company.__CLASS__,company.display_name,location.area,location.display_name,location.__CLASS__,category.__CLASS__,category.label,category.tag,contract_time,contract_type
2026-08-14T10:13:24Z,Hair Stylist - Coppell,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n Our stylists are W2 employees with guaranteed hourly pay and steady tips. Our team members make up to $30-$34 per hour of total income. We also have a 401(k) and 2 different medical insurance plans - benefits that are very rare in this industry. \n Our goal is to build a fun, supportive t…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmtkcUUtdVg4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQxODY1MzUwIn0.mEuV4mITAhDzboGqa73QFSvsKg7pqtOTtKvbuXoOg04,5841865350,32.9659,1,47095.27,47095.27,-96.9864,https://www.adzuna.com/land/ad/5841865350?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=50797D9CFFA55A0F7CCED233952280D6BE9337A0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'Texas', 'Dallas', 'Coppell']","Coppell, Dallas",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:24Z,Hair Stylist - Happy Valley Crossroads,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n ARE YOU A LICENSED COSMETOLOGIST OR BARBER? \n Want to become a part of a connected team? Tambry Ventures is inviting you! With competitive wages of $27 - $40 plus an established salon customer base and fantastic product incentives, this opportunity stands out. Are you looking for a salon…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTg2NTM1NSIsInMiOiJma2RxRS11WDhSR1hsdWEwd2kyM3JnIn0.Ba62LXKsXShJ6SZ6wLPVrUji2qmErjK9bIcDs9G4OZw,5841865355,45.415645,1,56543.0,56543.0,-122.524277,https://www.adzuna.com/land/ad/5841865355?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=5AFF0BCF6902BE35581A1AE63196D896EF96B6A5,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'Oregon', 'Clackamas County', 'Happy Valley']","Happy Valley, Clackamas County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:24Z,Hair Stylist - Shops of Sebastian,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n At Great Clips, we know that stylists like you are happiest when they're cutting hair, so at a Great Clips salon, that's exactly what you get to do! \n With your talent and our support, the opportunities with Great Clips are endless. Whether you want to be the best stylist in town, a salo…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTg2NTM0MiIsInMiOiJma2RxRS11WDhSR1hsdWEwd2kyM3JnIn0.Ed54w28ra2rg1FNbGLcWDFl_7qNvnziS3AKjwVL3Og0,5841865342,27.786158,1,37509.0,37509.0,-80.481134,https://www.adzuna.com/land/ad/5841865342?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=B58706B636F8537C00936CE3B499DC6056814422,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'Florida', 'Indian River County', 'Sebastian']","Sebastian, Indian River County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:24Z,Hair Stylist - Glenwood Meadows,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n Great Clips is hiring a full-time stylist in Glenwood Springs. Join a supportive team with steady clients and strong earning potential. \n What We Offer: \n Pay of $30–$35/hour (includes tips & bonuses) \n Ongoing training & growth opportunities \n Established customer base \n Qualificati…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmtkcUUtdVg4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQxODY1MzY2In0.Y_ZbH8ASlqe3BqhgVzy-MRyZxGXi5gvJ3kordd0NVYs,5841865366,39.524944,1,59051.21,59051.21,-107.323261,https://www.adzuna.com/land/ad/5841865366?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=6C6A386777FFFCB65704AF9D747BA30184D4307D,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'Colorado', 'Garfield County', 'Cardiff']","Cardiff, Garfield County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:24Z,Hair Stylist - Auburn Shopping Center,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n By staying up to date with trends through salon resources and continual education, you keep Great Clips current while reinforcing the core values of comfort, connection, and freedom for every guest Why you’ll love it here \n Great Clips salons give you everything you need to succeed: \n \…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmtkcUUtdVg4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQxODY1MzQ3In0.jRp7H6EjJBCLTWPDdC_E6BDrKLqu6DTWdpIUWCfVFWk,5841865347,41.358096,1,51639.25,51639.25,-85.047321,https://www.adzuna.com/land/ad/5841865347?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=0538508A28C97AC65FCF519AC0E292EBB488FEC0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'Indiana', 'DeKalb County', 'Norland Park']","Norland Park, DeKalb County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:24Z,Hair Stylist - Bremerton Fred Meyer,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n Great Atmosphere! Flexible Schedules! 401(k), Paid Sick Leave for all employees. Medical, Dental, Paid Time Off and Holiday Pay! Stylists average between $20.00-$21.00 PH. Productivity, Retail Commission, Customer Return Bonuses and GREAT Tips (stylists average between $6-18/hour in tips …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTg2NTM3NiIsInMiOiJma2RxRS11WDhSR1hsdWEwd2kyM3JnIn0.nauirJ3wFAaULHwvfxGDUA7JpjYq6ZYmDUCKOtfeDAc,5841865376,47.62748,1,44096.5,44096.5,-122.63727,https://www.adzuna.com/land/ad/5841865376?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=2B695B78315447D182F3C39778A24D8471737EEB,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'Washington', 'Kitsap County', 'Meadowdale']","Meadowdale, Kitsap County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:24Z,Hair Stylist - Five Points Crossing,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n Why you’ll love it here \n Great Clips salons give you everything you need to succeed: \n \n Great, reliable hourly wage plus tips \n Flexible scheduling with dependable retail hours \n Job stability and a steady flow of customers driven by the marketing of the largest hair salon brand in…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTg2NTM0NSIsInMiOiJma2RxRS11WDhSR1hsdWEwd2kyM3JnIn0.QHMm6ZltiEUv2rDzt-hO9zUaGWJBWnt6vGbnD3IgQ_g,5841865345,32.967325,1,41336.19,41336.19,-97.385639,https://www.adzuna.com/land/ad/5841865345?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=2DC8D9D2A68133C55761BC54FCBAB77E305E9564,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'Texas', 'Tarrant County', 'Haslet']","Haslet, Tarrant County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:24Z,Hair Stylist - St. Francis,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n Great Clips is on the hunt for skilled Stylists and Barbers—scissor pros who can transform any bad hair day into a flawless cut. Be part of our fun-loving, hair-obsessed team in a salon so welcoming it feels like home—if home came with unlimited hairspray. If you live and breathe hair and…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmtkcUUtdVg4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQxODY1MzcwIn0._wAOrURTcdsgPdJx_rxaj-hTCg7XftEhGScaVtfSKs4,5841865370,42.96943,1,37129.43,37129.43,-87.87317,https://www.adzuna.com/land/ad/5841865370?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=DAF3D7C1EEA7DAA99242EECDF11B8335506D6F34,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'Wisconsin', 'Milwaukee County', 'Saint Francis']","Saint Francis, Milwaukee County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:23Z,Hair Stylist - Ridge Plaza,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n Are you ready to unleash your passion for style and creativity in a dynamic and vibrant salon environment? Great Clips is a renowned salon brand dedicated to delivering exceptional haircuts. We pride ourselves on fostering an energetic and supportive atmosphere where talented individuals …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmtkcUUtdVg4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQxODY1MzMyIn0.k-wn0CWMPPcSXK1nPRZjLLd3Eonzkf_5tJXXx3KT-Yw,5841865332,41.026637,1,45325.94,45325.94,-74.508986,https://www.adzuna.com/land/ad/5841865332?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=AE157BA72D7E683141B477A396D7C578535F1567,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'New Jersey', 'Passaic County', 'Jefferson']","Jefferson, Passaic County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:23Z,Hair Stylist - Eastgate Shopping Center,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n How many times have you had to rebuild your clientele? At Great Clips, you don't have to. We provide the customers so you can focus on delivering amazing service and building relationships without worrying about where the next guest is coming from. We're hiring full-time stylists with fix…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTg2NTMxNSIsInMiOiJma2RxRS11WDhSR1hsdWEwd2kyM3JnIn0.Rt4uex1LhTQ6qN93-fIhl6GotWNaSZWT9RM7D6ZvbtY,5841865315,33.492937,1,48416.31,48416.31,-81.717544,https://www.adzuna.com/land/ad/5841865315?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=3D339BDE88B413B8922EE7461A53ABDB2C359DA7,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'South Carolina', 'Aiken County', 'Dunbarton']","Dunbarton, Aiken County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:23Z,Hair Stylist - South Hills,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n Want a career with growth opportunities? Great Clips is hiring! Work with a supportive team while enjoying flexible schedules, continuous education, health insurance, PTO, and a 401(k). Why you’ll love it here \n Great Clips salons give you everything you need to succeed: \n \n Great, rel…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmtkcUUtdVg4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQxODY1MzEzIn0.tf2E74cswrtWFBB50YIZSDFRU95t0Fnzl3Ektzg5EzE,5841865313,40.35762,1,49217.69,49217.69,-80.05998,https://www.adzuna.com/land/ad/5841865313?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=F52EC30961D6E5CB2D6741290535837EAC8337E4,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'Pennsylvania', 'Allegheny County', 'Cedarhurst']","Cedarhurst, Allegheny County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:23Z,Hair Stylist - 4th Street Shoppes,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n Why you’ll love it here \n Great Clips salons give you everything you need to succeed: \n \n Great, reliable hourly wage plus tips \n Flexible scheduling with dependable retail hours \n Job stability and a steady flow of customers driven by the marketing of the largest hair salon brand in…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmtkcUUtdVg4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQxODY1MzM0In0.MlJqXOgEjYPAhUD8VELVlG8t-GNg3btC0opOaAmH6cI,5841865334,27.85392,1,37195.5,37195.5,-82.63128,https://www.adzuna.com/land/ad/5841865334?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=0D125A1EB02AD49C036877C5347B20CD78E7CF3C,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'Florida', 'Pinellas Couny', 'Lealman']","Lealman, Pinellas Couny",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
2026-08-14T10:13:23Z,Hair Stylist - Pilgrim Gardens,"Job Description \n \n \n Join a locally owned Great Clips® salon team and enjoy a rewarding career doing what you love! Whether you’re an experienced stylist or a recent graduate, we're excited to meet you. \n At Folk Design Group, we offer amazing benefits like: paid time off for ALL, free telemedicine, paid training, and 401k with MATCH! We also offer medical, dental, and vision coverage. Our stylists earn $25-40/hr effective (includes potential tips, bonus and incentives)! First time employe…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmtkcUUtdVg4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQxODY1MzMzIn0.zDP3KmZ0rfzUwCBRSUGclYWDOBVC_gCaxsD-aGL30xc,5841865333,39.94944,1,46459.8,46459.8,-75.30822,https://www.adzuna.com/land/ad/5841865333?se=fkdqE-uX8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=9CD0A1DD6B308B5A3604A4DBEB0654162F4705E3,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Great Clips,"['US', 'Pennsylvania', 'Delaware County', 'Drexel Hill']","Drexel Hill, Delaware County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Creative & Design Jobs,creative-design-jobs,,
