salary_max,__CLASS__,salary_min,longitude,created,latitude,title,adref,redirect_url,salary_is_predicted,id,description,category.label,category.__CLASS__,category.tag,location.display_name,location.area,location.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
120120.0,Adzuna::API::Response::Job,0.0,-73.200943,2026-06-27T10:29:50Z,44.478158,"Travel Respiratory Therapist - $2,310 per week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRGo5QmhEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDY1OTU5In0.dZ7PIdPXm17IJZxjfTL6DE4CyXy9CsbovW6nb2p7ypY,https://www.adzuna.com/land/ad/5779065959?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=077F133253C8C7B562B0C2A8B285A026B9AF6746,0,5779065959,"Care Team Solutions is seeking a travel Respiratory Therapist for a travel job in Burlington, Vermont. Job Description & Requirements Specialty: Respiratory Therapist Discipline: Allied Health Professional Start Date: 07/27/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel Registered Nurse must have 2 years of recent experience in particular specialty Details: Must Have 2 Years of recent experience. Specialty: Discipline: Respiratory Therapy Start Date: 2026-07-2…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Winooski, Chittenden County","['US', 'Vermont', 'Chittenden County', 'Winooski']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Care Team Solutions,,
123604.0,Adzuna::API::Response::Job,0.0,-93.743106,2026-06-27T10:29:49Z,41.572796,"Travel Medical-Surgical RN - $2,377 per week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2NTk1OCIsInMiOiJEajlCaERkeThSRzAzcF9iMk5SSVp3In0.JTYpBLt5WzFX60HZ927V306G0Sy-hsp2ButdXHABTpo,https://www.adzuna.com/land/ad/5779065958?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=6C00F852A1E0DCF368412A2B04DA9F4619C80D52,0,5779065958,"Host Healthcare is seeking a travel nurse RN Med Surg for a travel nursing job in West Des Moines, Iowa. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 40 hours per week Shift: 12 hours, nights Employment Type: Travel Host Healthcare Job ID a1fVX000003aydRYAQ. Pay package is based on 12 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN - Medical-Surgical Abo…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"West Des Moines, Polk County","['US', 'Iowa', 'Polk County', 'West Des Moines']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Host Healthcare,,
184756.0,Adzuna::API::Response::Job,0.0,-74.4918,2026-06-27T10:29:48Z,40.87776,"Travel Registered Cardiovascular Invasive Specialist (RCIS) - $3,553 per week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRGo5QmhEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDY1OTU2In0.JELX3JrrR2UUlrcQrSkbPdWFAYq1v3CxhQvDeQBDVIQ,https://www.adzuna.com/land/ad/5779065956?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=04FC56923946EE624ABE7AF0BD0F7C6ADA77DCF9,0,5779065956,"ARMStaffing is seeking a travel Cath Lab Technologist for a travel job in Denville, New Jersey. Job Description & Requirements Specialty: Cath Lab Technologist Discipline: Allied Health Professional Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Cardiac and Interventional Radiology Technologist Schedule This position is for an on-call role with shifts from 06:30 AM to 05:00 PM, requiring flexibility for additional emergency call shifts. Job D…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Denville, Morris County","['US', 'New Jersey', 'Morris County', 'Denville']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,ARMStaffing,,
93132.0,Adzuna::API::Response::Job,0.0,-83.693211,2026-06-27T10:29:48Z,32.806296,"Travel Emergency Room RN - $1,791 per week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2NTk1NyIsInMiOiJEajlCaERkeThSRzAzcF9iMk5SSVp3In0.stySqd6Nc38KeeMGdY2bSMHgLOxherIcjw2VuQ92DHw,https://www.adzuna.com/land/ad/5779065957?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=877328DB05315B0420DAFC032AAE32715887CF0D,0,5779065957,"Host Healthcare is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Macon, Georgia. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 07/20/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Host Healthcare Job ID a1fVX000003ayDdYAI. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Payne, Bibb County","['US', 'Georgia', 'Bibb County', 'Payne']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Host Healthcare,,
146640.0,Adzuna::API::Response::Job,0.0,-82.55,2026-06-27T10:29:47Z,35.6,"Travel CVOR Registered Nurse - $2,820 per week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRGo5QmhEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDY1OTUzIn0.8i0mVkp5pNXmvpN3KVJ5xJikOSOzrU9AYlejIv50QFg,https://www.adzuna.com/land/ad/5779065953?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=64B8187793F6C0518939D7809BFFD575361FF2DC,0,5779065953,"Supplemental Health Care is seeking a travel nurse RN CVOR for a travel nursing job in Asheville, North Carolina. Job Description & Requirements Specialty: CVOR Discipline: RN Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Job Description: Supplemental Health Care is hiring CVOR RNs for contract assignments at partnering hospitals in Asheville, North Carolina. Whether you’re looking to travel or stay local, we’re committed to helping Cardiova…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Asheville, Buncombe County","['US', 'North Carolina', 'Buncombe County', 'Asheville']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Supplemental Health Care,,
85644.0,Adzuna::API::Response::Job,0.0,-83.974847,2026-06-27T10:29:46Z,35.708711,"Travel Med Surg Telemetry RN - $1,647 per week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2NTk0OCIsInMiOiJEajlCaERkeThSRzAzcF9iMk5SSVp3In0.FD3d56jkxw4clxlKSyqPGBr-cT-RxQER_4PMoiqs7xU,https://www.adzuna.com/land/ad/5779065948?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=6CCD07CA38A441B82A04C8192F1A06535B9542BB,0,5779065948,"Prime Staffing is seeking a travel nurse RN Med Surg for a travel nursing job in Maryville, Tennessee. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 07/27/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel ID: 63816414 Shift: Night 3x12-Hour (19:00 - 07:30) Description: Shift: 3x12 Nights 1900-0730Float to similar units is required if needed Weekend Coverage - Every other but may change based on needMedication System: OmnicellMust h…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Alcoa, Blount County","['US', 'Tennessee', 'Blount County', 'Alcoa']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Prime Staffing,,
113672.0,Adzuna::API::Response::Job,0.0,-76.815,2026-06-27T10:29:45Z,39.3768,"Travel Emergency Room Registered Nurse - $2,186 per week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRGo5QmhEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDY1OTQxIn0.8--DHcplr0KjQVLhJWKNlkztbIk_BF82nLn14pNcSXw,https://www.adzuna.com/land/ad/5779065941?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=8F101458F4DDB35A01ED6179684ABB5223D650ED,0,5779065941,"Focus Staff is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Randallstown, Maryland. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 07/20/2026 Duration: 14 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Ready to chart a new course? Focus Staff is seeking a travel Emergency Medicine Registered Nurse (ER RN) in Randallstown, MD to deliver exceptional care in a dynamic environment. Help patie…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Mcdonogh Run, Baltimore County","['US', 'Maryland', 'Baltimore County', 'Mcdonogh Run']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Focus Staff,,
376561.16,Adzuna::API::Response::Job,376561.16,-71.028795,2026-06-27T10:29:45Z,42.754115,Home Health Speech Language Pathologist - $70 per visit,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRGo5QmhEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDY1OTQzIn0.dNsb8tKQIdKQj3GFLjXIVkRy2c92YpQskRdlF2AjpT0,https://www.adzuna.com/land/ad/5779065943?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=9DD92CC047CA3DEF549A2519F388EC64357A26E3,1,5779065943,"BAYADA Home Health Care is seeking a Home Health Speech Language Pathologist for a job in Groveland, Massachusetts. Job Description & Requirements Specialty: Speech Language Pathologist Discipline: Therapy Duration: Ongoing Employment Type: Staff BAYADA Home Health Care is looking for Speech Language Pathologists (SLP) to join our teams, providing home health visits in patients homes and in senior living communities throughout New Hampshire in Salem, Hampton and Nashua territories. You’ll be wo…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Groveland, Essex County","['US', 'Massachusetts', 'Essex County', 'Groveland']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,BAYADA Home Health Care,,
97136.0,Adzuna::API::Response::Job,0.0,-84.1403,2026-06-27T10:29:45Z,39.7159,"Travel Critical Care ICU Registered Nurse - $1,868 per week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2NTk0MiIsInMiOiJEajlCaERkeThSRzAzcF9iMk5SSVp3In0.KoHCjVpnYq9R7XJQmiOfPxJN0Mt9ndoXx7al8cc4qhk,https://www.adzuna.com/land/ad/5779065942?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=9813C66C4D639796B607DA584B937A490A0058D9,0,5779065942,"Supplemental Health Care is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Dayton, Ohio. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: ASAP Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Job Description: Supplemental Health Care is connecting Critical Care - Icu Registered Nurses with top-tier hospital contracts in Dayton, Ohio. Travel or stay local, either way, we’ll guide yo…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Oakwood, Montgomery County","['US', 'Ohio', 'Montgomery County', 'Oakwood']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Supplemental Health Care,,
123188.0,Adzuna::API::Response::Job,0.0,-92.414158,2026-06-27T10:29:45Z,31.265424,"Travel MRI Technologist - $2,369 per week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRGo5QmhEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDY1OTQ2In0.O_6wckMoPSaj4hLCWklw8sU9ry--FcdLTBoTFVv0QrU,https://www.adzuna.com/land/ad/5779065946?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=5DF28A23059FD5A753D893C6D4B3E03C4EE22CBC,0,5779065946,"Fusion Medical Staffing-Radiology is seeking a travel MRI Technologist for a travel job in Alexandria, Louisiana. Job Description & Requirements Specialty: MRI Technologist Discipline: Allied Health Professional Start Date: 07/13/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Travel MRI Tech Company: Fusion Medical Staffing Location: Facility in Alexandria, Louisiana Job Details Fusion Medical Staffing is seeking a skilled MRI Tech for a 13-week travel as…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Willow Glen, Rapides Parish","['US', 'Louisiana', 'Rapides Parish', 'Willow Glen']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Fusion Medical Staffing-Radiology,,
125476.0,Adzuna::API::Response::Job,0.0,-111.797783,2026-06-27T10:29:45Z,33.223676,"Travel CT Technologist - $2,413 per week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRGo5QmhEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDY1OTQ1In0.I6fTB_LZOucH3Iogk6x5D9C08p7AgUUNhUrewONc-7o,https://www.adzuna.com/land/ad/5779065945?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=7B8B5EA96E03F13BD9B89323C45C4B10BAA7A841,0,5779065945,"Fusion Medical Staffing-Radiology is seeking a travel CT Technologist for a travel job in Chandler, Arizona. Job Description & Requirements Specialty: CT Technologist Discipline: Allied Health Professional Start Date: 07/27/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Chandler, Arizona Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Sun Lakes, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Sun Lakes']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Fusion Medical Staffing-Radiology,,
505783.22,Adzuna::API::Response::Job,505783.22,-77.338,2026-06-27T10:29:44Z,38.964,Home Health Physical Therapist - $65 per visit,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2NTkzNiIsInMiOiJEajlCaERkeThSRzAzcF9iMk5SSVp3In0.bqM3_qY42_N0gVbhmpcBdzb-jDlEjLFa8kMvkiKbEhU,https://www.adzuna.com/land/ad/5779065936?se=Dj9BhDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=ABC6662F14B55DFDCE16A238E375401D74D70C2D,1,5779065936,"BAYADA Home Health Care is seeking a Home Health Physical Therapist for a job in Reston, Virginia. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Duration: Ongoing Employment Type: Staff BAYADA Home Health Care is currently seeking an experienced Physical Therapist, PT, for a per diem or part time opportunity performing home health visits for our office. This office services adult and geriatric clients on a per visit basis in territories throughout the Herndon,…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Reston, Fairfax County","['US', 'Virginia', 'Fairfax County', 'Reston']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,BAYADA Home Health Care,,
