id,created,longitude,redirect_url,description,salary_min,latitude,salary_is_predicted,title,salary_max,adref,__CLASS__,category.tag,category.__CLASS__,category.label,location.display_name,location.__CLASS__,location.area,company.display_name,company.__CLASS__,contract_time,contract_type
5777918529,2026-06-26T11:14:11Z,-97.503493,https://www.adzuna.com/details/5777918529?utm_medium=api&utm_source=abfa41a4,"Meda Health is looking for an OR RN to work a travel assignment in an acute care hospital setting. Must have at least two years of experience, state licensure and BLS/ACLS (at minimum). Competitive and Transparent Pay We value your expertise and respect your dedication — and our goal is to compensate you more than fairly for them. We don’t want you to scramble to figure out your coverage, especially when you’re already feeling under the weather. At Meda Health, your coverage starts when you do.…",59030.94,35.475148,1,RN - Or,59030.94,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODUyOSIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.JYdU68FWIxSjsqqN4BeXgFH7XHfdOuuQaqarRwXQwC8,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Oklahoma City, Oklahoma County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']",OU Health,Adzuna::API::Response::Company,part_time,
5777918513,2026-06-26T11:13:26Z,-77.471549,https://www.adzuna.com/details/5777918513?utm_medium=api&utm_source=abfa41a4,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",72800.0,34.763844,0,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,104000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0Z2M3hITng4UkdMNGFyYjJoRHRjZyIsImkiOiI1Nzc3OTE4NTEzIn0.OPhy579EziW4e2FEyecR8BfgDr7q999vEnp6hZ5kDOw,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Jacksonville, Onslow County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Onslow County', 'Jacksonville']",Premier Transportation,Adzuna::API::Response::Company,full_time,
5777918507,2026-06-26T11:13:26Z,-75.630511,https://www.adzuna.com/details/5777918507?utm_medium=api&utm_source=abfa41a4,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",72800.0,35.954833,0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,104000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0Z2M3hITng4UkdMNGFyYjJoRHRjZyIsImkiOiI1Nzc3OTE4NTA3In0.-WoI2fucU9TgtxWyEZBshHVc8n0ycErWnQYXVu_DC08,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Nags Head, Dare County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Dare County', 'Nags Head']",Premier Transportation,Adzuna::API::Response::Company,full_time,
5777918522,2026-06-26T11:13:26Z,-90.185251,https://www.adzuna.com/details/5777918522?utm_medium=api&utm_source=abfa41a4,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",72800.0,32.295842,0,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,104000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0Z2M3hITng4UkdMNGFyYjJoRHRjZyIsImkiOiI1Nzc3OTE4NTIyIn0.4QFdayBaw_xKIE7zlScUniGthMxrDHfdI0ntvN90EKs,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Jackson, Hinds County",Adzuna::API::Response::Location,"['US', 'Mississippi', 'Hinds County', 'Jackson']",Premier Transportation,Adzuna::API::Response::Company,full_time,
5777918506,2026-06-26T11:13:26Z,-88.653947,https://www.adzuna.com/details/5777918506?utm_medium=api&utm_source=abfa41a4,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",72800.0,32.341747,0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,104000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0Z2M3hITng4UkdMNGFyYjJoRHRjZyIsImkiOiI1Nzc3OTE4NTA2In0.uBzQJjkM-8Ckj69oCn3Nx3UKgdEambAr59zHb3IcycA,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Meridian, Lauderdale County",Adzuna::API::Response::Location,"['US', 'Mississippi', 'Lauderdale County', 'Meridian']",Premier Transportation,Adzuna::API::Response::Company,full_time,
5777918528,2026-06-26T11:13:26Z,-90.185251,https://www.adzuna.com/details/5777918528?utm_medium=api&utm_source=abfa41a4,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",72800.0,32.295842,0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,104000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0Z2M3hITng4UkdMNGFyYjJoRHRjZyIsImkiOiI1Nzc3OTE4NTI4In0.eSKBb9fGV9wdzGV-Y1hDIrqqKwYQV0MUU9-RURJ8Nm8,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Jackson, Hinds County",Adzuna::API::Response::Location,"['US', 'Mississippi', 'Hinds County', 'Jackson']",Premier Transportation,Adzuna::API::Response::Company,full_time,
5777918518,2026-06-26T11:13:26Z,-75.630511,https://www.adzuna.com/details/5777918518?utm_medium=api&utm_source=abfa41a4,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",72800.0,35.954833,0,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,104000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODUxOCIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.jAVkkWDxCigh9PgGqvOqVPTsgBZC0Tu2T1nkty6WHx4,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Nags Head, Dare County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Dare County', 'Nags Head']",Premier Transportation,Adzuna::API::Response::Company,full_time,
5777918520,2026-06-26T11:13:26Z,-81.663836,https://www.adzuna.com/details/5777918520?utm_medium=api&utm_source=abfa41a4,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",72800.0,36.215935,0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,104000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODUyMCIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.JKH09hGO451_2tt98qwKtBGpgnBAGgowX6xkLPpwKvA,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Perkinsville, Watauga County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Watauga County', 'Perkinsville']",Premier Transportation,Adzuna::API::Response::Company,full_time,
5777918464,2026-06-26T11:13:25Z,-95.239539,https://www.adzuna.com/details/5777918464?utm_medium=api&utm_source=abfa41a4,"CDL-A TANKER DRIVERS | OTR | $1,400-$1,600/WEEK | FLEXIBLE HOME TIME. CDL-A TANKER DRIVERS | OTR | $1,400-$1,600/WEEK | FLEXIBLE HOME TIME Drive for a Company That Still Knows Your Name Tired of mega carriers where drivers feel like a truck number? Western Dairy Transport (WDT) is hiring OTR CDL-A Tanker Drivers across the I-80 & I-90 corridors for drivers looking for reliable miles, flexible home time, and a company that still respects its drivers. WHY DRIVERS CHOOSE WDT • Average Weekly Pay: …",72800.0,38.968784,0,Truck Driver Company - 1yr EXP Required - OTR - Tanker - $1.4k - $1.6k per week - Western Dairy Transport,83200.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODQ2NCIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.6GHgiE0Wx4BwRgK8nEvTEK374jTOoEzFa_E4qd7n37U,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Lawrence, Douglas County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Douglas County', 'Lawrence']",Western Dairy Transport,Adzuna::API::Response::Company,full_time,
5777918478,2026-06-26T11:13:25Z,-77.968768,https://www.adzuna.com/details/5777918478?utm_medium=api&utm_source=abfa41a4,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",72800.0,35.983546,0,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,104000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0Z2M3hITng4UkdMNGFyYjJoRHRjZyIsImkiOiI1Nzc3OTE4NDc4In0.6XpYlPZcYaVuYDbsCkZSc3pBzJ1qYOYq2PNv8JIjYsc,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Nashville, Nash County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Nash County', 'Nashville']",Premier Transportation,Adzuna::API::Response::Company,full_time,
5777918454,2026-06-26T11:13:25Z,-93.195619,https://www.adzuna.com/details/5777918454?utm_medium=api&utm_source=abfa41a4,"Hiring CDL A Tanker Drivers in Beaumont, TX! $300 Daily Pay. X - Combo for HAZMAT and Tank Vehicles Endorsement. TWIC Card Endorsement. Company Drivers Only - Not an Owner Operator Position Sprint Transport provides bulk liquid services along the Gulf Coast, including long-haul shipments. We are a family-oriented company that values people. All trips are out and back, resulting in more home time. Desirable, high-paying freight with a management team that caters to your individual needs. State-o…",111418.85,30.22694,1,CDL-A Company Driver - 3yrs EXP Required - Regional - X/TWIC Endorsements Required - Sprint Transport,111418.85,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0Z2M3hITng4UkdMNGFyYjJoRHRjZyIsImkiOiI1Nzc3OTE4NDU0In0.LjFBu-T5eerbyjl406jPtoFylM3KxWogvNyUupQMXUQ,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Lake Charles, Calcasieu Parish",Adzuna::API::Response::Location,"['US', 'Louisiana', 'Calcasieu Parish', 'Lake Charles']",Sprint Transport,Adzuna::API::Response::Company,full_time,
5777918490,2026-06-26T11:13:25Z,-88.818882,https://www.adzuna.com/details/5777918490?utm_medium=api&utm_source=abfa41a4,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",72800.0,35.610831,0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,104000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0Z2M3hITng4UkdMNGFyYjJoRHRjZyIsImkiOiI1Nzc3OTE4NDkwIn0.hiUj2mArCxJGvJP0nbM3Wx65E0i0OgicfgPFGUF-83Q,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Bemis, Madison County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Madison County', 'Bemis']",Premier Transportation,Adzuna::API::Response::Company,full_time,
