created,redirect_url,salary_is_predicted,adref,description,__CLASS__,title,salary_min,longitude,id,salary_max,contract_time,latitude,category.tag,category.__CLASS__,category.label,company.__CLASS__,company.display_name,location.display_name,location.__CLASS__,location.area,contract_type
2026-09-12T11:58:24Z,https://www.adzuna.com/land/ad/5881148223?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=21771249279E23FB4B329370A6ED5B12B4446B24,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MTE0ODIyMyIsInMiOiI3SE1aazhTdThSR3czZm9PSHhKeENRIn0.hYWbs28fcH5bOYxT4NqtvcxrhgTpH7ZGrQJlLcTaOJk,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Pediatric Respiratory Unit - Respiratory Therapist - $2110 per week.,0.0,-78.57834,5881148223,109720.0,,38.0322,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"University, Charlottesville City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Charlottesville City', 'University']",
2026-09-12T11:58:24Z,https://www.adzuna.com/land/ad/5881148224?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=595B64B1574EF6B6EA70BD0E26E888B1763CE7CB,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ4MjI0In0.i-oE62NLP7lvzlrJOyq4H6G8ulGisHyeru03clE_-u8,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Respiratory Unit - Respiratory Therapist - $2620 per week.,0.0,-78.57834,5881148224,136240.0,,38.0322,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"University, Charlottesville City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Charlottesville City', 'University']",
2026-09-12T11:58:24Z,https://www.adzuna.com/land/ad/5881148220?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=E8B391E62C7E04B5280762CF29B4313ECE46B232,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ4MjIwIn0.f_BsiUZ99-l_1icSSMqIQhON1HxAdTmZeGduVh33Tlg,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Respiratory Unit - Respiratory Therapist - $2060 per week.,0.0,-79.73412,5881148220,107120.0,,34.2099,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"Quinby, Florence County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Florence County', 'Quinby']",
2026-09-12T11:58:23Z,https://www.adzuna.com/land/ad/5881148198?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=D7E776549B531902F5898839436F3E41FFFE4834,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MTE0ODE5OCIsInMiOiI3SE1aazhTdThSR3czZm9PSHhKeENRIn0.HToinGkcvGcw7EDLS3w7tvXC5QduwxWNvgu0DsZety4,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Respiratory Unit - Respiratory Therapist - $2160 per week.,0.0,-85.308214,5881148198,112320.0,,35.045291,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"Chickamauga, Hamilton County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Hamilton County', 'Chickamauga']",
2026-09-12T11:58:23Z,https://www.adzuna.com/land/ad/5881148200?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=486623D99D0AB474126E5B1933053E677CAD88B0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ4MjAwIn0.3laJQnswSdsic7bSyaqswIlWdtH6a3DNB6xoDpLPNSc,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Respiratory Unit - Respiratory Therapist - $1540 per week.,0.0,-76.5051,5881148200,80080.0,,39.34032,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"Rosedale, Baltimore County",Adzuna::API::Response::Location,"['US', 'Maryland', 'Baltimore County', 'Rosedale']",
2026-09-12T11:58:23Z,https://www.adzuna.com/land/ad/5881148201?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=138260FBBACEDD510F1AE811977D50C04131FF7A,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MTE0ODIwMSIsInMiOiI3SE1aazhTdThSR3czZm9PSHhKeENRIn0.U3EIYvJ7GDI6B4mdTn22xUQYBVoEq4EXjbPvAxfYI00,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Respiratory Unit - Respiratory Therapist - $2140 per week.,0.0,-122.834124,5881148201,111280.0,,42.336514,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"Phoenix, Jackson County",Adzuna::API::Response::Location,"['US', 'Oregon', 'Jackson County', 'Phoenix']",
2026-09-12T11:58:23Z,https://www.adzuna.com/land/ad/5881148199?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=3F9BCCB9A5E88EA18ADDA065F3E7F5A4BFA021B5,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MTE0ODE5OSIsInMiOiI3SE1aazhTdThSR3czZm9PSHhKeENRIn0.d20ZaktjUyBFMquJnv9IaLvszGVbAXwVRZOZQ8cnlnQ,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Respiratory Unit - Respiratory Therapist - $2700 per week.,0.0,-71.11842,5881148199,140400.0,,42.35082,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"Allston, Suffolk County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Suffolk County', 'Allston']",
2026-09-12T11:58:11Z,https://www.adzuna.com/land/ad/5881147992?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=41D81DC1D5734A008380606BB2F1BD84AF704500,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ3OTkyIn0.hgbQ2KltgOf9Mh5ufJE08VXxAefHYQTTP6DelIXzr1g,"Job Description \n \n Mentor Community Services , a part of the Sevita family, provides community-based services for individuals with intellectual and developmental disabilities. Here we believe every person has the right to live well, and everyone deserves to have a fulfilling career. You’ll join a mission-driven team and create relationships that motivate us all every day. Join us today, and experience a career well lived.\n \n \n \n \n Jasmine Group Home (located near 83rd Ave & Cactus) \n F…",Adzuna::API::Response::Job,Behavioral Health Jasmine Full Time,54069.39,-112.236928,5881147992,54069.39,part_time,33.610796,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Sevita,"Peoria, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Peoria']",
2026-09-12T11:58:09Z,https://www.adzuna.com/land/ad/5881147947?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=6E4F706FF0CEDDEC55EF387C09A5C2F22D5CDF1C,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MTE0Nzk0NyIsInMiOiI3SE1aazhTdThSR3czZm9PSHhKeENRIn0.ZubiU3GNIIVLVMoHEjN_bfL_UiqdCwgK5PBW96MH6QY,"Job Description \n \n Mentor Community Services , a part of the Sevita family, provides community-based services for individuals with intellectual and developmental disabilities. Here we believe every person has the right to live well, and everyone deserves to have a fulfilling career. You’ll join a mission-driven team and create relationships that motivate us all every day. Join us today, and experience a career well lived.\n \n \n \n \n Verlea Group Home (Located at Broadway & McClintock ) \n…",Adzuna::API::Response::Job,Behavioral Health Support Staff,61541.31,-111.926508,5881147947,61541.31,part_time,33.392384,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Sevita,"Guadalupe, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Guadalupe']",
2026-09-12T11:58:00Z,https://www.adzuna.com/land/ad/5881147793?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=1943440E746A99ACE9F70048D584BDA1CD4C30BC,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ3NzkzIn0.QGeIVQ-rRueRNle3HFonE4u84xh-BRzTp3sXHaGsMgc,"Job Description Edge Projects is hiring remote, part-time independent contractors in Pennsylvania, Michigan, and West Virginia. \n You'll follow clear steps to test how online promotions work on real platforms, then record what you find. It's flexible online work you fit around your week. Full training provided. \n What you'll do: \n \n Follow step-by-step instructions for each assigned task \n Complete each task accurately on your own schedule \n Record and report your results through our plat…",Adzuna::API::Response::Job,Online Promotions Tester - Part-Time,40920.51,-80.819321,5881147793,40920.51,part_time,38.932281,part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,Adzuna::API::Response::Company,Edge Projects,"Glenville, Gilmer County",Adzuna::API::Response::Location,"['US', 'West Virginia', 'Gilmer County', 'Glenville']",
2026-09-12T11:57:38Z,https://www.adzuna.com/details/5881147352?utm_medium=api&utm_source=abfa41a4,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ3MzUyIn0.agdWyM-zhm6J5oMztclmD5AyV8yCsqXf4v24hPOvW08,"Discover a more connected career At Globe Communications, as a Copper Splicer II, you’ll connect and maintain copper wire networks for telecommunications, ensuring reliable phone and internet services by skillfully splicing and repairing connections. Connecting you to great benefits Weekly Paychecks Paid Time Off, Parental Leave, and Holidays Insurance (including medical, prescription drug, dental, vision, disability, life insurance) 401(k) w/ Company Match Stock Purchase Plan Education Reimbur…",Adzuna::API::Response::Job,Splicer II Copper,65479.71,-83.874286,5881147352,65479.71,,34.952146,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Adzuna::API::Response::Company,"Globe Communications, LLC","Young Harris, Towns County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Towns County', 'Young Harris']",
2026-09-12T11:57:36Z,https://www.adzuna.com/land/ad/5881147278?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=0E2586A881DA9986E959937FC30E0756C801C9AA,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MTE0NzI3OCIsInMiOiI3SE1aazhTdThSR3czZm9PSHhKeENRIn0.XibupKbFwIA5_2Ggpg07mqY6GC8hoLiXevtryAau0ig,"Deloitte is seeking an experienced Assistant Facility Security Officer Specialist Lead to support security operations for classified, Controlled Unclassified Information, agency-sensitive, and Public Trust programs. This role administers National Industrial Security Program requirements, implements security procedures and controls, and applies strong physical security knowledge for DoD classified facilities, including secure area operations, access controls, facility safeguards, and inspection …",Adzuna::API::Response::Job,"Specialist Lead, Risk and Compliance Services (AFSO) with Security Clearance",100660.94,-77.07552,5881147278,100660.94,,38.8935,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,Adzuna::API::Response::Company,Deloitte,"Rosslyn, Arlington County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'Rosslyn']",
2026-09-12T11:57:34Z,https://www.adzuna.com/land/ad/5881147240?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=1829F66BAFA97717B42A905F06D20901A92099A7,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MTE0NzI0MCIsInMiOiI3SE1aazhTdThSR3czZm9PSHhKeENRIn0.4qBXb9GcdG_OiGO931oR1Z3ieorcSiZskNh1ot-jayo,"Job Title: EN Payment Technician Location: Remote Duration: Long Term Contract The Payment Technician is responsible for processing payments for Employment Networks (ENs) Social Security Ticket to Work Program. The successful candidate will provide instructions to ENs about their payments and distribution. He/She will provide information to ENs with professionalism, precision, and appropriate sense of urgency. In addition, he or she will work closely with the Sr. Payment Specialist to ensure al…",Adzuna::API::Response::Job,EN Payment Technician,52688.09,,5881147240,52688.09,,,it-jobs,Adzuna::API::Response::Category,IT Jobs,Adzuna::API::Response::Company,Aasritha infotech Inc,US,Adzuna::API::Response::Location,['US'],
2026-09-12T11:57:23Z,https://www.adzuna.com/details/5881146862?utm_medium=api&utm_source=abfa41a4,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ2ODYyIn0.fu2YD2taE9ktVTOU1c45VAhSGg6xcujcj1jb5biabSQ,"Mauser Packaging Solutions is a global leader in innovative and sustainable packaging solutions. We serve customers across a wide range of industries—including food, personal care, paints, and chemicals—delivering high-quality packaging that supports the entire product lifecycle. Position Summary: The Production Team Lead plays a key role in driving day-to-day operations on the production floor by coordinating, guiding, and supporting a team of hourly production workers. This hands-on role ensu…",Adzuna::API::Response::Job,Production Team Leader,67336.41,-95.235478,5881146862,67336.41,,29.738235,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,Adzuna::API::Response::Company,Mauser Packaging Solutions,"Galena Park, Harris County",Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Galena Park']",
