__CLASS__,latitude,id,adref,title,description,contract_time,salary_is_predicted,salary_min,longitude,redirect_url,salary_max,created,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_type
Adzuna::API::Response::Job,,5897187331,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnFKYmpVQzQ4UkdDUEpobU44MlZtZyIsImkiOiI1ODk3MTg3MzMxIn0.AoRjFATpkfWbcFFmzomhggFTDxh5NJVWqEEytEvgR50,Quality Customer Service Representative - Full time,"Client Services Representative - Pet Emergency Treatment $18.00 - $20.00 per hour  Shift Bonus Full-time and Part-time opportunities in Anchorage, Alaska Schedule: Full-time and part-time positions available, 10-hour shifts (24-hour emergency hospital) We're seeking Client Services Representatives who are passionate about helping others, thrive in a busy environment, and can communicate with warmth, clarity, and empathy. This position involves greeting clients, coordinating patient flow, and se…",part_time,1,42279.7,,https://www.adzuna.com/land/ad/5897187331?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=6BB4D7B3DE5A98738F5C3AE6361C499E9D202E8A,42279.7,2026-09-24T13:47:38Z,Adzuna::API::Response::Company,Ethos Veterinary Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,['US'],US,
Adzuna::API::Response::Job,33.45,5897187340,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnFKYmpVQzQ4UkdDUEpobU44MlZtZyIsImkiOiI1ODk3MTg3MzQwIn0.Iem37G94wpk26VZwhVZvgO7j4j6T6mWIzev6FlgYVeA,"Patient Care Assistant - Float Pool, Nights - PCA","The Patient Care Assistant (PCA) assists nursing staff with delegated tasks of direct and indirect patient care which support and complement nursing practice under the supervision of a registered nurse. At a minimum, the PCA carries out designated skills that are within those functions of a certified nursing assistant, as defined by the Arizona State Board of Nursing. The incumbent must demonstrate knowledge of the principles of growth and development through the life span and appropriately int…",,1,35478.42,-112.07,https://www.adzuna.com/land/ad/5897187340?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=06DB2C8B75EA0987A88C2EA6EEA1A5A7C793B994,35478.42,2026-09-24T13:47:38Z,Adzuna::API::Response::Company,Mayo Clinic,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Phoenix']","Phoenix, Maricopa County",
Adzuna::API::Response::Job,,5897187277,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NzI3NyIsInMiOiJmcUpialVDNDhSR0NQSmhtTjgyVm1nIn0.wtif397Va9oHCU6cs1Kh8SXhihNPs_gl_IAVJ1J8_C4,Accountant,"Description Storck is a privately owned, family-managed company with a proud heritage of crafting high-quality confections enjoyed by millions around the world. With iconic brands including Werther's Original, Mamba, Merci, Toffifay, Riesen and Knoppers, Storck has built a reputation as a global leader rooted in strong values and a passion for excellence. Our U.S. business unit plays a critical role in bringing these beloved brands to life across one of our most dynamic markets, while partnerin…",,1,77830.16,,https://www.adzuna.com/land/ad/5897187277?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=D7C5A247E7B802B5AD305CCF456463A641BFE03C,77830.16,2026-09-24T13:47:37Z,Adzuna::API::Response::Company,"Storck USA, L.P.",Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago']","Chicago, Cook County",
Adzuna::API::Response::Job,40.430596,5897187310,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NzMxMCIsInMiOiJmcUpialVDNDhSR0NQSmhtTjgyVm1nIn0.loKfpRvUwLseBKFvQp7hqvyFcw6ld9hww_C7N_rk0DQ,Night Fleet Service Technician,"Petroleum Service Technician Join OWL Services and Build Your Career in Petroleum Equipment Service OWL Services is a leading provider of sales, installation, service, maintenance, compliance, and modernization solutions for fueling and energy infrastructure across the United States. With more than 1,400 field service professionals and 33 offices and distribution centers nationwide, we keep critical businesses operating 24/7/365. We’re growing and looking for experienced Petroleum Service Techn…",,1,50763.18,-74.176841,https://www.adzuna.com/land/ad/5897187310?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=FBD1F566BA198CFF23A8D773ED83B70E2BF4D263,50763.18,2026-09-24T13:47:37Z,Adzuna::API::Response::Company,OWL Services,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Monmouth County', 'Hazlet']","Hazlet, Monmouth County",
Adzuna::API::Response::Job,42.679357,5897187285,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NzI4NSIsInMiOiJmcUpialVDNDhSR0NQSmhtTjgyVm1nIn0.9u7-vNFLhPMAzTaab0N-qgHsSEC4D06CxteHe1FlGPI,Director of Court Operations,"THE ORGANIZATION The Center for Justice Innovation is a nonprofit organization dedicated to advancing community safety and racial justice. Since 1996, we’ve worked alongside communities, courts, and those most directly affected by the justice system to build stronger, healthier, and more equitable neighborhoods. With a team of over 900 staff and an annual budget of $130 million, the Center carries out its mission through three core strategies: Operating Programs that pilot new ideas and address…",full_time,1,90070.51,-73.808983,https://www.adzuna.com/land/ad/5897187285?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=974482B1278C698419B34CBABCD9E4D3169DC895,90070.51,2026-09-24T13:47:37Z,Adzuna::API::Response::Company,Center for Justice Innovation,Legal Jobs,legal-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Albany County', 'Ny State Campus']","Ny State Campus, Albany County",contract
Adzuna::API::Response::Job,,5897187300,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NzMwMCIsInMiOiJmcUpialVDNDhSR0NQSmhtTjgyVm1nIn0.ULtTUrM0GB8wcg2NnX6t2O1dlUZ8Q1Z9f2rgNq6uPfo,Ultrasound Technologist,"Akicita Federal is hiring Ultrasound Technologists to deliver high-quality diagnostic imaging services for the Indian Health Service Pine Ridge Hospital in Pine Ridge, South Dakota. In this role, you will be a frontline clinical contributor supporting a rural Native American community with direct patient care across emergency, inpatient, outpatient, and obstetrical settings. This is meaningful, mission-driven work in a unique and underserved healthcare environment where your expertise directly …",full_time,1,160839.62,,https://www.adzuna.com/land/ad/5897187300?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=3C62ED0E254F740FB8E391E6A4564585D3C3C0AE,160839.62,2026-09-24T13:47:37Z,Adzuna::API::Response::Company,"Akicita Federal, LLC",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,['US'],US,
Adzuna::API::Response::Job,45.509564,5897187273,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NzI3MyIsInMiOiJmcUpialVDNDhSR0NQSmhtTjgyVm1nIn0.kkuHc8ILT031Hkj20LwMku2vJOtB5EWqPivaBLjEP1Y,Manager of Reporting & Analytics,"Bluestone delivers great outcomes by bringing exceptional care to patients living with complex, chronic conditions and disabilities. Our unique, robust model of care goes beyond primary care services — our multidisciplinary care teams collaborate with patients, their families and other healthcare providers to deliver care that is preventative, proactive and tailored to their unique needs. Using an evidence-based approach focused on quality care management and data-driven medical decisions, Blue…",full_time,1,149390.94,-94.437764,https://www.adzuna.com/land/ad/5897187273?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=F307442E4AFC3877EC437A5A9736410200D334B1,149390.94,2026-09-24T13:47:37Z,Adzuna::API::Response::Company,Bluestone Physician Services,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Minnesota']","Minnesota, US",
Adzuna::API::Response::Job,26.151425,5897187303,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NzMwMyIsInMiOiJmcUpialVDNDhSR0NQSmhtTjgyVm1nIn0.Ii8dRBb75NHEK9HKDiGF5dBvhh_Z3zHjR_t8nhNBF_U,"Full Time Keyholder, Sawgrass Mills, FL","Vince is seeking a highly motivated, results-driven, luxury-minded Full Time Keyholder who leads with selling and elevates every client interaction. You bring energy, expertise, and a deep passion for the Vince brand. You are a top performer who consistently exceeds sales goals, owns your client book, and understands how to turn every client interaction into a meaningful selling opportunity. You will set the tone for the store by demonstrating strong selling behaviors, luxury service standards,…",full_time,1,43148.89,-80.226555,https://www.adzuna.com/land/ad/5897187303?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=E6DE29A47B0761C7869675D636EFD7F6CAEF4555,43148.89,2026-09-24T13:47:37Z,Adzuna::API::Response::Company,V Opco LLC,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Florida', 'Broward County', 'Sunrise']","Sunrise, Broward County",
Adzuna::API::Response::Job,40.430596,5897187316,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NzMxNiIsInMiOiJmcUpialVDNDhSR0NQSmhtTjgyVm1nIn0.Gl9fjxWq7l1DFB7q1vlxJYAmyqdGPKAWd0DKXC3DEIk,Overnight Service Technician,"Petroleum Service Technician Join OWL Services and Build Your Career in Petroleum Equipment Service OWL Services is a leading provider of sales, installation, service, maintenance, compliance, and modernization solutions for fueling and energy infrastructure across the United States. With more than 1,400 field service professionals and 33 offices and distribution centers nationwide, we keep critical businesses operating 24/7/365. We’re growing and looking for experienced Petroleum Service Techn…",,1,55275.76,-74.176841,https://www.adzuna.com/land/ad/5897187316?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=C9FD359763E68F87071BB3102D813663AEC6D290,55275.76,2026-09-24T13:47:37Z,Adzuna::API::Response::Company,OWL Services,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Monmouth County', 'Hazlet']","Hazlet, Monmouth County",
Adzuna::API::Response::Job,38.420953,5897187256,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NzI1NiIsInMiOiJmcUpialVDNDhSR0NQSmhtTjgyVm1nIn0.HQREDrPQWpckkBO996T7qUaUHLLHPe1aq7_xcPLSS5s,Full Time/Part Time Local Driver,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",part_time,1,38335.82,-107.904919,https://www.adzuna.com/land/ad/5897187256?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=18394F92C28B626C7BB9916A69BA715FA1344680,38335.82,2026-09-24T13:47:36Z,Adzuna::API::Response::Company,Uber,Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Colorado', 'Montrose County', 'Montrose']","Montrose, Montrose County",
Adzuna::API::Response::Job,42.679357,5897187252,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NzI1MiIsInMiOiJmcUpialVDNDhSR0NQSmhtTjgyVm1nIn0.sztgD8S62xdZC1suLKMsMm2yO-zhVoIjlTgXtZFQ_LY,Front Office Intern (Temporary) - Conrad New York Downtown,"Exceptional Hospitality Starts with You Picture yourself brightening someone’s day. When you join our Hotels team, that’s exactly what you’ll do every time you come to work! As an Intern , you’re not just supporting daily hotel operations while gaining hands-on experience – you’re spreading the light and warmth of hospitality by delivering memorable experiences that make the stay for every guest. Responsibilities Here's what you'll do during a typical day: Support daily operations: Perform assi…",,1,58323.35,-73.808983,https://www.adzuna.com/land/ad/5897187252?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=98381D2B0724B51CA8FF4C0E5AA8321615E28102,58323.35,2026-09-24T13:47:36Z,Adzuna::API::Response::Company,Waldorf Astoria Kuwait,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Albany County', 'Ny State Campus']","Ny State Campus, Albany County",contract
Adzuna::API::Response::Job,26.623549,5897187251,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnFKYmpVQzQ4UkdDUEpobU44MlZtZyIsImkiOiI1ODk3MTg3MjUxIn0.Dus16j-mFb82Bh-g8u7-UlfjVpB3bVcBxyG-RybBnyc,"GM and Food (General Merchandise, Closing, Fulfillment, Inbound, Food and Beverage , Food Service, Starbucks) (T2369)","Starting Hourly Rate / Salario por Hora Inicial: $16.50 USD per hour ALL ABOUT TARGET Working at Target means helping all families discover the joy of everyday life. We bring that vision to life through our values and culture. Learn more about Target here. ALL ABOUT GENERAL MERCHANDISE Experts of operations, process, and efficiency who enable a consistent experience for our guests. Teams in General Merchandise (GM) prioritize guest experience while blending completion of tasks that ensure produ…",,1,37991.63,-81.877067,https://www.adzuna.com/land/ad/5897187251?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=CDF9A2060585F91030F7F6DD6B6FE0EEC6E6570E,37991.63,2026-09-24T13:47:36Z,Adzuna::API::Response::Company,Target,Retail Jobs,retail-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Florida', 'Lee County', 'Fort Myers']","Fort Myers, Lee County",contract
Adzuna::API::Response::Job,30.342001,5897187220,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnFKYmpVQzQ4UkdDUEpobU44MlZtZyIsImkiOiI1ODk3MTg3MjIwIn0.8ar9bb2ETSzqXl26nc9puQEk2N07LxN75YiMUPXtoOM,Telecommunications Specialist III (WT: OPS VEHICLE EQUIPMENT INSTALLER) - 76809911,"Requisition No: 883559 Agency: Highway Safety and Motor Vehicle Working Title: Telecommunications Specialist III (WT: OPS VEHICLE EQUIPMENT INSTALLER) - 76809911 Pay Plan: Temp Position Number: 76809911 Salary: $21.63/hour Posting Closing Date: 10/08/2026 Total Compensation Estimator Tool Florida Highway Patrol Bureau Of Technology, Fleet & Emergency Operations Other Personal Services (OPS) Opportunity This position works 40 hours per week *Open Competitive Advertisement* Applicants living in t…",,1,55806.07,-81.769132,https://www.adzuna.com/land/ad/5897187220?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=DFBE61EF8094750932BAE8C5BCA436D66D435B98,55806.07,2026-09-24T13:47:35Z,Adzuna::API::Response::Company,State of Florida,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Florida', 'Duval County', 'Jacksonville']","Jacksonville, Duval County",contract
Adzuna::API::Response::Job,33.524364,5897187239,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnFKYmpVQzQ4UkdDUEpobU44MlZtZyIsImkiOiI1ODk3MTg3MjM5In0.31zv0dTPcfcLqAMf74NXf6_qm7vrOprxWv8wJ7k6PWA,PMI Client Executive,"At U.S. Bank, we’re on a journey to do our best. Helping the customers and businesses we serve to make better and smarter financial decisions and enabling the communities we support to grow and succeed. We believe it takes all of us to bring our shared ambition to life, and each person is unique in their potential. A career with U.S. Bank gives you a wide, ever-growing range of opportunities to discover what makes you thrive at every stage of your career. Try new things, learn new skills and di…",,1,100648.75,-111.898592,https://www.adzuna.com/land/ad/5897187239?se=fqJbjUC48RGCPJhmN82Vmg&utm_medium=api&utm_source=abfa41a4&v=4D70BB9AD6B37B2089E3523FF8F5F029EB79A92C,100648.75,2026-09-24T13:47:35Z,Adzuna::API::Response::Company,U.S. Bank,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Scottsdale']","Scottsdale, Maricopa County",
