salary_min,salary_is_predicted,latitude,description,adref,redirect_url,__CLASS__,longitude,created,contract_time,salary_max,id,title,company.__CLASS__,company.display_name,location.__CLASS__,location.area,location.display_name,category.label,category.__CLASS__,category.tag,contract_type
69037.73,1,40.10094,Job Description HR Specialist Visible local non-profit organization is seeking support of a HR Specialist to assist the HR team with recruiting and onboarding activities. Salary is $50-$56k DOE \n ABOUT THE COMPANY \n \n Our client is an established non-profit providing numerous services to the community \n Work where you know what you're doing makes a real difference in peoples' lives \n Contribute with your keen eye for detail as the HR Specialist \n Location is conveniently close to multiple…,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXZuc1ZRS3U4UkctRkx4X1lmSVhLUSIsImkiOiI1ODc5OTk4NTYwIn0.FeRqrBI3eV8SJO0YqQStKm_fT962NRpi2PTPIRnOiaQ,https://www.adzuna.com/details/5879998560?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-83.01474,2026-09-11T12:49:32Z,,69037.73,5879998560,HR Specialist,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Ohio', 'Franklin County', 'Mount Air']","Mount Air, Franklin County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
206294.22,1,39.77745,"Job Description \n Chief Financial Officer (CFO) Salary: $130,000 – $160,000 (approximately $130,300 – $160,600 depending on experience) Location: 100% onsite — Indianapolis, IN Why This Opportunity Stands Out: \n • Our client is a dynamic and growing manufacturing organization at a critical stage of expansion \n • Executive-level role with direct impact on company strategy and long-term financial success \n • Opportunity to partner closely with the CEO, executive leadership team, investors, an…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU1MiIsInMiOiJldm5zVlFLdThSRy1GTHhfWWZJWEtRIn0._rFNwyVWua8QD507q2tjrVpR1zjGZ0T1L05xQe0x_t8,https://www.adzuna.com/land/ad/5879998552?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=3C040087CDA9BFFDFBC18391EBC31E2DB292C318,Adzuna::API::Response::Job,-86.109012,2026-09-11T12:49:32Z,,206294.22,5879998552,Chief Financial Officer,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Indianapolis']","Indianapolis, Marion County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
98007.83,1,35.982841,"Job Description \n Staff Accountant Salary: $65-80K (DOE)  discretionary bonus \n Location: Smyrna, TN \n Our client, a high-growth organization, is seeking a Staff Accountant to join their Corporate Accounting team. Great opportunity to join a best-in-class finance organization and accelerate your career into a Senior Accountant role. What we like about this Staff Accountant role \n \n \n The Management Team, well known to us. High performers will be developed and given the tools necessary to …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU0NyIsInMiOiJldm5zVlFLdThSRy1GTHhfWWZJWEtRIn0.SmyL8WrpZbPGP3rHm8WRcw6XbvjhPqN9wxq12B0OWhI,https://www.adzuna.com/land/ad/5879998547?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=64FDC34CFB16F6F9212EE73B8408963FE496805C,Adzuna::API::Response::Job,-86.518605,2026-09-11T12:49:32Z,,98007.83,5879998547,Staff Accountant,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Rutherford County', 'Smyrna']","Smyrna, Rutherford County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
173064.64,1,35.387358,"Job Description Controller \n Salary: $165,000 - $180,000 \n Why This Opportunity Stands Out: \n \n Serve as a key business partner to executive and operational leadership. \n • Lead the accounting function for a complex, inventory-intensive operation. \n • Gain visibility into strategic planning, budgeting, and forecasting initiatives. \n • Leverage advanced analytics, ERP reporting, and business intelligence tools to drive decision-making. \n • Influence financial performance through cost ana…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU1NCIsInMiOiJldm5zVlFLdThSRy1GTHhfWWZJWEtRIn0.S-dAYFnrrgMgeNpc6LOqxiP2F-9_NNmgLDfcacbFKWk,https://www.adzuna.com/details/5879998554?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-119.016896,2026-09-11T12:49:32Z,,173064.64,5879998554,Controller,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'California', 'Kern County', 'Bakersfield']","Bakersfield, Kern County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
84782.31,1,39.192978,"Job Description About the Company and the Grant Accountant Opportunity:\n CFS is partnering with a mission-driven nonprofit organization to hire a Grant Accountant . This is a unique opportunity for a Grant Accountant who wants to play a key role in both current financial operations and the organization’s upcoming expansion into issuing grants. \n This Grant Accountant will support a growing portfolio of affordable housing initiatives tied to community and educational programs, while also helpi…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODUzOSIsInMiOiJldm5zVlFLdThSRy1GTHhfWWZJWEtRIn0.r9X4A6WKEK3oHJEzef5h-aFqKRPSfYLH7qN71UL_MOE,https://www.adzuna.com/land/ad/5879998539?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=D7388C9368D67706754BC4DDA41CEAD24A7653C5,Adzuna::API::Response::Job,-76.7238,2026-09-11T12:49:32Z,,84782.31,5879998539,Grant Accountant,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Maryland', 'Anne Arundel County', 'Hanover']","Hanover, Anne Arundel County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
99643.27,1,44.275824,"Job Description Senior Financial Analyst\n Salary: $90,000–$108,000 Job Type: Full-Time Why You Should Consider This Opportunity\n \n High-visibility role with the opportunity to influence key financial and operational decisions \n Work closely with senior leadership and cross-functional business partners \n Take ownership of financial modeling, forecasting, and KPI reporting that directly impacts business performance \n Opportunity to help shape and improve FP&A processes across the organizati…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU0MyIsInMiOiJldm5zVlFLdThSRy1GTHhfWWZJWEtRIn0.uCU1thpACGVkTtwq0uc9hrCS0ZoLh2DAABa6ZKg2rKc,https://www.adzuna.com/land/ad/5879998543?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=E5C58F9027026948661ED4300E51557CFCD6A3B5,Adzuna::API::Response::Job,-88.374477,2026-09-11T12:49:32Z,,99643.27,5879998543,Sr Financial Analyst,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Outagamie County', 'Appleton']","Appleton, Outagamie County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
161106.28,1,44.983654,"Job Description \n \n \n Senior Financial Reporting Analyst - Hybrid \n \n \n Salary: $95,000 - 110,000 \n \n \n \n Why This Senior Financial Reporting Opportunity Stands Out: \n \n \n \n \n \n \n • Direct exposure to executive leadership, Audit Committee, lenders, and Private Equity owners\n \n • Broad enterprise visibility—partner across Finance, Legal, Tax, Treasury, and HR\n \n • Ownership of consolidation and external reporting with meaningful impact on decisions\n \n • Hands-on technical …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXZuc1ZRS3U4UkctRkx4X1lmSVhLUSIsImkiOiI1ODc5OTk4NTUxIn0.q2EsUv4TFHRM0cNHo9-Rl7M5Yq4Kf7RtxAYxEb5Uh-s,https://www.adzuna.com/land/ad/5879998551?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=CE80EAEF7C17FEA3EF27C90135D785ECADDCA51F,Adzuna::API::Response::Job,-93.269357,2026-09-11T12:49:32Z,,161106.28,5879998551,Senior Financial Reporting Analyst - Hybrid,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Hennepin County', 'Minneapolis']","Minneapolis, Hennepin County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
58297.1,1,41.672404,"Job Description Accounts Payable Specialist\n South Bend, Indiana | Fully Onsite | $50,000–$60,000 \n We are seeking an experienced Accounts Payable Specialist to join our accounting team. The ideal candidate will have a strong background managing high-volume AP , excellent attention to detail, and the ability to work independently while maintaining strong communication with vendors and internal departments. Key Responsibilities\n \n Manage the full-cycle accounts payable process in a high-volu…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXZuc1ZRS3U4UkctRkx4X1lmSVhLUSIsImkiOiI1ODc5OTk4NTU1In0.Cxj0JxCH13FBJWsES5Xq51ATyvGY2PFQ0VSt7kGTxcE,https://www.adzuna.com/land/ad/5879998555?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=BAD0EB5750155C2C0F0D6A334E4FE1CEBFD9AB5D,Adzuna::API::Response::Job,-86.253952,2026-09-11T12:49:32Z,,58297.1,5879998555,Accounts Payable,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Indiana', 'St. Joseph County', 'South Bend']","South Bend, St. Joseph County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
81119.8,1,39.634638,"Job Description Payroll Administrator\n \n Salary: $55,000 - $65,000 \n Why This Opportunity Stands Out:\n \n • Own the entire payroll function for two separate companies\n \n • Gain exposure to both union and non-union payroll environments\n \n • Work with payroll tax compliance, audits, workers' compensation, garnishments, and regulatory reporting\n \n • Become the subject matter expert for payroll operations and systems\n \n • Enjoy a high level of autonomy with minimal day-to-day supervisio…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXZuc1ZRS3U4UkctRkx4X1lmSVhLUSIsImkiOiI1ODc5OTk4NTU2In0.pt0WBQygEe4dwobN9SqSKol-7hf1yrkgsDVagFtEqy4,https://www.adzuna.com/land/ad/5879998556?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=64B1E9F0CACD563B13F244C302ECF174935F0224,Adzuna::API::Response::Job,-80.07436,2026-09-11T12:49:32Z,,81119.8,5879998556,Payroll Coordinator,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'West Virginia', 'Monongalia County', 'Morgantown']","Morgantown, Monongalia County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
57610.11,1,40.26257,"Job Description Accounts Receivable Specialist\n Canonsburg, PA 15317 \n $50,000-$60,000 \n 100% Onsite About the Opportunity\n Join a growing organization operating across the wholesale, retail, and eCommerce sectors, where accuracy, customer service, and operational excellence drive success. We are looking for an Accounts Receivable Specialist who enjoys working in a fast-paced environment, managing high transaction volumes, and playing a key role in maintaining healthy cash flow. \n This pos…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXZuc1ZRS3U4UkctRkx4X1lmSVhLUSIsImkiOiI1ODc5OTk4NTQwIn0.qKeSy_sHM5N9YADj0oTIrq4ee92MlwHjhor3LpCmwh4,https://www.adzuna.com/land/ad/5879998540?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=CE449B580058A6AD77BD2882E77D1CE0F1587758,Adzuna::API::Response::Job,-80.18728,2026-09-11T12:49:32Z,,57610.11,5879998540,Accounts Receivable Specialist,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Washington County', 'Canonsburg']","Canonsburg, Washington County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
127475.34,1,41.276138,"Job Description \n Ready to step into a high-impact leadership role where you can shape finance operations and drive real business decisions? \n \n This is a rare opportunity to take ownership of a well-established accounting function while driving modernization and process improvement.\n \n \n \n \n Accounting Manager \n \n Salary: $140K-$160K\n \n \n \n \n Why This Opportunity Stands Out: \n \n • Step into a leadership role with immediate visibility to executive leadership, including the VP o…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXZuc1ZRS3U4UkctRkx4X1lmSVhLUSIsImkiOiI1ODc5OTk4NTYzIn0.cmPDTsuqCz_CfueutN0NFow4nyiGsULPH1zpNkGVBKk,https://www.adzuna.com/land/ad/5879998563?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=9404EB47E3E28BC09BCDAC4AB99D701AEBAF6C47,Adzuna::API::Response::Job,-72.792461,2026-09-11T12:49:32Z,,127475.34,5879998563,Accounting Manager,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Connecticut', 'New Haven County', 'Branford']","Branford, New Haven County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
69747.08,1,28.048611,"Job Description Job Description 3 Day Blinds is a national retailer and manufacturer of quality, custom-made blinds, shades, draperies, and shutters. We are proud to be part of the Hunter Douglas family of brands. Over the last 40 years we’ve successfully helped transform our clients' homes and workplaces by offering a wide variety of products that add beauty and comfort to every space. It takes a talented group of individuals to do what we do, and we do it together as One Team. We strive to cr…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXZuc1ZRS3U4UkctRkx4X1lmSVhLUSIsImkiOiI1ODc5OTk4NTM3In0.PPFJw_ENXlWMfTUcxoTQbrQ1Vx0TuqGDnuOtx2aIX1s,https://www.adzuna.com/land/ad/5879998537?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=FAF20CBB0F62FFB6AA040C58C60BC47AC49780C7,Adzuna::API::Response::Job,-81.898908,2026-09-11T12:49:32Z,,69747.08,5879998537,Sales Trainee,Adzuna::API::Response::Company,3 Day Blinds ,Adzuna::API::Response::Location,"['US', 'Florida', 'Polk County', 'Lakeland']","Lakeland, Polk County",Sales Jobs,Adzuna::API::Response::Category,sales-jobs,
126018.56,1,41.064475,"Job Description \n \n Virtual Chief Financial Officer (VCFO) \n \n \n Salary: $140,000 – $160,000\n \n Location: 100% Remote (Greater Fort Wayne)\n \n \n \n \n Step into a highly visible Virtual Chief Financial Officer role where you’ll act as a true strategic partner—not just report the numbers, but shape the future of growing businesses in the construction industry. If you’re a commercially minded Chief Financial Officer who enjoys solving complex financial challenges, let's chat.\n Why This …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXZuc1ZRS3U4UkctRkx4X1lmSVhLUSIsImkiOiI1ODc5OTk4NTUwIn0.SazliD6hjB4U5vzGLA_-8aPsyJmJtK_OkGxomCpfB4E,https://www.adzuna.com/land/ad/5879998550?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=FA20D49C4E69B373B103495A041CAD26798F8809,Adzuna::API::Response::Job,-85.173858,2026-09-11T12:49:32Z,,126018.56,5879998550,CFO,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Indiana', 'Allen County', 'Fort Wayne']","Fort Wayne, Allen County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
159017.03,1,,"Job Description Tax Manager\n \n Looking to step into a highly visible tax leadership-track role with a global public company? This opportunity offers exposure to complex multinational tax matters, executive-level collaboration, and the ability to influence tax strategy, technology, and transformation initiatives. \n Salary: $120,000-$140,000  Bonus\n Why This Opportunity Stands Out:\n \n • Join a global, publicly traded organization with sophisticated multinational tax operations\n \n • Work d…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU0OCIsInMiOiJldm5zVlFLdThSRy1GTHhfWWZJWEtRIn0.taqYWTNwU1I0g5-gsDOOQ1DVGVlhJCACNls3MTi_AT8,https://www.adzuna.com/land/ad/5879998548?se=evnsVQKu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=979910ECD8C59A0BC96C12B57F7A57086C40B3DA,Adzuna::API::Response::Job,,2026-09-11T12:49:32Z,,159017.03,5879998548,Tax Manager,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago']","Chicago, Cook County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
