created,latitude,salary_is_predicted,__CLASS__,longitude,salary_min,description,id,title,redirect_url,adref,salary_max,company.__CLASS__,company.display_name,location.area,location.display_name,location.__CLASS__,category.__CLASS__,category.label,category.tag,contract_time,contract_type
2026-05-24T10:37:12Z,38.879259,0,Adzuna::API::Response::Job,-104.817082,103000.0,"Fusion Medical Staffing is seeking a Travel ICU RN to deliver exceptional critical care at leading healthcare facilities nationwide. In this role, you’ll assess, monitor, and manage high-acuity patients, collaborate closely with interdisciplinary teams, and ensure safe, evidence-based care. You will adapt quickly to new clinical settings, maintain accurate documentation, and support patients and families through complex conditions. Fusion offers a transparent, supportive culture that values acc…",5739804107,Travel ICU RN,https://www.adzuna.com/land/ad/5739804107?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=EA343CFEC9BA27BB63FB33409D8074A479209F28,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczOTgwNDEwNyIsInMiOiIzRXJ5cVg1WDhSR3ZqUEQyMFNjMXdRIn0.W2AwbtUGjCoCSVLRbkWbwSwVTZUtCNuTUHSy4p2jpAM,132000.0,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Colorado', 'El Paso County', 'Rockrimmon']","Rockrimmon, El Paso County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:12Z,33.761192,0,Adzuna::API::Response::Job,-78.798339,95000.0,"Fusion Medical Staffing is seeking a skilled CT Technologist to join our Healthcare & Medical Services team. In this role, you will perform high-quality CT imaging procedures, ensure patient safety and comfort, and collaborate closely with physicians and clinical staff. You will operate and maintain CT equipment, follow imaging protocols, and accurately document procedures. Fusion Medical Staffing offers a transparent, team-oriented culture with strong support for professional development, grow…",5739804116,CT Technologist,https://www.adzuna.com/land/ad/5739804116?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=CA3B508CFECE59B1B94EC9820AEB7CF1E9965130,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0VyeXFYNVg4Ukd2alBEMjBTYzF3USIsImkiOiI1NzM5ODA0MTE2In0.tik33S94ENlWAg-N7DUZMYiHWCIUuWKMpneql7FBYFE,125000.0,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'South Carolina', 'Horry County', 'Myrtle Beach']","Myrtle Beach, Horry County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:12Z,43.00398,0,Adzuna::API::Response::Job,-87.94302,107000.0,"Fusion Medical Staffing is seeking a Travel Radiologic Technologist to deliver high-quality diagnostic imaging services at facilities nationwide. In this role, you will perform radiologic procedures, operate imaging equipment, follow physician orders, and ensure patient safety and comfort. You’ll collaborate with interdisciplinary healthcare teams while adapting to diverse clinical settings. Fusion values transparency, accountability, and teamwork, offering a supportive environment, professiona…",5739804108,Radiologic Technologist,https://www.adzuna.com/land/ad/5739804108?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=8E9749BF32FA5C8E2FFE8107B904A40E732E64AE,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczOTgwNDEwOCIsInMiOiIzRXJ5cVg1WDhSR3ZqUEQyMFNjMXdRIn0.cOb6aLuGGtj5BPa8rPB6-I2E8O6CFZ37cHANH9N5sIY,124000.0,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Wisconsin', 'Milwaukee County', 'West Milwaukee']","West Milwaukee, Milwaukee County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:12Z,33.761192,0,Adzuna::API::Response::Job,-78.798339,95000.0,"Fusion Medical Staffing is seeking a skilled CT Technologist to join our Healthcare & Medical Services team. In this role, you will perform high-quality CT imaging procedures, ensure patient safety and comfort, and collaborate closely with physicians and clinical staff. You will operate and maintain CT equipment, follow imaging protocols, and accurately document procedures. Fusion Medical Staffing offers a transparent, team-oriented culture with strong support for professional development, grow…",5739804111,CT Technologist,https://www.adzuna.com/land/ad/5739804111?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=58030107BBAD292225C89424CDA158450B83E99B,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczOTgwNDExMSIsInMiOiIzRXJ5cVg1WDhSR3ZqUEQyMFNjMXdRIn0.TI6qTaaiy38URI4-FPNr_3mybxqkN8-tsKc0RK8rc1g,125000.0,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'South Carolina', 'Horry County', 'Myrtle Beach']","Myrtle Beach, Horry County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:12Z,35.0019,0,Adzuna::API::Response::Job,-85.23324,92000.0,"Fusion Medical Staffing is seeking a skilled CT Technologist to join our Healthcare & Medical Services team. In this role, you will perform high-quality CT imaging procedures, ensure patient safety and comfort, and collaborate closely with physicians and clinical staff. You will operate and maintain CT equipment, follow imaging protocols, and accurately document procedures. Fusion Medical Staffing offers a transparent, team-oriented culture with strong support for professional development, grow…",5739804112,CT Technologist,https://www.adzuna.com/land/ad/5739804112?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=CDA2C8EDEBED6FE39FBE587B4E186C28CC2EF697,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczOTgwNDExMiIsInMiOiIzRXJ5cVg1WDhSR3ZqUEQyMFNjMXdRIn0.i7-mnQy-BP-y5bmF_SiszIDMeDBMf9K37P6Z0MfYrK4,115000.0,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Tennessee', 'Hamilton County', 'East Ridge']","East Ridge, Hamilton County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:11Z,45.772763,0,Adzuna::API::Response::Job,-108.498415,103000.0,"Fusion Medical Staffing is seeking a Travel ICU RN to deliver exceptional critical care at leading healthcare facilities nationwide. In this role, you’ll assess, monitor, and manage high-acuity patients, collaborate closely with interdisciplinary teams, and ensure safe, evidence-based care. You will adapt quickly to new clinical settings, maintain accurate documentation, and support patients and families through complex conditions. Fusion offers a transparent, supportive culture that values acc…",5739804105,Travel ICU RN,https://www.adzuna.com/land/ad/5739804105?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=CD22B0E12C15DFA939F4E90F3E03D49A81568E1F,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0VyeXFYNVg4Ukd2alBEMjBTYzF3USIsImkiOiI1NzM5ODA0MTA1In0.lv8sjvFzmlrKb0caNyUcMWKolaj7SO6pwDaWNSE7_3g,132000.0,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Montana', 'Yellowstone County', 'Lockwood']","Lockwood, Yellowstone County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:11Z,33.195186,0,Adzuna::API::Response::Job,-87.564769,103000.0,"Fusion Medical Staffing is seeking a Travel ICU RN to deliver exceptional critical care at leading healthcare facilities nationwide. In this role, you’ll assess, monitor, and manage high-acuity patients, collaborate closely with interdisciplinary teams, and ensure safe, evidence-based care. You will adapt quickly to new clinical settings, maintain accurate documentation, and support patients and families through complex conditions. Fusion offers a transparent, supportive culture that values acc…",5739804101,Travel ICU RN,https://www.adzuna.com/land/ad/5739804101?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=9549B7CA7940AF5F526E44D2AF5259F9572708D3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczOTgwNDEwMSIsInMiOiIzRXJ5cVg1WDhSR3ZqUEQyMFNjMXdRIn0.RafgDl3aqXJeX2xjHEb_ktktwa-ySPv0ly8Rle2-ii0,132000.0,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Alabama', 'Tuscaloosa County', 'Skyland']","Skyland, Tuscaloosa County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:11Z,32.408343,0,Adzuna::API::Response::Job,-93.69685,103000.0,"Fusion Medical Staffing is seeking a Travel ICU RN to deliver exceptional critical care at leading healthcare facilities nationwide. In this role, you’ll assess, monitor, and manage high-acuity patients, collaborate closely with interdisciplinary teams, and ensure safe, evidence-based care. You will adapt quickly to new clinical settings, maintain accurate documentation, and support patients and families through complex conditions. Fusion offers a transparent, supportive culture that values acc…",5739804104,Travel ICU RN,https://www.adzuna.com/land/ad/5739804104?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=297C9945F57DC20A94C32DA3F8205420242FCC3D,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0VyeXFYNVg4Ukd2alBEMjBTYzF3USIsImkiOiI1NzM5ODA0MTA0In0.ABoqI9n5QxRceCYI5ZZnmTkPHJp46XHzXtZ8UaQnV1E,132000.0,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Louisiana', 'Caddo Parish', 'Forbing']","Forbing, Caddo Parish",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:09Z,35.775813,0,Adzuna::API::Response::Job,-119.256761,110000.0,"Vituity, a leader in healthcare management services, is seeking a dedicated and skilled Advanced Provider to join our team. This role is central to our mission of transforming healthcare delivery alongside our network of hospitals and healthcare providers. As an Advanced Provider, you will be integral in providing exceptional care across our various specialties including emergency medicine, hospital medicine, critical care, anesthesiology, and acute psychiatry. Assess patient health by intervie…",5739804097,Advanced Provider,https://www.adzuna.com/land/ad/5739804097?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=E4544A1F5B8E1223A713C4690A342511B77FAEE2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0VyeXFYNVg4Ukd2alBEMjBTYzF3USIsImkiOiI1NzM5ODA0MDk3In0.K8k5R6QqS0SmpQjixrbcBNORxW69MOqND7I007wmxTk,137000.0,Adzuna::API::Response::Company,Vituity,"['US', 'California', 'Kern County', 'Delano']","Delano, Kern County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:09Z,35.54676,0,Adzuna::API::Response::Job,-119.04402,110000.0,"Vituity, a leader in healthcare management services, is seeking a dedicated and skilled Advanced Provider to join our team. This role is central to our mission of transforming healthcare delivery alongside our network of hospitals and healthcare providers. As an Advanced Provider, you will be integral in providing exceptional care across our various specialties including emergency medicine, hospital medicine, critical care, anesthesiology, and acute psychiatry. Assess patient health by intervie…",5739804099,Advanced Provider,https://www.adzuna.com/land/ad/5739804099?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=A5BCEFB8A642A4242E0243AD2EAB0EF035B33117,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0VyeXFYNVg4Ukd2alBEMjBTYzF3USIsImkiOiI1NzM5ODA0MDk5In0.mpc73TemHoq6AFXph4Ib2uFzWugp3bsLTKw3FIemi-w,137000.0,Adzuna::API::Response::Company,Vituity,"['US', 'California', 'Kern County', 'Oildale']","Oildale, Kern County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:08Z,47.702333,0,Adzuna::API::Response::Job,-122.715014,115000.0,"Kaiser Permanente seeks a Manager, Radiology and Imaging to lead daily operations within our Healthcare & Medical Services department. You will oversee technologists and support staff, ensuring safe, high-quality diagnostic imaging, regulatory compliance, and effective use of advanced imaging technologies. Partnering with clinical teams, you will optimize workflows, manage budgets, and champion patient-centered care. In a culture that values innovation, collaboration, and continuous improvement…",5739804094,"Manager, Radiology and Imaging",https://www.adzuna.com/land/ad/5739804094?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=0543830568198EF8EB486C7FE545CEF01F6CB1E3,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0VyeXFYNVg4Ukd2alBEMjBTYzF3USIsImkiOiI1NzM5ODA0MDk0In0.aCbvRub2m6rTAIR_KqjHZOCvNn6yxO4W79s68-Cv-LA,135000.0,Adzuna::API::Response::Company,Kaiser Permanente,"['US', 'Washington', 'Kitsap County', 'Bangor']","Bangor, Kitsap County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:07Z,31.470233,0,Adzuna::API::Response::Job,-100.438376,98000.0,"Fusion Medical Staffing is seeking a Travel Ultrasound Technologist to join our Healthcare & Medical Services team. In this role, you will perform diagnostic ultrasound procedures, ensure image quality, and collaborate with multidisciplinary teams across diverse healthcare settings. You’ll deliver compassionate patient care, maintain accurate documentation, and adapt quickly to new environments. Fusion values transparency, accountability, and teamwork, offering professional growth, supportive l…",5739804070,Ultrasound Technologist,https://www.adzuna.com/land/ad/5739804070?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=1A4D13001B57D1DD920409D66974BF9279BF8110,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0VyeXFYNVg4Ukd2alBEMjBTYzF3USIsImkiOiI1NzM5ODA0MDcwIn0.LthDy8hJlhY3UO2KbNN4YH6B1cUPvHnCaHSl8rvN1g4,110000.0,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Texas', 'Tom Green County', 'San Angelo']","San Angelo, Tom Green County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
2026-05-24T10:37:07Z,43.060883,0,Adzuna::API::Response::Job,-76.136905,98000.0,"Fusion Medical Staffing is seeking a Travel Ultrasound Technologist to join our Healthcare & Medical Services team. In this role, you will perform diagnostic ultrasound procedures, ensure image quality, and collaborate with multidisciplinary teams across diverse healthcare settings. You’ll deliver compassionate patient care, maintain accurate documentation, and adapt quickly to new environments. Fusion values transparency, accountability, and teamwork, offering professional growth, supportive l…",5739804080,Ultrasound Technologist,https://www.adzuna.com/land/ad/5739804080?se=3EryqX5X8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=347688B3B98EC6516A4C43DC057CFFFA8DEC4214,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczOTgwNDA4MCIsInMiOiIzRXJ5cVg1WDhSR3ZqUEQyMFNjMXdRIn0.Zvjbr6fPDcfBHyDGdzzSvdkvBNQxuv4AU82yukAUPf8,110000.0,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'New York', 'Onondaga County', 'Syracuse']","Syracuse, Onondaga County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
