longitude,__CLASS__,redirect_url,id,adref,created,salary_max,salary_min,description,title,salary_is_predicted,latitude,category.__CLASS__,category.label,category.tag,company.__CLASS__,company.display_name,location.display_name,location.area,location.__CLASS__,contract_time,contract_type
-70.85328,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248676?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=58ED4246856AEE6BFABC3B6EE075A21DA4754D48,5682248676,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4Njc2In0.1_av0rIqu7Sv9gJzHj0YUvnuCNh09zwGUeuYD5eTijY,2026-03-29T09:54:26Z,65723.39,65723.39,"Futures , a part of the Sevita family , provides community and center-based Applied Behavioral Analysis (ABA) services to individuals with Autism Spectrum Disorder (ASD) and other related disorders. For over 15 years, we've provided a collaborative, team-based approach dedicated to helping children and families reach their fullest potential. If you are passionate about making a difference in the lives of individuals and families, join our mission-driven team and experience a career well lived. …",Behavioral Technician part-time,1,42.56646,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Adzuna::API::Response::Company,Sevita,"Beverly, Essex County","['US', 'Massachusetts', 'Essex County', 'Beverly']",Adzuna::API::Response::Location,,
-104.796523,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248683?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=03E6236247289317D6D3D846F07E91C3B6A57503,5682248683,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4NjgzIn0.uLE4g2C09H-nFsah_u1S_rPI_lfvnSQNnkGLcdNch9s,2026-03-29T09:54:26Z,161796.06,161796.06,"Job Description: The Registered Nurse (RN) is a professional caregiver who assumes responsibility and accountability for assessing, planning, implementing, and evaluating the care of patients. The staff RN utilizes the nursing process by use of technology, therapeutic intervention, evidence-based practice and coordination of care with other health team members. Essential Functions Assess: Performs appropriate assessment of physical, social, and psychological status (including cognitive, communi…",Registered Nurse Med Surg 3 West,1,39.98246,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Intermountain Health,"Brighton, Adams County","['US', 'Colorado', 'Adams County', 'Brighton']",Adzuna::API::Response::Location,,
-82.306471,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248675?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=AE081EF504E1B5DCFAB96D5EB3B401B777C4C274,5682248675,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjI0ODY3NSIsInMiOiJZSFJTSUhjcjhSR1NFdDlHRzZ0MjFRIn0.5iMK9SfWSf8YbFM7QgtHOWPcFKGthGBsNkNUpUasi98,2026-03-29T09:54:25Z,48743.81,48743.81,"We're building a world of health around every individual - shaping a more connected, convenient and compassionate health experience. At CVS Health , you'll be surrounded by passionate colleagues who care deeply, innovate with purpose, hold ourselves accountable and prioritize safety and quality in everything we do. Join us and be part of something bigger - helping to simplify health care one person, one family and one community at a time. Position Summary: Are you a skilled Pharmacy Technician …",Advanced Pharmacy Technician - IV Infusion (Overnight),1,27.976731,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CVS Health,"Mango, Hillsborough County","['US', 'Florida', 'Hillsborough County', 'Mango']",Adzuna::API::Response::Location,,
-70.85328,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248673?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=E1C36126CECD9730AB198992B9ED68B0807CCC55,5682248673,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4NjczIn0.dDb1utXhdmK8EobQQnL9SAj4iPkDd8uoQvUt4u-iI5w,2026-03-29T09:54:25Z,81965.17,81965.17,"Futures , a part of the Sevita family , provides community and center-based Applied Behavioral Analysis (ABA) services to individuals with Autism Spectrum Disorder (ASD) and other related disorders. For over 15 years, we've provided a collaborative, team-based approach dedicated to helping children and families reach their fullest potential. If you are passionate about making a difference in the lives of individuals and families, join our mission-driven team and experience a career well lived. …",Behavioral Technician,1,42.56646,Adzuna::API::Response::Category,Social work Jobs,social-work-jobs,Adzuna::API::Response::Company,Sevita,"Beverly, Essex County","['US', 'Massachusetts', 'Essex County', 'Beverly']",Adzuna::API::Response::Location,,
-91.595687,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248666?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=45C9728C89DC7E4E8556F581CEE6BC95E17F67C1,5682248666,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4NjY2In0.6RlZ13d_qmth8jfj1t4eRfGP4hSDqrilj8iTSkR2A7A,2026-03-29T09:54:24Z,54556.28,54556.28,"REM Community Services , a part of the Sevita family, provides community-based services for individuals with intellectual and developmental disabilities. Here we believe every person has the right to live well, and everyone deserves to have a fulfilling career. You'll join a mission-driven team and create relationships that motivate us all every day. Join us today, and experience a career well lived. Licensed Practical Nurse/Licensed Vocational Nurse This is a fantastic role to continue your nu…",Licensed Practical Nurse,1,42.045009,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Sevita,"Indian Creek, Linn County","['US', 'Iowa', 'Linn County', 'Indian Creek']",Adzuna::API::Response::Location,,
,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248667?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=BC1AC018A96670DB4D04989EB239DCBBA05D6671,5682248667,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjI0ODY2NyIsInMiOiJZSFJTSUhjcjhSR1NFdDlHRzZ0MjFRIn0.YE6E4tZjyO2y8ajscc4Z1tjdpWeFin59rOuZvwFJBIs,2026-03-29T09:54:24Z,25985.96,25985.96,"Role Overview: Creating solutions for everything from dining and nutrition to facilities maintenance and rehabilitative services, Sodexo partners with government agencies and military organizations to improve people's quality of life and make a positive impact. Relocation Assistance Available As Sodexo Government Services continues to have the proud pleasure of supporting the Air Force, we are seeking an Executive Chef 2 to lead the culinary process at Dyess Air Force Base, near Abiline, TX ; s…",Executive Chef 2,1,,Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Company,Sodexo,US,['US'],Adzuna::API::Response::Location,,
-91.68785,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248670?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=7E7380D003A0C0C2E0980EBAAF946BA3195C1DF6,5682248670,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4NjcwIn0.DuSfw6ePmh0mWtUk5snuV7xv-7iuVUrBN2L9xsnKvhA,2026-03-29T09:54:24Z,64548.89,64548.89,"REM Community Services , a part of the Sevita family, provides community-based services for individuals with intellectual and developmental disabilities. Here we believe every person has the right to live well, and everyone deserves to have a fulfilling career. You'll join a mission-driven team and create relationships that motivate us all every day. Join us today, and experience a career well lived. Licensed Practical Nurse/Licensed Vocational Nurse This is a fantastic role to continue your nu…",Licensed Practical Nurse,1,41.948107,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Sevita,"Cedar Rapids, Linn County","['US', 'Iowa', 'Linn County', 'Cedar Rapids']",Adzuna::API::Response::Location,,
-91.867969,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248668?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=6982FBED3952F68B73CA70465D96549F3CA258A3,5682248668,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjI0ODY2OCIsInMiOiJZSFJTSUhjcjhSR1NFdDlHRzZ0MjFRIn0.OvQLQzNampQYZPY32mJMhjzFHQFMflzwQiXMfth2ZfY,2026-03-29T09:54:24Z,56624.21,56624.21,"table.MiTabla max-width: 1020px;!important Would you like to join an international team working to improve the future of healthcare? Do you want to enhance the lives of millions of people? Grifols is a global healthcare company that since 1909 has been working to improve the health and well-being of people around the world. We are leaders in plasma-derived medicines and transfusion medicine and develop, produce and market innovative medicines, solutions and services in more than 110 countries a…","LPN or RN - $5,000 Sign on Bonus",1,41.740466,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Grifols,"Amana, Iowa County","['US', 'Iowa', 'Iowa County', 'Amana']",Adzuna::API::Response::Location,,
-71.837194,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248665?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=BBED27124659C822296AC81977BF8CAA518E3E16,5682248665,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4NjY1In0.2LUz-Qrw6_T9hGFunuOoCF1FBF7oV-FjC6oLNBn9wis,2026-03-29T09:54:24Z,92121.74,92121.74,"Overview: Lead with Heart. Be the Difference. Deliver Compassionate Care After Hours. As an After Hours Hospice RN, you'll respond to patient needs during evenings, nights, weekends, and holidays-bringing peace of mind and compassionate care when it's needed most. Schedule needed: 7 days on / 7 days off Full time, salaried, with benefits What You'll Do as a Hospice RN - After Hours / On-Call: • Report directly to the Administrator, Executive Director, or Patient Care Manager Senior • Provide di…",Hospice Registered Nurse After Hours,1,42.206121,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Gentiva Hospice,"Auburn, Worcester County","['US', 'Massachusetts', 'Worcester County', 'Auburn']",Adzuna::API::Response::Location,,
-95.450683,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248672?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=AA29E1884C018C8AD249C24C7F4E221E200E6F86,5682248672,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4NjcyIn0.mWaA6xxeX5oyAGRfoRjhH96FZXSlXof2ZiOWo0ANtrk,2026-03-29T09:54:24Z,89219.61,89219.61,"REM Community Services , a part of the Sevita family, provides community-based services for individuals with intellectual and developmental disabilities. Here we believe every person has the right to live well, and everyone deserves to have a fulfilling career. You'll join a mission-driven team and create relationships that motivate us all every day. Join us today, and experience a career well lived. OUR MISSION AND PERFORMANCE EXPECTATIONS The MENTOR Network is a mission-based organization ded…",Nursing Director,1,41.517705,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Sevita,"Shelby, Shelby County","['US', 'Iowa', 'Shelby County', 'Shelby']",Adzuna::API::Response::Location,,
-80.317921,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248669?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=090E7892750E3CFC6A127C56B57B28233E80E4DF,5682248669,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjI0ODY2OSIsInMiOiJZSFJTSUhjcjhSR1NFdDlHRzZ0MjFRIn0.R4ivoJUkGT3nzFbaVvLqHeJ02-IZtm5UrhCoqmqVbws,2026-03-29T09:54:24Z,60113.24,60113.24,"What We Offer: Join our Orthopedic specialty care Team! Job Title: Registered Nurse Schedule: Full-Time 7:00pm - 7:00am Department: Orthopedic specialty care Location: Forsyth Medical Center - Winston Salem, NC Unit Description: Ortho and Spine Specialty care unit is a 39 bed newly renovated unit that specializes in total joint replacements, orthopedic condition management, spine surgery/procedures, complicated headaches and retractable migraines. Competitive pay and comprehensive benefits (med…",Registered Nurse Orthopedic specialty care,1,36.06525,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Novant Health,"Hanes, Forsyth County","['US', 'North Carolina', 'Forsyth County', 'Hanes']",Adzuna::API::Response::Location,,
-77.19018,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248671?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=38E81A16B247A5827C60E692BEA35E48482817A3,5682248671,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4NjcxIn0.XJi8cypkf9pqeR_13gjFFGIDVFZWkNKoYiZ_bYt77G0,2026-03-29T09:54:24Z,90004.48,90004.48,"Join us at Columbia Mental Health , a member of Transformations Care Network (TCN), as we embark on an exciting journey to empower Mental Health Therapists like you to make a difference in the field of behavioral health. We are committed to improving access to mental health care in our communities which means we are committed to being a great place to be a therapist. As a Therapist on our team, you will experience an environment where both you and your clients can thrive. Emerging, early career…",Mental Health Therapist,1,39.17598,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,"Columbia Mental Health, Columbia Mental Health","Montgomery Village, Montgomery County","['US', 'Maryland', 'Montgomery County', 'Montgomery Village']",Adzuna::API::Response::Location,,
-78.83507,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248664?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=6FB7C694ECD8980D245D874B9EE76E3C76D3125D,5682248664,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjI0ODY2NCIsInMiOiJZSFJTSUhjcjhSR1NFdDlHRzZ0MjFRIn0.29akh_4q0P08xkXEvSTrug30-AblYOHrQRopUkW_xf0,2026-03-29T09:54:23Z,60329.93,60329.93,"Job Description We know that a Chef?s job isn?t only about the food. It takes skills, dedication, patience, and the right opportunities. We?re looking for Chef Manager who can help us deliver the best customer service and food experiences. Reporting to the General Manager, you?ll take a hands-on approach in focusing on team development, culinary expertise, safety protocol, and client relations. Our Chef Manager will also play a key role in helping us meet budget requirements and execute company…",Sous Chef,1,35.925955,Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Company,Aramark,"Durham, Durham County","['US', 'North Carolina', 'Durham County', 'Durham']",Adzuna::API::Response::Location,,
-94.764065,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248641?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=A84F959197AFC5F2B4A90C4D1D666E04901128B6,5682248641,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4NjQxIn0.kBMKe014VngLxHXxLhYuh5NDsbTNZeRBrLN66dq4DeY,2026-03-29T09:54:22Z,119564.73,119564.73,"Become a part of our caring community and help us put health first The Associate Medical Director (AMD) is an instrumental clinical leader of our primary care team, combining clinical practice with leadership and operational management to ensure high-quality patient care and alignment with Value-Based Care (VBC) principles. This market/center-specific role requires flexibility to adapt responsibilities as needed and demands a unique blend of clinical management, financial/business acumen, and s…",Associate Medical Director - CenterWell - Kansas City,1,39.115789,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CenterWell Senior Primary Care,"Kansas, Wyandotte County","['US', 'Kansas', 'Wyandotte County', 'Kansas']",Adzuna::API::Response::Location,,
