__CLASS__,redirect_url,id,title,latitude,description,created,longitude,adref,salary_max,salary_min,salary_is_predicted,location.display_name,location.area,location.__CLASS__,company.display_name,company.__CLASS__,category.tag,category.__CLASS__,category.label,contract_time,contract_type
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5704535466?se=tET5Xvg78RGmQpZZA3C9gQ&utm_medium=api&utm_source=abfa41a4&v=C2CEDDA83A923F270927046F7AFC5C8DDD670F72,5704535466,Associate Engineer- Operations,28.6278,"Energy Transfer, recognized by Forbes as one of America's best large employers, is dedicated to responsibly and safely delivering America's energy. We are driven to inspire our employees to create superior value for our customers, our investors, a sustainable future and giving back to the community where we have long-standing commitments to causes including MD Anderson Children's Cancer Hospital, The Salvation Army, The American Red Cross, Ronald McDonald House and many more. We value all of ou…",2026-04-19T09:52:02Z,-81.366,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEVUNVh2Zzc4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzA0NTM1NDY2In0.4EALeck8Et268k74oMhcz7J-DAu0e6hJLxBJ47-tI-k,64078.39,64078.39,1,"Maitland, Orange County","['US', 'Florida', 'Orange County', 'Maitland']",Adzuna::API::Response::Location,Energy Transfer,Adzuna::API::Response::Company,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704535456?utm_medium=api&utm_source=abfa41a4,5704535456,Commercial Senior Superintendent,32.930579,"A Senior Superintendent (Supt.) directs the work flow of the project on site consistent with the project schedule and HITT safety and quality standards. The Senior Supt. provides leadership and serves as the liaison between project team members to promote the interest of both the business and clients in all matters, as well as demonstrate the characteristics of a mid-level leader. Senior Supt.s communicate project priorities to site staff and all subcontractors, serving as the primary leader on…",2026-04-19T09:51:56Z,-80.003183,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUzNTQ1NiIsInMiOiJ0RVQ1WHZnNzhSR21RcFpaQTNDOWdRIn0.ed_xSsvzsBgvHQfqrDZQdmL5xf45-f4rABKWX8oLP1U,134911.61,134911.61,1,"Charleston, Charleston County","['US', 'South Carolina', 'Charleston County', 'Charleston']",Adzuna::API::Response::Location,HITT Contracting,Adzuna::API::Response::Company,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5704535450?se=tET5Xvg78RGmQpZZA3C9gQ&utm_medium=api&utm_source=abfa41a4&v=70FAFC7A55742C63638FD11586AD8D657B694897,5704535450,Staff Engineer - Air Permitting,29.6403,"We are seeking a detail-oriented and knowledgeable engineer to support air permitting activities for capital projects. This position will be responsible for preparing air quality environmental permit applications at existing and new build projects associated with Energy Transfer's various asset types. These assets include power generation sites, natural gas midstream facilities (including gathering, processing, and transportation), crude oil and refined products terminals, and NGL processing, t…",2026-04-19T09:51:53Z,-95.4359,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUzNTQ1MCIsInMiOiJ0RVQ1WHZnNzhSR21RcFpaQTNDOWdRIn0.Nnwf3QKcjUjXc8NsT5cI7RHx_qNXApTz8yj6dJ3OIu0,71951.96,71951.96,1,"Trammells, Harris County","['US', 'Texas', 'Harris County', 'Trammells']",Adzuna::API::Response::Location,Energy Transfer,Adzuna::API::Response::Company,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704535442?utm_medium=api&utm_source=abfa41a4,5704535442,SAP Production Planning (PP) Consultant - MM & S4Hana,36.172489,"Amtex Systems Inc is an information technology and talent solutions company offering talent and BI consulting to the companies in US for over 25 years. Our solutions are designed to fill resource gaps, by providing the right candidates who deliver value to the organization. Our propensity to nurture and build strong relationships with our clients helps us better understand their business demands and gives us the ability to provide services that are on time and rise above the rest. 2-3 days in t…",2026-04-19T09:51:27Z,-86.780596,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUzNTQ0MiIsInMiOiJ0RVQ1WHZnNzhSR21RcFpaQTNDOWdRIn0.MdxvCcTuI_YMa-U4vUnRVuKZjdPoijDXQw3YWQkdIH4,64701.86,64701.86,1,"Nashville, Davidson County","['US', 'Tennessee', 'Davidson County', 'Nashville']",Adzuna::API::Response::Location,Amtex System Inc.,Adzuna::API::Response::Company,it-jobs,Adzuna::API::Response::Category,IT Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704535401?utm_medium=api&utm_source=abfa41a4,5704535401,Commercial Construction Superintendent - Mission Critical,41.054529,"A Superintendent directs the work flow of the project on site consistent with the project schedule and HITT safety and quality standards. The Superintendent provides leadership and serves as the liaison between project team members to promote the interest of both the business and clients in all matters, as well as demonstrate the characteristics of a mid-level leader. The Superintendent communicates project priorities to site staff and all subcontractors, serving as the primary leader on site f…",2026-04-19T09:50:16Z,-76.233268,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUzNTQwMSIsInMiOiJ0RVQ1WHZnNzhSR21RcFpaQTNDOWdRIn0.2m8nfN4drITAkcwKtt2PN7XoxEJYa7NoEz-Sfz0_Rq8,121306.5,121306.5,1,"Berwick, Columbia County","['US', 'Pennsylvania', 'Columbia County', 'Berwick']",Adzuna::API::Response::Location,HITT Contracting,Adzuna::API::Response::Company,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704535311?utm_medium=api&utm_source=abfa41a4,5704535311,Commercial Construction Superintendent,,"A Superintendent directs the work flow of the project on site consistent with the project schedule and HITT safety and quality standards. The Superintendent provides leadership and serves as the liaison between project team members to promote the interest of both the business and clients in all matters, as well as demonstrate the characteristics of a mid-level leader. The Superintendent communicates project priorities to site staff and all subcontractors, serving as the primary leader on site f…",2026-04-19T09:47:57Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUzNTMxMSIsInMiOiJ0RVQ1WHZnNzhSR21RcFpaQTNDOWdRIn0.MyLHidJFmKL5jWGCc99NlyfZs_q19OQnCn1v1YRio54,112133.91,112133.91,1,"Los Angeles, Los Angeles County","['US', 'California', 'Los Angeles County', 'Los Angeles']",Adzuna::API::Response::Location,HITT Contracting,Adzuna::API::Response::Company,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5704535262?se=tET5Xvg78RGmQpZZA3C9gQ&utm_medium=api&utm_source=abfa41a4&v=607A56F89F8E4ACF6C59AB1D3E44AD6B07FB35CF,5704535262,Assistant Site Manager - Clean Express Auto Wash,38.316446,"Job Description Job Description Location: 7796 Munson Rd, Mentor, Ohio, 44060 Job Description: Become a part of our team and earn a competitive hourly rate of $21.63, with the additional opportunity to qualify for additional incentives based on site performance. As part of Express Wash Concepts, one of the region’s fastest-growing and award-winning companies, we offer more than just a job – we provide a path to growth and success. Whether you’re starting your career or looking to take it to the…",2026-04-19T09:47:16Z,-86.718879,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUzNTI2MiIsInMiOiJ0RVQ1WHZnNzhSR21RcFpaQTNDOWdRIn0.Q-nLn7bgfObXh54hZS_tEsLLm-BoDfOL11q_Gn3M5kY,20349.95,20349.95,1,"Mentor, Dubois County","['US', 'Indiana', 'Dubois County', 'Mentor']",Adzuna::API::Response::Location,Express Wash Concepts,Adzuna::API::Response::Company,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5704535261?se=tET5Xvg78RGmQpZZA3C9gQ&utm_medium=api&utm_source=abfa41a4&v=80BC444284249C54E627C984551819DA181E9475,5704535261,Sales Professional - Outside Sales,32.136697,"Job Description Job Description Our associates celebrate lives. We celebrate our associates. Working from home, presents at-need cemetery and pre-need arrangement services and products to consumers. Responsible for achieving monthly sales target. As a self-starter, develops relationships within the community to generate qualified leads. Follows up on leads generated from marketing campaigns to qualify lead and schedule sales appointments. Follow-up with client families for referrals by establis…",2026-04-19T09:47:15Z,-110.937216,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEVUNVh2Zzc4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzA0NTM1MjYxIn0.iBHyGuYAgMJeXLrZZQr7sox9p4sGGqIGpnzqBONWtJQ,52986.44,52986.44,1,"Mission, Pima County","['US', 'Arizona', 'Pima County', 'Mission']",Adzuna::API::Response::Location,Service Corporation International,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5704535168?se=tET5Xvg78RGmQpZZA3C9gQ&utm_medium=api&utm_source=abfa41a4&v=E36A8D39567B0445E3FB8E109448D60B31B14E7F,5704535168,R&D Hardware Engineer,43.57313,"Job Description Job Description Description: THIS IS AN ON-SITE POSITION LOCATED IN AURORA, OHIO About Us: LayerZero Power Systems Inc. is a globally recognized leader in providing state-of-the-art power distribution solutions for critical industries. With a strong focus on reliability, innovation, and customer satisfaction, we deliver advanced power systems products that ensure uninterrupted and dependable power supply in mission-critical environments. Our customer base is comprised of compani…",2026-04-19T09:46:00Z,-98.462299,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEVUNVh2Zzc4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzA0NTM1MTY4In0.qp5QU2HbNNaY5WVxelMA4fvxmlQZm0ukGohaBkw1bWU,120000.0,105000.0,0,"Aurora, Aurora County","['US', 'South Dakota', 'Aurora County', 'Aurora']",Adzuna::API::Response::Location,LayerZero Power Systems Inc,Adzuna::API::Response::Company,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5704534997?se=tET5Xvg78RGmQpZZA3C9gQ&utm_medium=api&utm_source=abfa41a4&v=18E1A94189A52E71AB6137EAAE9047A573CA22EE,5704534997,Paralegal,30.791861,"Job Description Job Description We are looking for a skilled and detail-oriented Paralegal to join our team in Boston, Massachusetts. In this long-term contract role, you will play a pivotal part in supporting attorneys and facilitating real estate transactions. The ideal candidate will excel in managing pre- and post-closing tasks, organizing files, and ensuring smooth communication among all parties involved. Responsibilities: • Collaborate with attorneys, lenders, real estate agents, and cli…",2026-04-19T09:43:57Z,-83.789887,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEVUNVh2Zzc4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzA0NTM0OTk3In0.PuR3Kh-TnQRUvv6hBrXPFsHopJxCc6CP4tW4Q5u-2jc,62400.0,49920.0,0,"Boston, Thomas County","['US', 'Georgia', 'Thomas County', 'Boston']",Adzuna::API::Response::Location,Robert Half,Adzuna::API::Response::Company,legal-jobs,Adzuna::API::Response::Category,Legal Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5704534996?se=tET5Xvg78RGmQpZZA3C9gQ&utm_medium=api&utm_source=abfa41a4&v=C58954C834456FEB4EFF8B90A5FD0D23A861650B,5704534996,HVAC Mechanical Technician Level 2,39.117388,"Job Description Job Description Description: Concentric is the first national industrial power services organization delivering forklift and critical power and maintenance solutions that ensure uninterrupted, sustainable facility power. The company’s signature solutions, GuaranteedPOWER® and PerpetualPOWER® are industry firsts, improving reliability, sustainability, and safety to solve the power problem for facility leaders. Concentric helps data centers, distributors, manufacturers, utilities,…",2026-04-19T09:43:45Z,-94.626957,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEVUNVh2Zzc4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzA0NTM0OTk2In0.xCV0ZPl9sx5BE3Ui3A_vt2Y1RX3LV7qP1scAoKraxWA,87893.12,87893.12,1,"Kansas City, Wyandotte County","['US', 'Kansas', 'Wyandotte County', 'Kansas City']",Adzuna::API::Response::Location,Concentric LLC,Adzuna::API::Response::Company,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5704534994?se=tET5Xvg78RGmQpZZA3C9gQ&utm_medium=api&utm_source=abfa41a4&v=67BC9BF891C5E8AE542C34F8FA655E2F3F374FF8,5704534994,HVAC Technician,35.611805,"Job Description Job Description SUMMARY : Responsible for the installation, repair and maintenance of all heating, ventilation, air conditioning and refrigeration equipment in the property. ESSENTIAL DUTIES AND RESPONSIBILITIES Performs preventive maintenance on all HVAC/R equipment. Maintains E.P.A. records on all refrigeration equipment. Troubleshoots and repairs all HVAC/R equipment as the need arises. Performs daily system checks to assure proper operation. Maintains related inventory. Perf…",2026-04-19T09:43:16Z,-115.385934,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEVUNVh2Zzc4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzA0NTM0OTk0In0.OhVXTeMuNqNtfL4W2IoN95U710tozu8LfO0J8JoWBqg,108653.85,108653.85,1,"Primm, Clark County","['US', 'Nevada', 'Clark County', 'Primm']",Adzuna::API::Response::Location,Primm Valley Resorts and Casino,Adzuna::API::Response::Company,other-general-jobs,Adzuna::API::Response::Category,Other/General Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704534990?utm_medium=api&utm_source=abfa41a4,5704534990,MEP Assistant Superintendent,41.054529,"The MEP Assistant Superintendent position allows an individual to develop skills for a career in technical MEP construction and management. Working directly with the project MEP Superintendent conducting field inspections, progress updates, assisting with document control, equipment inspections, vendor coordination, and supporting the equipment startup and commissioning process. Responsibilities Maintain adherence to HITT's standards of safety Assist bidding mechanical and electrical trades Ens…",2026-04-19T09:43:05Z,-76.233268,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUzNDk5MCIsInMiOiJ0RVQ1WHZnNzhSR21RcFpaQTNDOWdRIn0.xldugWAaz5gdF_S1c9vgAprtq1v9tzUU9WjIV9pLnCI,93135.49,93135.49,1,"Berwick, Columbia County","['US', 'Pennsylvania', 'Columbia County', 'Berwick']",Adzuna::API::Response::Location,HITT Contracting,Adzuna::API::Response::Company,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5704533986?se=tET5Xvg78RGmQpZZA3C9gQ&utm_medium=api&utm_source=abfa41a4&v=E81C0F26FDB584021D7A431D9F4C2E7E702DE071,5704533986,CDL A Yard Spotter,34.14938,"We have a current opening for a 1st Shift yard spotter in Cullman, AL. This is a M-F position. CDL A LOCAL YARD/SPOTTER DRIVER FirstFleets Cullman, AL location is hiring for Local CDL A Yard Driver. Please call Perry @ 256-783-5090 PAY $21.00 per hr. Overtime after 40 hrs. Quarterly Safety bonus JOB Local operation Home every day BENEFITS Medical, Dental, Vision and Hearing Matching 401(k) Retirement Pan Paid Time off (40 hours after 90 days) Short- and Long-term Disability Life Insurance Weekl…",2026-04-19T09:21:56Z,-86.747356,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEVUNVh2Zzc4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzA0NTMzOTg2In0.Z8LewRch2p5hlQ2MTOcZrA61rSa9rD9CQqtaRpbcFpw,43680.0,43680.0,0,"Cullman, Cullman County","['US', 'Alabama', 'Cullman County', 'Cullman']",Adzuna::API::Response::Location,FirstFleet Inc,Adzuna::API::Response::Company,hr-jobs,Adzuna::API::Response::Category,HR & Recruitment Jobs,,
