salary_is_predicted,contract_time,adref,__CLASS__,salary_min,title,latitude,created,description,longitude,id,redirect_url,salary_max,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,contract_type
0,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEZXSXk0QjQ4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg5MTc5MDYzIn0.Ju4YlZw3QbFEajbVr5jcFj7qAMaGnvzVe1JgAyNg9oo,Adzuna::API::Response::Job,0.0,Registered Nurses (RN) - Acute - up to $44/hr,31.43508,2026-07-05T10:19:04Z,"Take control of your career: Build your RN schedule around your life If you're tired of having little say over your schedule or simply want to earn extra income on your terms, flexible acute RN shifts as an independent contractor could be exactly what you're looking for. ShiftKey helps independent registered nurses like you to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pick the days …",-97.74078,5789179063,https://www.adzuna.com/land/ad/5789179063?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=0B5FFFF1B2B31A8CABCF865E44719F53AD449448,91520.0,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Texas', 'Coryell County', 'Gatesville']",Adzuna::API::Response::Location,"Gatesville, Coryell County",
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE3OTA2NSIsInMiOiJURldJeTRCNDhSRy0ydEhBeE5BblpRIn0.ZbZ1BzIS2ToxSRnlMuktRxCmkIadlC8q95y-4Zr2T54,Adzuna::API::Response::Job,0.0,Registered Nurses (RN) - Acute - up to $63/hr,38.206389,2026-07-05T10:19:04Z,"Take control of your career: Build your RN schedule around your life If you're tired of having little say over your schedule or simply want to earn extra income on your terms, flexible acute RN shifts as an independent contractor could be exactly what you're looking for. ShiftKey helps independent registered nurses like you to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pick the days …",-95.74722,5789179065,https://www.adzuna.com/land/ad/5789179065?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=169EFA56AAF55E87A73DC9B67157375F8A83B875,131040.0,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Kansas', 'Coffey County', 'Burlington']",Adzuna::API::Response::Location,"Burlington, Coffey County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEZXSXk0QjQ4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg5MTc5MDg4In0.zDGfZYhWIbMq2pThsMhmsOc1sGhUXoe-4qUfjqy8c84,Adzuna::API::Response::Job,21761.26,RN,38.206389,2026-07-05T10:19:04Z,"Take control of your career: Build your RN schedule around your life If you're tired of having little say over your schedule or simply want to earn extra income on your terms, flexible acute RN shifts as an independent contractor could be exactly what you're looking for. ShiftKey helps independent registered nurses like you to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pick the days …",-95.74722,5789179088,https://www.adzuna.com/land/ad/5789179088?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=5B37385A046391E930FE3677A514A6F4755B51F0,21761.26,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Kansas', 'Coffey County', 'Burlington']",Adzuna::API::Response::Location,"Burlington, Coffey County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE3OTA3OCIsInMiOiJURldJeTRCNDhSRy0ydEhBeE5BblpRIn0.2HnF4jHMusjZi6cOrGr6YQZzzJMStZrRj9Q7GUuRvBU,Adzuna::API::Response::Job,22606.79,RN,39.13338,2026-07-05T10:19:04Z,"Take control of your career: Build your RN schedule around your life If you're tired of having little say over your schedule or simply want to earn extra income on your terms, flexible acute RN shifts as an independent contractor could be exactly what you're looking for. ShiftKey helps independent registered nurses like you to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pick the days …",-97.66392,5789179078,https://www.adzuna.com/land/ad/5789179078?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=8A98651A5D5AB16CA715DA475DC802A71364C559,22606.79,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Kansas', 'Ottawa County', 'Minneapolis']",Adzuna::API::Response::Location,"Minneapolis, Ottawa County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE3OTA3MSIsInMiOiJURldJeTRCNDhSRy0ydEhBeE5BblpRIn0.-dABx6txSYvcdihravLSa-VK-40JjzZgbdIVaw6ML9E,Adzuna::API::Response::Job,35803.29,Certified Nursing Assistant (CNA),28.729245,2026-07-05T10:19:04Z,"Take control of your career: Build your CNA schedule around your life If you're tired of having little control over your schedule or want the flexibility to earn on your terms, flexible acute CNA shifts as an independent contractor could be exactly what you're looking for. Independent certified nursing assistants like you use ShiftKey to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pic…",-96.225475,5789179071,https://www.adzuna.com/land/ad/5789179071?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=9A66A3CF3005E47429BA18A17EF5FD5845465AF2,35803.29,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Texas', 'Matagorda County', 'Palacios']",Adzuna::API::Response::Location,"Palacios, Matagorda County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEZXSXk0QjQ4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg5MTc5MDY5In0.SJvtWAzxhA9NmaMQy5kI-lWmDpDvi9TIUs0m8ZvOhUk,Adzuna::API::Response::Job,35225.73,Certified Nursing Assistant (CNA),36.571358,2026-07-05T10:19:04Z,"Take control of your career: Build your CNA schedule around your life If you're tired of having little control over your schedule or want the flexibility to earn on your terms, flexible acute CNA shifts as an independent contractor could be exactly what you're looking for. Independent certified nursing assistants like you use ShiftKey to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pic…",-96.708693,5789179069,https://www.adzuna.com/land/ad/5789179069?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=72926DFC9877186A4FBEDAD52280E0676ACC49DE,35225.73,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Oklahoma', 'Osage County', 'Fairfax']",Adzuna::API::Response::Location,"Fairfax, Osage County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE3OTA4MiIsInMiOiJURldJeTRCNDhSRy0ydEhBeE5BblpRIn0.SKd82L0Ixw1IUptr0s31BiAOo4bPx5GQsxXYkbU1WdU,Adzuna::API::Response::Job,39928.24,Licensed Practical Nurse (LPN),39.13338,2026-07-05T10:19:04Z,"Take control of your career: Build your LPN schedule around your life If you're tired of having little control over your schedule or want the flexibility to earn on your terms, flexible acute LPN shifts as an independent contractor could be exactly what you're looking for. Independent licensed practical nurses like you use ShiftKey to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pick t…",-97.66392,5789179082,https://www.adzuna.com/land/ad/5789179082?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=F4439551194500E214CB85BA73C69D0A8181404F,39928.24,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Kansas', 'Ottawa County', 'Minneapolis']",Adzuna::API::Response::Location,"Minneapolis, Ottawa County",
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE3OTA3NiIsInMiOiJURldJeTRCNDhSRy0ydEhBeE5BblpRIn0.cO_OrvONMaUkgHR-wtSYAiwdZcox3If5EtYrA-VRvhE,Adzuna::API::Response::Job,0.0,Registered Nurses (RN) - Acute - up to $50/hr,28.729245,2026-07-05T10:19:04Z,"Take control of your career: Build your RN schedule around your life If you're tired of having little say over your schedule or simply want to earn extra income on your terms, flexible acute RN shifts as an independent contractor could be exactly what you're looking for. ShiftKey helps independent registered nurses like you to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pick the days …",-96.225475,5789179076,https://www.adzuna.com/land/ad/5789179076?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=A2EFEF42AF143E67C0CF5B23A4FDC33791ACC322,104000.0,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Texas', 'Matagorda County', 'Palacios']",Adzuna::API::Response::Location,"Palacios, Matagorda County",
0,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEZXSXk0QjQ4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg5MTc5MDg1In0.43SIiy4YwzgkVqYGDdWWdevlhqZ-oCks2IC6mdneThI,Adzuna::API::Response::Job,0.0,Licensed Vocational Nurse (LVN) - Acute - up to $34/hr,34.022066,2026-07-05T10:19:04Z,"Take control of your career: Build your LVN schedule around your life If you're tired of having little control over your schedule or want the flexibility to earn on your terms, flexible acute LVN shifts as an independent contractor could be exactly what you're looking for. Independent licensed vocational nurses like you use ShiftKey to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pick …",-98.923219,5789179085,https://www.adzuna.com/land/ad/5789179085?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=0A5357B5ABCCCC48AF43F80BEB220A920327FCAA,70720.0,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Texas', 'Wichita County', 'Electra']",Adzuna::API::Response::Location,"Electra, Wichita County",
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE3OTA2NiIsInMiOiJURldJeTRCNDhSRy0ydEhBeE5BblpRIn0.WZN08kGTkHV7qTxIRhj5_Cjat1V5lre4ShRBCvaSwVk,Adzuna::API::Response::Job,0.0,Certified Nursing Assistant (CNA) - Acute - up to $24/hr,36.571358,2026-07-05T10:19:04Z,"Take control of your career: Build your CNA schedule around your life If you're tired of having little control over your schedule or want the flexibility to earn on your terms, flexible acute CNA shifts as an independent contractor could be exactly what you're looking for. Independent certified nursing assistants like you use ShiftKey to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pic…",-96.708693,5789179066,https://www.adzuna.com/land/ad/5789179066?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=C9296C4CDD77F1003929F80030D05DCF90A989D4,49920.0,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Oklahoma', 'Osage County', 'Fairfax']",Adzuna::API::Response::Location,"Fairfax, Osage County",
0,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEZXSXk0QjQ4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg5MTc5MDYyIn0.SBlnp26KcdvTCjfAh26q9sDa4tWNNuA44Ux8KvCxle0,Adzuna::API::Response::Job,0.0,Licensed Practical Nurse (LPN) - Acute - up to $38/hr,34.926537,2026-07-05T10:19:04Z,"Take control of your career: Build your LPN schedule around your life If you're tired of having little control over your schedule or want the flexibility to earn on your terms, flexible acute LPN shifts as an independent contractor could be exactly what you're looking for. Independent licensed practical nurses like you use ShiftKey to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pick t…",-88.519963,5789179062,https://www.adzuna.com/land/ad/5789179062?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=24E51EBD075C62F2F6B894DA34FD410369CA8E59,79040.0,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Mississippi', 'Alcorn County', 'Corinth']",Adzuna::API::Response::Location,"Corinth, Alcorn County",
0,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEZXSXk0QjQ4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg5MTc5MDgwIn0.L4W8mytUFV8x8upvaXfCj5KPy_b-Su3HXNarE_LE3Fo,Adzuna::API::Response::Job,0.0,Registered Nurses (RN) - Acute - up to $56/hr,33.41711,2026-07-05T10:19:04Z,"Take control of your career: Build your RN schedule around your life If you're tired of having little say over your schedule or simply want to earn extra income on your terms, flexible acute RN shifts as an independent contractor could be exactly what you're looking for. ShiftKey helps independent registered nurses like you to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pick the days …",-99.814203,5789179080,https://www.adzuna.com/land/ad/5789179080?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=50D315C870F6CAA279DA5D3D381B9D671B09FF25,116480.0,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Texas', 'Haskell County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Haskell County",
0,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEZXSXk0QjQ4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg5MTc5MDg0In0.mMqghFBpVukcY8cbUlbwCbXcHXTE4qMEZIEZGh2585w,Adzuna::API::Response::Job,0.0,Registered Nurses (RN) - Acute - up to $55/hr,34.15494,2026-07-05T10:19:04Z,"Take control of your career: Build your RN schedule around your life If you're tired of having little say over your schedule or simply want to earn extra income on your terms, flexible acute RN shifts as an independent contractor could be exactly what you're looking for. ShiftKey helps independent registered nurses like you to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pick the days …",-103.33572,5789179084,https://www.adzuna.com/land/ad/5789179084?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=23581EB33FF02661BD53102E2F90F23FB7CE2024,114400.0,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'New Mexico', 'Roosevelt County', 'Portales']",Adzuna::API::Response::Location,"Portales, Roosevelt County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEZXSXk0QjQ4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg5MTc5MDY0In0.MLrox5JaW5g4MowIq5BUQl1cSpMwLZbW0bEGglckEms,Adzuna::API::Response::Job,44659.55,Certified Nursing Assistant (CNA),35.07197,2026-07-05T10:19:04Z,"Take control of your career: Build your CNA schedule around your life If you're tired of having little control over your schedule or want the flexibility to earn on your terms, flexible acute CNA shifts as an independent contractor could be exactly what you're looking for. Independent certified nursing assistants like you use ShiftKey to connect with a nationwide network of hospitals. You bid on the shifts that match your preferences, and you choose your rate. Choose the hospitals you want. Pic…",-98.24507,5789179064,https://www.adzuna.com/land/ad/5789179064?se=TFWIy4B48RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=662CF8E340C7FA3BDE7F108103A22423972D8C52,44659.55,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Shiftkey, LLC","['US', 'Oklahoma', 'Caddo County', 'Anadarko']",Adzuna::API::Response::Location,"Anadarko, Caddo County",
