id,latitude,adref,salary_max,salary_min,longitude,description,title,__CLASS__,redirect_url,created,salary_is_predicted,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_time,contract_type
5734135957,37.986722,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTk1NyIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.MroytBizOlU751zSZOtKamGbhBq1j20YJ3rBf10YIB0,56595.33,56595.33,-84.182169,"Registered Nurse (RN) - Cath Lab Job Type: Full Time Days $10,000 Sign On Bonus Schedule: 7a - 3:30p, requires call Your experience matters Centerpoint - Winchester, formerly Clark Regional Medical Center, is part of Lifepoint Health, a diversified healthcare delivery network with facilities coast to coast. We are driven by a profound commitment to prioritize your well-being so you can provide exceptional care to others. As a Cath Lab RN , you're embracing a vital mission dedicated to making co…",Registered Nurse (RN) - Cath Lab,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135957?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=A8E556AFF817AD59FF679DEBF482B93FAAC7ADD2,2026-05-19T12:28:25Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Centerpoint Health - Winchester,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Clark County', 'Winchester']","Winchester, Clark County",,
5734135955,40.426889,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTk1NSIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.cvqzWfopy8ktr8n0ed_znNNwmyjrCXHysS8gmRxNbKo,49703.44,49703.44,-105.093091,"Description Location: UCHealth Medical Center of the Rockies, US:CO: Loveland Department: MCR Operating Room Work Schedule: Full Time, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $27.61 - $41.41 / hour. Pay is dependent on applicant's relevant experience This position is an onsite role and does not offer a hybrid or remote option Summary: Facilitates the safe and efficient performance of surgical procedures. Responsibilities: Prepares surgical operating suite with drapes, solutions, i…",Surgical Technologist,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135955?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=55A887EB06C4F520B05D194E4637891EA9C8BBB2,2026-05-19T12:28:25Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,UCHealth,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Colorado', 'Larimer County', 'Loveland']","Loveland, Larimer County",,
5734135961,40.288273,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTk2MSIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.adt49xAo2cmQCzNf_EoU_i1LUKbFmGY8lMZjfNjMMZc,34858.89,34858.89,-78.482128,"Overview: Love staying active and keeping things organized? Join our fast-paced, FUN Sheetz Warehouse team and help make sure cooler and freezer products get where they need to go - safely, efficiently, and on time! As a Warehouse Team Member, you'll be part of a crew that works hard, supports each other, and takes pride in keeping inventory accurate and ready for distribution. Your day-to-day will be hands-on: unloading trucks, receiving products, picking full cases and individual items, and s…",Warehouse Team Member - Cooler/Freezer - 2nd shift,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135961?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=0A2D73FD3989351A9F610B174D92ABDA7FED3F04,2026-05-19T12:28:25Z,1,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Sheetz, Inc",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Blair County', 'Claysburg']","Claysburg, Blair County",,
5734135952,46.762471,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTk1MiIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.iPwKEgKjL6XszrAU0nCE4YNfVg6Kvy_LM8A77IONwFo,84673.07,84673.07,-92.079296,"Job Description: Based on industry and/or health plan knowledge, this position serves as a key population health finance and analytics business partner in assigned areas of responsibility. Provides support and advice in the strategic and operational decision making through insights that drive better business, population health and value-based care performance. Supports and reinforces key initiatives within the Population Health Finance and Analytics department through education and communicatio…",Senior Value Based Care Analyst - Population Health,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135952?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=898893E2314DEF4D67FD10F4436A0B8B7BC1D1AA,2026-05-19T12:28:17Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Essentia Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Saint Louis County', 'Duluth']","Duluth, Saint Louis County",,
5734135943,46.814903,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXVFMDdaOVQ4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzM0MTM1OTQzIn0.ylsu4JgJedT03GoE53-rJ6TBvyYQQhkZWsAC3Qq2IjI,165971.97,165971.97,-95.846776,"Job Description: Essentia Health is seeking a Registered Nurse to serve as ambulatory care supervisor for our specialty practices at St. Mary's Clinic in Detroit Lakes, Minnesota. These practices include OB/Gyn, General Surgery, Dermatology, Orthopedics, Podiatry, and Urgent Care. This RN works 8 am to 5 pm, Monday through Friday, in a salaried position. Occasional weekends may be required. Relocation assistance is available. Education Qualifications: BSN or ADN degree from an accredited school…",Registered Nurse - RN Ambulatory Care Supervisor - Detroit Lakes Clinic,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135943?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=6568C9B0EED629E08F0FABEBAE4F8BF42AE78D6C,2026-05-19T12:28:17Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Essentia Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Becker County', 'Detroit Lakes']","Detroit Lakes, Becker County",,
5734135932,42.708211,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTkzMiIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.E3NC3Zg409SIAXqEvYOh5IaTxyqcMv3Yv6bkDUggkhk,31428.27,31428.27,-71.163195,"Mentor South Bay , provides Early Intervention, Applied Behavioral Analysis (ABA), Behavioral Health and Mental Health Outpatient services across Massachusetts and Connecticut. For over 35 years, we've provided a collaborative, team-based approach dedicated to helping children, adults, and families reach their fullest potential. If you are passionate about making a difference in the lives of individuals and families, join our mission-driven team and experience a career well lived. $1500 New Hir…",Early Intervention Assistant,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135932?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=30DE2BC5D6CC7FD328D8C3F7407EBC9D28215A8A,2026-05-19T12:28:00Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Sevita,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Essex County', 'Lawrence']","Lawrence, Essex County",,
5734135885,46.507214,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTg4NSIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.Lngogkjy7torCbbJ-ZgKWbJ2JmN0MDm-j-Gl60vpXVA,78904.48,78904.48,-93.962971,"Careers With Purpose Sanford Health, the largest rural health system in the United States, is dedicated to transforming the health care experience and providing access to world-class health care in America's heartland. Facility: Gss Mn Brainerd Bethany Location: Brainerd, MN Address: 804 Wright St, Brainerd, MN 56401, USA Shift: 8 Hours - Day Shifts Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $29.50 - $44.50 Department Details The Clinical Learning & Development Specialist serves …",RN Clinical Learning & Development Specialist - Bethany LTC,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135885?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=6C61ED170229F63926CCF0756B5DB418AD6A78A9,2026-05-19T12:27:46Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Sanford Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Crow Wing County', 'Crosby']","Crosby, Crow Wing County",,
5734135909,46.185834,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTkwOSIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.80onY7PtL5AjBbwfWaVXIvg7PTEZBNwijrVi9yZw8tQ,67119.58,67119.58,-94.286656,"Careers With Purpose Sanford Health, the largest rural health system in the United States, is dedicated to transforming the health care experience and providing access to world-class health care in America's heartland. Facility: Gss Mn Brainerd Bethany Location: Brainerd, MN Address: 804 Wright St, Brainerd, MN 56401, USA Shift: 8 Hours - Day Shifts Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $29.50 - $44.50 Department Details The Clinical Learning & Development Specialist serves …",RN Clinical Learning & Development Specialist - Bethany LTC,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135909?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=F985C628CCA5234A9987C2D1661D297DAE70A8DD,2026-05-19T12:27:46Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Sanford Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Crow Wing County', 'Fort Ripley']","Fort Ripley, Crow Wing County",,
5734135923,46.35076,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTkyMyIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.6zEt_HPdvmNW0JxvTndNE9nRtmrggPFk1abNk5e0GBE,67782.59,67782.59,-94.644253,"Careers With Purpose Sanford Health, the largest rural health system in the United States, is dedicated to transforming the health care experience and providing access to world-class health care in America's heartland. Facility: Gss Mn Brainerd Bethany Location: Brainerd, MN Address: 804 Wright St, Brainerd, MN 56401, USA Shift: 8 Hours - Day Shifts Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $29.50 - $44.50 Department Details The Clinical Learning & Development Specialist serves …",RN Clinical Learning & Development Specialist - Bethany LTC,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135923?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=8563F929F97DFB8B37E0371768E7845217F3DB7E,2026-05-19T12:27:46Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Sanford Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Morrison County', 'Motley']","Motley, Morrison County",,
5734135922,45.98881,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTkyMiIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.DMcJS4unIK9yb9dM7t4dNfgTNwh2O6VUcnZsNxqjsWA,67762.16,67762.16,-94.083298,"Careers With Purpose Sanford Health, the largest rural health system in the United States, is dedicated to transforming the health care experience and providing access to world-class health care in America's heartland. Facility: Gss Mn Brainerd Bethany Location: Brainerd, MN Address: 804 Wright St, Brainerd, MN 56401, USA Shift: 8 Hours - Day Shifts Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $29.50 - $44.50 Department Details The Clinical Learning & Development Specialist serves …",RN Clinical Learning & Development Specialist - Bethany LTC,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135922?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=2B0AA282CCB40CB72F75DBA3DCBD8CB5E648D643,2026-05-19T12:27:46Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Sanford Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Morrison County', 'Pierz']","Pierz, Morrison County",,
5734135900,45.69192,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXVFMDdaOVQ4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzM0MTM1OTAwIn0.uBSrT1tkQYVe0Jq8PJXyUCwG3hwotiKuUgM1tVceKks,80824.2,80824.2,-93.90558,"Careers With Purpose Sanford Health, the largest rural health system in the United States, is dedicated to transforming the health care experience and providing access to world-class health care in America's heartland. Facility: Gss Mn Brainerd Bethany Location: Brainerd, MN Address: 804 Wright St, Brainerd, MN 56401, USA Shift: 8 Hours - Day Shifts Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $29.50 - $44.50 Department Details The Clinical Learning & Development Specialist serves …",RN Clinical Learning & Development Specialist - Bethany LTC,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135900?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=E20713296FD12D64506E23566ABF5AB294FB81C4,2026-05-19T12:27:46Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Sanford Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Benton County', 'Foley']","Foley, Benton County",,
5734135914,46.759598,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTkxNCIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.M1NKPI_M-Fiw5lCfVYhGsRCi8IE3aFq9YilMHzwMWZ4,75359.93,75359.93,-94.070584,"Careers With Purpose Sanford Health, the largest rural health system in the United States, is dedicated to transforming the health care experience and providing access to world-class health care in America's heartland. Facility: Gss Mn Brainerd Bethany Location: Brainerd, MN Address: 804 Wright St, Brainerd, MN 56401, USA Shift: 8 Hours - Day Shifts Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $29.50 - $44.50 Department Details The Clinical Learning & Development Specialist serves …",RN Clinical Learning & Development Specialist - Bethany LTC,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135914?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=B0EBEB2448196CD33914C0533F6AA4EE294AE9EE,2026-05-19T12:27:46Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Sanford Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Crow Wing County', 'Crosslake']","Crosslake, Crow Wing County",,
