__CLASS__,salary_is_predicted,adref,title,description,longitude,redirect_url,id,salary_max,latitude,salary_min,created,category.tag,category.__CLASS__,category.label,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name,contract_time,contract_type
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MzYxMSIsInMiOiJZUDFxbU91MThSR3l4cUVEcWtsQ1ZRIn0.JCtEdzJbJ9Ak4bPjmL-OXzV47Tkmv_n4wS8z5yCIwuM,Travel Nurse RN - Telemetry,"Job Description \n Reliable Nurse Staffing is seeking a travel nurse RN Telemetry for a travel nursing job in Iron Mountain, Michigan. Job Description & Requirements\n \n Specialty: Telemetry \n Discipline: RN \n Start Date: 12/21/2026 \n Duration: 15 weeks \n 36 hours per week \n Shift: 12 hours, nights \n Employment Type: Travel \n \n Reliable Nurse Staffing Job ID 65430960. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to …",-88.057674,https://www.adzuna.com/land/ad/5893063611?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=BD9F0CA71102CE789351D1107F1120F52B182AA3,5893063611,48360.88,45.83785,48360.88,2026-09-21T14:26:56Z,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Adzuna::API::Response::Location,"East Kingsford, Dickinson County","['US', 'Michigan', 'Dickinson County', 'East Kingsford']",Adzuna::API::Response::Company,Reliable Nurse Staffing,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWVAxcW1PdTE4Ukd5eHFFRHFrbENWUSIsImkiOiI1ODkzMDYzNjA4In0.g8KJv_CCNtfK0Ij3oFnjejkie-qGZfiwuFDj5gc9ZXc,Bilingual (Spanish/English) Customer Service Representative - Full Time Work From Home,"Important Application and Location Details: Application Time: Please note applying will take approximately 10-20 minutes. Onsite Training : You may be asked to come onsite for multiple days of in-person training . Specific details will be provided if you successfully complete the hiring process. Location: This is a work-from-home role; however, to be considered for this role you MUST live within 60 minutes or 60 miles of zip code 85004. Synchrony’s Call Center Team At Synchrony, we're proud to …",-112.04587,https://www.adzuna.com/land/ad/5893063608?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=9AA16337114008768EC4F47F6E8DABBB938D5F26,5893063608,54774.3,33.30534,54774.3,2026-09-21T14:26:54Z,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,Adzuna::API::Response::Location,"Guadalupe, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Guadalupe']",Adzuna::API::Response::Company,Synchrony Financial,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWVAxcW1PdTE4Ukd5eHFFRHFrbENWUSIsImkiOiI1ODkzMDYzNTk2In0.6XHvMxft7UKaOITgqOYl5C-s5Uv7UhSPabCx61Pw4lo,Hospice Afterhours RN,"Explore opportunities with At Home Hospice, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your career here. Join us and embrace a culture of Caring. Connecting. Growing together. As the Afterh…",-104.875958,https://www.adzuna.com/land/ad/5893063596?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=8481D0DF76CFE923833CF12EF01C4A6315EC08C2,5893063596,73479.7,39.844698,73479.7,2026-09-21T14:26:54Z,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"Irondale, Adams County","['US', 'Colorado', 'Adams County', 'Irondale']",Adzuna::API::Response::Company,UnitedHealth Group,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWVAxcW1PdTE4Ukd5eHFFRHFrbENWUSIsImkiOiI1ODkzMDYzNjA2In0.gkg1CXbUFGdQPUuR8VgLC5TO7SavzvoL2RvNWaskIjw,"CDL-A Auto Haulers Needed: Earn $70,000-$120,000 per year, Regional and OTR Routes Available, Home","Join Our Team: Drive the Future of Auto Logistics! What We Offer: $70k-$120k annual earnings potential (percentage pay) Consistent home time depending on lane (local, regional long-haul available) Late-model trucks with easy-to-use straps and hydraulics, new trucks added annually Paid orientation Generous performance and damage-free bonus opportunities; we want the best driversand we want them to maximize their earning potential! Scheduled pay increases for length of service; we recognize and r…",-79.541573,https://www.adzuna.com/land/ad/5893063606?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=40A1071DC8D946B1B4E1A5669AC0D0611D6DAEFE,5893063606,109246.1,40.295383,109246.1,2026-09-21T14:26:54Z,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Greensburg, Westmoreland County","['US', 'Pennsylvania', 'Westmoreland County', 'Greensburg']",Adzuna::API::Response::Company,Proficient Auto Transport,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWVAxcW1PdTE4Ukd5eHFFRHFrbENWUSIsImkiOiI1ODkzMDYzNTkyIn0.trzQbHmihSxS4Ma0xvS5lRP7qfsJQb8K5ziGOjA5kjU,"CDL-A Auto Haulers Needed: Earn $70,000-$120,000 per year, Regional and OTR Routes Available, Home","Join Our Team: Drive the Future of Auto Logistics! What We Offer: $70k-$120k annual earnings potential (percentage pay) Consistent home time depending on lane (local, regional long-haul available) Late-model trucks with easy-to-use straps and hydraulics, new trucks added annually Paid orientation Generous performance and damage-free bonus opportunities; we want the best driversand we want them to maximize their earning potential! Scheduled pay increases for length of service; we recognize and r…",-76.881846,https://www.adzuna.com/land/ad/5893063592?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=EC5F22F7F14CE7FF7B87ED14CE5CBAE498BF8CC4,5893063592,100683.89,38.997395,100683.89,2026-09-21T14:26:54Z,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Greenbelt, Prince George's County","['US', 'Maryland', ""Prince George's County"", 'Greenbelt']",Adzuna::API::Response::Company,Proficient Auto Transport,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWVAxcW1PdTE4Ukd5eHFFRHFrbENWUSIsImkiOiI1ODkzMDYzNTk5In0.-6V-PZctPCQtH5RuJUpDxkotBc4o5HEZuaz1Gkr3UCY,"CDL-A Auto Haulers Needed: Earn $70,000-$120,000 per year, Regional and OTR Routes Available, Home","Join Our Team: Drive the Future of Auto Logistics! What We Offer: $70k-$120k annual earnings potential (percentage pay) Consistent home time depending on lane (local, regional long-haul available) Late-model trucks with easy-to-use straps and hydraulics, new trucks added annually Paid orientation Generous performance and damage-free bonus opportunities; we want the best driversand we want them to maximize their earning potential! Scheduled pay increases for length of service; we recognize and r…",-80.580232,https://www.adzuna.com/land/ad/5893063599?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=216AB508E9E5A865FCA76AD3598325621FFDF995,5893063599,101305.12,41.162233,101305.12,2026-09-21T14:26:54Z,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Hubbard, Trumbull County","['US', 'Ohio', 'Trumbull County', 'Hubbard']",Adzuna::API::Response::Company,Proficient Auto Transport,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MzU4OCIsInMiOiJZUDFxbU91MThSR3l4cUVEcWtsQ1ZRIn0.pe7NUj7ZOAVbHx-hmvoNR4CFTam_rKyc61WNpA9CpJE,RN Home Visits (On-Call),"Explore opportunities with Patient Care, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your career here. Join us and embrace a culture of Caring. Connecting. Growing together. As the On Call R…",-72.665395,https://www.adzuna.com/land/ad/5893063588?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=C165DFCEF349AF5DA6E261FB5CA9777D068B1D6A,5893063588,104024.98,41.610496,104024.98,2026-09-21T14:26:53Z,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"Connecticut, US","['US', 'Connecticut']",Adzuna::API::Response::Company,UnitedHealth Group,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MzU4MyIsInMiOiJZUDFxbU91MThSR3l4cUVEcWtsQ1ZRIn0.T3JLyoafyohOK0p9d8LlYauuuueC7wQaA7Zd2ux5MNA,Afterhours Registered Nurse - Weekends - Hospice,"$10,000 Sign-On Bonus for External RNs that has Hospice RNCM experience (1 year required) $5,000 Sign-On Bonus for External RNs without Hospice experience Explore opportunities with Baptist Trinity Hospice , a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their famil…",-89.99448,https://www.adzuna.com/land/ad/5893063583?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=0EC9567A2F2B25D1680F7FE32DD6629C57FA98B8,5893063583,85595.7,34.9587,85595.7,2026-09-21T14:26:53Z,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"Southaven, DeSoto County","['US', 'Mississippi', 'DeSoto County', 'Southaven']",Adzuna::API::Response::Company,UnitedHealth Group,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWVAxcW1PdTE4Ukd5eHFFRHFrbENWUSIsImkiOiI1ODkzMDYzNTIwIn0.uG1lt6UwDKFp3hX6f6DUkLFDPJW3EAwG0U9Ok7iL7FE,"CDL-A Auto Haulers Needed: Earn $70,000-$120,000 per year, Regional and OTR Routes Available","Join Our Team: Drive the Future of Auto Logistics! What We Offer: $70k-$120k annual earnings potential (percentage pay) Consistent home time depending on lane (local, regional long-haul available) Late-model trucks with easy-to-use straps and hydraulics, new trucks added annually Paid orientation Generous performance and damage-free bonus opportunities; we want the best driversand we want them to maximize their earning potential! Scheduled pay increases for length of service; we recognize and r…",-117.32862,https://www.adzuna.com/land/ad/5893063520?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=071BD1C40DAD6C52D653A84F36DDE20BD53C6F98,5893063520,120282.85,34.4931,120282.85,2026-09-21T14:26:53Z,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Spring Valley Lake, San Bernardino County","['US', 'California', 'San Bernardino County', 'Spring Valley Lake']",Adzuna::API::Response::Company,Proficient Auto Transport,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MzU4MSIsInMiOiJZUDFxbU91MThSR3l4cUVEcWtsQ1ZRIn0.mvHva9qkuyl5OSTcMIFzOr8PVj0W6EYuahgYWZZxzZo,Afterhours RN-Weekend On-call,"Explore opportunities with Assured Hospice, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your career here. Join us and embrace a culture of Caring. Connecting. Growing together. As the Afterh…",-122.628401,https://www.adzuna.com/land/ad/5893063581?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=D3BB8957E7B6E5300F28B715692BE1B6E3759165,5893063581,86156.05,45.875661,86156.05,2026-09-21T14:26:53Z,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"La Center, Clark County","['US', 'Washington', 'Clark County', 'La Center']",Adzuna::API::Response::Company,UnitedHealth Group,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MzU1NyIsInMiOiJZUDFxbU91MThSR3l4cUVEcWtsQ1ZRIn0.Vfa1OV2j21QcCxbpinuBJBOv8kKe7lD5zlturd97I-Q,"CDL-A Auto Haulers Needed: Earn $70,000-$120,000 per year, Regional and OTR Routes Available, Home","Join Our Team: Drive the Future of Auto Logistics! What We Offer: $70k-$120k annual earnings potential (percentage pay) Consistent home time depending on lane (local, regional long-haul available) Late-model trucks with easy-to-use straps and hydraulics, new trucks added annually Paid orientation Generous performance and damage-free bonus opportunities; we want the best driversand we want them to maximize their earning potential! Scheduled pay increases for length of service; we recognize and r…",-81.928341,https://www.adzuna.com/land/ad/5893063557?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=1EF7DDE71AF24B78AB19DEFC5CEA85FD1637FC21,5893063557,110955.47,41.484276,110955.47,2026-09-21T14:26:53Z,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Bay Village, Cuyahoga County","['US', 'Ohio', 'Cuyahoga County', 'Bay Village']",Adzuna::API::Response::Company,Proficient Auto Transport,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MzUxOSIsInMiOiJZUDFxbU91MThSR3l4cUVEcWtsQ1ZRIn0.w-KQq2_Fk5M8s831y9FgQzIJ1DXKuOQrz1RxGRMopYo,"CDL-A Auto Haulers Needed: Earn $70,000-$120,000 per year, Regional and OTR Routes Available, Home","Join Our Team: Drive the Future of Auto Logistics! What We Offer: $70k-$120k annual earnings potential (percentage pay) Consistent home time depending on lane (local, regional long-haul available) Late-model trucks with easy-to-use straps and hydraulics, new trucks added annually Paid orientation Generous performance and damage-free bonus opportunities; we want the best driversand we want them to maximize their earning potential! Scheduled pay increases for length of service; we recognize and r…",-118.258251,https://www.adzuna.com/land/ad/5893063519?se=YP1qmOu18RGyxqEDqklCVQ&utm_medium=api&utm_source=abfa41a4&v=6D12756594D0534B9B9CF7A013253236E493AFCB,5893063519,113462.09,34.008137,113462.09,2026-09-21T14:26:53Z,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Market, Los Angeles County","['US', 'California', 'Los Angeles County', 'Market']",Adzuna::API::Response::Company,Proficient Auto Transport,,
