redirect_url,description,latitude,salary_min,longitude,__CLASS__,salary_max,title,id,adref,created,salary_is_predicted,location.area,location.__CLASS__,location.display_name,category.label,category.__CLASS__,category.tag,company.__CLASS__,company.display_name,contract_time,contract_type
https://www.adzuna.com/details/5765759236?utm_medium=api&utm_source=abfa41a4,"Weekly rate ranges from $1,050 - $1,075 per week and is dependent upon qualifications and experience. Brand: Spirit Halloween ?The District Sales Manager is a seasonal position, which starts in July and typically ends in November. The District Sales Manager is responsible for all aspects of the store operation (average 3 stores) including, sales, payroll recruiting, training, employee relations, expense control, shrink and all related functions. Duties also include the construction and opening,…",29.982268,55208.8,-95.654869,Adzuna::API::Response::Job,55208.8,District Sales Manager - Spirit,5765759236,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NTc1OTIzNiIsInMiOiJFQVRzWGE1cDhSR2UwOUlFc2FvbGp3In0.9gT03wYQnJfwGV3Wa-Mh5qxgHzeCdNJ_6-xP0AyzJjY,2026-06-16T14:02:11Z,1,"['US', 'Texas', 'Harris County', 'Cypress']",Adzuna::API::Response::Location,"Cypress, Harris County",Retail Jobs,Adzuna::API::Response::Category,retail-jobs,Adzuna::API::Response::Company,Spencer Gifts - Spirit Halloween,,
https://www.adzuna.com/details/5765759195?utm_medium=api&utm_source=abfa41a4,"Hourly rate ranges from $15.15 - $15.40 per hour and is dependent upon qualifications and experience. Benefits include: Arizona Paid Sick Time, Set-Up and Tear Down Premium Pay Programs, End of Season Premium Pay Program. All Bonus and Pay Programs subject to qualifications. Brand - Spirit Halloween The Sales Associate will support the Store Management Team in the setup, merchandising, pack-up and teardown of a seasonal store. The Sales Associate is responsible for maintaining Guest Services as…",33.511525,32674.37,-112.055538,Adzuna::API::Response::Job,32674.37,Sales Associate - Spirit,5765759195,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NTc1OTE5NSIsInMiOiJFQVRzWGE1cDhSR2UwOUlFc2FvbGp3In0.zwajk4GJQMOFNu4u96ipZkioI49IEkj1cZGufmhpz-Y,2026-06-16T14:02:03Z,1,"['US', 'Arizona', 'Maricopa County', 'Phoenix']",Adzuna::API::Response::Location,"Phoenix, Maricopa County",Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Adzuna::API::Response::Company,Spencer Gifts - Spirit Halloween,,
https://www.adzuna.com/details/5765759173?utm_medium=api&utm_source=abfa41a4,"Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Yuma! Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. Why Drive with Veyo? No Hidden Fees: You keep 100% of w…",32.09245,13652.94,-110.80771,Adzuna::API::Response::Job,13652.94,"Part-Time Driver – $10,000 Guarantee – Morning/Afternoon",5765759173,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NTc1OTE3MyIsInMiOiJFQVRzWGE1cDhSR2UwOUlFc2FvbGp3In0.kYXuVa-HjjPDO_QbYi481HdGduYAd62WCYsp48DK_fM,2026-06-16T14:01:55Z,1,"['US', 'Arizona', 'Pima County', 'Tuscon']",Adzuna::API::Response::Location,"Tuscon, Pima County",Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,Adzuna::API::Response::Company,Veyo,part_time,contract
https://www.adzuna.com/details/5765759171?utm_medium=api&utm_source=abfa41a4,"Hourly rate ranges from $16.75 - $17.00 per hour and is dependent upon qualifications and experience. Benefits include: Company Paid Sick Time, Paid Vacation Time, Paid Holidays, Bereavement Pay, Jury Duty Pay, Contest Prize Awards, 401K Plan with Company Match, Medical/Dental/Vision Plans, Employee Assistance Program, 30% Merchandise Discount, College Scholarship Award. All Bonuses, Awards and Benefits subject to qualifications and eligibility. The Assistant Store Manager is responsible for es…",44.081116,35031.89,-103.21593,Adzuna::API::Response::Job,35031.89,Senior Assistant Store Manager,5765759171,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUFUc1hhNXA4UkdlMDlJRXNhb2xqdyIsImkiOiI1NzY1NzU5MTcxIn0.khBjvU8ARdQDkT300pxeKitEUYZTlyoiX7G4iwM1aU0,2026-06-16T14:01:54Z,1,"['US', 'South Dakota', 'Pennington County', 'Old Town']",Adzuna::API::Response::Location,"Old Town, Pennington County",Retail Jobs,Adzuna::API::Response::Category,retail-jobs,Adzuna::API::Response::Company,Spencer Gifts - Spirit Halloween,,
https://www.adzuna.com/details/5765759170?utm_medium=api&utm_source=abfa41a4,"Hourly rate ranges from $17.00 - $17.25 per hour and is dependent upon qualifications and experience. Benefits include: Company Paid Sick Time, Illinois Paid Leave, Paid Vacation Time, Paid Holidays, Bereavement Pay, Jury Duty Pay, Contest Prize Awards, 401K Plan with Company Match, Medical/Dental/Vision Plans, Employee Assistance Program, 30% Merchandise Discount, College Scholarship Award. All Bonuses, Awards and Benefits subject to qualifications and eligibility. Brand: Spencer's The Assista…",41.785667,27592.17,-88.254681,Adzuna::API::Response::Job,27592.17,Assistant Store Manager - Spencer's,5765759170,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NTc1OTE3MCIsInMiOiJFQVRzWGE1cDhSR2UwOUlFc2FvbGp3In0.9cQVlIy1imDJZYU9C8LzUQmdpe8O0ZosYtlgzG2Xqrg,2026-06-16T14:01:54Z,1,"['US', 'Illinois', 'DuPage County', 'Eola']",Adzuna::API::Response::Location,"Eola, DuPage County",Retail Jobs,Adzuna::API::Response::Category,retail-jobs,Adzuna::API::Response::Company,Spencer Gifts - Spirit Halloween,,
https://www.adzuna.com/details/5765759168?utm_medium=api&utm_source=abfa41a4,"Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Yuma! Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. Why Drive with Veyo? No Hidden Fees: You keep 100% of w…",32.51656,14292.0,-110.900255,Adzuna::API::Response::Job,14292.0,"Non-Emergency Medical Driver – $10,000 Guarantee  Bonus",5765759168,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUFUc1hhNXA4UkdlMDlJRXNhb2xqdyIsImkiOiI1NzY1NzU5MTY4In0.zbR5iifh-DeZcEaUoYNkV6PiZbP-9Bza-RwCHPUP_vg,2026-06-16T14:01:53Z,1,"['US', 'Arizona', 'Pima County', 'Saddlebrooke']",Adzuna::API::Response::Location,"Saddlebrooke, Pima County",Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Company,Veyo,,contract
https://www.adzuna.com/details/5765759158?utm_medium=api&utm_source=abfa41a4,"Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Yuma! Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. Why Drive with Veyo? No Hidden Fees: You keep 100% of w…",32.700474,20170.16,-114.646519,Adzuna::API::Response::Job,20170.16,"Medical Transportation Driver – $10,000 Guarantee  Bonus",5765759158,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NTc1OTE1OCIsInMiOiJFQVRzWGE1cDhSR2UwOUlFc2FvbGp3In0.VuZ4pMqv2DI-cECz171VPgUDsrOy3rBhmOYiYqHyOl8,2026-06-16T14:01:50Z,1,"['US', 'Arizona', 'Yuma County', 'Yuma']",Adzuna::API::Response::Location,"Yuma, Yuma County",Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Company,Veyo,,contract
https://www.adzuna.com/details/5765759152?utm_medium=api&utm_source=abfa41a4,"Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Yuma! Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. Why Drive with Veyo? No Hidden Fees: You keep 100% of w…",32.700474,14754.03,-114.646519,Adzuna::API::Response::Job,14754.03,"Non-Emergency Medical Driver – $10,000 Guarantee  Bonus",5765759152,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUFUc1hhNXA4UkdlMDlJRXNhb2xqdyIsImkiOiI1NzY1NzU5MTUyIn0.uA70qZPUPgLBagZSkHFbWX_6D76WDf9Oe7qNDsHvqXw,2026-06-16T14:01:48Z,1,"['US', 'Arizona', 'Yuma County', 'Yuma']",Adzuna::API::Response::Location,"Yuma, Yuma County",Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Company,Veyo,,contract
https://www.adzuna.com/details/5765759137?utm_medium=api&utm_source=abfa41a4,"Hourly rate ranges from $18.90 - $19.15 per hour and is dependent upon qualifications and experience. Benefits include: California Paid Sick Time, Set-Up and Tear Down Premium Pay Programs, End of Season Premium Pay Program. All Bonus and Pay Programs subject to qualifications. The Assistant Store Manager supports the Store Manager in the staffing, setup, merchandising, pack-up and teardown of a Seasonal Store. The Assistant Manager is responsible for supporting the Store Manager in the various…",34.4931,37656.49,-117.32862,Adzuna::API::Response::Job,37656.49,Assistant Store Manager - Spirit,5765759137,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NTc1OTEzNyIsInMiOiJFQVRzWGE1cDhSR2UwOUlFc2FvbGp3In0.PvHsBIAr4axfBRkweGq86eamNUYDWwIQ9OyKiAVbo0o,2026-06-16T14:01:44Z,1,"['US', 'California', 'San Bernardino County', 'Spring Valley Lake']",Adzuna::API::Response::Location,"Spring Valley Lake, San Bernardino County",Retail Jobs,Adzuna::API::Response::Category,retail-jobs,Adzuna::API::Response::Company,Spencer Gifts - Spirit Halloween,,
https://www.adzuna.com/details/5765759113?utm_medium=api&utm_source=abfa41a4,"Hourly rate ranges from $16.75 - $17.25 per hour and is dependent upon qualifications and experience. Benefits include: Set-Up and Tear Down Premium Pay Programs, End of Season Premium Pay Program. All Bonus and Pay Programs subject to qualifications. The Assistant Store Manager supports the Store Manager in the staffing, setup, merchandising, pack-up and teardown of a Seasonal Store. The Assistant Manager is responsible for supporting the Store Manager in the various tasks involved in the over…",42.072633,32835.02,-80.063688,Adzuna::API::Response::Job,32835.02,Assistant Store Manager - Spirit,5765759113,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUFUc1hhNXA4UkdlMDlJRXNhb2xqdyIsImkiOiI1NzY1NzU5MTEzIn0.qKYirtD68LI70CHsmnE8m-geqv4KiF_QXv-grgelIOk,2026-06-16T14:01:40Z,1,"['US', 'Pennsylvania', 'Perry County', 'Perry Village']",Adzuna::API::Response::Location,"Perry Village, Perry County",Retail Jobs,Adzuna::API::Response::Category,retail-jobs,Adzuna::API::Response::Company,Spencer Gifts - Spirit Halloween,,
https://www.adzuna.com/details/5765759120?utm_medium=api&utm_source=abfa41a4,"Hourly rate ranges from $14.75 - $15.00 per hour and is dependent upon qualifications and experience. Benefits include: Company Paid Sick Time, Paid Vacation Time, Paid Holidays, Bereavement Pay, Jury Duty Pay, Contest Prize Awards, 401K Plan with Company Match, Medical/Dental/Vision Plans, Employee Assistance Program, 30% Merchandise Discount, College Scholarship Award. All Bonuses, Awards and Benefits subject to qualifications and eligibility. Brand: Spencer's The Assistant Store Manager is r…",35.902772,30234.48,-86.431598,Adzuna::API::Response::Job,30234.48,Assistant Store Manager - Spencer's,5765759120,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NTc1OTEyMCIsInMiOiJFQVRzWGE1cDhSR2UwOUlFc2FvbGp3In0.5MYW4CftQTj4T_A7ZjcrnHk6VZ3dBBMsaJZRhHv2ETc,2026-06-16T14:01:40Z,1,"['US', 'Tennessee', 'Rutherford County', 'Smyrna']",Adzuna::API::Response::Location,"Smyrna, Rutherford County",Retail Jobs,Adzuna::API::Response::Category,retail-jobs,Adzuna::API::Response::Company,Spencer Gifts - Spirit Halloween,,
https://www.adzuna.com/details/5765759100?utm_medium=api&utm_source=abfa41a4,"Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Yuma! Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. Why Drive with Veyo? No Hidden Fees: You keep 100% of w…",32.497222,16012.33,-110.923611,Adzuna::API::Response::Job,16012.33,"Non-Emergency Medical Driver – $10,000 Guarantee  Bonus",5765759100,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NTc1OTEwMCIsInMiOiJFQVRzWGE1cDhSR2UwOUlFc2FvbGp3In0.h4gOxUJd80pIZxT7ycieQK9JCzrSgYF8L3eiN5-sh8o,2026-06-16T14:01:38Z,1,"['US', 'Arizona', 'Pima County', 'Catalina']",Adzuna::API::Response::Location,"Catalina, Pima County",Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Company,Veyo,,contract
https://www.adzuna.com/details/5765759097?utm_medium=api&utm_source=abfa41a4,"Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Yuma! Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. Why Drive with Veyo? No Hidden Fees: You keep 100% of w…",32.700474,16900.07,-114.646519,Adzuna::API::Response::Job,16900.07,"Part-Time Driver – $10,000 Guarantee – Morning/Afternoon",5765759097,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUFUc1hhNXA4UkdlMDlJRXNhb2xqdyIsImkiOiI1NzY1NzU5MDk3In0.v7aCW5t-dByTMGEl2o8FImO9KYu_sftTm2fekN-0dR4,2026-06-16T14:01:38Z,1,"['US', 'Arizona', 'Yuma County', 'Yuma']",Adzuna::API::Response::Location,"Yuma, Yuma County",Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,Adzuna::API::Response::Company,Veyo,part_time,contract
https://www.adzuna.com/details/5765759061?utm_medium=api&utm_source=abfa41a4,"Hourly rate ranges from $11.80 - $12.00 per hour and is dependent upon qualifications and experience. Benefits include: Set-Up and Tear Down Premium Pay Programs, End of Season Premium Pay Program. All Bonus and Pay Programs subject to qualifications. Brand - Spirit Halloween The Sales Associate will support the Store Management Team in the setup, merchandising, pack-up and teardown of a seasonal store. The Sales Associate is responsible for maintaining Guest Services as per Company Standards. …",41.04168,30656.49,-80.6856,Adzuna::API::Response::Job,30656.49,Sales Associate - Spirit,5765759061,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUFUc1hhNXA4UkdlMDlJRXNhb2xqdyIsImkiOiI1NzY1NzU5MDYxIn0.Vt3ahM9wH5YrHUIoYuy8XYwEGNuPPdEyAt0q5W_PGHM,2026-06-16T14:01:28Z,1,"['US', 'Ohio', 'Mahoning County', 'Boardman']",Adzuna::API::Response::Location,"Boardman, Mahoning County",Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Adzuna::API::Response::Company,Spencer Gifts - Spirit Halloween,,
https://www.adzuna.com/details/5765759040?utm_medium=api&utm_source=abfa41a4,"Hourly rate ranges from $12.77 - $13.02 per hour and is dependent upon qualifications and experience. Benefits include: Set-Up and Tear Down Premium Pay Programs, End of Season Premium Pay Program. All Bonus and Pay Programs subject to qualifications. Brand - Spirit Halloween The Sales Associate will support the Store Management Team in the setup, merchandising, pack-up and teardown of a seasonal store. The Sales Associate is responsible for maintaining Guest Services as per Company Standards. …",36.854313,32722.17,-76.213506,Adzuna::API::Response::Job,32722.17,Sales Associate - Spirit,5765759040,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NTc1OTA0MCIsInMiOiJFQVRzWGE1cDhSR2UwOUlFc2FvbGp3In0.VoQ86w19711rA9Tw-xnKaIHfzgvartH1fsS2y7Rl11k,2026-06-16T14:01:21Z,1,"['US', 'Virginia', 'Norfolk City', 'Norfolk']",Adzuna::API::Response::Location,"Norfolk, Norfolk City",Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Adzuna::API::Response::Company,Spencer Gifts - Spirit Halloween,,
