id,salary_min,salary_max,created,longitude,salary_is_predicted,title,description,redirect_url,__CLASS__,adref,latitude,location.display_name,location.area,location.__CLASS__,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
5738867031,94000.0,151800.0,2026-05-23T10:34:10Z,-75.026067,0,"Sr Engineer, Manufacturing Systems","At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity. Learn …",https://www.adzuna.com/details/5738867031?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczODg2NzAzMSIsInMiOiJaRUtzbnJWVzhSR1dRdkVlMmJUYkx3In0.trlzfYpW1266kTdOwDcgnJ-zIj9bIZ2VyVsY3wtBwTU,39.931173,"Cherry Hill, Camden County","['US', 'New Jersey', 'Camden County', 'Cherry Hill']",Adzuna::API::Response::Location,it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Johnson & Johnson,full_time,
5738867022,36162.88,36162.88,2026-05-23T10:34:02Z,-95.994581,1,Fire Sprinkler Apprentice,"Description JOB SUMMARY: The responsibility of a Fire Sprinkler Apprentice is to assist in the laying out, fabricating, assembling, installing, and maintaining piping and piping systems, fixtures, sprinkling, and industrial processing systems. Ideal candidate will be coachable and mechanically inclined. ESSENTIAL JOB DUTIES: Assist and learn under the direction of Sprinkler Technician Journeymen in the following: Install pipe systems and valves Cut, thread, assemble and bond pipes and tubes acc…",https://www.adzuna.com/land/ad/5738867022?se=ZEKsnrVW8RGWQvEe2bTbLw&utm_medium=api&utm_source=abfa41a4&v=0B55B4961CF66B7C6A5C7544A806AD194B8F2C16,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkVLc25yVlc4UkdXUXZFZTJiVGJMdyIsImkiOiI1NzM4ODY3MDIyIn0.FJUGA98h1hwk4PHPZ63pAM_XtiIwG1OaVVGtdCld1gU,36.151088,"Tulsa, Tulsa County","['US', 'Oklahoma', 'Tulsa County', 'Tulsa']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Summit Companies,full_time,
5738867005,0.0,102076.0,2026-05-23T10:33:37Z,-89.56409,0,"Travel LTAC Registered Nurse - $1,963 per week","Care Career is seeking a travel nurse RN Long Term Acute Care for a travel nursing job in Peoria, Illinois. Job Description & Requirements Specialty: Long Term Acute Care Discipline: RN Start Date: 06/08/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel An LTAC RN participates in patients' care meetings, manages pain relief, regularly participates in urgent medical procedures, and assesses the needs of patients' families while discussing illnesses and tre…",https://www.adzuna.com/land/ad/5738867005?se=ZEKsnrVW8RGWQvEe2bTbLw&utm_medium=api&utm_source=abfa41a4&v=1ED8DFD89B295426B027D14C36CE5AD51EE8BDB0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkVLc25yVlc4UkdXUXZFZTJiVGJMdyIsImkiOiI1NzM4ODY3MDA1In0.DnrlGQNP2qvqhENMvszTWu659-ksJ8v1T4QwSHyA-Yo,40.70923,"Vets Row, Peoria County","['US', 'Illinois', 'Peoria County', 'Vets Row']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Care Career,,
5738866999,0.0,152100.0,2026-05-23T10:33:35Z,-79.9415,0,"Travel ICU/PCU Float RN - $2,925 per week","American Traveler is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Roanoke, Virginia. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 06/15/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 4x12hrs Hours: 48 hrs/wk Start Date: Jun 15, 2026 Length: 13 weeks Openings: 1 Description American Traveler is seeking an experienced ICU/PCU Float RN f…",https://www.adzuna.com/land/ad/5738866999?se=ZEKsnrVW8RGWQvEe2bTbLw&utm_medium=api&utm_source=abfa41a4&v=AE4F79A6A6AC4C0F77AF7E84CC36B2CA7EFB07AB,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkVLc25yVlc4UkdXUXZFZTJiVGJMdyIsImkiOiI1NzM4ODY2OTk5In0.l95HpNDIbZivr4LGBEZGPkxWAyU3YA-ez3ESPgN67hw,37.2707,"Roanoke, Roanoke County","['US', 'Virginia', 'Roanoke County', 'Roanoke']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,American Traveler,,
5738866984,0.0,159068.0,2026-05-23T10:33:34Z,-122.01457,0,"Travel Speech Language Pathologist - Paying up to $3,059/week","Vivian is looking for Travel Speech Language Pathologist Therapys in Fremont, California paying up to $3,059/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and di…",https://www.adzuna.com/land/ad/5738866984?se=ZEKsnrVW8RGWQvEe2bTbLw&utm_medium=api&utm_source=abfa41a4&v=58152CED3B120D148822A356C3880252C55D74A3,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczODg2Njk4NCIsInMiOiJaRUtzbnJWVzhSR1dRdkVlMmJUYkx3In0.UbDx8u2_mQREL1_kotwr7Q34s3WszDdor_u5W7PJBAU,37.5562,"Fremont, Alameda County","['US', 'California', 'Alameda County', 'Fremont']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Vivian Health,,
5738866988,0.0,136656.0,2026-05-23T10:33:34Z,-77.047222,0,"Travel Outpatient Physical Therapist - Paying up to $2,628/week","Vivian is looking for Travel Physical Therapist Therapys in Alexandria, Virginia paying up to $2,628/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover j…",https://www.adzuna.com/land/ad/5738866988?se=ZEKsnrVW8RGWQvEe2bTbLw&utm_medium=api&utm_source=abfa41a4&v=6927D5746458B030BD11150E48E525748D776820,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkVLc25yVlc4UkdXUXZFZTJiVGJMdyIsImkiOiI1NzM4ODY2OTg4In0.BYK3qES6R0i2vN9dJiwcOYy4v8mttjhqmq9cfLCkiQg,38.804722,"Trade, Alexandria City","['US', 'Virginia', 'Alexandria City', 'Trade']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Vivian Health,,
5738866987,0.0,140400.0,2026-05-23T10:33:34Z,-106.283852,0,"Travel Physical Therapist - Paying up to $2,700/week","Vivian is looking for Travel Physical Therapist Therapys in Los Alamos, New Mexico paying up to $2,700/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",https://www.adzuna.com/land/ad/5738866987?se=ZEKsnrVW8RGWQvEe2bTbLw&utm_medium=api&utm_source=abfa41a4&v=A5F97DFEE4DAC401DE1D92ADF9C95F2519608738,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkVLc25yVlc4UkdXUXZFZTJiVGJMdyIsImkiOiI1NzM4ODY2OTg3In0.wWRSJPpuhAirDHW6QolGX8vqO5VGN98u-NUdX129LYo,35.893777,"Los Alamos, Los Alamos County","['US', 'New Mexico', 'Los Alamos County', 'Los Alamos']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Vivian Health,,
5738866995,0.0,93392.0,2026-05-23T10:33:34Z,-76.798564,0,"Travel Physical Therapy Assistant - Paying up to $1,796/week","Vivian is looking for Travel Physical Therapy Assistant Therapys in Bowie, Maryland paying up to $1,796/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discove…",https://www.adzuna.com/land/ad/5738866995?se=ZEKsnrVW8RGWQvEe2bTbLw&utm_medium=api&utm_source=abfa41a4&v=7418A27FCEC3F6E25B24576DB55595A732CCAB9A,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczODg2Njk5NSIsInMiOiJaRUtzbnJWVzhSR1dRdkVlMmJUYkx3In0.YQYVunvunLtItwQ1F4zrcER0IKDhKZNiJvF4s48AfdA,38.916145,"Kettering, Prince George's County","['US', 'Maryland', ""Prince George's County"", 'Kettering']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Vivian Health,,
5738866720,41600.0,68640.0,2026-05-23T10:32:47Z,-117.95225,0,Periodic Maintenance Technician / Mechanic,"PAPE’ MATERIAL HANDLING, INC. – CITY OF INDUSTRY, CA PERIODIC MAINTENANCE TECHNICIAN / MECHANIC: Do you love working on equipment and turning wrenches? Are you looking to grow your skills as a mechanic? Are you looking for not just another job, but a career? Pape’ Material Handling, the premier capital equipment dealer in the West, is seeking a Periodic Maintenance Technician to join their team. At Pape’, we invest in your growth. From robust training programs to continuous support, we equip ou…",https://www.adzuna.com/details/5738866720?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkVLc25yVlc4UkdXUXZFZTJiVGJMdyIsImkiOiI1NzM4ODY2NzIwIn0.KRKOL6uBknY8mExFjuLaovJFSk0gRubkS60v1BBVzuQ,34.0325,"La Puente, Los Angeles County","['US', 'California', 'Los Angeles County', 'La Puente']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Papé Jobs,full_time,
5738866713,15124.02,15124.02,2026-05-23T10:32:39Z,-77.844376,1,Environmental Services Aide,"Description POSITION SUMMARY Under the direction of the Manager and Supervisors of Environmental Services, the Aide is responsible for maintaining the Medical Center in a clean and orderly fashion. This is accomplished by following the established cleaning standards. MINIMUM REQUIREMENTS Education: High school diploma or G.E.D. or six (6) moths previous job experience required Ability to follow written and verbal instructions in order to successfully complete housekeeping duties. Ability to use…",https://www.adzuna.com/details/5738866713?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkVLc25yVlc4UkdXUXZFZTJiVGJMdyIsImkiOiI1NzM4ODY2NzEzIn0.cKPVe0diZjTBo5wrmq-I3MXIDhfcrSgPLliIzb7IsLk,40.786815,"State College, Centre County","['US', 'Pennsylvania', 'Centre County', 'State College']",Adzuna::API::Response::Location,domestic-help-cleaning-jobs,Domestic help & Cleaning Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Mount Nittany Health,part_time,
5738866701,32371.68,32371.68,2026-05-23T10:32:29Z,-83.020025,1,Special Function Attendant- Nutrition Services LAC Cafe,"Overview: Monday - Friday Job Description Summary: Maintains and cleans service areas and equipment according to established procedures and standards. Provides general and food handling services for customers or patients. and ensures a positive customer experience. Job Description: Essential Functions: Cleans and sanitizes equipment, tables, and work areas to maintain hygiene standards according to established procedures and standards. Assists with the stocking and maintenance of supplies and f…",https://www.adzuna.com/details/5738866701?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkVLc25yVlc4UkdXUXZFZTJiVGJMdyIsImkiOiI1NzM4ODY2NzAxIn0.WMLL5QZ8z25bo0lAKQH-B6HE0xoK2Gxuu2x0a1_2ZkE,40.103832,"Columbus, Franklin County","['US', 'Ohio', 'Franklin County', 'Columbus']",Adzuna::API::Response::Location,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Nationwide Children's Hospital,full_time,
5738866700,64001.0,79996.0,2026-05-23T10:32:29Z,-71.106164,0,Office Manager,"iHeartMedia Markets Current employees and contingent workers click here to apply and search by the Job Posting Title. The audio revolution is here – and iHeart is leading it! iHeartMedia, the number one audio company in America , reaches 90% of Americans every month  a monthly audience that’s twice the size of any other audio company – almost three times the size of the largest TV network – and almost 4 times the size of the largest ad-supported music streaming service. In fact, we have: More 1…",https://www.adzuna.com/details/5738866700?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkVLc25yVlc4UkdXUXZFZTJiVGJMdyIsImkiOiI1NzM4ODY2NzAwIn0.eG2DqED6k3FlZKWYoomkx5docsGcraGU3W-Sd8d3yH0,42.41843,"Medford, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Medford']",Adzuna::API::Response::Location,pr-advertising-marketing-jobs,"PR, Advertising & Marketing Jobs",Adzuna::API::Response::Category,Adzuna::API::Response::Company,iHeartMedia,full_time,contract
5738866692,88571.49,88571.49,2026-05-23T10:32:21Z,-72.93876,1,Care Manager- West Hartford/Hartford Team,Reporting Office: North Central (Bristol) Covering Region/Community: West Hartford/Hartford Job Requirement: Must have BA Degree & minimum 2yrs of direct Case Management experience. SUMMARY Assists individuals in maintaining an interactive process of informed decision-making about Long-Term Services and Supports. Serves a key role in coordinating the efforts of formal and informal caregivers on behalf of clients. Care Management is a person-centered service that values the consumer’s choices an…,https://www.adzuna.com/details/5738866692?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczODg2NjY5MiIsInMiOiJaRUtzbnJWVzhSR1dRdkVlMmJUYkx3In0.iri4dmySC6U1pJ8gIsFse9dhcYbsmbTkLWfuGrR8QYc,41.68098,"Bristol, Hartford County","['US', 'Connecticut', 'Hartford County', 'Bristol']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Connecticut Community Care,,
5738866680,30754.8,30754.8,2026-05-23T10:32:11Z,-96.738695,1,Registered Nurse - Cancer Center - PRN,"Hours of Work : 8 Days Of Week : PRN Work Shift : 8X5 Day (United States of America) Job Description : Your Job: OCN Infusion trained, registered nurse renders highly professional and technical nursing care to assigned patients. Provides direct and indirect patient care using the nursing process (assessment, planning, implementation, and evaluation). Supports the mission, vision, values and strategic goals of Methodist Health System. Your Job Requirements: • Graduate of an accredited school of …",https://www.adzuna.com/details/5738866680?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkVLc25yVlc4UkdXUXZFZTJiVGJMdyIsImkiOiI1NzM4ODY2NjgwIn0.O0Au4fDg9hp3WE6mQ8G-1JOhe9H_0B3ueZ9TMuI2E2A,32.976029,"Richardson, Dallas","['US', 'Texas', 'Dallas', 'Richardson']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Methodist Health System,,
