latitude,salary_max,id,description,__CLASS__,created,title,redirect_url,longitude,salary_is_predicted,adref,salary_min,category.tag,category.label,category.__CLASS__,company.display_name,company.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type
30.320233,106549.96,5798896555,"Job Title: Lead QA Automation Engineer Experience: 11 Years Job Summary We are seeking an experienced Lead QA Automation Engineer with 11 years of expertise in software quality assurance, test automation, and test strategy. The ideal candidate will lead the QA team, design scalable automation frameworks, drive quality initiatives, mentor automation engineers, and collaborate closely with cross-functional teams to ensure high-quality software delivery. The candidate should have extensive experie…",Adzuna::API::Response::Job,2026-07-13T11:33:53Z,Lead QA Automation Engineer,https://www.adzuna.com/land/ad/5798896555?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=C6DB2B4A494FEAFDEBC00B76ADDE7460234F92D6,-97.865683,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUlJdUF0Si04UkdnWDhwR2dmT3JaZyIsImkiOiI1Nzk4ODk2NTU1In0.IbYfFt7ErQjmwEFPCCuRbPEafN9G5hb7bQJ5xjNqhoM,106549.96,it-jobs,IT Jobs,Adzuna::API::Response::Category,Raas Infotek LLC,Adzuna::API::Response::Company,"Bee Cave, Travis County","['US', 'Texas', 'Travis County', 'Bee Cave']",Adzuna::API::Response::Location,,
41.9613,115991.27,5798896551,"We are seeking a Senior Data Quality Engineer with strong experience in Python, SQL, and automated data testing frameworks. This role focuses on building scalable data quality and validation frameworks for modern data pipelines in a Databricks environment. Key Responsibilities: • Build and maintain automated testing frameworks for data pipelines • Validate data ingestion, transformations, and data quality across multiple sources • Implement data quality tools such as Great Expectations, dbt tes…",Adzuna::API::Response::Job,2026-07-13T11:33:53Z,Senior Data Quality Engineer,https://www.adzuna.com/land/ad/5798896551?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=84E045020C5DD8056EA6D31FE64C2C6746B15E45,-87.8849,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUlJdUF0Si04UkdnWDhwR2dmT3JaZyIsImkiOiI1Nzk4ODk2NTUxIn0.xysSmrcR1oKrx9RUfJKG47CpYkglVfwOAyr0UENNTl4,115991.27,it-jobs,IT Jobs,Adzuna::API::Response::Category,Finoit Inc.,Adzuna::API::Response::Company,"Schiller Park, Cook County","['US', 'Illinois', 'Cook County', 'Schiller Park']",Adzuna::API::Response::Location,,
41.83908,137965.88,5798896558,"Title: EPM Senior Architect Location: Providence, RI (Hybrid) Duration: Long-term (12 months Extendable) Job Description: We are seeking a resource to complete a build vs. buy assessment for Citizens Financial Planning and Analysis platform, evaluating Oracle EPM/EDM against a custom-build solution on our existing infrastructure. This resource will perform the assessment and evaluate the products against many financial capability domains including forecasting, planning, budgeting, consolidation…",Adzuna::API::Response::Job,2026-07-13T11:33:53Z,EPM Architect,https://www.adzuna.com/land/ad/5798896558?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=30D6E16B6D4F34652DF294267EC56BD9EDCFE713,-71.41368,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUlJdUF0Si04UkdnWDhwR2dmT3JaZyIsImkiOiI1Nzk4ODk2NTU4In0.510LYvUYvTA-tTDQSXaCQMRocEFZFgr3RdiIE1C-a2U,137965.88,it-jobs,IT Jobs,Adzuna::API::Response::Category,Caresoft,Adzuna::API::Response::Company,"Providence, Providence County","['US', 'Rhode Island', 'Providence County', 'Providence']",Adzuna::API::Response::Location,,
36.846097,153793.94,5798896532,"• At least 3 years of experience working as an OSINT/DR analyst. • Basic knowledge of data management, such as extracting/transforming/loading data from various formats into a structured database and converting formats as needed. • Experience working with multiple intelligence disciplines (HUMINT, IMINT, GEOINT, SIGINT, OSINT, etc.) and a fundamental understanding of the data and tools these disciplines utilize. • Master-level ability to research; gather data; process, assemble and analyze fact…",Adzuna::API::Response::Job,2026-07-13T11:33:52Z,OSINT Digital Reconnaissance VA with Security Clearance,https://www.adzuna.com/land/ad/5798896532?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=5F4B15ABDEEB8BB578A90C7A0FED52DFA95E64BC,-76.092103,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUlJdUF0Si04UkdnWDhwR2dmT3JaZyIsImkiOiI1Nzk4ODk2NTMyIn0.afwjLRY1GiqcBXP-IDBI8SOnGON1dVO57lZFjDVY2yc,153793.94,it-jobs,IT Jobs,Adzuna::API::Response::Category,SE2S,Adzuna::API::Response::Company,"Virginia Beach, Virginia Beach City","['US', 'Virginia', 'Virginia Beach City', 'Virginia Beach']",Adzuna::API::Response::Location,,
39.08382,132214.52,5798896467,"Job Family : Scientist Travel Required : None Clearance Required : Ability to Obtain Public Trust What You Will Do: We are looking for a Nuclear Magnetic Resonance (NMR) Spectroscopist to support the Analytical Chemistry Core (ACC), Division of Preclinical Innovation (DPI) at NCATS. This position is a full-time role located in Rockville, MD. * Provide support for the ACC NMR Spectroscopy laboratory, including operation of four (4) 400 MHz and one (1) 600 MHz NMR spectrometers. * Conduct advance…",Adzuna::API::Response::Job,2026-07-13T11:33:50Z,Nuclear Magnetic Resonance Spectroscopist with Security Clearance,https://www.adzuna.com/land/ad/5798896467?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=CF9B584D2D42789C27F33D7D4EB622925DA48DE1,-77.15298,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUlJdUF0Si04UkdnWDhwR2dmT3JaZyIsImkiOiI1Nzk4ODk2NDY3In0.LRwmoZ3412veEVlhHtDnHk6Mc5yTurDdngzWMyL-wzY,132214.52,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,Guidehouse,Adzuna::API::Response::Company,"Derwood, Montgomery County","['US', 'Maryland', 'Montgomery County', 'Derwood']",Adzuna::API::Response::Location,,
38.98,109043.55,5798896470,"Job Family : Scientist Travel Required : None Clearance Required : Ability to Obtain Public Trust What You Will Do: We are currently searching for a Scientist to provide support to the the planning and execution of research experiments. This is a full-time, on-site opportunity in Bethesda, MD. * Contribute to the development and optimization of lipid nanoparticle formulations and mRNA constructs for applications in cancer and infectious diseases. * Generate, analyze, and interpret experimental …",Adzuna::API::Response::Job,2026-07-13T11:33:50Z,Scientist with Security Clearance,https://www.adzuna.com/land/ad/5798896470?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=F9B46A72EF86B62785FD07361534553A0AD8EB45,-77.1,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5ODg5NjQ3MCIsInMiOiJRSUl1QXRKLThSR2dYOHBHZ2ZPclpnIn0.AYS75RP6iviHh5CkEAYYuCSJnubyDaxaLXX1oocpkU0,109043.55,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,Guidehouse,Adzuna::API::Response::Company,"West Bethesda, Montgomery County","['US', 'Maryland', 'Montgomery County', 'West Bethesda']",Adzuna::API::Response::Location,,
38.84732,156420.38,5798896466,"Job Family : Data Engineering & Architecture Consulting Travel Required : Up to 10% Clearance Required : Ability to Obtain Public Trust What You Will Do : Guidehouse is seeking a Data Engineer (Senior Consultant) to support a Centers for Medicare & Medicaid Services (CMS) data modernization initiative. This role will focus on building and maintaining modern, scalable data pipelines and lakehouse architectures that enable secure, compliant, and high-performance processing of federal health data.…",Adzuna::API::Response::Job,2026-07-13T11:33:50Z,Data Engineer (Senior Consultant) with Security Clearance,https://www.adzuna.com/land/ad/5798896466?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=4D54B3E98FF52E456E996935BC2E3495AAF2C89E,-77.332845,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUlJdUF0Si04UkdnWDhwR2dmT3JaZyIsImkiOiI1Nzk4ODk2NDY2In0.tmtOj4gi9AW-qH7pmcyLSLq5YLvZO2pEnAjGXRrB-LY,156420.38,it-jobs,IT Jobs,Adzuna::API::Response::Category,Guidehouse,Adzuna::API::Response::Company,"Fairfax, Fairfax County","['US', 'Virginia', 'Fairfax County', 'Fairfax']",Adzuna::API::Response::Location,,
38.84732,173495.62,5798896471,"Job Family : Cyber Consulting Travel Required : Up to 10% Clearance Required : Active Public Trust What You Will Do: Guidehouse's Cybersecurity practice helps organizations modernize governance, risk, and compliance (GRC) capabilities to improve transparency, decision-making, and resilience in complex regulatory environments. Our teams work at the intersection of cybersecurity strategy, enterprise risk management, and technology enablement to help clients operationalize compliance and aggregate…",Adzuna::API::Response::Job,2026-07-13T11:33:50Z,"Governance, Risk, and Compliance Engineer with Security Clearance",https://www.adzuna.com/land/ad/5798896471?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=96C0C1F9586CCC45B2621946BB6A280CB1E569E9,-77.332845,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5ODg5NjQ3MSIsInMiOiJRSUl1QXRKLThSR2dYOHBHZ2ZPclpnIn0.XGF479dhN6xq2zmbmyyVuu60H9kQwALHzQP59QUNXKI,173495.62,it-jobs,IT Jobs,Adzuna::API::Response::Category,Guidehouse,Adzuna::API::Response::Company,"Fairfax, Fairfax County","['US', 'Virginia', 'Fairfax County', 'Fairfax']",Adzuna::API::Response::Location,,
38.886306,173460.55,5798896465,"Job Family : Data Engineering & Architecture Consulting Travel Required : Up to 25% Clearance Required : Ability to Obtain Public Trust What You Will Do : * Lead the design, development, and deployment of data integration solutions within Palantir Foundry and related data platforms. * Architect and implement end-to-end data pipelines, including ingestion, transformation, validation, and delivery of structured and unstructured data. * Develop and maintain ontology models, data schemas, and relat…",Adzuna::API::Response::Job,2026-07-13T11:33:50Z,Palantir Integration Engineer with Security Clearance,https://www.adzuna.com/land/ad/5798896465?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=61051D36802F56246BE39291D220B756489C66A0,-77.097739,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5ODg5NjQ2NSIsInMiOiJRSUl1QXRKLThSR2dYOHBHZ2ZPclpnIn0.pUm5g74rXLPLHnLsRqEvDtcBdafTfRQihKT8CB5tgp8,173460.55,it-jobs,IT Jobs,Adzuna::API::Response::Category,Guidehouse,Adzuna::API::Response::Company,"State Farm, Arlington County","['US', 'Virginia', 'Arlington County', 'State Farm']",Adzuna::API::Response::Location,,
38.98,100452.27,5798896461,"Job Family : Scientist Travel Required : None Clearance Required : Ability to Obtain Public Trust What You Will Do : We are currently searching for an Analytical Chemist toprovidesupport services to satisfy the overall operational objectives of the National Heart, Lung, and Blood Institute(NHLBI).This is a full-time, on-site opportunity inBethesda,MD. * Operate, maintain , calibrate, and troubleshoot analytical instrumentation,including HPLC, GC, LC/MS, TLC scanners, balances, and water purific…",Adzuna::API::Response::Job,2026-07-13T11:33:49Z,Analytical Chemist with Security Clearance,https://www.adzuna.com/land/ad/5798896461?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=6D73F1518730188AFA9FB26A2136F636634C2DF1,-77.1,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUlJdUF0Si04UkdnWDhwR2dmT3JaZyIsImkiOiI1Nzk4ODk2NDYxIn0._BXEpZ2iTOEbdL4L1X2TtGXpyoZ_78lP321ShMOqqlU,100452.27,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,Guidehouse,Adzuna::API::Response::Company,"West Bethesda, Montgomery County","['US', 'Maryland', 'Montgomery County', 'West Bethesda']",Adzuna::API::Response::Location,,
39.12534,136140.36,5798896458,"Job Family : Scientist Travel Required : None Clearance Required : Ability to Obtain Public Trust What You Will Do : We are currently searching for a Scientist to satisfy the overall operational objectives of the National Institute of Allergy and Infectious Diseases (NIAID). This is a full-time, on-site opportunity in Gaithersburg, MD. * Conduct analytical assay development and perform analytical assays in support of the assessment of clinical trial materials for quality and safety. * Design an…",Adzuna::API::Response::Job,2026-07-13T11:33:49Z,Scientist with Security Clearance,https://www.adzuna.com/land/ad/5798896458?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=7A5B139FE5478E095633606C3CF8A2A3896C8708,-77.18952,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5ODg5NjQ1OCIsInMiOiJRSUl1QXRKLThSR2dYOHBHZ2ZPclpnIn0.LMgU1jYigq464ibiFOq0vLKw_FhyYPEgjQ4pwtp8cCU,136140.36,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,Guidehouse,Adzuna::API::Response::Company,"Gaithersburg, Montgomery County","['US', 'Maryland', 'Montgomery County', 'Gaithersburg']",Adzuna::API::Response::Location,,
29.42464,190917.27,5798896462,"Job Family : Data Engineering & Architecture Consulting Travel Required : None Clearance Required : Ability to Obtain Public Trust What You Will Do: * Design, build, and operate Azure Lakehouse architectures using Azure Databricks, Azure Data Lake Storage (ADLS Gen2), Azure Synapse Analytics, and Azure Data Factory to support analytical and operational workloads. * Develop, maintain, and optimize scalable ETL/ELT pipelines using Databricks Workflows, Spark jobs, and Delta Lake to ensure reliabi…",Adzuna::API::Response::Job,2026-07-13T11:33:49Z,Senior Data Engineer with Security Clearance,https://www.adzuna.com/land/ad/5798896462?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=4C94177C1BC872B97A492B632329AA7299661057,-98.46354,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUlJdUF0Si04UkdnWDhwR2dmT3JaZyIsImkiOiI1Nzk4ODk2NDYyIn0.wfVU-7lfmYBx87FuuKTvhZDjGtkO9rFiuLhehrWRjCQ,190917.27,it-jobs,IT Jobs,Adzuna::API::Response::Category,Guidehouse,Adzuna::API::Response::Company,"Fort Sam Houston, Bexar County","['US', 'Texas', 'Bexar County', 'Fort Sam Houston']",Adzuna::API::Response::Location,,
39.0201,118303.12,5798896457,Job Family : Scientist Travel Required : Up to 10% Clearance Required : Ability to Obtain Public Trust This position will aid our federal client's public health risk and/or safety assessments of infant formula submissions by providing consultation to staff on new requirements under the Infant Formula Final Rule and collaborating with regulatory staff to provide guidance to industry with regards to the accurate performance of the PER under the new regulations. What You Will Do: * Provide consult…,Adzuna::API::Response::Job,2026-07-13T11:33:49Z,Regulatory Infant Food Scientist with Security Clearance,https://www.adzuna.com/land/ad/5798896457?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=DA7FE24806FF3271D19B443AD0DCD01FC561BD26,-77.01132,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5ODg5NjQ1NyIsInMiOiJRSUl1QXRKLThSR2dYOHBHZ2ZPclpnIn0.C2h7CCGoBHz6PmbHfeR7puSK0n3liTt07-j4q4zFeNU,118303.12,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,Guidehouse,Adzuna::API::Response::Company,"Silver Spring, Montgomery County","['US', 'Maryland', 'Montgomery County', 'Silver Spring']",Adzuna::API::Response::Location,,
38.84732,161203.25,5798896455,"Job Family : Cyber Consulting Travel Required : Up to 10% Clearance Required : Ability to Obtain Public Trust What You Will Do: Our Cybersecurity Consultants are a team of business integrators with extensive consulting and industry experience who help our clients solve their complex business issues from strategy through execution. A career in an integrated team of developers and consultants provides the opportunity to grow and contribute to our clients' business issues every day, applying a col…",Adzuna::API::Response::Job,2026-07-13T11:33:49Z,"Okta Engineer, Senior Consultant with Security Clearance",https://www.adzuna.com/land/ad/5798896455?se=QIIuAtJ-8RGgX8pGgfOrZg&utm_medium=api&utm_source=abfa41a4&v=C2FE52A6BF74B2BE37CB6BB6B73D55A822158FDD,-77.332845,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5ODg5NjQ1NSIsInMiOiJRSUl1QXRKLThSR2dYOHBHZ2ZPclpnIn0.gt9SKkVRATu3k0b75_ATnoQgPWZ3yH6bUbsxhp7dDuE,161203.25,it-jobs,IT Jobs,Adzuna::API::Response::Category,Guidehouse,Adzuna::API::Response::Company,"Fairfax, Fairfax County","['US', 'Virginia', 'Fairfax County', 'Fairfax']",Adzuna::API::Response::Location,,
