salary_max,latitude,salary_is_predicted,created,adref,__CLASS__,id,description,longitude,redirect_url,title,salary_min,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,contract_time,contract_type
54600.0,40.831447,0,2026-04-01T10:40:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU12TU5ka3Q4UkdSdmVFMksxOERFQSIsImkiOiI1Njg1Njk2NDYzIn0.leMYpR-txXCeYMtaqwjIViK57OiqnIPv2y2fBWUO2gY,Adzuna::API::Response::Job,5685696463,"Paraprofessional Aide Full-Time position IMMEDIATE OPENING - LOCATED IN VERONA, NJ The paraprofessional will assist the classroom teacher in implementing the goals and objectives in each student's Individual Education Plan within a class and school environment that fosters learning and personal growth in cognitive, social/emotional, and language areas of development. Hours- M-F 8:30 am - 3:30 pm Job Features: Small class sizes Positive working environment Health benefits included Tuition Reimbu…",-74.243233,https://www.adzuna.com/details/5685696463?utm_medium=api&utm_source=abfa41a4,Paraprofessional Aide,50440.0,"Verona, Essex County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Essex County', 'Verona']",Adzuna::API::Response::Company,Spectrum 360 A NJ Non Profit Corp,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,full_time,
46307.41,34.17343,1,2026-04-01T10:40:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU12TU5ka3Q4UkdSdmVFMksxOERFQSIsImkiOiI1Njg1Njk2MzkwIn0.kez0neyq-FsMex1EjA079ee6rnee1geBxz50AgCnvug,Adzuna::API::Response::Job,5685696390,"Location: Flowery Branch, GA Pay Range: B ased on experience Monday – Friday, 1st Shift (Flexible) 40hrs/wk. (ability to work overtime, when needed) Full Benefits, Profit Sharing & 401K Opportunity Tired of the same old job postings and boring jobs? Join our Contract Lumber Team, in Flowery Branch, Georgia. We’re committed to creating a fun, unique opportunity to provide creative solutions to practical challenges within the Lumber/Building industry. The Yard Administrator reports directly to th…",-83.899324,https://www.adzuna.com/details/5685696390?utm_medium=api&utm_source=abfa41a4,Yard Administrator needed in The Great State of Georgia,46307.41,"Flowery Branch, Hall County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Hall County', 'Flowery Branch']",Adzuna::API::Response::Company,Contract Lumber,Admin Jobs,admin-jobs,Adzuna::API::Response::Category,full_time,
58240.0,26.84442,0,2026-04-01T10:40:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NjQxNCIsInMiOiJpTXZNTmRrdDhSR1J2ZUUySzE4REVBIn0.i_SemLdmvvLu9fB1WeRpmzBwjcfBlygB3UfZIWjo0mU,Adzuna::API::Response::Job,5685696414,"Up to $2500 Sign-On Bonus Structure Available to Experienced Licensed Technicians! Are you looking for an opportunity to utilize your full veterinary technician skill set while simultaneously learning new & advanced techniques? If so, Pet Emergency & Referral Center is looking to add YOU to their Emergency team! Salary: $24.00 - $28.00 per hour based on experience Schedule: Full-Time, Fridays, Saturdays, and Sundays 12 hour shifts, 8am - 8pm H olidays and on-call rotation required. Weekend avai…",-80.08932,https://www.adzuna.com/details/5685696414?utm_medium=api&utm_source=abfa41a4,"Emergency Veterinary Technician, PERC",49920.0,"North Palm Beach, Palm Beach County",Adzuna::API::Response::Location,"['US', 'Florida', 'Palm Beach County', 'North Palm Beach']",Adzuna::API::Response::Company,Ethos Veterinary Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,
79040.0,42.488678,0,2026-04-01T10:40:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU12TU5ka3Q4UkdSdmVFMksxOERFQSIsImkiOiI1Njg1Njk2Mzk4In0.iXft47ZKf0b-V5_OOJ3yreurkpCjABKLi3qEze41vKo,Adzuna::API::Response::Job,5685696398," Mass Vet is Hiring for Anesthesia Technicians!  We’re looking for passionate, skilled veterinary technicians to join our Anesthesia team at Massachusetts Veterinary Referral Hospital in Woburn, MA! Responsibilities: Assist in managing cases, collaborating with our board-certified specialists and VTS technicians. Perform patient assessment, diagnostics, treatments, and procedures alongside each surgeon. Obtain and process lab samples, including blood, urine, free fluid, and fine needle aspirate…",-71.133074,https://www.adzuna.com/details/5685696398?utm_medium=api&utm_source=abfa41a4,Anesthesia Veterinary Technician,43680.0,"Woburn, Middlesex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Middlesex County', 'Woburn']",Adzuna::API::Response::Company,Ethos Veterinary Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,
91851.02,41.7054,1,2026-04-01T10:40:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NjQ4NiIsInMiOiJpTXZNTmRrdDhSR1J2ZUUySzE4REVBIn0.c-CJqRqGAcIpn0iH23K8_RQB0T5FO27mINACo4FrTWs,Adzuna::API::Response::Job,5685696486,"Job Title: Associate Scientist, QC Essential Responsibilities Perform HPLC, GC, FTIR, KF, DSC, TGA, NMR, etc. Inspect and perform complex chemical analyses on raw materials, in-process samples, and finished goods in accordance with cGMP/GLP standard operating procedures May be able to perform routine ICP-MS and ICP-OES analysis for trace metals in a GMP analytical laboratory. Coordinate raw material testing in a materials management system Conduct inspections of manufacturing supplies Conduct i…",-81.20712,https://www.adzuna.com/details/5685696486?utm_medium=api&utm_source=abfa41a4,"Associate Scientist, QC",91851.02,"Painesville, Lake County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Lake County', 'Painesville']",Adzuna::API::Response::Company,Olon USA LLC,Scientific & QA Jobs,scientific-qa-jobs,Adzuna::API::Response::Category,,
72800.0,34.224543,0,2026-04-01T10:40:49Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NjE1NiIsInMiOiJpTXZNTmRrdDhSR1J2ZUUySzE4REVBIn0.0QFQLxiCH9Hp4V5Vnu-k2imyFPd1l7rK_i3nBCTQnPc,Adzuna::API::Response::Job,5685696156,"Eastern Carolina Veterinary Medical Center in Wilmington, NC is hiring an experienced Veterinary Technician to join their outstanding Neurology team! Compensation: $18 - $35/hr, based on experience and licensure. Schedule: Full-Time, Tuesday - Friday, 7:30am - 6:00pm. On call rotation required Benefits: Paid Time Off benefits available upon hire Veterinary Social Worker on Staff at Hospital Location Medical, Dental, and Vision Health Insurance Plans Discounted Employee Pet Insurance, Pet Servic…",-77.882534,https://www.adzuna.com/details/5685696156?utm_medium=api&utm_source=abfa41a4,"Neurology Veterinary Technician, ECVMC",37440.0,"Wilmington, New Hanover County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'New Hanover County', 'Wilmington']",Adzuna::API::Response::Company,Ethos Veterinary Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,
44720.0,42.501445,0,2026-04-01T10:40:49Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NjI2NCIsInMiOiJpTXZNTmRrdDhSR1J2ZUUySzE4REVBIn0.puwtgBfWBaW4qFwi2AxuXP_B_phXeHxmBAhajAfDrNE,Adzuna::API::Response::Job,5685696264,"About us! Empowering People. Supporting Independence. Inspiring Dreams. Here at Communitas, we are dedicated to delivering individualized, family-centered services, programs, and support for people with intellectual and developmental disabilities, throughout their life span and in their communities. Why work for us? Recognized and honored as a Top Workplace for 2024 & 2025 – Communitas is proud to welcome you to a work environment that is dedicated to rewarding and supporting our valued employe…",-71.069036,https://www.adzuna.com/details/5685696264?utm_medium=api&utm_source=abfa41a4,Specialized Skills Instructor - Voyage,44720.0,"Wakefield, Middlesex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Middlesex County', 'Wakefield']",Adzuna::API::Response::Company,"Communitas, Inc.",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,
62400.0,31.920689,0,2026-04-01T10:40:49Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NjE4MSIsInMiOiJpTXZNTmRrdDhSR1J2ZUUySzE4REVBIn0.fCtPBEJolXkjgd1fFaS7bhemO9_ySRQJuA1YhUFnGH4,Adzuna::API::Response::Job,5685696181,"Description: We are seeking a dependable and skilled Single-Hand Welder to join our team in Midland, TX. The ideal candidate will have strong welding and fabrication skills and will be responsible for welding steel and piping component. This is a yard-based position with full-time hours as a W-2 employee. All tools, welding machines, rig, and consumables will be provided — just show up ready to weld. Requirements: Weld pipes in accordance with project specifications, industry codes (e.g., API 1…",-102.336532,https://www.adzuna.com/details/5685696181?utm_medium=api&utm_source=abfa41a4,Single-Hand Yard Welder,52000.0,"Odessa, Ector County",Adzuna::API::Response::Location,"['US', 'Texas', 'Ector County', 'Odessa']",Adzuna::API::Response::Company,"Flatland Energy Services, LLC",Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,full_time,
115765.82,33.80646,1,2026-04-01T10:40:49Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NjI4MCIsInMiOiJpTXZNTmRrdDhSR1J2ZUUySzE4REVBIn0.l9uk5hu-K4CriCCYdm2MHxYTM3CEWDO2oClUc3T7ss0,Adzuna::API::Response::Job,5685696280,"Director, Branch Sales II US-CA-Long Beach Job ID: 33967 Type: Full-Time  of Openings: 1 Category: Sales/Business Development CA - Long Beach Kilroy Air Way About the Role Manages a branch that includes sales teams, who sell specific business system products and services including: black & white and color printers and copiers, document management solutions and related software. Responsible for strategic planning to ensure that the company objectives for their market are achieved. Responsible fo…",-118.17588,https://www.adzuna.com/details/5685696280?utm_medium=api&utm_source=abfa41a4,"Director, Branch Sales II",115765.82,"Signal Hill, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Signal Hill']",Adzuna::API::Response::Company,"Canon U.S.A., Inc.",Retail Jobs,retail-jobs,Adzuna::API::Response::Category,full_time,
78015.42,38.88464,1,2026-04-01T10:40:49Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NjMxOSIsInMiOiJpTXZNTmRrdDhSR1J2ZUUySzE4REVBIn0.qmIsroo-YmAb9fKX8F9GD2Eu9VXdEyGWtp4t-D5UayU,Adzuna::API::Response::Job,5685696319,"About this Job: The Perinatal Nurse Navigator for MedStar Health’s Safe Babies Safe Moms program plays a vital role in advancing our commitment to exceptional, compassionate, and equitable maternal-infant care. Serving as a dedicated clinical resource and advocate, this role supports expectant and new mothers by coordinating care across MedStar Health’s multidisciplinary teams, including obstetrics, pediatrics, behavioral health, social work, and community partners, to ensure seamless navigatio…",-77.0248,https://www.adzuna.com/land/ad/5685696319?se=iMvMNdkt8RGRveE2K18DEA&utm_medium=api&utm_source=abfa41a4&v=F2C0351FB869988C5E12E41B84D91055618AF0F1,Nurse Navigator (RN) Perinatal - Relocation Offered!,78015.42,"Crystal, Arlington County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'Crystal']",Adzuna::API::Response::Company,MedStar Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
66560.0,42.689646,0,2026-04-01T10:40:49Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU12TU5ka3Q4UkdSdmVFMksxOERFQSIsImkiOiI1Njg1Njk2MTk3In0.NZmA8kTLrhvvdvPXHl52T0DLZpajN_S5OTbA2rT7lNU,Adzuna::API::Response::Job,5685696197,"Ready to take the next step in your veterinary technician career? Bulger Veterinary Hospital is looking for an experienced technician to step into an Assistant Clinical Supervisor role within our General Practice team. This position is perfect for someone who enjoys mentoring others, helping a team run smoothly, and still loves being hands-on with patient care. Compensation $28 – $32/hr Overnight Differential: 11p – 6a: Base  $5/hr Anticipated Schedule Four 9-hour shifts between 7a – 9p Benefit…",-71.162607,https://www.adzuna.com/details/5685696197?utm_medium=api&utm_source=abfa41a4,"Assistant Clinical Supervisor, General Practice",58240.0,"South Lawrence, Essex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Essex County', 'South Lawrence']",Adzuna::API::Response::Company,Ethos Veterinary Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,
50398.0,42.3273,0,2026-04-01T10:40:49Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU12TU5ka3Q4UkdSdmVFMksxOERFQSIsImkiOiI1Njg1Njk2MjM5In0.NqYuSyXshLOyLa5UwtFRpjQ63J0tBDwbZzuBW7QvSb8,Adzuna::API::Response::Job,5685696239,"Description: Join a Team That Truly Makes a Difference — Become a Certified Nursing Assistant at Northern Illinois Hospice! If you’re a Certified Nursing Assistant who wants more than a shift-based routine, Northern Illinois Hospice offers a place where your compassion becomes a calling. As the region’s first hospice agency, we have spent decades setting the standard for exceptional care, and we’re ready to welcome a dedicated CNA who wants to grow, contribute, and be valued every single day. W…",-89.62302,https://www.adzuna.com/details/5685696239?utm_medium=api&utm_source=abfa41a4,Certified Nursing Assistant,38771.0,"Freeport, Stephenson County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Stephenson County', 'Freeport']",Adzuna::API::Response::Company,Northern Illinois Hospice,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,
82503.0,35.126939,0,2026-04-01T10:40:49Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NjIyMSIsInMiOiJpTXZNTmRrdDhSR1J2ZUUySzE4REVBIn0.ckCN14gAdzGmYyUfGDXQ4N6_Idy4I4XY8DwD2jGNb4w,Adzuna::API::Response::Job,5685696221,"Job Cost Accountant At Bearing Construction, we offer a dynamic environment where you can grow professionally while building strong, lasting relationships. Our culture thrives on collaboration, backed by a foundation of stability, loyalty, and innovation. We are committed to enhancing the environmental quality of every community we serve and have become the trusted contractor of choice for many of our best clients. With exciting opportunities on the horizon, both for our company and each team m…",-79.433448,https://www.adzuna.com/details/5685696221?utm_medium=api&utm_source=abfa41a4,Job Cost Accountant,67920.0,"Aberdeen, Moore County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Moore County', 'Aberdeen']",Adzuna::API::Response::Company,"Bearing Construction, Inc.",Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,,
66560.0,41.94431,0,2026-04-01T10:40:49Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NjMwMCIsInMiOiJpTXZNTmRrdDhSR1J2ZUUySzE4REVBIn0.JGBUCvin6JvBpCR91QX99UkkVyLFNrksQ9-HfhVuuDs,Adzuna::API::Response::Job,5685696300,"Premier Veterinary Group in Chicago, IL is hiring a full-time Certified V eterinary Technician to join our Internal Medicine team. Premier Veterinary Group believes that all veterinarians, pets, and pet owners deserve premier experiences. Everything we do reflects this belief. We commit ourselves to acting with respect, honor, and dignity toward our patients, clients, and colleagues. At Premier, an Internal Medicine Technician is responsible for anticipating and meeting the needs of the Interni…",-87.70257,https://www.adzuna.com/details/5685696300?utm_medium=api&utm_source=abfa41a4,Certified Veterinary Technician,52000.0,"Avondale, Chicago",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago', 'Avondale']",Adzuna::API::Response::Company,Ethos Veterinary Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,
58690.93,31.75858,1,2026-04-01T10:40:46Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU12TU5ka3Q4UkdSdmVFMksxOERFQSIsImkiOiI1Njg1Njk1OTMxIn0.kiObFLhYc03waB3vG6RnWcJAFzmg63zwBMam8JywWaM,Adzuna::API::Response::Job,5685695931,"Company Description: BAUER Foundation Corp. (BFC) is a Florida corporation and the U.S. subsidiary of the world-wide operating BAUER Group based in Schrobenhausen, Germany. The BAUER Group is a world renowned foundation contractor, designer and builder of the world’s finest foundation equipment. BAUER Foundation Corp. as part of the BAUER construction division, is a leader in the execution of complex excavation pits, ground improvement, deep foundations and vertical seals, utilizing the most up…",-106.48598,https://www.adzuna.com/details/5685695931?utm_medium=api&utm_source=abfa41a4,Skilled Laborer,58690.93,"El Paso, El Paso County",Adzuna::API::Response::Location,"['US', 'Texas', 'El Paso County', 'El Paso']",Adzuna::API::Response::Company,Bauer Foundation Corp,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,full_time,
