id,salary_max,salary_is_predicted,latitude,created,__CLASS__,description,contract_type,adref,longitude,title,salary_min,redirect_url,company.display_name,company.__CLASS__,category.__CLASS__,category.tag,category.label,location.display_name,location.__CLASS__,location.area,contract_time
5755531239,49261.98,1,35.474926,2026-06-07T10:55:34Z,Adzuna::API::Response::Job,"Registered Nurse Globe, AZ Specialty: Med-Surg Position Type: Travel Contract Length: 13 weeks Pay: $1945 - $2344 | Shift: 3x12 Days Are you a dedicated Med-Surg RN eager to take on your next travel assignment? Do you thrive in dynamic environments where your skills can make a real difference? Our healthcare partner is seeking a compassionate and adaptable nurse to join their team. This role requires flexibility to float to Step-down units if needed, ensuring diverse and rewarding experiences. …",contract,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia2doUUpZRmk4UkdIazVtcmNFdzBfUSIsImkiOiI1NzU1NTMxMjM5In0.5VTuW6l4Ubswft8bXVjZeHiwzHNhCx0sB7EWmbYPVdg,-111.700018,"Med Surg RN (Registered Nurse) in Globe, AZ - Contract",49261.98,https://www.adzuna.com/land/ad/5755531239?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=4656799E3AA37358EE0B9FD88BE110267D568E1A,Capstone Healthcare Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Flagstaff, Coconino County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Coconino County', 'Flagstaff']",
5755531228,102384.19,1,33.945362,2026-06-07T10:55:33Z,Adzuna::API::Response::Job,"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Lawrenceville, Georgia Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Lawrenceville, Georgia. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist …",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUzMTIyOCIsInMiOiJrZ2hRSllGaThSR0hrNW1yY0V3MF9RIn0.1xxuFGHbRsrh4gA6o_PStKMzt8Jvk9SqXuwEoBCBQ0A,-83.993752,Travel CT Technologist,102384.19,https://www.adzuna.com/land/ad/5755531228?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=875332892ED88725E612302D65CA96405D669A0B,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Lawrenceville, Gwinnett County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Lawrenceville']",full_time
5755531194,121142.45,1,27.43992,2026-06-07T10:55:31Z,Adzuna::API::Response::Job,"Become a part of our caring community As a therapist at CenterWell Home Health, reporting to the Clinical Manager, you will help patients regain strength, mobility and independence, from the comfort of their homes. By delivering personalized care that focuses on functional improvement, you‘ll empower individuals to overcome limitations and enjoy a better quality of life. As a Home Health Physical Therapist , you will: Plan and administer prescribed physical therapy treatment for patients, worki…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUzMTE5NCIsInMiOiJrZ2hRSllGaThSR0hrNW1yY0V3MF9RIn0._nWx7KNwO9LHGU1N-Qvsbvsml4DRRvH7DFbhB5bxDwI,-82.57164,Home Health Physical Therapist,121142.45,https://www.adzuna.com/land/ad/5755531194?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=233C01738FCAAD10AB5BD9D120CF754A9ED04F80,CenterWell Home Health,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"South Bradenton, Manatee County",Adzuna::API::Response::Location,"['US', 'Florida', 'Manatee County', 'South Bradenton']",full_time
5755531174,100740.36,1,29.692516,2026-06-07T10:55:30Z,Adzuna::API::Response::Job,"Travel Physical Therapist (PT) Company: Fusion Medical Staffing Location: Facility in New Braunfels, Texas Job Details Fusion Medical Staffing is seeking a skilled Physical Therapist for a 13-week travel assignment in New Braunfels, Texas. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Valid Physical Therapy licen…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUzMTE3NCIsInMiOiJrZ2hRSllGaThSR0hrNW1yY0V3MF9RIn0.2D0J2rMuSvRL4wy7q8HWjoGISrNBJQbaYS-B_ytk0AM,-98.107993,Travel Physical Therapist (PT),100740.36,https://www.adzuna.com/land/ad/5755531174?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=523FC2EF1F587631A86B294DA9E4EE45F6C5AEB8,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Solms, Comal County",Adzuna::API::Response::Location,"['US', 'Texas', 'Comal County', 'Solms']",full_time
5755531180,79680.1,1,45.201829,2026-06-07T10:55:30Z,Adzuna::API::Response::Job,"Travel Physical Therapist (PT) Company: Fusion Medical Staffing Location: Facility in Red Lodge, Montana Job Details Fusion Medical Staffing is seeking a skilled Physical Therapist for a 16-week travel assignment in Red Lodge, Montana. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Valid Physical Therapy license i…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia2doUUpZRmk4UkdIazVtcmNFdzBfUSIsImkiOiI1NzU1NTMxMTgwIn0.hC4Yb5wCGC6r5viueTixGhxEfiONuJHw_ioGlZo2yV4,-109.269315,Travel Physical Therapist (PT),79680.1,https://www.adzuna.com/land/ad/5755531180?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=92FCF2DED2EE4E8EE43DE75CAE1898D3CF693AB8,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Red Lodge, Carbon County",Adzuna::API::Response::Location,"['US', 'Montana', 'Carbon County', 'Red Lodge']",full_time
5755531151,89873.08,1,39.853206,2026-06-07T10:55:27Z,Adzuna::API::Response::Job,"Overview: Work for a company that is truly making the world a happier place, one smile at a time! At Benevis, we create over a million smiles a year in the communities we serve and believe that every person deserves access to quality, affordable dental care. This mission drives everything we do! With over 2000 employees in offices across the country from clinical to support staff - we are united in our mission to create happy, healthy smiles through providing high quality dental care to underse…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia2doUUpZRmk4UkdIazVtcmNFdzBfUSIsImkiOiI1NzU1NTMxMTUxIn0.KsCztSt-EgKsO-TbX1pSmQ0lzaklXbeNvPBKMDXVqlU,-87.254192,"Dentist - Up to $50,000 Sign On Bonus",89873.08,https://www.adzuna.com/land/ad/5755531151?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=A8D37919392541DA5ACF367314F08122C5959446,Pippin Dental & Braces - a Benevis company,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Annapolis, Parke County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Parke County', 'Annapolis']",full_time
5755531146,39048.78,1,37.090422,2026-06-07T10:55:27Z,Adzuna::API::Response::Job,"Travel ER RN Company: Fusion Medical Staffing Location: Facility in Somerset, Kentucky Job Details Fusion Medical Staffing is seeking a skilled ER RN for a 13-week travel assignment in Somerset, Kentucky. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as an ER RN Valid RN license in c…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUzMTE0NiIsInMiOiJrZ2hRSllGaThSR0hrNW1yY0V3MF9RIn0.i17O_zw44MmPFayKCosFZLaWwk9w7k9GakKHde83qKc,-84.618544,Travel ER RN,39048.78,https://www.adzuna.com/land/ad/5755531146?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=983D7D3BA7B849BB72EF62C0B0D2DA28480506FE,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"West Somerset, Pulaski County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Pulaski County', 'West Somerset']",full_time
5755531114,197727.1,1,34.237059,2026-06-07T10:55:26Z,Adzuna::API::Response::Job,"Overview: Dentist (Endodontics) PRN | Flexible Scheduling | 1-2 Days/Month What We Offer Our Endodontic Dental Providers Daily compensation of $1,000-$2,700 - structured as the greater of a guaranteed daily minimum or a percentage of adjusted production Flexible scheduling: 1-2 days per month, built around your existing dental practice CE opportunities through ADA C.E.R.P.-recognized programs No lab fees Company-paid malpractice insurance 401(k) retirement plan Visa and Green Card sponsorship w…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUzMTExNCIsInMiOiJrZ2hRSllGaThSR0hrNW1yY0V3MF9RIn0.iuXhQmb7ejUAwIQnphv95EO90hasTT5_bW1OQTTt_Og,-88.751983,Dentist (Endodontics),197727.1,https://www.adzuna.com/land/ad/5755531114?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=05A0B9D1E1E86BA989040E5E2383D8B69FF56F45,Sunnybrook Dentistry & Braces - a Benevis company,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Tupelo, Lee County",Adzuna::API::Response::Location,"['US', 'Mississippi', 'Lee County', 'Tupelo']",full_time
5755531136,39469.68,1,42.11984,2026-06-07T10:55:26Z,Adzuna::API::Response::Job,"Travel ER RN Company: Fusion Medical Staffing Location: Facility in Springfield, Massachusetts Job Details Fusion Medical Staffing is seeking a skilled ER RN for a 13-week travel assignment in Springfield, Massachusetts. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as an ER RN Valid…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUzMTEzNiIsInMiOiJrZ2hRSllGaThSR0hrNW1yY0V3MF9RIn0.zlD4Jc8mtvMu13cajKAxyk3Hn8NNBQkarco20Ebqx1U,-72.60554,Travel ER RN,39469.68,https://www.adzuna.com/land/ad/5755531136?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=6EE24351537B843FB70CE6E0FF5F59321D8F2B3A,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Brightwood, Hampden County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampden County', 'Brightwood']",full_time
5755531116,189788.12,1,37.495772,2026-06-07T10:55:26Z,Adzuna::API::Response::Job,"Overview: Dentist (Endodontics) PRN | Flexible Scheduling | 1-2 Days/Month What We Offer Our Endodontic Dental Providers Daily compensation of $1,000-$2,700 - structured as the greater of a guaranteed daily minimum or a percentage of adjusted production Flexible scheduling: 1-2 days per month, built around your existing dental practice CE opportunities through ADA C.E.R.P.-recognized programs No lab fees Company-paid malpractice insurance 401(k) retirement plan Visa and Green Card sponsorship w…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUzMTExNiIsInMiOiJrZ2hRSllGaThSR0hrNW1yY0V3MF9RIn0.y3L9weVlJRCvMsL-D87LgylZ1xS1xOn8v9z5pAbYJ5c,-79.87616,Dentist (Endodontics),189788.12,https://www.adzuna.com/land/ad/5755531116?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=CD19E4CA56044434439C976A5C4B8392B70BD374,Spencer Dental & Braces - a Benevis company,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Fincastle, Botetourt County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Botetourt County', 'Fincastle']",full_time
5755531122,189886.25,1,34.38645,2026-06-07T10:55:26Z,Adzuna::API::Response::Job,"Overview: Dentist (Endodontics) PRN | Flexible Scheduling | 1-2 Days/Month What We Offer Our Endodontic Dental Providers Daily compensation of $1,000-$2,700 - structured as the greater of a guaranteed daily minimum or a percentage of adjusted production Flexible scheduling: 1-2 days per month, built around your existing dental practice CE opportunities through ADA C.E.R.P.-recognized programs No lab fees Company-paid malpractice insurance 401(k) retirement plan Visa and Green Card sponsorship w…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia2doUUpZRmk4UkdIazVtcmNFdzBfUSIsImkiOiI1NzU1NTMxMTIyIn0.D8_828U-wNqI9P2MnN5HaVwq4TiBjPK8FdYqmrCB4OM,-80.085328,Dentist (Endodontics),189886.25,https://www.adzuna.com/land/ad/5755531122?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=F265325799CA3DF563D74DC65BA77A5F1EC4C2E3,Creston Dental & Braces - a Benevis company,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Hartsville, Darlington County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Darlington County', 'Hartsville']",full_time
5755531140,13033.07,1,36.738338,2026-06-07T10:55:26Z,Adzuna::API::Response::Job,"Travel Stepdown RN Company: Fusion Medical Staffing Location: Facility in Farmington, New Mexico Job Details Fusion Medical Staffing is seeking a skilled Stepdown RN for a 13-week travel assignment in Farmington, New Mexico. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a Stepdown…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUzMTE0MCIsInMiOiJrZ2hRSllGaThSR0hrNW1yY0V3MF9RIn0.VG54VYJjLwYjAZMKDGY7PKr60wNfYfqT24Rvq2urRmA,-108.185431,Travel PCU Stepdown RN,13033.07,https://www.adzuna.com/land/ad/5755531140?se=kghQJYFi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=abfa41a4&v=17A6055BC7CEAC34ABB8AA430D38A8C4C08C8DCD,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Bisti, San Juan County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'San Juan County', 'Bisti']",full_time
