id,adref,redirect_url,longitude,created,latitude,salary_max,__CLASS__,salary_min,description,salary_is_predicted,title,location.area,location.display_name,location.__CLASS__,category.tag,category.label,category.__CLASS__,company.display_name,company.__CLASS__,contract_time,contract_type
5692123950,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOE9yTHNaQXk4UkdlTzR6R1NXR3k5USIsImkiOiI1NjkyMTIzOTUwIn0.OxOsMk1M1DmmjfMj_cN_h45wIOMnygCA_M7YINQyCAk,https://www.adzuna.com/land/ad/5692123950?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=5B34ABD32F76264A859F93C26B35552BB07D6408,-97.74916,2026-04-07T10:20:36Z,30.22015,75504.0,Adzuna::API::Response::Job,0.0,"Fusion Medical Staffing is seeking an experienced Pediatric Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Austin, TX. Shift: Inquire Start Date: ASAP Duration: 13 weeks Pay: $1452 / Week Travel PICU RN Company: Fusion Medical Staffing Location: Facility in Austin, Texas Job Details Fusion Medical Staffing is seeking a skilled PICU RN for a 13-week travel assignment in Austin, Texas. As a member of our team, you'll have the opportunity to make a positive impact on th…",0,Travel Nurse - RN - PICU - Pediatric Intensive Care Unit - $1452 / Week,"['US', 'Texas', 'Travis County', 'Travis Heights']","Travis Heights, Travis County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Fusion Medical Staffing,Adzuna::API::Response::Company,,
5692123980,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MjEyMzk4MCIsInMiOiI4T3JMc1pBeThSR2VPNHpHU1dHeTlRIn0.uo2H94jJOVmWy_53IvMUY-WozmXccfO60_54n0dTjcM,https://www.adzuna.com/land/ad/5692123980?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=8E3A6543C2FA758DA6A22E2D016028EB4315798A,-71.177733,2026-04-07T10:20:36Z,44.475301,112996.0,Adzuna::API::Response::Job,0.0,"Fusion Medical Staffing is seeking an experienced Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Berlin, NH. Shift: Inquire Start Date: 05/11/2026 Duration: 13 weeks Pay: $2173 / Week Travel ICU RN Company: Fusion Medical Staffing Location: Facility in Berlin, New Hampshire Job Details Fusion Medical Staffing is seeking a ICU RN for a 13-week travel assignment in Berlin, New Hampshire. As a member of our team, you'll have the opportunity to make a positive impact on …",0,Travel Nurse - Registered Nurse - ICU - Intensive Care Unit - $2173 / Week,"['US', 'New Hampshire', 'Coos County', 'Berlin']","Berlin, Coos County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Fusion Medical Staffing,Adzuna::API::Response::Company,,
5692123905,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOE9yTHNaQXk4UkdlTzR6R1NXR3k5USIsImkiOiI1NjkyMTIzOTA1In0.LTKkGNX6OV-w6yjY-g67EK7lg2hsJzZG32ZXkpsYJbU,https://www.adzuna.com/land/ad/5692123905?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=DF6FCED2AA0857BC7A95AE6F11B437FF0E5BBF38,-77.43654,2026-04-07T10:20:35Z,37.53947,31932.21,Adzuna::API::Response::Job,31932.21,"Medical Solutions is seeking an experienced Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Richmond, VA. Shift: 3x12 hr nights Start Date: ASAP Duration: 13 weeks A facility in Richmond, VA is seeking its next amazing RN (Registered Nurse) to work in ICU (Intensive Care Unit). Nurses and allied healthcare professionals are in high demand nationwide, and our team of industry-leading, traveler-favorite recruiters can get you where you want to go - personally and profes…",1,Travel Nurse - RN - ICU - Intensive Care Unit,"['US', 'Virginia', 'Richmond County', 'Richmond', 'Capitol']","Capitol, Richmond",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Medical Solutions,Adzuna::API::Response::Company,,
5692123903,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MjEyMzkwMyIsInMiOiI4T3JMc1pBeThSR2VPNHpHU1dHeTlRIn0.m5H8iYQBHd7VWot6iDUiwUZ2mCwL8SEpZTlIOSXsvbE,https://www.adzuna.com/land/ad/5692123903?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=592F6EB423B2E3DAD70A42155E2A6E3A0EEDA2FB,-118.290331,2026-04-07T10:20:35Z,34.169986,110304.0,Adzuna::API::Response::Job,0.0,"InSync Consulting Services is seeking an experienced Emergency Room Registered Nurse for an exciting Travel Nursing job in Glendale, CA. Shift: 3x12 hr days Start Date: 04/27/2026 Duration: 13 weeks Pay: $2121.24 / Week About InSync Consulting Services: InSync Consulting Services is a nationally recognized provider of clinical staffing and consulting solutions, dedicated to connecting highly skilled healthcare professionals with opportunities across the United States, including Alaska and Hawai…",0,Travel Nurse - RN - ER - Emergency Room - $2121.24 / Week - Hiring Now,"['US', 'California', 'Los Angeles County', 'Glendale']","Glendale, Los Angeles County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,InSync Consulting Services,Adzuna::API::Response::Company,,
5692123896,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MjEyMzg5NiIsInMiOiI4T3JMc1pBeThSR2VPNHpHU1dHeTlRIn0.IrkCCwqqnMwToo3rz6iM99c_-Laha9MKXtafAMHlv88,https://www.adzuna.com/land/ad/5692123896?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=0BFBDB03E9B1A07D88ED7C454B516BF2253F9864,-97.34148,2026-04-07T10:20:35Z,37.68978,103428.0,Adzuna::API::Response::Job,0.0,"Premier Medical Staffing Services, LLC is seeking an experienced Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Wichita, KS. Shift: 3x12 hr nights Start Date: 05/03/2026 Duration: 13 weeks Pay: $1989 / Week About Premier Medical Staffing Services, LLC: Welcome to Premier Medical Staffing Services At Premier Medical Staffing Services, we bridge the gap between exceptional healthcare professionals and the institutions that require their expertise. With a legacy rooted …",0,Travel Nurse - Registered Nurse - ICU - Intensive Care Unit - $1989 / Week,"['US', 'Kansas', 'Sedgwick County', 'Wichita']","Wichita, Sedgwick County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Premier Medical Staffing Services, LLC",Adzuna::API::Response::Company,,
5692123917,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MjEyMzkxNyIsInMiOiI4T3JMc1pBeThSR2VPNHpHU1dHeTlRIn0.bRQcWcDf1oIxM0u6CBYEkhWFxhAwiZUP2nREm6OFHoQ,https://www.adzuna.com/land/ad/5692123917?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=1101ACF31141A8FCA806618C3A14BB0DFDA36A16,-89.59006,2026-04-07T10:20:35Z,40.6932,123883.0,Adzuna::API::Response::Job,0.0,"Host Healthcare is seeking an experienced Neonatal Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Peoria, IL. Shift: Inquire Start Date: 04/27/2026 Duration: 13 weeks Pay: $2382.38 / Week About Host Healthcare: At Host Healthcare, we are dedicated to empowering the life and healthcare career you deserve. As a nurse, allied, or therapy professional, you will be matched to one of our responsive recruiters who will have your back throughout your journey. You will also b…",0,Travel Nurse - RN - NICU - Neonatal Intensive Care Unit - $2382.38 / Week - Hiring Now,"['US', 'Illinois', 'Peoria County', 'Peoria']","Peoria, Peoria County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Host Healthcare,Adzuna::API::Response::Company,,
5692123920,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MjEyMzkyMCIsInMiOiI4T3JMc1pBeThSR2VPNHpHU1dHeTlRIn0.Eu6IJVLmMCM9fjX9F67jT53DAhQJrArQuKG7lqxodS8,https://www.adzuna.com/land/ad/5692123920?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=CFFCC16990B6B31C34A88C64CDB67A361B71250C,-89.140636,2026-04-07T10:20:35Z,45.130012,104416.0,Adzuna::API::Response::Job,0.0,"Fusion Medical Staffing is seeking an experienced Emergency Room Registered Nurse for an exciting Travel Nursing job in Antigo, WI. Shift: Inquire Start Date: 04/27/2026 Duration: 13 weeks Pay: $2008 / Week Travel ER RN Company: Fusion Medical Staffing Location: Facility in Antigo, Wisconsin Job Details Fusion Medical Staffing is seeking a skilled ER RN for a 13-week travel assignment in Antigo, Wisconsin. As a member of our team, you'll have the opportunity to make a positive impact on the liv…",0,Travel Nurse - Registered Nurse - ER - Emergency Room - $2008 / Week,"['US', 'Wisconsin', 'Langlade County', 'Antigo']","Antigo, Langlade County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Fusion Medical Staffing,Adzuna::API::Response::Company,,
5692123897,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOE9yTHNaQXk4UkdlTzR6R1NXR3k5USIsImkiOiI1NjkyMTIzODk3In0.QJt8e3ZQfqFyairMrE0HYN07uKoUtzMfpIY-GsO25kM,https://www.adzuna.com/land/ad/5692123897?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=F7B42F9561BEACB3D5CD23C0A4ECCCFBA6D5ADB0,-117.259748,2026-04-07T10:20:35Z,33.613352,119652.0,Adzuna::API::Response::Job,0.0,"LRS Healthcare - Nursing is seeking an experienced Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Wildomar, CA. Shift: Inquire Start Date: ASAP Duration: 13 weeks Pay: $2301 / Week Ready to start your next travel adventure? LRS Healthcare offers a full benefits package, 24/7 support, and a responsive, traveler-first culture. What are you waiting for? Apply today! Qualifications: 2 year of recent experience in area of specialty preferred Valid license and/or certifica…",0,Travel Nurse - Registered Nurse - ICU - Intensive Care Unit - $2301 / Week,"['US', 'California', 'Riverside County', 'Wildomar']","Wildomar, Riverside County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,LRS Healthcare - Nursing,Adzuna::API::Response::Company,,
5692123929,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOE9yTHNaQXk4UkdlTzR6R1NXR3k5USIsImkiOiI1NjkyMTIzOTI5In0.g-0ZT5VB3P3JI64AN3bS1QEzvIYg-tn8HsqW65MpP4I,https://www.adzuna.com/details/5692123929?utm_medium=api&utm_source=abfa41a4,-75.518519,2026-04-07T10:20:35Z,41.33675,45003.2,Adzuna::API::Response::Job,45003.2,"*Join the Beacon Specialized Living Services Team: Make a Real Impact *Are you looking for a meaningful career where you can make a difference in the lives of others? Do you have a passion for supporting individuals with intellectual and developmental disabilities, mental health challenges, and autism? If so, it’s time to LEAP forward in your career at Beacon Specialized Living Services At Beacon, we’re dedicated to providing exceptional care and support to individuals, empowering them to live …",1,Direct Support Professional - Joni,"['US', 'Pennsylvania', 'Lackawanna County', 'Moscow']","Moscow, Lackawanna County",Adzuna::API::Response::Location,social-work-jobs,Social work Jobs,Adzuna::API::Response::Category,Beacon Specialized Living,Adzuna::API::Response::Company,,
5692123886,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOE9yTHNaQXk4UkdlTzR6R1NXR3k5USIsImkiOiI1NjkyMTIzODg2In0.wYqkvAqL6wBCYYVhGYNv-p-4OMQ3RR-hbuvSrHBuvmg,https://www.adzuna.com/land/ad/5692123886?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=73E9D3B6C7DDA30D911E5AC29DBFBED561C22D74,-88.37418,2026-04-07T10:20:35Z,44.2926,149111.0,Adzuna::API::Response::Job,0.0,"TRS Healthcare is seeking an experienced Cardiac Cath Lab Registered Nurse for an exciting Travel Nursing job in Appleton, WI. Shift: 5x8 hr days Start Date: 04/20/2026 Duration: 13 weeks Pay: $2867.52 / Week TRS Healthcare is seeking a Registered Nurse that is licensed in WI to work in the specialty area of Radiology - Cardiac Cath Lab. (Compact license acceptable) This is a 13 week assignment The shift is 8 Hour days. The start date for this assignment is 04/20/2026 The Registered Nurse assum…",0,Travel Nurse - RN - Cardiac Cath Lab - $2867.52 / Week,"['US', 'Wisconsin', 'Outagamie County', 'Grand Chute']","Grand Chute, Outagamie County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,TRS Healthcare,Adzuna::API::Response::Company,,
5692123923,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MjEyMzkyMyIsInMiOiI4T3JMc1pBeThSR2VPNHpHU1dHeTlRIn0.faIgUllVA0RhH3TlDu19kAv6KLG3MuwnjBldU_TXqiA,https://www.adzuna.com/land/ad/5692123923?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=F66A1F830F463EFEFA683BA1F924C3933DA27489,-80.215929,2026-04-07T10:20:35Z,36.103638,100464.0,Adzuna::API::Response::Job,0.0,"LRS Healthcare - Nursing is seeking an experienced Cardiovascular Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Winston-Salem, NC. Shift: Inquire Start Date: 04/06/2026 Duration: 13 weeks Pay: $1932 / Week Ready to start your next travel adventure? LRS Healthcare offers a full benefits package, 24/7 support, and a responsive, traveler-first culture. What are you waiting for? Apply today! Qualifications: 2 year of recent experience in area of specialty preferred Vali…",0,Travel Nurse - Registered Nurse - CVICU - Cardiovascular Intensive Care Unit - $1932 / Week,"['US', 'North Carolina', 'Forsyth County', 'Winston Salem']","Winston Salem, Forsyth County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,LRS Healthcare - Nursing,Adzuna::API::Response::Company,,
