latitude,description,created,contract_type,salary_is_predicted,__CLASS__,salary_max,longitude,adref,id,contract_time,title,redirect_url,salary_min,location.area,location.__CLASS__,location.display_name,category.tag,category.__CLASS__,category.label,company.__CLASS__,company.display_name
35.960508,"CDL-A TRUCK DRIVER KNOXVILLE - NEW OPENING! FirstFleet Knoxville TN has local operation, dedicated transport of bakery goods within a 250 mile radius of Knoxville. 20  year customer Job/Pay Home Daily $1,100-$1,400 weekly average Driver unload and drop/hook Scheduled Increases BENEFITS Medical, Dental, Vision and Hearing Matching 401(k) Retirement Pan 40 hours of PTO after 90 days Short-term and Long-term Disability Life Insurance Weekly Pay - Direct Deposit Quarterly Safety Bonus Program Quart…",2026-04-26T09:40:56Z,,0,Adzuna::API::Response::Job,62400.0,-83.919508,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTA2NDU1NSIsInMiOiI0dktzUTNsQjhSRzYwcF9mVVNkWWxBIn0.LJ6S6vY91hFU5cHkQIg01JTL1m0qtBRb96FP_tDbpGg,5711064555,,CDL A Driver - Home Daily,https://www.adzuna.com/land/ad/5711064555?se=4vKsQ3lB8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=23B149AEFE834FD1C04320DB0D45C84302FC6843,62400.0,"['US', 'Tennessee', 'Knox County', 'Knoxville']",Adzuna::API::Response::Location,"Knoxville, Knox County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,FirstFleet Inc
39.739331,CDL A Driver needed- Starting at 0.635 - 0.70CPM FirstFleet Dedicated Operations running bread loads for Flowers Bakery Medical Benefits Start at $15.00 per week 1500 weekly average pay Weekly Pay Set Schedule Quarterly Safety & Fuel Bonus program $0.635 - $0.70 / Mile Stop pay This is TOUCH FREIGHT- paid per tray to unload mountain spec tractors with automatic chains. 5 days on / 2 days off (split days off) Am and Afternoon Dispatch times,2026-04-26T09:40:55Z,,0,Adzuna::API::Response::Job,78000.0,-104.862975,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNHZLc1EzbEI4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzExMDY0NTI0In0.8zK6L7POTxcgDDZlU6aY417O90sVlpuHWjdleWiXLPw,5711064524,,CDL A Truck Driver- Home Daily-1500/week,https://www.adzuna.com/land/ad/5711064524?se=4vKsQ3lB8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=409EB396E843503866B6CCFE904F8DDA9F6F63E4,78000.0,"['US', 'Colorado', 'Arapahoe County', 'Aurora']",Adzuna::API::Response::Location,"Aurora, Arapahoe County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,FirstFleet Inc
37.192547,"CDL-A DRIVER - $75k to 83k 1st year. $4500 sign on bonus paid in weekly installments for 6 months. We NOW ACCEPT drivers with 6 months of experience (most have graduated from one of our accredited schools). Call for details. Melissa 615-590-5475 WE HIRE BASED ON YOUR PREVIOUS VERIFIED DRIVING EXPERIENCE .60CPM - .63CPM based on driving experience  Stop pay, drop/hook pay, detention pay, breakdown pay, and much more. Dedicated Roundtrip Routes (OH, IN, KY, SC, VA, TN, AR, TX, MI, MS, LA, IL and …",2026-04-26T09:40:55Z,,0,Adzuna::API::Response::Job,85000.0,-86.267755,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTA2NDUzOCIsInMiOiI0dktzUTNsQjhSRzYwcF9mVVNkWWxBIn0.8VsUpFLNSRLRrqzO9yUTDA-vN1nCFMZaroPIQlXeGs4,5711064538,,CDL A Regional Truck Driver - $75k -83k,https://www.adzuna.com/land/ad/5711064538?se=4vKsQ3lB8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=5D7F4FE41B41BC0609F7BC4AC16E5176315D4C13,85000.0,"['US', 'Kentucky', 'Edmonson County', 'Brownsville']",Adzuna::API::Response::Location,"Brownsville, Edmonson County",travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Adzuna::API::Response::Company,FirstFleet Inc
34.850555,"CDL-A TRUCK DRIVER - Weekly average $1,550 FirstFleet Inc. Anderson operation delivers bakery products to various stores in SC, NC, GA, AL, KY, IN AND VA. 20  year customer. Home every other day. Our office is located @ 733 Hampton Road, Williamston SC PAY $0.53 Per Mile (HUB Miles) $1550 Weekly Average - Direct deposit JOB Consistent dedicated freight 7 day operation 24 hour dispatch/WEEKENDS REQUIRED mix of local and overnight routes BENEFITS Medical, Dental, Vision and Hearing PLANS STARTING…",2026-04-26T09:40:55Z,,1,Adzuna::API::Response::Job,48816.19,-82.394,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTA2NDUzMiIsInMiOiI0dktzUTNsQjhSRzYwcF9mVVNkWWxBIn0.jLogo1_4iBH24yO-Mnfx4uVRxwOo3COnmeG6SW8XaBo,5711064532,,CDL-A COMPANY DRIVER,https://www.adzuna.com/land/ad/5711064532?se=4vKsQ3lB8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=3396D8DCAD81DAD0336BA8098A45E504992A8555,48816.19,"['US', 'South Carolina', 'Greenville County', 'Greenville']",Adzuna::API::Response::Location,"Greenville, Greenville County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,FirstFleet Inc
40.298672,"CDL A Truck Driver Home Daily- 6K SIGN ON BONUS paid in 5 months FirstFleet Delaware OH dedicated local operation delivers Palletized Roundtrip Loads within a 250-mile radius. Home Daily . Good news, FirstFleet in Delaware Oh is now excepting Newer CDL holders with 6 months experience. You must have graduated from a preferred Road Master School! If you would like to chat about this to see if you qualify call Sheri at 319-465-9135 $1400 Minimum Guarantee for the 1st 60 days PAY Pay Rate based on…",2026-04-26T09:40:55Z,,0,Adzuna::API::Response::Job,72800.0,-83.067965,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTA2NDUxOSIsInMiOiI0dktzUTNsQjhSRzYwcF9mVVNkWWxBIn0.mlSvHSRCA5Rl8qCF82gg1CD1w8Y0vNar76kA6slzjF4,5711064519,,CDL A Driver-Home daily-6k sign on bonus,https://www.adzuna.com/land/ad/5711064519?se=4vKsQ3lB8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=85838E6DBEE4A169A133B4341D52AD253BD936DC,72800.0,"['US', 'Ohio', 'Delaware County', 'Delaware']",Adzuna::API::Response::Location,"Delaware, Delaware County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,FirstFleet Inc
42.348495,"CDL A LOCAL TRUCK DRIVER - $1300 PER WEEK FirstFleet Romulus: Day Cabs - Home Daily delivering palletized loads to stores. 1 year tractor trailer experience required PAY $1200 to $1400 Weekly Average 0.52CPM Stop pay 32.50 for the first stop and 24.00 for every stop after that, 6-8 stops per day avg. $1200 Minimum Weekly Guarantee (1st 60 Days) Multi Run & Extra Day Bonuses Stop Pay Safety & Fuel Bonus Programs JOB Home Daily Must work Nights and Weekends Palletized Loads Call/Text Sheri @ 319-…",2026-04-26T09:40:55Z,,0,Adzuna::API::Response::Job,67600.0,-83.0603,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNHZLc1EzbEI4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzExMDY0NTM3In0.t8uZH_g-pEUr9M0aZZLuAVc7xzDPhl3v9wjICQEXpgg,5711064537,,CDL A Local Truck Driver,https://www.adzuna.com/land/ad/5711064537?se=4vKsQ3lB8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=9C22FEA7E26A26152A44D2C04E196C81DF0E6B8D,67600.0,"['US', 'Michigan', 'Wayne County', 'Detroit']",Adzuna::API::Response::Location,"Detroit, Wayne County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,FirstFleet Inc
39.75,CDL A Driver needed- Starting at 0.635 - 0.70CPM FirstFleet Dedicated Operations running bread loads for Flowers Bakery Medical Benefits Start at $15.00 per week 1500 weekly average pay Weekly Pay Set Schedule Quarterly Safety & Fuel Bonus program $0.635 - $0.70 / Mile Stop pay This is TOUCH FREIGHT- paid per tray to unload mountain spec tractors with automatic chains. 5 days on / 2 days off (split days off) Am and Afternoon Dispatch times,2026-04-26T09:40:55Z,,0,Adzuna::API::Response::Job,78000.0,-104.99,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTA2NDUyMyIsInMiOiI0dktzUTNsQjhSRzYwcF9mVVNkWWxBIn0.5qINe8v85GDIsEKviGjZDYKKo4u5PTpmkMVpmnYVO5A,5711064523,,CDL A Truck Driver- Home Daily-1500/week,https://www.adzuna.com/land/ad/5711064523?se=4vKsQ3lB8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=473DD4473B482EBBB928DBFE1A3DF387BC6D6BA8,78000.0,"['US', 'Colorado', 'Denver']",Adzuna::API::Response::Location,"Denver, Colorado",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,FirstFleet Inc
36.516546,"CDL-A DRIVER - $75k to 83k 1st year. $4500 sign on bonus paid in weekly installments for 6 months. We NOW ACCEPT drivers with 6 months of experience (most have graduated from one of our accredited schools). Call for details. Melissa 615-590-5475 WE HIRE BASED ON YOUR PREVIOUS VERIFIED DRIVING EXPERIENCE .60CPM - .63CPM based on driving experience  Stop pay, drop/hook pay, detention pay, breakdown pay, and much more. Dedicated Roundtrip Routes (OH, IN, KY, SC, VA, TN, AR, TX, MI, MS, LA, IL and …",2026-04-26T09:40:55Z,,0,Adzuna::API::Response::Job,85000.0,-87.32203,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTA2NDU0MyIsInMiOiI0dktzUTNsQjhSRzYwcF9mVVNkWWxBIn0.r_y0TDBDYVG8-egUZWzto-aES_x9YPtq3AIZXWyapbA,5711064543,,CDL A Regional Truck Driver - $75k -83k,https://www.adzuna.com/land/ad/5711064543?se=4vKsQ3lB8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=92CB7F66336AAFB90A71FB735604F7CE1D6847A1,85000.0,"['US', 'Tennessee', 'Montgomery County', 'Clarksville']",Adzuna::API::Response::Location,"Clarksville, Montgomery County",travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Adzuna::API::Response::Company,FirstFleet Inc
35.09289,"FirstFleet is a national dedicated carrier with 2600 trucks. Our CLEVELAND, TN location is looking for ESTABLISHED TEAMS BE SURE TO APPLY TO LOCATION (CLEVELAND, TN 005) FOR THIS POSITION. Dedicated Daily Team Routes from Cleveland, TN to Virginia. Park at/close to home in your area. You will be Home twice a week! Delivering dedicated, palletized freight to our customer supermarket chain. $5000.00 sign on bonus - each driver NEW PAY PACKAGE Regular Team @ $76 / Split Special Team @ $.64 / Split…",2026-04-26T09:40:55Z,,1,Adzuna::API::Response::Job,78860.02,-84.915456,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNHZLc1EzbEI4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzExMDY0NTI5In0.MHBSLGWIfhZOWof2NeevTmrFWAY_-eDmcPB27tAue58,5711064529,,CDL A Team Truck Drivers-Dedicated,https://www.adzuna.com/land/ad/5711064529?se=4vKsQ3lB8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=928B0BEBCAAFAB81E330E3880F4700204A8F4A34,78860.02,"['US', 'Tennessee', 'Bradley County', 'Cleveland']",Adzuna::API::Response::Location,"Cleveland, Bradley County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,FirstFleet Inc
44.097851,"HOME DAILY CDL-A DRIVERS - $1,400-$2,100 week FirstFleet Lewiston, ME provides dedicated delivery of bakery goods within a 250-mile radius Pay $1,500-$2,100 weekly average for driver unload $1,400 - $1,600 weekly average for drop/hook JOB Local Operation - Home Daily Dedicated assigned routes available Drop/Hook Off Monday/Friday or Tuesday/Saturday Dispatch determined by the route assigned Driver unload Off Tuesday and Saturday Dispatch 2pm-6pm Late model AUTOMATIC Daycabs BENEFITS Medical, De…",2026-04-26T09:40:55Z,,0,Adzuna::API::Response::Job,83200.0,-70.231166,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNHZLc1EzbEI4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzExMDY0NTI1In0.Qzmr1LdNyt3SpP0VKN6CGQPxoJorrQY5oQugw-f2SjU,5711064525,,CDL-A DRIVER - HOME DAILY-$1400/weekly,https://www.adzuna.com/land/ad/5711064525?se=4vKsQ3lB8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=C433C62D6E69E9A373902EEABF5B2245142F130E,83200.0,"['US', 'Maine', 'Androscoggin County', 'Auburn']",Adzuna::API::Response::Location,"Auburn, Androscoggin County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,FirstFleet Inc
33.755711,"CDL-A DRIVER - $75k to 83k 1st year. $4500 sign on bonus paid in weekly installments for 6 months. We NOW ACCEPT drivers with 6 months of experience (most have graduated from one of our accredited schools). Call for details. Melissa 615-590-5475 WE HIRE BASED ON YOUR PREVIOUS VERIFIED DRIVING EXPERIENCE .60CPM - .63CPM based on driving experience  Stop pay, drop/hook pay, detention pay, breakdown pay, and much more. Dedicated Roundtrip Routes (OH, IN, KY, SC, VA, TN, AR, TX, MI, MS, LA, IL and …",2026-04-26T09:40:55Z,,0,Adzuna::API::Response::Job,85000.0,-84.388372,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNHZLc1EzbEI4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzExMDY0NTM5In0.iBoteGNf0muHQBrwE7jAvg1hGYBzdKg9gZmTZVg2tHY,5711064539,,CDL A Regional Truck Driver - $75k -83k,https://www.adzuna.com/land/ad/5711064539?se=4vKsQ3lB8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=ADE7505A13CFD9D2614CCA46B5172F98669423C0,85000.0,"['US', 'Georgia', 'Fulton County', 'Atlanta']",Adzuna::API::Response::Location,"Atlanta, Fulton County",travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Adzuna::API::Response::Company,FirstFleet Inc
