contract_time,salary_max,salary_is_predicted,created,adref,__CLASS__,description,title,salary_min,latitude,redirect_url,longitude,id,company.__CLASS__,company.display_name,category.__CLASS__,category.tag,category.label,location.area,location.display_name,location.__CLASS__,contract_type
,52000.0,0,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzg5NDAzMiIsInMiOiJwdjJWUnZwRzhSR3BfN2RNTXE1S0pBIn0.favpIXXRdiJ5ctpaZZaW2ggZngzrqlJVjvroYmJ6iJQ,Adzuna::API::Response::Job,"CDL-A DRIVER JAMESTOWN NC FirstFleet Jamestown,NC NEW OPENING! Dedication transport of bakery goods within a 250-mile radius of Jamestown, NC. 20  year customer PAY $1,000 - $1,200 Weekly Average Detention Pay after 1 hour Scheduled Increases JOB Floater driver Drop/hook routes to include those gone over night Local routes - driver unload Dispatch depends on the assigned route Dedicated route available Applicants must have no less than 1 year experience BENEFITS Medical, Dental, Vision and Hear…",CDLA LOCAL TRUCK DRIVER,52000.0,35.962318,https://www.adzuna.com/details/5717894032?utm_medium=api&utm_source=abfa41a4,-79.975221,5717894032,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'North Carolina', 'Guilford County', 'High Point']","High Point, Guilford County",Adzuna::API::Response::Location,
,72800.0,0,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHYyVlJ2cEc4UkdwXzdkTU1xNUtKQSIsImkiOiI1NzE3ODk0MDIzIn0.t9LrZf8xuk00k23kCzRLwhL5ehX8Il2OxLtVwk1aDcM,Adzuna::API::Response::Job,CDL CLASS A TRUCK DRIVER - LOCAL | HOME DAILY | NO-TOUCH FREIGHT FirstFleet: Shakopee & Fridley is seeking reliable CDL Class A drivers for local routes hauling corrugated paper products. This is a local position with daily home time and 100% no-touch freight. PAY $1400 to $1700 Weekly Average FRIDLEY - No Openings Monday - Friday (Home Daily) $25 Per Hour and $37.50 OT No Touch Freight SHAKOPEE - 2 Openings Monday - Friday (Home Daily) 1st Shift (Starting around 6am to 8am) $25 Per Hour and $3…,CDL A Local Truck Driver - Home Daily,72800.0,44.798019,https://www.adzuna.com/details/5717894023?utm_medium=api&utm_source=abfa41a4,-93.526899,5717894023,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Minnesota', 'Scott County', 'Shakopee']","Shakopee, Scott County",Adzuna::API::Response::Location,
,48816.19,1,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzg5NDAxMiIsInMiOiJwdjJWUnZwRzhSR3BfN2RNTXE1S0pBIn0.RSRZ4j_mxCBajfmgtwYb8AW55ENW8ypmaLhN5Yo3BhQ,Adzuna::API::Response::Job,"CDL-A TRUCK DRIVER - Weekly average $1,550 FirstFleet Inc. Anderson operation delivers bakery products to various stores in SC, NC, GA, AL, KY, IN AND VA. 20  year customer. Home every other day. Our office is located @ 733 Hampton Road, Williamston SC PAY $0.53 Per Mile (HUB Miles) $1550 Weekly Average - Direct deposit JOB Consistent dedicated freight 7 day operation 24 hour dispatch/WEEKENDS REQUIRED mix of local and overnight routes BENEFITS Medical, Dental, Vision and Hearing PLANS STARTING…",CDL-A COMPANY DRIVER,48816.19,34.850555,https://www.adzuna.com/details/5717894012?utm_medium=api&utm_source=abfa41a4,-82.394,5717894012,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'South Carolina', 'Greenville County', 'Greenville']","Greenville, Greenville County",Adzuna::API::Response::Location,
,31011.27,1,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzg5NDAzMCIsInMiOiJwdjJWUnZwRzhSR3BfN2RNTXE1S0pBIn0._sdLsi5yutiPMg8FTttHQTbm9N4B7OVPWpYYaIqvq7k,Adzuna::API::Response::Job,"CDL-A TRUCK DRIVER COLUMBUS, GA *HOME DAILY * FULL- TIME: Monday - Friday. FirstFleet Inc. has a position open at our Columbus, GA International Paper account (drop/hook or live unload) *$900 (guarantee) - $1000 per week under conditions you are available to work and not on PTO. *8-11 hour days Monday-Friday (Saturday duty required once a month). *Cover deliveries within a 200 mile radius in GA/AL delivering International Paper product (2 loads a day either drop/hook or live unload) *ONE YEAR v…",CDL-A Local Driver Full-Time Columbus GA,31011.27,32.570889,https://www.adzuna.com/details/5717894030?utm_medium=api&utm_source=abfa41a4,-84.73125,5717894030,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Georgia', 'Muscogee County', 'Columbus']","Columbus, Muscogee County",Adzuna::API::Response::Location,
,78000.0,0,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzg5Mzk5NiIsInMiOiJwdjJWUnZwRzhSR3BfN2RNTXE1S0pBIn0.ijIDTmvjNMy4kGAIIk2d8pb7nXdgHE1xXC2AQzb3eTA,Adzuna::API::Response::Job,CDL A Driver needed- Starting at 0.635 - 0.70CPM FirstFleet Dedicated Operations running bread loads for Flowers Bakery Medical Benefits Start at $15.00 per week 1500 weekly average pay Weekly Pay Set Schedule Quarterly Safety & Fuel Bonus program $0.635 - $0.70 / Mile Stop pay This is TOUCH FREIGHT- paid per tray to unload mountain spec tractors with automatic chains. 5 days on / 2 days off (split days off) Am and Afternoon Dispatch times,CDL A Truck Driver- Home Daily-1500/week,78000.0,39.489446,https://www.adzuna.com/details/5717893996?utm_medium=api&utm_source=abfa41a4,-104.768772,5717893996,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Colorado', 'Douglas County', 'Parker']","Parker, Douglas County",Adzuna::API::Response::Location,
,78000.0,0,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzg5NDAxMyIsInMiOiJwdjJWUnZwRzhSR3BfN2RNTXE1S0pBIn0.MktmimC5UAZagD2QpylFb977_uYszehoxZej0i4pc_A,Adzuna::API::Response::Job,"CDL CLASS A TRUCK DRIVER - LOCAL | HOME DAILY | NO-TOUCH FREIGHT FirstFleet: Manitowoc, WI is seeking reliable CDL Class A drivers for local routes hauling corrugated paper products. This is a local position with daily home time and 100% no-touch freight. PAY $25.25 Hourly & $37.87 Overtime (Weekly Avg. $1500 - $1600) JOB Deliveries within 250 mile radius Local operation - Home Daily 2nd Shift Available (Start Time is 6pm) Monday - Friday Mostly drop and hook BENEFITS Medical, Dental, Vision an…",CDL A Local Truck Driver - Home Daily,78000.0,44.088606,https://www.adzuna.com/details/5717894013?utm_medium=api&utm_source=abfa41a4,-87.657584,5717894013,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Wisconsin', 'Manitowoc County', 'Manitowoc']","Manitowoc, Manitowoc County",Adzuna::API::Response::Location,
,62400.0,0,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHYyVlJ2cEc4UkdwXzdkTU1xNUtKQSIsImkiOiI1NzE3ODkzOTk5In0.F7BSP4pig7apNO0odQfW7EJ5RBDnlzkDoOLVxnPlMmc,Adzuna::API::Response::Job,"CDL CLASS A TRUCK DRIVER - LOCAL | HOME DAILY | NO-TOUCH FREIGHT FirstFleet: Austin, MN is seeking reliable CDL Class A drivers for local routes hauling corrugated paper products. This is a local position with daily home time and 100% no-touch freight. PAY / DETAILS $1,200 Weekly Average Monday - Friday $0.51 plus Stop Pay $0.58 on Loads less than 150 Miles Roundtrip Hourly Pay on Certain Loads ($20.75) Complete an application at www.firstfleetinc.com BENEFITS Medical, Dental, Vision and Hearin…",CDL A Local Driver - HOME DAILY,62400.0,43.66663,https://www.adzuna.com/details/5717893999?utm_medium=api&utm_source=abfa41a4,-92.974637,5717893999,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Minnesota', 'Mower County', 'Austin']","Austin, Mower County",Adzuna::API::Response::Location,
,85000.0,0,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHYyVlJ2cEc4UkdwXzdkTU1xNUtKQSIsImkiOiI1NzE3ODk0MDE4In0.8e_6C79YwKwhYGHAGzp_ddNwgQSz5mweOM9zb7SAPB4,Adzuna::API::Response::Job,"CDL-A DRIVER - $75k to 83k 1st year. $4500 sign on bonus paid in weekly installments for 6 months. We NOW ACCEPT drivers with 6 months of experience (most have graduated from one of our accredited schools). Call for details. Melissa 615-590-5475 WE HIRE BASED ON YOUR PREVIOUS VERIFIED DRIVING EXPERIENCE .60CPM - .63CPM based on driving experience  Stop pay, drop/hook pay, detention pay, breakdown pay, and much more. Dedicated Roundtrip Routes (OH, IN, KY, SC, VA, TN, AR, TX, MI, MS, LA, IL and …",CDL A Regional Truck Driver - $75k -83k,85000.0,37.192547,https://www.adzuna.com/details/5717894018?utm_medium=api&utm_source=abfa41a4,-86.267755,5717894018,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,"['US', 'Kentucky', 'Edmonson County', 'Brownsville']","Brownsville, Edmonson County",Adzuna::API::Response::Location,
,65000.0,0,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzg5NDAzMSIsInMiOiJwdjJWUnZwRzhSR3BfN2RNTXE1S0pBIn0.Iav0-MsmvEViDDYFbmFu7OGEM1fDgzdzfYQc_h2HNAw,Adzuna::API::Response::Job,"CDL-A TRUCK DRIVER NEEDED FOR OUR TUCKER, GA LOCATION - HOME DAILY $1250 Average Weekly 40 hours of PTO after 90 days FirstFleet Inc. CDL-A LOCAL DRIVER-TUCKER GA with our customer Flowers Baking dedicated transport of bakery products*One Year TT Experience*No Touch Freight* *Dispatch Window 3AM-7AM*OFF Days: SUN&WED or MON&TUES or MON&THUR/weekends required*40 hours PTO after 90 days*TT Parking in Suwanee*Quarterly Safety & Fuel Bonus. CALL/TEXT/PULSEMSG Merri@629-295-5475 Please submit a comp…",CDL A Local Truck Driver Tucker GA,65000.0,33.854548,https://www.adzuna.com/details/5717894031?utm_medium=api&utm_source=abfa41a4,-84.217142,5717894031,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Georgia', 'DeKalb County', 'Tucker']","Tucker, DeKalb County",Adzuna::API::Response::Location,
,52000.0,0,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzg5NDAwMyIsInMiOiJwdjJWUnZwRzhSR3BfN2RNTXE1S0pBIn0.3RPtTEN5TLz921jL5EduvvPGO2TRO8mS4VgCLHWgJ2w,Adzuna::API::Response::Job,"CDL A LOCAL Truck Driver FirstFleets Stevenson, AL location is hiring for Local CDL A Truck Drivers PAY $1100  weekly average Rotating dispatch times 5 days on/2 off (Sats as needed) Quartely safety bonus JOB Local operation Day Shift position available BENEFITS Medical, Dental, Vision and Hearing Matching 401(k) Retirement Pan Paid Time off Short- and Long-term Disability Life Insurance Weekly Pay - Direct Deposit Quarterly Safety Bonus Program Quarterly Fuel Efficiency Bonus Program Holiday B…",CDL A Truck Drivers Home Daily,52000.0,34.868693,https://www.adzuna.com/details/5717894003?utm_medium=api&utm_source=abfa41a4,-85.83942,5717894003,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Alabama', 'Jackson County', 'Stevenson']","Stevenson, Jackson County",Adzuna::API::Response::Location,
,78081.52,1,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHYyVlJ2cEc4UkdwXzdkTU1xNUtKQSIsImkiOiI1NzE3ODk0MDIxIn0.AzcQXb2F1K6Ie4ZIx_UwsTRzj6c1Q-8kHmD8X28Mnu8,Adzuna::API::Response::Job,"JOB DESCRIPTION CDL A LOCAL drivers needed - $2500 Sign on bonus FirstFleet Dalton GA operation delivers corrugated sheets to NC, SC, GA, TN, and AL. No touch freight. LIMITED WAIT TIME. Looking for: HOME DAILY Drivers working Monday- Friday will be assigned a Day Cab. JOB $230 / min per day conditional guaranteed pay Local Operation Home Daily Drop & Hook at most locations Limited wait time Late model Volvo, International, and Pete's For immediate consideration contact Melissa at 615-590-5475 …",CDL A Local Truck Driver Home Everyday,78081.52,34.759532,https://www.adzuna.com/details/5717894021?utm_medium=api&utm_source=abfa41a4,-85.005494,5717894021,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Georgia', 'Whitfield County', 'Dalton']","Dalton, Whitfield County",Adzuna::API::Response::Location,
,62400.0,0,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzg5NDAwNyIsInMiOiJwdjJWUnZwRzhSR3BfN2RNTXE1S0pBIn0.mwEgzUIBNxfgjaqX1lRpfANFlohSZkcEmMj5tHmpCy8,Adzuna::API::Response::Job,"CDL A LOCAL TRUCK DRIVER FirstFleets Athens, AL location is hiring for a LOCAL CDL A Driver. PAY $1400 weekly average Lane pay while local Quarterly Safety and fuel bonus JOB Mainly drop and hook 2-3 loads per day 5 Days on / 2 Days off (Sat work as needed) Home daily Part Time Casual positions available as well Weekend or through the week assigned tractors BENEFITS Medical, Dental, Vision and Hearing PTO days Short- and Long-term Disability Life Insurance Weekly Pay - Direct Deposit Quarterly …",CDL A Local Truck Driver $1200 per week,62400.0,34.765786,https://www.adzuna.com/details/5717894007?utm_medium=api&utm_source=abfa41a4,-87.108167,5717894007,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Alabama', 'Limestone County', 'Athens']","Athens, Limestone County",Adzuna::API::Response::Location,
,62400.0,0,2026-05-03T10:11:05Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzg5NDAzNCIsInMiOiJwdjJWUnZwRzhSR3BfN2RNTXE1S0pBIn0.QUGlsXaI38_KvinrunjX6aqC4DGYnDqHx9cyuQvsFkI,Adzuna::API::Response::Job,"Firstfleet of San Antionio is hiring a few drivers for CDL- A Home Daily Truck Driver position. Must live in the San Antonio area, zip 78219. Must have a safe driving record with stable work history. Job Details: Routes: Roundtrip loads to grocery warehouses within a 250-mile radius. Home Time: Home every day dedicated schedule with a choice of Tuesday/ Wednesday off or Wednesday/Thursday off. Dispatch: Between 0800 and 1200 hrs. Work Schedule: 5 days on / 2 days off. (Tues/Wed or Wed/Thurs off…",CDL A Truck Driver - Home Daily,62400.0,29.46357,https://www.adzuna.com/details/5717894034?utm_medium=api&utm_source=abfa41a4,-98.522671,5717894034,Adzuna::API::Response::Company,FirstFleet Inc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Texas', 'Bexar County', 'San Antonio']","San Antonio, Bexar County",Adzuna::API::Response::Location,
