longitude,salary_min,salary_max,salary_is_predicted,latitude,created,description,__CLASS__,title,id,adref,redirect_url,contract_time,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,category.label,category.tag,category.__CLASS__,contract_type
-75.940518,105629.78,105629.78,1,40.353724,2026-05-10T09:37:55Z,"Thriveworks is currently seeking Licensed Clinical Social Workers to provide a mix of telehealth and face-to-face sessions in Reading, PA. This role is eligible for a competitive ramp stipend for clinicians offering 30 hours of availability per week. At Thriveworks, we’re not just growing a practice—we’re building a movement to transform mental health care. Founded and led by clinicians, we understand what it takes to support our team so they can focus on what they do best: delivering exception…",Adzuna::API::Response::Job,Clinical Social Worker - Fee For Service,5725163585,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUQtMmxYdE04UkdIWTliQTNZZkl4USIsImkiOiI1NzI1MTYzNTg1In0.vSwtffkvMAhgDSLApeRIZd3EwqwqJ58hSSmbd7S_xK8,https://www.adzuna.com/land/ad/5725163585?se=eD-2lXtM8RGHY9bA3YfIxQ&utm_medium=api&utm_source=abfa41a4&v=CD0A1A5D69EBEA8A9608113F488040BB0A09683E,,Thriveworks,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Berks County', 'Reading']","Reading, Berks County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-74.938414,72255.97,72255.97,1,40.105227,2026-05-10T09:37:55Z,"Thriveworks is currently seeking Licensed Clinical Social Workers to provide a mix of telehealth and face-to-face sessions in Bensalem, PA. At Thriveworks, we’re not just growing a practice—we’re building a movement to transform mental health care. Founded and led by clinicians, we understand what it takes to support our team so they can focus on what they do best: delivering exceptional care. Thriveworks is a trusted mental health provider with 340 locations and a nationwide hybrid care model.…",Adzuna::API::Response::Job,Clinical Social Worker - Fee For Service,5725163592,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUQtMmxYdE04UkdIWTliQTNZZkl4USIsImkiOiI1NzI1MTYzNTkyIn0.Ms0Oghv568I5SMpvg4EGLIGhfhhyT4Rqnh4Ptp0Vck8,https://www.adzuna.com/land/ad/5725163592?se=eD-2lXtM8RGHY9bA3YfIxQ&utm_medium=api&utm_source=abfa41a4&v=AA91FA31FEA5E5001F5E9DED01A9E1430142F3C3,,Thriveworks,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Bucks County', 'Bensalem']","Bensalem, Bucks County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-96.212807,61013.61,61013.61,1,43.654136,2026-05-10T09:37:54Z,"Avera McKennan Hospital Work Shift: Primarily days with rotating weekends and holidays (United States of America) The pay range for this position is listed below. Hours are 8-5pm, lunch 12-1pm, every 4th weekend and 1/2 holidays/year. May be eligible for a $15,000 sign on bonus with a 3 year commitment Student Loan Repayment: This position may be eligible for Avera’s Student Loan Repayment Program, which helps you pay off your loans and save money. Each month an extra payment of $167 (up to $10…",Adzuna::API::Response::Job,Full Time Physiatrist Needed,5725163583,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUQtMmxYdE04UkdIWTliQTNZZkl4USIsImkiOiI1NzI1MTYzNTgzIn0.ZZzuRaELtW8R1sk1S8uFYyABtXttyWeXdhrKNruInuw,https://www.adzuna.com/land/ad/5725163583?se=eD-2lXtM8RGHY9bA3YfIxQ&utm_medium=api&utm_source=abfa41a4&v=D0850757891A84B2A6984B994238E3973927F23D,part_time,Avera Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Rock County', 'Luverne']","Luverne, Rock County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-96.212807,76572.74,76572.74,1,43.654136,2026-05-10T09:37:31Z,"Avera McKennan Hospital Work Shift: Primarily days with rotating weekends and holidays (United States of America) The pay range for this position is listed below. Hours are 8-5pm, lunch 12-1pm, every 4th weekend and 1/2 holidays/year. May be eligible for a $15,000 sign on bonus with a 3 year commitment Student Loan Repayment: This position may be eligible for Avera’s Student Loan Repayment Program, which helps you pay off your loans and save money. Each month an extra payment of $167 (up to $10…",Adzuna::API::Response::Job,Full or Part Time Physiotherapist,5725163582,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUQtMmxYdE04UkdIWTliQTNZZkl4USIsImkiOiI1NzI1MTYzNTgyIn0.kZB_gr0q8oKX1syw8jmlE_xMi-lXVhQNrBUVdpHxntw,https://www.adzuna.com/land/ad/5725163582?se=eD-2lXtM8RGHY9bA3YfIxQ&utm_medium=api&utm_source=abfa41a4&v=ED16630E761AAD2B1C45F967A0DA86330D29E001,part_time,Avera Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Rock County', 'Luverne']","Luverne, Rock County",Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,
-99.992067,56203.6,56203.6,1,44.512204,2026-05-10T09:37:31Z,"Avera Mary House Work Shift: Rotating days/evenings/nights/weekends/holidays (United States of America) The pay range for this position is listed below. May be eligible for up to $6,000 sign on bonus and $1,500 relocation bonus Evening shift: 2:00pm-10:30pm, occas wknd, e/o hol/call; Be part of a multidisciplinary team built with compassion and the goal of Moving Health Forward for you and our patients. Provides each resident with professional nursing care, assessment and evaluations in their s…",Adzuna::API::Response::Job,Resident Care Nurse LPN FULL TIME EVENING SHIFT LPN,5725163579,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUQtMmxYdE04UkdIWTliQTNZZkl4USIsImkiOiI1NzI1MTYzNTc5In0.zuW_v_eF2F-v_RU-nw18Wv9gABKhH-Em9VM3MzPNDMs,https://www.adzuna.com/land/ad/5725163579?se=eD-2lXtM8RGHY9bA3YfIxQ&utm_medium=api&utm_source=abfa41a4&v=0A8E4AF1C4DEBC853F8E588F67BDAD01C9B5434D,part_time,Avera Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'South Dakota', 'Hughes County', 'Blunt']","Blunt, Hughes County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-89.272298,88420.67,88420.67,1,31.241113,2026-05-10T09:37:30Z,"Thriveworks is currently seeking Licensed Clinical Social Workers to provide a mix of telehealth and face-to-face sessions in Hattiesburg, MS. At Thriveworks, we’re not just growing a practice—we’re building a movement to transform mental health care. Founded and led by clinicians, we understand what it takes to support our team so they can focus on what they do best: delivering exceptional care. Who We Are Thriveworks is a trusted mental health provider with 340 locations and a nationwide hybr…",Adzuna::API::Response::Job,Clinical Social Worker - Fee For Service,5725163575,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MzU3NSIsInMiOiJlRC0ybFh0TThSR0hZOWJBM1lmSXhRIn0.spcq4sJcaLSfFdgTk3SfbYRfzsKE6RaRQHCWpvyRS3E,https://www.adzuna.com/land/ad/5725163575?se=eD-2lXtM8RGHY9bA3YfIxQ&utm_medium=api&utm_source=abfa41a4&v=EBC2984FA3F5220324A92B5F61784ED43B0DC4AC,,Thriveworks,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Forrest County', 'Hattiesburg']","Hattiesburg, Forrest County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-97.073947,74219.26,74219.26,1,43.645256,2026-05-10T09:37:30Z,"Avera McKennan Hospital Temporary Work Shift: Day Shift (United States of America) The pay range for this position is listed below. 7:30 am to 4:00 pm, e/v 4th weekend and 1-2 holidays/year Be part of a multidisciplinary team built with compassion and the goal of Moving Health Forward for you and our patients. Responsible for the daily coordination and delivery of occupational therapy services that focus on conditions and health diagnosis, implementing specific treatment program for individual …",Adzuna::API::Response::Job,Rehabilitation - Physical Therapist (Temp),5725163573,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUQtMmxYdE04UkdIWTliQTNZZkl4USIsImkiOiI1NzI1MTYzNTczIn0.7tVhrXSZp0u1ED0QhE_v-KcCOfd3M_IrWwvKO0qdga0,https://www.adzuna.com/land/ad/5725163573?se=eD-2lXtM8RGHY9bA3YfIxQ&utm_medium=api&utm_source=abfa41a4&v=9536521D2E4C7723ACFBCB714D6442796AA5C333,part_time,Avera Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'South Dakota', 'Minnehaha County', 'Humboldt']","Humboldt, Minnehaha County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,contract
-96.59282,93672.71,93672.71,1,43.300815,2026-05-10T09:37:30Z,"Location: Avera McKennan Hospital Worker Type: Regular Work Shift: Primarily days with rotating weekends and holidays (United States of America) Pay Range: The pay range for this position is listed below. Actual pay rate dependent upon experience. $39.50 - $59.25 Position Highlights Hours are 8-5pm, lunch 12-1pm, every 4th weekend and 1/2 holidays/year. May be eligible for a $15,000 sign on bonus with a 3 year commitment Student Loan Repayment: This position may be eligible for Avera’s Student …",Adzuna::API::Response::Job,Physical Therapist | Acute,5725163561,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MzU2MSIsInMiOiJlRC0ybFh0TThSR0hZOWJBM1lmSXhRIn0.0uHuKf88Iw_MSrkPQJvVB4-ZJDYp5D7j8Q-a5MUGXAs,https://www.adzuna.com/land/ad/5725163561?se=eD-2lXtM8RGHY9bA3YfIxQ&utm_medium=api&utm_source=abfa41a4&v=5001C13CC90AE326507A7404ABFFEAC4CE4C7D32,part_time,Avera Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'South Dakota', 'Lincoln County', 'Canton']","Canton, Lincoln County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-98.476,67689.5,67689.5,1,45.349,2026-05-10T09:37:30Z,"Avera St Luke's Hospital Work Shift: Primarily days with rotating weekends and holidays (United States of America) The pay range for this position is listed below. Eligible for a $5,000 sign on bonus Be part of a multidisciplinary team built with compassion and the goal of Moving Health Forward for you and our patients. Provides direct patient care to all patients as well as documentation of care in accordance with policies and procedures under the supervision of a Licensed Physical Therapist. …",Adzuna::API::Response::Job,"PTA full or Part time,",5725163564,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUQtMmxYdE04UkdIWTliQTNZZkl4USIsImkiOiI1NzI1MTYzNTY0In0.svlNR5NFif3XJxA95GBdJw7KLiDLf-PIsBqDzlZjulQ,https://www.adzuna.com/land/ad/5725163564?se=eD-2lXtM8RGHY9bA3YfIxQ&utm_medium=api&utm_source=abfa41a4&v=D6DCFFA84E51A28910ED826487EEBB2AC0179449,part_time,Avera Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'South Dakota', 'Brown County', 'Warner']","Warner, Brown County",Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,
,100861.48,100861.48,1,,2026-05-10T09:37:07Z,Location: Avera Queen of Peace Therapy Worker Type: Regular Work Shift: Day Shift (United States of America) Pay Range: The pay range for this position is listed below. Actual pay rate dependent upon experience. $37.25 - $56.25 Position Highlights You Belong at Avera Be part of a multidisciplinary team built with compassion and the goal of Moving Health Forward for you and our patients. Work where you matter. A Brief Overview Responsible for the daily coordination and delivery of physical thera…,Adzuna::API::Response::Job,Outpatient Physical Therapist,5725163554,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MzU1NCIsInMiOiJlRC0ybFh0TThSR0hZOWJBM1lmSXhRIn0.QTmZTjFh4pygWJ_YGtgi41QOc9Kyz_1jW0oG-0dg_z4,https://www.adzuna.com/land/ad/5725163554?se=eD-2lXtM8RGHY9bA3YfIxQ&utm_medium=api&utm_source=abfa41a4&v=A082B5E7E65454301366FDE1AB5E87534EE62A94,part_time,Avera Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,['US'],US,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
