redirect_url,salary_min,__CLASS__,salary_max,contract_time,title,adref,id,longitude,salary_is_predicted,description,latitude,contract_type,created,location.display_name,location.area,location.__CLASS__,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__
https://www.adzuna.com/land/ad/5721779384?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=6B1AF8EF97F5C46D7709775112E0C8EAF523716B,133508.56,Adzuna::API::Response::Job,133508.56,full_time,Laboratory Director,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUljM29DbEs4UkdrYVl4bE5pQzZ0dyIsImkiOiI1NzIxNzc5Mzg0In0.WuuP0rGBW5ikWjzEa4U8nOtKbePk9tH3OxKF60_7WAM,5721779384,-76.076331,1,"*Job Requirements * JOB SUMMARY: Has as his/her primary duty the overall management of departments within the system with 24-hour accountability for operations. Is responsible for short- and long-range planning, staffing, and development of a budget for the departments. Integrates interdepartmental and intradepartmental services to achieve objectives. Establishes policies, procedures, standards, and objectives for the departments consistent with organization's goals. Works through managerial an…",38.774283,,2026-05-07T11:20:00Z,"Easton, Talbot County","['US', 'Maryland', 'Talbot County', 'Easton']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,University of Maryland Medical System,Adzuna::API::Response::Company
https://www.adzuna.com/land/ad/5721779386?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=641ABF238947DAEFBE02B2D73603628DE76586BC,69104.91,Adzuna::API::Response::Job,69104.91,full_time,CT Radiographer II,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUljM29DbEs4UkdrYVl4bE5pQzZ0dyIsImkiOiI1NzIxNzc5Mzg2In0.ZFZMwQh3y0NtOY8CcuU1gXl0oiexnuCsrHiRm98Qk0E,5721779386,-76.066613,1,"*Job Requirements * *Job Description* *Overview* Under general supervision, performs routine and specialized CT imaging procedures. Fri 7:30a–8:00p; Sat & Sun 7a–7:30p Chestertown MD Location *$15,000 Sign on Bonus w/2 year employment commitment.* *Key Responsibilities* * *Key Responsibility 1:* Executes basic clinical competence in CT, in all locations, across all patient types.* *Selects accurate technical factors on an individual patient basis and demonstrates knowledge and skills necessary …",39.208999,,2026-05-07T11:20:00Z,"Chestertown, Kent County","['US', 'Maryland', 'Kent County', 'Chestertown']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,University of Maryland Medical System,Adzuna::API::Response::Company
https://www.adzuna.com/land/ad/5721779393?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=DCEF01049F528B963E45A174130A1DDA263E9576,44795.79,Adzuna::API::Response::Job,44795.79,full_time,Phlebotomist Tech II,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMTc3OTM5MyIsInMiOiItSWMzb0NsSzhSR2thWXhsTmlDNnR3In0.ycdz4bTa1gPeX7EGfXX6Up_4svby6sJSg6IR54BzriU,5721779393,-76.066613,1,"*Job Requirements * Company Description At Shore Regional Health, you can learn, grow and make a lasting impact on patients and families. You’ll experience the support of a collaborative work environment and a sense of collegiality unlike any other. Our comprehensive system has many locations and practice options to choose from throughout the beautiful Eastern Shore of Maryland. Job Description *Job Summary* Under direct supervision, collects blood samples by performing venipunctures or finger …",39.208999,,2026-05-07T11:20:00Z,"Chestertown, Kent County","['US', 'Maryland', 'Kent County', 'Chestertown']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,University of Maryland Medical System,Adzuna::API::Response::Company
https://www.adzuna.com/land/ad/5721779390?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=957896E73E6FE728B3F9C95964DE35F0A1FE80B4,76836.97,Adzuna::API::Response::Job,76836.97,full_time,CT Radiographer II,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMTc3OTM5MCIsInMiOiItSWMzb0NsSzhSR2thWXhsTmlDNnR3In0.2LZczJnlrM-p0Qcjl0PqM5-JDpwk20xHsbJWmHd7YWQ,5721779390,-76.076331,1,"*Job Requirements * Job Description *Overview* Under general supervision, performs routine and specialized CT imaging procedures. $15,000 Sign on Bonus w/2 year employment commitment. *Key Responsibilities* * *Key Responsibility 1:* Executes basic clinical competence in CT, in all locations, across all patient types.* *Selects accurate technical factors on an individual patient basis and demonstrates knowledge and skills necessary to provide care appropriate to age of the patient. Observes conc…",38.774283,,2026-05-07T11:20:00Z,"Easton, Talbot County","['US', 'Maryland', 'Talbot County', 'Easton']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,University of Maryland Medical System,Adzuna::API::Response::Company
https://www.adzuna.com/land/ad/5721779391?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=4E5C6F498BB4CF4DBF59B74D4D8BACFB3300E922,63323.58,Adzuna::API::Response::Job,63323.58,full_time,Sterile Processing Tech,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUljM29DbEs4UkdrYVl4bE5pQzZ0dyIsImkiOiI1NzIxNzc5MzkxIn0.VkoxL2zUhxqBnBCe4_m1Xx6g4oW6S-2nCK0QpulMexg,5721779391,-76.076331,1,"*Job Requirements * *Company Description* Easton is a rural designated hospital, our Magnet®-designated facility is recognized, University of Maryland medical center Shore regional Health has opportunities across the continuum of care. Come join UMM Shore Health and discover the atmosphere where talents and ideas come together to enhance patient care and advance the science of nursing. Located in downtown Easton near the St. Michaels touristry, you won’t find a more calm soothing place to work!…",38.774283,,2026-05-07T11:20:00Z,"Easton, Talbot County","['US', 'Maryland', 'Talbot County', 'Easton']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,University of Maryland Medical System,Adzuna::API::Response::Company
https://www.adzuna.com/land/ad/5721779383?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=1DBCAC5CE945FF0ADC922B1C904E4B7A7F59707F,76739.35,Adzuna::API::Response::Job,76739.35,full_time,CT Radiographer II,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUljM29DbEs4UkdrYVl4bE5pQzZ0dyIsImkiOiI1NzIxNzc5MzgzIn0.3q3U_Isdowq_bNAbU6glqCVDf4RwPJ8eyHV7dd6bqOI,5721779383,-76.076331,1,"*Job Requirements * *Job Description* *Overview* Under general supervision, performs routine and specialized CT imaging procedures. *$15,000 Sign on Bonus w/2 year employment commitment.* *Key Responsibilities* * *Key Responsibility 1:* Executes basic clinical competence in CT, in all locations, across all patient types.* *Selects accurate technical factors on an individual patient basis and demonstrates knowledge and skills necessary to provide care appropriate to age of the patient. Observes …",38.774283,,2026-05-07T11:20:00Z,"Easton, Talbot County","['US', 'Maryland', 'Talbot County', 'Easton']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,University of Maryland Medical System,Adzuna::API::Response::Company
https://www.adzuna.com/land/ad/5721779392?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=0DC1DFCC476A08324EE26B00F8217E68898D3B3C,44853.5,Adzuna::API::Response::Job,44853.5,full_time,Transition Nurse Navigator,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMTc3OTM5MiIsInMiOiItSWMzb0NsSzhSR2thWXhsTmlDNnR3In0.rq3tst6-i5oXzM6fWbQ4Ww9XtTbmYIXH2ch5gCBf394,5721779392,-76.348293,1,"*Job Requirements * Under general direction, this role is accountable for the high-risk patient population. Ensures the continuity and coordination of patient care delivery by assessing patient needs; developing transitional care plans; identifies and leverages appropriate resources; and evaluates patient progress. Communicates patient care updates and other relevant information to all stakeholders in a timely and reliable manner. · Identifies high risk patients through use of prospective risk …",39.535941,,2026-05-07T11:20:00Z,"Bel Air, Harford County","['US', 'Maryland', 'Harford County', 'Bel Air']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,University of Maryland Medical System,Adzuna::API::Response::Company
https://www.adzuna.com/land/ad/5721779385?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=7FA96CD5FCD73912025DECFE1B6A4F5A7E28884F,83352.94,Adzuna::API::Response::Job,83352.94,full_time,CT Radiographer II Weekend Option,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMTc3OTM4NSIsInMiOiItSWMzb0NsSzhSR2thWXhsTmlDNnR3In0.WClW36kreYoqTX59VSNe29Cr5PuFt2NfbEnCeFuxkks,5721779385,-76.076331,1,"*Job Requirements * *Job Description* *Overview* Under general supervision, performs routine and specialized CT imaging procedures. Schedule: WEO Sat, Sun, Mon Nights 7p–7:30a *$15,000 Sign on Bonus w/2 year employment commitment.* *Key Responsibilities* * *Key Responsibility 1:* Executes basic clinical competence in CT, in all locations, across all patient types.* *Selects accurate technical factors on an individual patient basis and demonstrates knowledge and skills necessary to provide care …",38.774283,,2026-05-07T11:20:00Z,"Easton, Talbot County","['US', 'Maryland', 'Talbot County', 'Easton']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,University of Maryland Medical System,Adzuna::API::Response::Company
https://www.adzuna.com/land/ad/5721779381?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=DB0AF9DB63B74CA3F5650033563DE09BBC972F5F,80184.2,Adzuna::API::Response::Job,80184.2,part_time,Medical Laboratory Scientist 2 ROPH PD,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUljM29DbEs4UkdrYVl4bE5pQzZ0dyIsImkiOiI1NzIxNzc5MzgxIn0.hy9PvzB3Ol5RXMxK2q49RnaLc0va0Uj3zPCjxFkyQuo,5721779381,-87.797851,1,"Location: Oak Park, Illinois Business Unit: Rush Oak Park Hospital: Rush Oak Park Hospital Department: Laboratory Work Type: Restricted Part Time (Total FTE less than 0. 5) Shift: Shift 4 Work Schedule: 8 Hr (3:00PM - 7:00AM) Rush offers exceptional rewards and benefits learn more at our Rush benefits page (https://www. rush.edu/rush-careers/employee-benefits). Pay Range: $10.00 - $375.00 per hour Rush salaries are determined by many factors including, but not limited to, education, job-related…",41.888062,,2026-05-07T11:19:59Z,"Oak Park, Cook County","['US', 'Illinois', 'Cook County', 'Oak Park']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,scientific-qa-jobs,Scientific & QA Jobs,Rush Oak Park Hospital,Adzuna::API::Response::Company
https://www.adzuna.com/land/ad/5721779379?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=51A32377CA7F91F9B0C554C42F213E311EC5B07B,39772.35,Adzuna::API::Response::Job,39772.35,,Automotive Courtesy Driver,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUljM29DbEs4UkdrYVl4bE5pQzZ0dyIsImkiOiI1NzIxNzc5Mzc5In0.PqS8uNOvf2DwU-RzTgMatB-gUMg0THdqOnFEPmgIvo8,5721779379,-75.026067,1,"DealerFLEX is looking for a dependable* Automotive Courtesy Driver* to join our team, assisting with vehicle transportation for a top automotive dealership in Cherry Hill, NJ. This role is perfect for individuals who enjoy driving, have great attention to detail, and prioritize customer service and safety. As an Automotive Courtesy Driver, you will be responsible for transporting vehicles between the dealership, customers, and other designated locations. This role requires a professional demean…",39.931173,,2026-05-07T11:19:58Z,"Cherry Hill, Camden County","['US', 'New Jersey', 'Camden County', 'Cherry Hill']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,DealerFLEX,Adzuna::API::Response::Company
https://www.adzuna.com/land/ad/5721779380?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=5192CAF5DFC6483F3B4E8FC786022EB3A4C21CE4,62721.78,Adzuna::API::Response::Job,62721.78,full_time,Medical Laboratory Scientist 2 (HLA/Flow Cytometry),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUljM29DbEs4UkdrYVl4bE5pQzZ0dyIsImkiOiI1NzIxNzc5MzgwIn0.EZaEIaOueYdiXEq0Q_O3MNA9ljc0SeXhfNvKEFAgk9o,5721779380,,1,"Location: Chicago, Illinois Business Unit: Rush Medical Center Hospital: Rush University Medical Center Department: RML Celluar Flow Cytometry Lab Work Type: Full Time (Total FTE between 0. 9 and 1. 0) Shift: Shift 1 Work Schedule: 8 Hr (10:00:00 AM - 6:30:00 PM) Rush offers exceptional rewards and benefits learn more at our Rush benefits page (https://www.rush.edu/rush-careers/employee-benefits). Pay Range: $32.00 - $46.44 per hour Rush salaries are determined by many factors including, but no…",,,2026-05-07T11:19:58Z,"Chicago, Cook County","['US', 'Illinois', 'Cook County', 'Chicago']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,scientific-qa-jobs,Scientific & QA Jobs,Rush University Medical Center,Adzuna::API::Response::Company
https://www.adzuna.com/land/ad/5721779368?se=-Ic3oClK8RGkaYxlNiC6tw&utm_medium=api&utm_source=abfa41a4&v=8CFA3EF3720108BE93F391024A3A47A0AA1F22E0,7678.0,Adzuna::API::Response::Job,7678.0,full_time,"Travel Nurse RN - Emergency Room (ER) / Trauma - $1,767 to $1,920 per week in Wamego, KS",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUljM29DbEs4UkdrYVl4bE5pQzZ0dyIsImkiOiI1NzIxNzc5MzY4In0.tgOlWAgqlI8iEbrPV3EdsveJH3p1_LIz-LdcUkG8DBs,5721779368,-96.304998,0,"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Wamego, KS Agency: Host Healthcare Pay: $1,767 to $1,920 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 5/17/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified ER/Trauma RN in Wamego, Kansas, 66547! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Emergency Room in Wamego, KS. If you are intereste…",39.201941,contract,2026-05-07T11:19:47Z,"Wamego, Pottawatomie County","['US', 'Kansas', 'Pottawatomie County', 'Wamego']",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,TravelNurseSource,Adzuna::API::Response::Company
