salary_is_predicted,id,adref,created,contract_time,salary_min,__CLASS__,salary_max,description,redirect_url,latitude,longitude,title,location.__CLASS__,location.area,location.display_name,category.tag,category.__CLASS__,category.label,company.__CLASS__,company.display_name,contract_type
1,5840327765,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MDMyNzc2NSIsInMiOiJVS1dIMVNLWDhSRzdQYWtpVTYwOGRRIn0.TeFR8J7w15qBvPsVh_WCistGF3vslUB9RlBgebVvHLs,2026-08-13T10:12:53Z,,69722.41,Adzuna::API::Response::Job,69722.41,Dental One Associates of of Northern Virginia Potomac is looking for a PRN Dental Hygienist in Woodbridge Virginia to assist our clinical team by providing a high level of patient care and satisfaction while operating in a team-based environment. Position Overview: As a Dental hyienist you are an integral part of care team in providing support to the office and assisting the professional dental staff with treatment. Support our mission to providing excellent dental care in the community and hel…,https://www.adzuna.com/details/5840327765?utm_medium=api&utm_source=abfa41a4,38.6301,-77.2726,Dental Hygienist- PRN,Adzuna::API::Response::Location,"['US', 'Virginia', 'Prince William County', 'Woodbridge']","Woodbridge, Prince William County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Dental Care Alliance,
1,5840327770,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MDMyNzc3MCIsInMiOiJVS1dIMVNLWDhSRzdQYWtpVTYwOGRRIn0.weXeiauUz-envF2A-3rzWyduJNxgn9Wr5SbxYEga7w4,2026-08-13T10:12:53Z,full_time,95773.55,Adzuna::API::Response::Job,95773.55,"Arkansas Maxillofacial Surgery Center-Little Rock is looking for a passionate and skilled Oral & Maxillofacial Surgeon to join our thriving team in Little Rock, AR ! it’s an opportunity to make a real impact, providing top-quality dental care in a supportive, patient-focused environment. At Arkansas Maxillofacial Surgery Center, we’re redefining the dental experience with state-of-the-art technology investments, a collaborative team, and a commitment to excellence. Join us as we shape the futur…",https://www.adzuna.com/details/5840327770?utm_medium=api&utm_source=abfa41a4,34.790301,-92.46857,Oral & Maxillofacial Surgeon,Adzuna::API::Response::Location,"['US', 'Arkansas', 'Pulaski County', 'Pinnacle']","Pinnacle, Pulaski County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Dental Care Alliance,
1,5840327774,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUtXSDFTS1g4Ukc3UGFraVU2MDhkUSIsImkiOiI1ODQwMzI3Nzc0In0.8W-xjCVewKXCBXd6bc4xzyIPitph0rBKsZ8D_0hQNLo,2026-08-13T10:12:53Z,part_time,85575.38,Adzuna::API::Response::Job,85575.38,"Job Title: Part-Time Periodontist Location: Eagles Landing and Vinings, GA Schedule: Part-Time | 2 days per week Why This Opportunity Stands Out Imagix , in partnership with Dental One Associates , is seeking a skilled and experienced Part-Time Periodontist to support specialty care across our established practices in Eagles Landing and Vinings, GA . This opportunity allows you to deliver high-quality periodontal care in a patient-centered, professionally run environment with consistent referra…",https://www.adzuna.com/details/5840327774?utm_medium=api&utm_source=abfa41a4,33.549245,-84.224393,Periodontist,Adzuna::API::Response::Location,"['US', 'Georgia', 'Henry County', 'Stockbridge']","Stockbridge, Henry County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Dental Care Alliance,
1,5840327755,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUtXSDFTS1g4Ukc3UGFraVU2MDhkUSIsImkiOiI1ODQwMzI3NzU1In0.cJBHiITAxlYMEcSaF_pvyJdTVr0rY7E3qiyr2zNiVLs,2026-08-13T10:12:53Z,full_time,96702.08,Adzuna::API::Response::Job,96702.08,"Ballston Dental Arts is looking f or a full-time Dental Hygienist in Arlington , Virginia to join our clinical team by providing a high level of patient care and satisfaction while operating in a team-based environment. We are committed to providing comprehensive, personalized care in a warm and welcoming environment, prioritizing patient comfort and advanced treatments for optimal oral health. As a Dental Hygienist at Ballston Dental Arts , you'll provide exceptional care through routine clean…",https://www.adzuna.com/details/5840327755?utm_medium=api&utm_source=abfa41a4,38.872292,-77.11568,Dental Hygienist- 2 Locations,Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'South']","South, Arlington County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Dental Care Alliance,
1,5840327772,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MDMyNzc3MiIsInMiOiJVS1dIMVNLWDhSRzdQYWtpVTYwOGRRIn0.qvNP-8bB4oqQmIS2gAm_RQ88w9MEpnN-1uao4jagDzY,2026-08-13T10:12:53Z,part_time,98430.37,Adzuna::API::Response::Job,98430.37,"Job Title: Oral Surgeon Location: Jacksonville, FL Schedule: Full-Time Why This Opportunity Stands Out Imray and Gesek is seeking a highly skilled and dedicated Oral Surgeon to join our thriving practice in Jacksonville, FL. This is an opportunity to deliver high-quality oral and maxillofacial surgical care in a patient-focused, professionally run environment supported by experienced teams and strong referral relationships. You’ll practice in a setting designed to support clinical excellence, e…",https://www.adzuna.com/details/5840327772?utm_medium=api&utm_source=abfa41a4,30.324119,-81.680908,Oral Surgeon,Adzuna::API::Response::Location,"['US', 'Florida', 'Duval County', 'Jacksonville']","Jacksonville, Duval County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Dental Care Alliance,
1,5840327756,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MDMyNzc1NiIsInMiOiJVS1dIMVNLWDhSRzdQYWtpVTYwOGRRIn0.g51C4aVmme38JLvnoQ8clk1H67P39N3kioXWJk7JFcU,2026-08-13T10:12:53Z,,73166.28,Adzuna::API::Response::Job,73166.28,"Dental One Associates Woodson Square is looking f or a PRN Dental Hygienist in Fairfax, VA to join our clinical team by providing a high level of patient care and satisfaction while operating in a team-based environment. We are committed to providing comprehensive, personalized care in a warm and welcoming environment, prioritizing patient comfort and advanced treatments for optimal oral health. As a Dental Hygienist at Dental One Associates Woodson Square , you'll provide exceptional care thro…",https://www.adzuna.com/details/5840327756?utm_medium=api&utm_source=abfa41a4,38.855719,-77.260113,Dental Hygienist- PRN,Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Merrifield']","Merrifield, Fairfax County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Dental Care Alliance,
1,5840327777,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUtXSDFTS1g4Ukc3UGFraVU2MDhkUSIsImkiOiI1ODQwMzI3Nzc3In0.ybo6fTjQ8af9bB9QFGZvyYPLCn_EjWcZiaLuUYtB_sU,2026-08-13T10:12:53Z,full_time,140294.56,Adzuna::API::Response::Job,140294.56,"Are you a skilled Pediatric Dentist looking for an opportunity to make a positive impact on children's dental health while enjoying a flexible part-time schedule? Children's Dental Center of New Hampshire and Orthodontics Too in Amherst, NH, is seeking a dedicated and compassionate Pediatric Dentist to join our team for 4 days per week. This position offers an excellent opportunity for professional growth and financial stability. Benefits: Earning Potential: $1500 - $2000 per day Potential part…",https://www.adzuna.com/details/5840327777?utm_medium=api&utm_source=abfa41a4,42.861452,-71.608264,Pediatric Dentist,Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Hillsborough County', 'Amherst']","Amherst, Hillsborough County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Dental Care Alliance,
1,5840327767,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MDMyNzc2NyIsInMiOiJVS1dIMVNLWDhSRzdQYWtpVTYwOGRRIn0.IuhJMIwX6PGmsZk8OSLObqUEzTeaftsLUXiaFn_9eio,2026-08-13T10:12:53Z,full_time,87536.93,Adzuna::API::Response::Job,87536.93,"Konikoff Dental Associates of Volvo Parkway is looking f or a f ull- t ime Dental Hygienist in chesapeake, Virginia to join our clinical team by providing a high level of patient care and satisfaction while operating in a team-based environment. We are committed to providing comprehensive, personalized care in a warm and welcoming environment, prioritizing patient comfort and advanced treatments for optimal oral health. As a Dental Hygienist at Konikoff Dental Associates of Volvo Parkway , you'…",https://www.adzuna.com/details/5840327767?utm_medium=api&utm_source=abfa41a4,36.759517,-76.238255,Dental Hygienist,Adzuna::API::Response::Location,"['US', 'Virginia', 'Chesapeake City', 'Chesapeake']","Chesapeake, Chesapeake City",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Dental Care Alliance,
1,5840327734,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MDMyNzczNCIsInMiOiJVS1dIMVNLWDhSRzdQYWtpVTYwOGRRIn0.QUJqEkoTRiyPc6a4fzrPAWCdxfELVtMhLmJ1SC5i7H0,2026-08-13T10:12:50Z,part_time,78785.01,Adzuna::API::Response::Job,78785.01,"Konikoff Dental Associates Lynnhaven is looking f or a f ull- t ime Dental Hygienist in Virginia Beach, Virginia to join our clinical team by providing a high level of patient care and satisfaction while operating in a team-based environment. We are committed to providing comprehensive, personalized care in a warm and welcoming environment, prioritizing patient comfort and advanced treatments for optimal oral health. As a Dental Hygienist at Konikoff Dental Associates Lynnhaven , you'll provide…",https://www.adzuna.com/details/5840327734?utm_medium=api&utm_source=abfa41a4,36.760859,-76.078087,Dental Hygienist,Adzuna::API::Response::Location,"['US', 'Virginia', 'Virginia Beach City', 'Virginia Beach']","Virginia Beach, Virginia Beach City",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Dental Care Alliance,
1,5840327736,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUtXSDFTS1g4Ukc3UGFraVU2MDhkUSIsImkiOiI1ODQwMzI3NzM2In0.vftyn4Ab9NXXeb9LAdujEsUUBDytmZVGy4oCIl_x1gs,2026-08-13T10:12:50Z,full_time,109800.94,Adzuna::API::Response::Job,109800.94,"Description Join Team CARFAX as a National Account Manager Isn't it time you bragged about where you work? At CARFAX, we do, every day. We pride ourselves on being mission-focused on helping to grow a brand built on accuracy and integrity. We care deeply about our products and our customers. We’re more than just a company: We help millions of consumers make more-informed decisions every day. We know that our teammates are our most valuable asset, and we value a balanced life while tackling chal…",https://www.adzuna.com/details/5840327736?utm_medium=api&utm_source=abfa41a4,36.172489,-86.780596,National Account Manager,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Davidson County', 'Nashville']","Nashville, Davidson County",customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,Adzuna::API::Response::Company,Carfax,
0,5840327723,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUtXSDFTS1g4Ukc3UGFraVU2MDhkUSIsImkiOiI1ODQwMzI3NzIzIn0.l-JrNgtEt_yPlOVqzkut0dSh19oVEuFLy-5Mnek_rJI,2026-08-13T10:12:47Z,,0.0,Adzuna::API::Response::Job,104000.0,"Hiring CDL-A Drivers Short Haul drivers earn up to $2,000 per week Favorable schedule - Home daily and home weekends! Driver-friendly loads - 100% no-touch, mostly pre-loaded and pre-tarped Pay varies by experience level and production. There is no deadline to apply. Applications are accepted on an ongoing basis. At Contrans, we pride ourselves on being a courageous, safe and stable company that has been in business for over 25 years. We're always on the lookout for individuals to join our depe…",https://www.adzuna.com/land/ad/5840327723?se=UKWH1SKX8RG7PakiU608dQ&utm_medium=api&utm_source=abfa41a4&v=ACC06D31FA1F64E4A8CA977B157496313E1DA340,40.041105,-82.965488,"Local Flatbed Truck Driver - up to $2,000/week",Adzuna::API::Response::Location,"['US', 'Ohio', 'Franklin County', 'Minerva Park']","Minerva Park, Franklin County",travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Adzuna::API::Response::Company,Contrans Flatbed USA,contract
1,5840327716,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUtXSDFTS1g4Ukc3UGFraVU2MDhkUSIsImkiOiI1ODQwMzI3NzE2In0.cz1m6L7216rbEaswd1X2bDl_vWHZ8tml050x9T_v4ps,2026-08-13T10:12:47Z,full_time,60160.15,Adzuna::API::Response::Job,60160.15,"Positions based on potential Contract Award Scope of Work The qualified candidate will provide security guard services for the buildings and grounds of the U.S. Army Engineer District Galveston at Fort Point Reservation. The candidate will perform all necessary tasks to ensure the safety and protection of government property and personnel from injury, molestation, harassment, intimidation, and loss or damage from preventable causes. These causes include, but are not limited to, fire, theft, emb…",https://www.adzuna.com/details/5840327716?utm_medium=api&utm_source=abfa41a4,29.30124,-94.78842,Full-Time: Armed Guard Level III - Galveston TX,Adzuna::API::Response::Location,"['US', 'Texas', 'Galveston County', 'Island']","Island, Galveston County",legal-jobs,Adzuna::API::Response::Category,Legal Jobs,Adzuna::API::Response::Company,Defense Consulting Services,
1,5840327708,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUtXSDFTS1g4Ukc3UGFraVU2MDhkUSIsImkiOiI1ODQwMzI3NzA4In0.zvn74by0DPcVr8aF1hXuDvz0_Jz1Wti9FROM26QZT_I,2026-08-13T10:12:46Z,full_time,25339.83,Adzuna::API::Response::Job,25339.83,"Under the general direction of the Food and Nutrition Services Manager/Superisor, the Utility Clerk is responsible for assisting in and the maintaining of records in ordering, receiving, and stocking of inventory. Counts materials, equipment and supplies, in stock and maintains records manually or using computer. The Utility Clerk also assists in the unloading/loading of supplies ensuring deliveries are accurate and properly stocked within the Food and Nutrition Services Department to include o…",https://www.adzuna.com/details/5840327708?utm_medium=api&utm_source=abfa41a4,29.547323,-95.736734,Food and Nutrition Services - Utility Clerk,Adzuna::API::Response::Location,"['US', 'Texas', 'Fort Bend County', 'Crabb']","Crabb, Fort Bend County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,OakBend Medical Center,
1,5840327707,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUtXSDFTS1g4Ukc3UGFraVU2MDhkUSIsImkiOiI1ODQwMzI3NzA3In0.Jnz_lEtPaT7wIXBN2WArN8npl7y_IQF360pgvY6qDQc,2026-08-13T10:12:46Z,part_time,33692.28,Adzuna::API::Response::Job,33692.28,"At Fogo de Chão, we strive to give our guests an unforgettable dining experience of discovery while showcasing the Culinary Art of Churrasco. Our mission is to ignite fire and joy to care for our team, our guests, and our communities.We believe better futures start when we bring our best to the table every day to Feed a Purposeful Future – starting with our team members. We feed our teams with fulfilling job opportunities, making space around the table so everyone feels welcome. At Fogo, we’ll …",https://www.adzuna.com/details/5840327707?utm_medium=api&utm_source=abfa41a4,33.664935,-117.964196,Busser,Adzuna::API::Response::Location,"['US', 'California', 'Orange County', 'Huntington Beach']","Huntington Beach, Orange County",hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Company,Fogo de Chão,permanent
1,5840327700,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MDMyNzcwMCIsInMiOiJVS1dIMVNLWDhSRzdQYWtpVTYwOGRRIn0.boyQvxuUhuKp57nxcCvNDALCxTGDHyDZc6o9Dx6nhCM,2026-08-13T10:12:45Z,full_time,74423.52,Adzuna::API::Response::Job,74423.52,"Position Description Ryder is hiring a Class A CDL Truck Driver in Lewistown, PA — offering weekly pay, excellent benefits, and a driving career you can feel good about. See and Hear from a Ryder Employee who Drives for Us Here: https://RyderCareers.Video/ConestogaCDL You might be wondering what your paycheck will look like. $1850 weekly average - And it gets better Driver Positions Pay Weekly Solo Miles Pay: $0.59 per Mile with 2000 - 2500 Miles per Week Van Stops Pay: $16.37 per Stop-Average …",https://www.adzuna.com/land/ad/5840327700?se=UKWH1SKX8RG7PakiU608dQ&utm_medium=api&utm_source=abfa41a4&v=A7E2973F5D510834786771E479DF9585190FC731,36.330496,-82.337289,Truck Driver CDL A OTR,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Washington County', 'Johnson City']","Johnson City, Washington County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Ryder System,contract
