salary_min,title,salary_max,adref,id,created,longitude,description,latitude,salary_is_predicted,__CLASS__,redirect_url,company.__CLASS__,company.display_name,location.__CLASS__,location.area,location.display_name,category.__CLASS__,category.tag,category.label,contract_time,contract_type
0.0,"Travel Physical Therapist (PT) - $2,500 per week in Randallstown, MD",130000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQW12RTVoRTQ4UkdvNGZZRXJfbk5vQSIsImkiOiI1Njk5MDc4OTA2In0.xi5umVdDNtmpN28vrWBoaTtz66mros5gg1UgIm-iICM,5699078906,2026-04-14T10:47:25Z,-76.815,"Physical Therapist Location: Randallstown, MD Agency: Cross Country Allied Pay: $2,500 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 26 Weeks Start Date: ASAP About the Position AlliedTravelCareers is working with Cross Country Allied to find a qualified Physical Therapist (PT) in Randallstown, Maryland, 21133! Job Description As an inpatient physical therapist, you'll provide PT services to help patients regain their health and mobility. Working at a hospital, rehabili…",39.3768,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078906?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=92B8E556D190D50CA3282D83972F19FA1818771C,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'Maryland', 'Baltimore County', 'Mcdonogh Run']","Mcdonogh Run, Baltimore County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
52624.0,"Travel Endo Tech / GI Tech - $1,012 to $1,206 per week in Chandler, AZ",62712.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQW12RTVoRTQ4UkdvNGZZRXJfbk5vQSIsImkiOiI1Njk5MDc4OTE4In0.uFZ09-GBcBpHTHGeXaAOIZBFePqPPJcONDn1esxbDx8,5699078918,2026-04-14T10:47:25Z,-111.836759,"Endo Tech / GI Tech Location: Chandler, AZ Agency: Thrive Staffing Pay: $1,012 to $1,206 per week Shift Information: Days - 4 days x 8 hours Contract Duration: 13 Weeks Start Date: 4/27/2026 About the Position AlliedTravelCareers is working with Thrive Staffing to find a qualified Endo Tech / GI Tech in Chandler, Arizona, 85224! Job Title Endo Tech City/State: Chandler, Arizona Shift: 8, 10H Days 0700-1730 - however, they flex start and end times according to case volumes Contract Length: 8 wee…",33.27195,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078918?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=B430C91909C5CD09A7C39DB53AB7DB027FBB327E,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Chandler']","Chandler, Maricopa County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
0.0,"Travel CT Tech - $2,412 per week in Canonsburg, PA",125424.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQW12RTVoRTQ4UkdvNGZZRXJfbk5vQSIsImkiOiI1Njk5MDc4OTIxIn0.af10hhuZj1_iFXAMVYZqKibOsPHCxxiRibweLmThLJk,5699078921,2026-04-14T10:47:25Z,-80.15358,"CT Tech Location: Canonsburg, PA Agency: Atlas MedStaff Pay: $2,412 per week Shift Information: 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position AlliedTravelCareers is working with Atlas MedStaff to find a qualified CT Tech in Canonsburg, Pennsylvania, 15317! Atlas Medstaff is currently seeking candidates in the CT Tech (CT Tech) profession for a 13 week contract in the Canonsburg, Pennsylvania area. Atlas Medstaff is a premier staffing firm dedicated to matching…",40.2744,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078921?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=8B674C9636F9323F11F1F10783BCDBC8D4C564C1,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Washington County', 'Hendersonville']","Hendersonville, Washington County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
114920.0,"Travel Physical Therapist (PT) - $2,210 to $2,277 per week in Seneca, SC",118404.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQW12RTVoRTQ4UkdvNGZZRXJfbk5vQSIsImkiOiI1Njk5MDc4OTIyIn0.19V4b1RlqF9tcrhoPIqS3tnj2Ih2EfAXevMD2dXlck4,5699078922,2026-04-14T10:47:25Z,-82.947664,"Physical Therapist Location: Seneca, SC Agency: AMN Healthcare Allied Pay: $2,210 to $2,277 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 4/20/2026 About the Position AlliedTravelCareers is working with AMN Healthcare Allied to find a qualified Physical Therapist (PT) in SENECA, South Carolina, 29678! Job Description & Requirements Physical Therapist - Outpatient - (PT) StartDate: 4/20/2026 Available Shifts: 8 D Pay Rate: $2210.00 - $2277.00 Travel …",34.687255,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078922?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=F7F40C0E89A6A800DB011812360970EC8B3B372F,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Oconee County', 'Seneca']","Seneca, Oconee County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
147264.0,"Travel Nuclear Medicine Tech - $2,832 to $3,032 per week in Stockton, CA",157664.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQW12RTVoRTQ4UkdvNGZZRXJfbk5vQSIsImkiOiI1Njk5MDc4OTMyIn0.W2t2RCaqHoqdYH-kXbcRG7axt_FZuTQBlBn3sFP_rFY,5699078932,2026-04-14T10:47:25Z,-121.211948,"Nuclear Medicine Tech Location: Stockton, CA Agency: Titan Medical Group Pay: $2,832 to $3,032 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 5/4/2026 About the Position AlliedTravelCareers is working with Titan Medical Group to find a qualified Nuclear Medicine Tech in Stockton, California, 95201! Travel Nuclear Medicine Tech Weekly Gross Pay: $2832 - $3032 Location: Stockton, CA, United States Start date: 05-04-2026 Assignment length: 13 Weeks week…",37.96293,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078932?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=3BB255FB2A883DBB86D65F48F671DF6CFE77BEFB,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'California', 'San Joaquin County', 'Stockton']","Stockton, San Joaquin County",Adzuna::API::Response::Category,hr-jobs,HR & Recruitment Jobs,,
0.0,"Travel Occupational Therapist (OT) - $1,907 per week in Johns Creek, GA",99164.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5OTA3ODkyNCIsInMiOiJBbXZFNWhFNDhSR280ZllFcl9uTm9BIn0.izxydWvmiRZ012PPHfy7OZ9KnKn9PyRUMNTSSVWZv-w,5699078924,2026-04-14T10:47:25Z,-84.08485,"Occupational Therapist Location: Johns Creek, GA Agency: Advantis Medical Staffing Pay: $1,907 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position AlliedTravelCareers is working with Advantis Medical Staffing to find a qualified Occupational Therapist (OT) in Johns Creek, Georgia, 30005! Advantis Medical, the 1 rated travel nurse agency, is currently seeking an experienced Occupational Therapy clinician for an exciting new travel j…",34.06485,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078924?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=CF97BC1A6D2242FDAA8D054C8C338C7848B9F40C,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Suwanee']","Suwanee, Gwinnett County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
0.0,"Travel CT Tech - $2,615 per week in Phoenix, AZ",135980.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5OTA3ODkxMSIsInMiOiJBbXZFNWhFNDhSR280ZllFcl9uTm9BIn0.aUnZYteC4vqQwH7OHBVU4gatpcpywG5cqIWsgzSPbY0,5699078911,2026-04-14T10:47:25Z,-112.081444,"CT Tech Location: Phoenix, AZ Agency: Cross Country Allied Pay: $2,615 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position AlliedTravelCareers is working with Cross Country Allied to find a qualified CT Tech in Phoenix, Arizona, 85037! Job Description As a CT technologist, you will use computerized tomography to take medical images of patients for diagnostic purposes. Working in a hospital, outpatient center, private practice, i…",33.510213,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078911?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=C3C3AAE6DB2182379730CB77249275B1C99B65B1,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Phoenix']","Phoenix, Maricopa County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
0.0,"Travel Occupational Therapist (OT) - $2,650 per week in Pittsburg, KS",137800.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5OTA3ODkyOSIsInMiOiJBbXZFNWhFNDhSR280ZllFcl9uTm9BIn0.q92cA5nZLN5pzFOJM2Jc-DHLeBonuLQlpsEMWli8phg,5699078929,2026-04-14T10:47:25Z,-94.6929,"Occupational Therapist Location: Pittsburg, KS Agency: Core Medical Group Pay: $2,650 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 4/15/2026 About the Position AlliedTravelCareers is working with Core Medical Group to find a qualified Occupational Therapist (OT) in Pittsburg, Kansas, 66762! Client in KS seeking Occupational Therapist: Home Health for the following shift(s): Days We are looking for a healthcare professional who is ready to provide exceptional patient …",37.4127,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078929?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=A208B33CDCF7D6F218DA7848687B152AC6A3531D,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'Kansas', 'Crawford County', 'Pittsburg']","Pittsburg, Crawford County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
115752.0,"Travel CT Tech - $2,226 to $2,468 per week in Waimea, HI",128336.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQW12RTVoRTQ4UkdvNGZZRXJfbk5vQSIsImkiOiI1Njk5MDc4OTAzIn0.aRes82zUoAKA9mNHhZXrKO6HasI0DzD8EH4CW-dP2k0,5699078903,2026-04-14T10:47:25Z,-159.671072,"CT Tech Location: Waimea, HI Agency: LRS Healthcare Pay: $2,226 to $2,468 per week Shift Information: Rotating Contract Duration: 13 Weeks Start Date: ASAP About the Position AlliedTravelCareers is working with LRS Healthcare to find a qualified CT Tech in Waimea, Hawaii, 96796! Ready to start your next travel adventure? LRS Healthcare offers a full benefits package, 24/7 support, and a responsive, traveler-first culture. What are you waiting for? Apply today! Qualifications: 2 year of recent e…",21.962725,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078903?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=21D2B21CDD95BE0CD61B17D7968CE4C626EEBA9B,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'Hawaii', 'Kauaʻi County', 'Waimea']","Waimea, Kauaʻi County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
118352.0,"Travel Speech Language Pathologist (SLP) - $2,276 to $2,346 per week in Albany, OR",121992.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQW12RTVoRTQ4UkdvNGZZRXJfbk5vQSIsImkiOiI1Njk5MDc4OTE5In0.-GZKxfi6HPeDI649yfpC_FMfW885uLR9BQQ3_vVGCDk,5699078919,2026-04-14T10:47:25Z,-123.071842,"Speech Language Pathologist Location: Albany, OR Agency: AMN Healthcare Allied Pay: $2,276 to $2,346 per week Contract Duration: 42 Weeks Start Date: 8/24/2026 About the Position AlliedTravelCareers is working with AMN Healthcare Allied to find a qualified Speech Language Pathologist (SLP) in ALBANY, Oregon, 97321! Job Description & Requirements School Psychologist (PSY) - School - (PSY - School) StartDate: 8/24/2026 Available Shifts: 7.5 D Pay Rate: $2276.00 - $2346.00 AMN Healthcare is partne…",44.623769,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078919?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=8F48963EF5818551763AB4CEC1B5B47AC7A467EC,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'Oregon', 'Linn County', 'Albany']","Albany, Linn County",Adzuna::API::Response::Category,teaching-jobs,Teaching Jobs,,
0.0,"Travel Physical Therapist (PT) - $1,888 per week in Harwich, MA",98176.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQW12RTVoRTQ4UkdvNGZZRXJfbk5vQSIsImkiOiI1Njk5MDc4OTE1In0.Y8U1501LF0MTjJbOvvjTBS9nsop870nSrD5-IKgrt-s,5699078915,2026-04-14T10:47:25Z,-70.06314,"Physical Therapist Location: Harwich, MA Agency: Anders Group Pay: $1,888 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 52 Weeks Start Date: ASAP About the Position AlliedTravelCareers is working with Anders Group to find a qualified Physical Therapist (PT) in Harwich, Massachusetts, 02645! Travel Physical Therapist (PT) – HARWICH, MA Start Date: 04/13/2026 Shift: 5x8 Days Setting: Please contact for Setting details Employment Type: Travel Physical Therapist (PT) Contra…",41.69874,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078915?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=3995551F132E90C7120462CA7EC439F1D4786C28,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Barnstable County', 'Harwich']","Harwich, Barnstable County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
148720.0,"Travel Ultrasound Tech - $2,860 to $3,060 per week in Albuquerque, NM",159120.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQW12RTVoRTQ4UkdvNGZZRXJfbk5vQSIsImkiOiI1Njk5MDc4OTE0In0.ig1HCnwObl3PpKP8dHjJ0yQTpla8d6rSHkxSIWoJw2k,5699078914,2026-04-14T10:47:25Z,-106.61908,"Ultrasound Tech Location: Albuquerque, NM Agency: Titan Medical Group Pay: $2,860 to $3,060 per week Shift Information: Days - 4 days x 12 hours Contract Duration: 13 Weeks Start Date: 5/18/2026 About the Position AlliedTravelCareers is working with Titan Medical Group to find a qualified Ultrasound in Albuquerque, New Mexico, 87101! Travel Ultrasound Tech - High Risk Weekly Gross Pay: $2860 - $3060 Location: Albuquerque, NM, United States Start date: 05-18-2026 Assignment length: 13 Weeks week…",35.09009,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5699078914?se=AmvE5hE48RGo4fYEr_nNoA&utm_medium=api&utm_source=abfa41a4&v=8F57C2B09F7081DF3B2337C8DDD5AAA078B20014,Adzuna::API::Response::Company,AlliedTravelCareers,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Bernalillo County', 'Albuquerque']","Albuquerque, Bernalillo County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
