redirect_url,id,title,salary_is_predicted,latitude,salary_max,salary_min,created,adref,description,longitude,__CLASS__,category.__CLASS__,category.label,category.tag,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,contract_time,contract_type
https://www.adzuna.com/land/ad/5855404770?se=uGb4x4yg8RGaZKTeUJdwbg&utm_medium=api&utm_source=abfa41a4&v=366962246F3E177618A92021549ABA65D64E29DF,5855404770,"Travel Physical Therapist - Paying up to $3,231/week",0,41.294102,168012.0,0.0,2026-08-25T09:54:17Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NTQwNDc3MCIsInMiOiJ1R2I0eDR5ZzhSR2FaS1RlVUpkd2JnIn0.y8WmsPQQavWKbR9niWPSzTefLpd4yQKbdX3OS-nV3kU,"Vivian is looking for Travel Physical Therapist Therapys in Wilmington, Illinois paying up to $3,231/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover j…",-88.144832,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Wilmington, Will County","['US', 'Illinois', 'Will County', 'Wilmington']",,
https://www.adzuna.com/land/ad/5855404764?se=uGb4x4yg8RGaZKTeUJdwbg&utm_medium=api&utm_source=abfa41a4&v=2C91064E935232346E7D11754CAB97F39109ECE8,5855404764,"Travel Certified Occupational Therapy Assistant - Paying up to $2,108/week",0,39.0259,109616.0,0.0,2026-08-25T09:54:17Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdiNHg0eWc4UkdhWktUZVVKZHdiZyIsImkiOiI1ODU1NDA0NzY0In0.eyStJNN0RWhW2o_YsjBVgTr6QGeyUcyxpdTS6brAshg,"Vivian is looking for Travel Certified Occupational Therapy Assistant Therapys in Kensington, Maryland paying up to $2,108/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location…",-77.073191,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Kensington, Montgomery County","['US', 'Maryland', 'Montgomery County', 'Kensington']",,
https://www.adzuna.com/details/5855404759?utm_medium=api&utm_source=abfa41a4,5855404759,Primary Care RN - Clinic (Part time),1,35.890937,72813.02,72813.02,2026-08-25T09:54:14Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NTQwNDc1OSIsInMiOiJ1R2I0eDR5ZzhSR2FaS1RlVUpkd2JnIn0.b7tt9EnTe_1sXNo5bp4s40-ySax9V63Gor6r_IO35Fc,"Title: Registered Nurse (RN) – Clinic (Contract) Pay rate: $58.80 an hr Location: Raleigh NC 27615 (On-site / Patient-facing) Contract type: Contract to hire Role Overview We’re hiring a Registered Nurse (RN) to support a fast-paced outpatient clinic setting. You’ll deliver high-quality, evidence-based care including assessments, treatments, medication administration, and patient education—while documenting accurately in the EMR and collaborating with the care team. Schedule / Coverage Expectat…",-78.636952,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,A-Line Staffing Solutions,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"North Hills, Wake County","['US', 'North Carolina', 'Wake County', 'North Hills']",,
https://www.adzuna.com/details/5855404753?utm_medium=api&utm_source=abfa41a4,5855404753,Sales Associate,1,29.53818,29340.42,29340.42,2026-08-25T09:54:12Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NTQwNDc1MyIsInMiOiJ1R2I0eDR5ZzhSR2FaS1RlVUpkd2JnIn0.tl-YkAsauPI74k_6sX6kNgJnzmsZu3YiyN13It84quc,"Brand: Spirit Halloween The Sales Associate will support the Store Management Team in the setup, merchandising, pack-up and teardown of a seasonal store. The Sales Associate is responsible for maintaining Guest Services as per Company Standards. The Sales Associate will support the Store Management Team by generating sales, sign waving, general housekeeping, merchandising, signing, pricing, POS operations and loss prevention. The minimum age requirement for this position is 16. The physical dem…",-98.559,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,Spencer Gifts - Spirit Halloween,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Castle Hills, Bexar County","['US', 'Texas', 'Bexar County', 'Castle Hills']",,
https://www.adzuna.com/details/5855404754?utm_medium=api&utm_source=abfa41a4,5855404754,Warehouse Associate,1,46.6748,43387.89,43387.89,2026-08-25T09:54:12Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdiNHg0eWc4UkdhWktUZVVKZHdiZyIsImkiOiI1ODU1NDA0NzU0In0.IjiuwIcbm3cTGv5tyQindhajJFVZDHK91m_7AZlvfE0,"Yakima, WA Truck Unloader Shift: 4 am to finish Monday to Friday Potential to earn $700-900 weekly People want to work at Capstone because of our high-performance culture. We build strong relationships, challenge the status quo, work hard to deliver results, and pay it forward in our communities. Through transparency and open lines of communication, we do the right thing and deliver on our promises. Think you have what it takes? The Opportunity: Warehouse Associates perform a variety of warehou…",-120.336803,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Capstone Logistics LLC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Yakima, Yakima County","['US', 'Washington', 'Yakima County', 'Yakima']",,
https://www.adzuna.com/details/5855404747?utm_medium=api&utm_source=abfa41a4,5855404747,Superintendent - K-12 Construction,1,40.103832,95437.48,95437.48,2026-08-25T09:54:00Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NTQwNDc0NyIsInMiOiJ1R2I0eDR5ZzhSR2FaS1RlVUpkd2JnIn0.yIqd8O8dYGkJMqNQINl3i_CuEAOT8H9r-q-X3VYzA_E,Opportunity to help lead a division with one of the strongest General Contractors in Columbus. A well-run company with an impressive pipeline for years. Urgent hire for one of Columbus' top General Contractors! Strong pipeline kicking off this summer and they want to get the right individual in place ASAP to help grow into a leader. Strong bonus package (potential for a sign-on) on top of excellent base salary. Client Details One of Ohio's fastest growing companies. This construction company ha…,-83.020025,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,Michael Page USA,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Columbus, Franklin County","['US', 'Ohio', 'Franklin County', 'Columbus']",,
https://www.adzuna.com/details/5855404745?utm_medium=api&utm_source=abfa41a4,5855404745,Assistant Store Manager - Spirit,1,33.549231,27380.45,27380.45,2026-08-25T09:53:59Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdiNHg0eWc4UkdhWktUZVVKZHdiZyIsImkiOiI1ODU1NDA0NzQ1In0.cnLX7KbcI8V5ns0CKqZlNnD4NbWTKOqhFBvxzuP5Ze8,"Hourly rate ranges from $16.75 - $17.25 per hour and is dependent upon qualifications and experience. Benefits include: Set-Up and Tear Down Premium Pay Programs, End of Season Premium Pay Program. All Bonus and Pay Programs subject to qualifications. The Assistant Store Manager supports the Store Manager in the staffing, setup, merchandising, pack-up and teardown of a Seasonal Store. The Assistant Manager is responsible for supporting the Store Manager in the various tasks involved in the over…",-101.922276,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,Spencer Gifts - Spirit Halloween,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Lubbock, Lubbock County","['US', 'Texas', 'Lubbock County', 'Lubbock']",,
https://www.adzuna.com/details/5855404734?utm_medium=api&utm_source=abfa41a4,5855404734,Trusts & Estates Tax Manager / Sr. Manager (cpa firm) - hybrid,1,41.481158,107874.02,107874.02,2026-08-25T09:53:47Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdiNHg0eWc4UkdhWktUZVVKZHdiZyIsImkiOiI1ODU1NDA0NzM0In0.Vo_QewoSsrfjTaMtvdUCP4k3otX4iLccpay5NVISELk,CPA firm seeking Trusts & Estates Tax Manager / Sr. Manager to take full responsibility for directing multiple engagements.,-74.360768,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,CPA firm,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Circleville, Orange County","['US', 'New York', 'Orange County', 'Circleville']",,
https://www.adzuna.com/details/5855404733?utm_medium=api&utm_source=abfa41a4,5855404733,Warehouse Associate - Weekend Shift,1,33.986109,57290.97,57290.97,2026-08-25T09:53:46Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdiNHg0eWc4UkdhWktUZVVKZHdiZyIsImkiOiI1ODU1NDA0NzMzIn0.1hA3-93a64brqDxwumt1iv0cMafjUQupKqnp6i4Hv8E,"Mira Loma, CA Weekend Shift $900 - $980/weekly Must have EPJ, ORDER PICKER| Cherry Picker, Turret| Swing reach 3mos or more exp. People want to work at Capstone because of our high-performance culture. We build strong relationships, challenge the status quo, work hard to deliver results, and pay it forward in our communities. Through transparency and open lines of communication, we do the right thing and deliver on our promises. Think you have what it takes? The Opportunity: Warehouse Associate…",-117.533012,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Capstone Logistics LLC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Mira Loma, Riverside County","['US', 'California', 'Riverside County', 'Mira Loma']",,
https://www.adzuna.com/details/5855404732?utm_medium=api&utm_source=abfa41a4,5855404732,"Director, Development Finance (PTVS)",1,38.300403,150748.83,150748.83,2026-08-25T09:53:45Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdiNHg0eWc4UkdhWktUZVVKZHdiZyIsImkiOiI1ODU1NDA0NzMyIn0.zB50J2WrdaSYevYji-EAML5D6zcCAY4tIbrukol1GVI,"Job Title: Director, Development Finance (PTVS) Location: Los Angeles, CA - onsite Duration: Temp - 6 months  potential to extend Pay Range: $90/hr -$100/hr (W2) About TSR TSR is a trusted staffing and workforce solutions partner with more than 50 years of experience delivery highly qualified talent to support clients' most critical business and technology initiatives. Through a disciplined approach to sourcing, candidate vetting, and delivery, TSR helps organizations scale teams quickly while …",-76.507454,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,TSR Consulting,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"California, St. Mary's County","['US', 'Maryland', ""St. Mary's County"", 'California']",,
https://www.adzuna.com/details/5855404731?utm_medium=api&utm_source=abfa41a4,5855404731,PMO Procurement Support Manager,1,40.414,95747.43,95747.43,2026-08-25T09:53:44Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdiNHg0eWc4UkdhWktUZVVKZHdiZyIsImkiOiI1ODU1NDA0NzMxIn0.vSDLXbNMQ0uZoy1k_dtb_iOiYsO92LhY9S1UpVK9qxg,"Job Title: PMO Procurement Support Manager Location: Nashville, TN (Onsite, Full Time) Duration: Contract - 6 months  potential to extend Pay Range: $85-95/hour W2 About TSR TSR is a trusted staffing and workforce solutions partner with more than 50 years of experience delivering highly qualified talent to support clients' most critical business and technology initiatives. Through a disciplined approach to sourcing, candidate vetting, and delivery, TSR helps organizations scale teams quickly wh…",-90.856,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,TSR Consulting,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Tennessee, McDonough County","['US', 'Illinois', 'McDonough County', 'Tennessee']",,
https://www.adzuna.com/details/5855404730?utm_medium=api&utm_source=abfa41a4,5855404730,Retail Customer Service Associate,1,26.807032,36625.96,36625.96,2026-08-25T09:53:42Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NTQwNDczMCIsInMiOiJ1R2I0eDR5ZzhSR2FaS1RlVUpkd2JnIn0.l6BSxMhCGdk9AK-gWGaTB01cDa0OY7CO-o50qWWTLGY,"POSITION SUMMARY: The Store Consultant consistently delivers a positive customer experience to all customers, utilizing consultative skills to anticipate customer needs, suggest alternatives and provide solutions. This customer service focused team member is knowledgeable in all areas of the Store’s business, including print, signs & graphics, and shipping. They will be responsible for taking orders, coordinating activities in the Store, providing pricing and product information, and recommendi…",-80.081429,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,FedEx,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Palm Beach Gardens, Palm Beach County","['US', 'Florida', 'Palm Beach County', 'Palm Beach Gardens']",,
https://www.adzuna.com/details/5855404728?utm_medium=api&utm_source=abfa41a4,5855404728,Service Advisor,1,38.961694,44544.66,44544.66,2026-08-25T09:53:39Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdiNHg0eWc4UkdhWktUZVVKZHdiZyIsImkiOiI1ODU1NDA0NzI4In0.45iwAKuzNhb_ETzKuJhhERMDf9ERyIqchueYHOO76AI,"BMW of Kansas City South Location: 1200 W. 104th Street, Kansas City, Missouri 64114 Summary: Responsible for selling, identifying and documenting service, maintenance, and repair service for customers. Responsible for scheduling service to be performed. Supervisory Responsibilities: This job has no direct supervisory responsibilities. Essential Duties and Responsibilitiesinclude the following: Works with customer and technician to identify required maintenance. Advises customers on necessary a…",-94.596704,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Customer Services Jobs,customer-services-jobs,Hendrick Automotive Group Corporate,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Leawood, Johnson County","['US', 'Kansas', 'Johnson County', 'Leawood']",,
https://www.adzuna.com/details/5855404726?utm_medium=api&utm_source=abfa41a4,5855404726,Batch Maker/Tank Washer (2nd Shift),1,30.31203,17807.02,17807.02,2026-08-25T09:53:38Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdiNHg0eWc4UkdhWktUZVVKZHdiZyIsImkiOiI1ODU1NDA0NzI2In0.k2aggTFaCzq8sJweHDH-8AZGLX74cWOyN9b9cee19Gs,"Batch Maker/Tank Washer (2nd Shift)- $16.00/hr A local company in Conroe, TX is searching for a batch maker/tank washer to assist in the company’s daily operations. This is a temp-hire position in a fast-paced environment and the ideal candidate will have extensive experience in product quality and equipment maintenance. Interested candidates, please send updated resumes to: jobs.conroetx@expresspros.com Summary of essential job functions: Prepare precise product batches according to establishe…",-95.425376,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Manufacturing Jobs,manufacturing-jobs,Employment Professionals – North Houston,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Conroe, Montgomery County","['US', 'Texas', 'Montgomery County', 'Conroe']",,
https://www.adzuna.com/details/5855404723?utm_medium=api&utm_source=abfa41a4,5855404723,Store Manager - Spirit,1,33.576413,49386.02,49386.02,2026-08-25T09:53:33Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdiNHg0eWc4UkdhWktUZVVKZHdiZyIsImkiOiI1ODU1NDA0NzIzIn0.703SE8hoOPCbTDO2oeB-kGphiQb0LNlJxzPvFDVl0Pw,"Hourly rate ranges from $21.90 - $22.15 per hour and is dependent upon qualifications and experience. Benefits include: California Paid Sick Time, Year End Bonus, Tear Down Premium Pay Program, Retention Pay Program. All Bonus and Pay Programs subject to qualifications. The Store Manager oversees and is accountable for the total operation of a store ensuring maximum sales and profitability by establishing and maintaining Guest Services and, controlling expenses. The Store Manager is responsible…",-117.215593,Adzuna::API::Response::Job,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,Spencer Gifts - Spirit Halloween,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Murrieta Hot Springs, Riverside County","['US', 'California', 'Riverside County', 'Murrieta Hot Springs']",,
