latitude,description,id,longitude,redirect_url,__CLASS__,created,adref,salary_max,title,salary_min,salary_is_predicted,location.area,location.__CLASS__,location.display_name,category.tag,category.__CLASS__,category.label,company.__CLASS__,company.display_name,contract_time,contract_type
61.154889,"Revolution Healthcare Services is seeking a travel nurse RN MICU - Medical Intensive Care Unit for a travel nursing job in Anchorage, Alaska. Job Description & Requirements Specialty: MICU - Medical Intensive Care Unit Discipline: RN Start Date: 08/10/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Job Opportunity – ICU Registered Nurse – Alaska Start Date: August 2026 Location: Alaska Compensation: Details provided to qualified applicants Schedule: 3x1…",5808180727,-149.827973,https://www.adzuna.com/land/ad/5808180727?se=7kenG06E8RGtsJmdS9THBg&utm_medium=api&utm_source=abfa41a4&v=C7F47B61F9C45E1A592E5BDC7EDF3090256B7BDA,Adzuna::API::Response::Job,2026-07-20T11:13:30Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2tlbkcwNkU4Ukd0c0ptZFM5VEhCZyIsImkiOiI1ODA4MTgwNzI3In0.9pbM58tnD8HOvwjlYA_AbpMelVuFaZyfbonW0dOj0ns,127660.0,"Travel MICU RN - $2,455 per week",0.0,0,"['US', 'Alaska', 'Anchorage', 'Eagle River']",Adzuna::API::Response::Location,"Eagle River, Anchorage",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Revolution Healthcare Services,,
42.515007,"LanceSoft is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Dubuque, Iowa. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: 08/10/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel 24 months of Labor & Delivery / L&D experience [required] nursery / Mother-Baby experience [preferred] Post Partum experience [nice to have] NICU experience [preferred[ travel experience within the last 15 months […",5808180726,-90.685279,https://www.adzuna.com/land/ad/5808180726?se=7kenG06E8RGtsJmdS9THBg&utm_medium=api&utm_source=abfa41a4&v=3661509195B6003BBE94B7295A3A39871C4D01B6,Adzuna::API::Response::Job,2026-07-20T11:13:30Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2tlbkcwNkU4Ukd0c0ptZFM5VEhCZyIsImkiOiI1ODA4MTgwNzI2In0._fVRMCj6LPCiSJzFLHBvqWZKgRWux8nO0j6w5DvJoK0,132184.0,"Travel Registered Nurse - Labor & Delivery (L&D) - $2,542 per week",0.0,0,"['US', 'Iowa', 'Dubuque County', 'Center Grove']",Adzuna::API::Response::Location,"Center Grove, Dubuque County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,LanceSoft,,
40.041105,"Slate Healthcare is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Columbus, Ohio. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 09/08/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Description As a Registered Nurse in the Emergency Room, you will provide critical care to patients of various ages, ensuring their safety and comfort. Your responsibilities will include monit…",5808180725,-82.965488,https://www.adzuna.com/land/ad/5808180725?se=7kenG06E8RGtsJmdS9THBg&utm_medium=api&utm_source=abfa41a4&v=C492C8DF19779EE9C3C29686135173E1B697E1BE,Adzuna::API::Response::Job,2026-07-20T11:13:29Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwODE4MDcyNSIsInMiOiI3a2VuRzA2RThSR3RzSm1kUzlUSEJnIn0.kz0X7fR4yKDheZJBE-RhYUtYkQx3dTBLECZ7I1sAFAY,95836.0,"Travel ER/ED Registered Nurse - $1,843 per week",0.0,0,"['US', 'Ohio', 'Franklin County', 'Minerva Park']",Adzuna::API::Response::Location,"Minerva Park, Franklin County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Slate Healthcare,,
40.041105,"GLC On-The-Go is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Columbus, Ohio. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 09/08/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel ER Holding Registered Nurse - Emergency Department (ER) | Columbus, OH | Contract Quick Look Weekly Gross Pay: $1,752 - $1,844 Shift: Day 3x12-Hour (07:00 - 19:30) Start Date: 09/08/2026 Duration: 13…",5808180724,-82.965488,https://www.adzuna.com/land/ad/5808180724?se=7kenG06E8RGtsJmdS9THBg&utm_medium=api&utm_source=abfa41a4&v=8BBF0CF0BDE229B78BF1AF13C629847666D56162,Adzuna::API::Response::Job,2026-07-20T11:13:29Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwODE4MDcyNCIsInMiOiI3a2VuRzA2RThSR3RzSm1kUzlUSEJnIn0.SBj7IuKHDROXX3wwyZt9LVC6-I4fPUiyWbqGwJMyCnQ,95888.0,"Travel ER Holding RN - $1,844 per week",0.0,0,"['US', 'Ohio', 'Franklin County', 'Minerva Park']",Adzuna::API::Response::Location,"Minerva Park, Franklin County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,GLC On-The-Go,,
43.12746,"Cure Healthcare Staffing is seeking a travel Interventional Radiology Technologist for a travel job in Utica, New York. Job Description & Requirements Specialty: Interventional Radiology Technologist Discipline: Allied Health Professional Start Date: 08/10/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Cure Healthcare is seeking a Rad Tech - Interventional Rad Tech for positions in Utica, New York. Current New York license and AHA BLS and ACLS required a…",5808180720,-75.21426,https://www.adzuna.com/land/ad/5808180720?se=7kenG06E8RGtsJmdS9THBg&utm_medium=api&utm_source=abfa41a4&v=839EB984C557122F2EB3809E0699EA893DE1B368,Adzuna::API::Response::Job,2026-07-20T11:13:27Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwODE4MDcyMCIsInMiOiI3a2VuRzA2RThSR3RzSm1kUzlUSEJnIn0.iR0IBEWH0mQZSFuZLyTB6217SAqbu3h-E-wEIxAEF4Y,189592.0,"Travel Interventional Radiology Technologist - $3,646 per week",0.0,0,"['US', 'New York', 'Oneida County', 'Deerfield']",Adzuna::API::Response::Location,"Deerfield, Oneida County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Cure Healthcare Staffing,,
43.228898,"PRIDE Health is seeking a travel Physical Therapist for a travel job in Roseburg, Oregon. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Start Date: 08/03/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Pride Health Job ID 18820208. Pay package is based on 8 hour shifts and 40.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: Physical Therapist:Rehab,09:00:00-17:00:…",5808180716,-123.323543,https://www.adzuna.com/land/ad/5808180716?se=7kenG06E8RGtsJmdS9THBg&utm_medium=api&utm_source=abfa41a4&v=CA715975925CCB8210466FBB9E90F59BE9C07561,Adzuna::API::Response::Job,2026-07-20T11:10:34Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwODE4MDcxNiIsInMiOiI3a2VuRzA2RThSR3RzSm1kUzlUSEJnIn0.G_QFeWUs0qS9ilG9S6MEizTRmpbnQFuVwxAYRT2oOkw,160576.0,"Travel Home Health Physical Therapist - $3,088 per week",0.0,0,"['US', 'Oregon', 'Douglas County', 'Roseburg']",Adzuna::API::Response::Location,"Roseburg, Douglas County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,PRIDE Health,,
31.265424,"Revolution Healthcare Services is seeking a travel nurse RN Cardiac Cath Lab for a travel nursing job in Alexandria, Louisiana. Job Description & Requirements Specialty: Cardiac Cath Lab Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel  Job Opportunity – Registered Nurse / Cardiac Cath Lab – Virginia Start Date: August 3, 2026 Location: Alexandria, Virginia Compensation: Details provided to qualified applicants Schedule: Day…",5808180715,-92.414158,https://www.adzuna.com/land/ad/5808180715?se=7kenG06E8RGtsJmdS9THBg&utm_medium=api&utm_source=abfa41a4&v=0883C4A2FC8DA9D80DAB5F7534C9D8C58F6B2F54,Adzuna::API::Response::Job,2026-07-20T11:10:34Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwODE4MDcxNSIsInMiOiI3a2VuRzA2RThSR3RzSm1kUzlUSEJnIn0.MnPdu6flaW2Aits1EBKJBvltWxdhf6SeFxk7qg9imGk,162240.0,"Travel Cardiac Cath Lab RN - $3,120 per week",0.0,0,"['US', 'Louisiana', 'Rapides Parish', 'Willow Glen']",Adzuna::API::Response::Location,"Willow Glen, Rapides Parish",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Revolution Healthcare Services,,
35.54388,"Meda Health is seeking a travel nurse RN Stepdown for a travel nursing job in Oklahoma City, Oklahoma. Job Description & Requirements Specialty: Stepdown Discipline: RN Start Date: 07/27/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Meda Health is looking for a PCU RN to work a travel assignment in an acute care hospital setting. Must have at least two years of experience, state licensure and BLS/ACLS (at minimum). Competitive and Transparent Pay We v…",5808180712,-97.5561,https://www.adzuna.com/land/ad/5808180712?se=7kenG06E8RGtsJmdS9THBg&utm_medium=api&utm_source=abfa41a4&v=3915BFE0B283F205F4389C2516FC0B58D34C046D,Adzuna::API::Response::Job,2026-07-20T11:10:32Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwODE4MDcxMiIsInMiOiI3a2VuRzA2RThSR3RzSm1kUzlUSEJnIn0.pAUMWFkAnFDd6ypkLgnV0fEZsuEKWcOpY_qOsN2ntRE,114400.0,"Travel RN Med/Surg & Step-Down - $2,200 per week",0.0,0,"['US', 'Oklahoma', 'Oklahoma County', 'Nichols Hills']",Adzuna::API::Response::Location,"Nichols Hills, Oklahoma County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Meda Health,,
39.0059,"PRIDE Health is seeking a travel nurse RN Home Health for a travel nursing job in Greenbelt, Maryland. Job Description & Requirements Specialty: Home Health Discipline: RN Start Date: 08/31/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Pride Health Job ID 18820181. Pay package is based on 8 hour shifts and 40.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN:Home Health,09:00:00-17:00:00 About …",5808180709,-76.86857,https://www.adzuna.com/land/ad/5808180709?se=7kenG06E8RGtsJmdS9THBg&utm_medium=api&utm_source=abfa41a4&v=21B27F4F136B5FB13EC2ABAF040038F1D63118BF,Adzuna::API::Response::Job,2026-07-20T11:10:31Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwODE4MDcwOSIsInMiOiI3a2VuRzA2RThSR3RzSm1kUzlUSEJnIn0.3D1r4w43q2K2xC7NoCwOlF441uVJHj75eaEsOc8tJrQ,121264.0,"Travel Home Health RN - $2,332 per week",0.0,0,"['US', 'Maryland', ""Prince George's County"", 'Greenbelt']",Adzuna::API::Response::Location,"Greenbelt, Prince George's County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,PRIDE Health,,
42.401,"LanceSoft is seeking a travel nurse RN Med Surg for a travel nursing job in Sioux City, Iowa. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel At least 2 years med surg previous experience [required] first time traveler okay heparin dip experience [preferred] BLS [required] epic experience State license [required] About LanceSoft Established in 2000, LanceSoft is a Certifie…",5808180708,-96.373,https://www.adzuna.com/land/ad/5808180708?se=7kenG06E8RGtsJmdS9THBg&utm_medium=api&utm_source=abfa41a4&v=409F53CF11020D190A6B2AAF8996C2D52FAA5FCA,Adzuna::API::Response::Job,2026-07-20T11:10:30Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2tlbkcwNkU4Ukd0c0ptZFM5VEhCZyIsImkiOiI1ODA4MTgwNzA4In0.1AZ3Fu47qND11SQwo6mRW10hsu9g1jkl32JiF0d2raA,120952.0,"Travel Nurse RN - Med Surg - $2,326 per week",0.0,0,"['US', 'Iowa', 'Woodbury County', 'Sergeant Bluff']",Adzuna::API::Response::Location,"Sergeant Bluff, Woodbury County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,LanceSoft,,
32.859649,"Perm Staff Jobs is seeking a Registered Nurse (RN) Telemetry for a nursing job in Euless, Texas. Job Description & Requirements Specialty: Telemetry Discipline: RN Duration: Ongoing Employment Type: Staff RN Supervisor Med Surg Tele As a Telemetry Clinical Nurse Coordinator RN, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils and national n…",5808180705,-97.081499,https://www.adzuna.com/land/ad/5808180705?se=7kenG06E8RGtsJmdS9THBg&utm_medium=api&utm_source=abfa41a4&v=CD690490D0345B74A9A4D9E5B87A27C8600F26F5,Adzuna::API::Response::Job,2026-07-20T11:10:30Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwODE4MDcwNSIsInMiOiI3a2VuRzA2RThSR3RzSm1kUzlUSEJnIn0.ll4JnAat6YjEUFeOIol6Y03MaYjtHWESeLSAR9jQZ0s,124800.0,staff - Registered Nurse (RN) - Telemetry - $55-60 per hour,114400.0,0,"['US', 'Texas', 'Tarrant County', 'Euless']",Adzuna::API::Response::Location,"Euless, Tarrant County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Perm Staff Jobs,,
