salary_min,title,longitude,contract_time,salary_is_predicted,redirect_url,latitude,salary_max,created,adref,description,__CLASS__,id,category.tag,category.__CLASS__,category.label,location.area,location.__CLASS__,location.display_name,company.__CLASS__,company.display_name,contract_type
53310.12,Maintenance Technician,-86.643616,,1,https://www.adzuna.com/details/5813916361?utm_medium=api&utm_source=abfa41a4,30.467448,53310.12,2026-07-24T10:41:45Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxNjM2MSIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.fpwdHhl1IJW0TmU08TChpmrWF9yIKCHonft3AMUneis,"About Us RAM Partners, LLC, is a full-service real estate management company that manages more than 80,000 apartments throughout the United States. We specialize in multi-family community management for a variety of third-party owners. We are a service-oriented, hands-on company. Our brick and mortar are our people. Compensation: $26 to $29 per hour Overview Zatitude at Freedom Tech is looking for a Maintenance Technician with experience to help maintain the physical integrity of our property. …",Adzuna::API::Response::Job,5813916361,property-jobs,Adzuna::API::Response::Category,Property Jobs,"['US', 'Florida', 'Okaloosa County', 'Fort Walton Beach']",Adzuna::API::Response::Location,"Fort Walton Beach, Okaloosa County",Adzuna::API::Response::Company,"RAM Partners, LLC",
31825.07,Groundskeeper,-80.846082,,1,https://www.adzuna.com/details/5813916360?utm_medium=api&utm_source=abfa41a4,35.232678,31825.07,2026-07-24T10:41:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxNjM2MCIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.8HbWrITXzWUB4eZ-TBBkUJAz-idFEhCgWAUnDktcces,"About Us RAM Partners, LLC, is a full-service real estate management company that manages more than 80,000 apartments throughout the United States. We specialize in multi-family community management for a variety of third-party owners. We are a service-oriented, hands-on company. Our brick and mortar are our people. Compensation: $19 to $22 per hour Overview We’re looking for people who thrive off using their attention to detail by maintaining the grounds, amenities, and overall curb appeal to …",Adzuna::API::Response::Job,5813916360,other-general-jobs,Adzuna::API::Response::Category,Other/General Jobs,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Adzuna::API::Response::Location,"Charlotte, Mecklenburg County",Adzuna::API::Response::Company,"RAM Partners, LLC",
83100.22,New Construction Senior Estimator,-80.846082,,1,https://www.adzuna.com/details/5813916359?utm_medium=api&utm_source=abfa41a4,35.232678,83100.22,2026-07-24T10:41:29Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxNjM1OSIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.nS3Gn8GRDndj_aRoF0I0IOzBeOCycD0Z43KzIzgekJs,"Baker Roofing Company – New Construction Senior Estimator The New Construction Senior Estimator prices and sells assigned projects while supporting department-wide development. This role demands accuracy, integrity, and the ability to manage multiple priorities under deadline pressure. Senior Estimators are expected to mentor junior team members, collaborate across departments, and contribute to the overall growth of the Estimating team. This position is based in our Charlotte, NC office and re…",Adzuna::API::Response::Job,5813916359,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Adzuna::API::Response::Location,"Charlotte, Mecklenburg County",Adzuna::API::Response::Company,Baker Roofing Company,
28888.43,Janitor,-82.01426,part_time,1,https://www.adzuna.com/details/5813916356?utm_medium=api&utm_source=abfa41a4,34.499012,28888.43,2026-07-24T10:41:11Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxNjM1NiIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.Vq8mTT71MIguF2-Vs7S2XNauVPm_1524_SItJVXbc-o,"Part-Time Janitors – Laurens, SC TC Services , a nationally recognized leader in commercial cleaning, is looking for detail-oriented and reliable individuals to join our team as Part-Time Janitors in Laurens, SC . As a CIMS-certified janitorial company based in Greenville, South Carolina , we take pride in maintaining high cleaning standards and providing excellent service. Position Details: Shift Option: Shift 1: Monday - Friday, 5:45pm - 7:15pm Shift 2: Monday - Friday, 6:00pm - 8:00pm Locati…",Adzuna::API::Response::Job,5813916356,domestic-help-cleaning-jobs,Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,"['US', 'South Carolina', 'Laurens County', 'Laurens']",Adzuna::API::Response::Location,"Laurens, Laurens County",Adzuna::API::Response::Company,TC Services LLC,
24221.33,Janitor,-81.880656,part_time,1,https://www.adzuna.com/details/5813916357?utm_medium=api&utm_source=abfa41a4,34.472628,24221.33,2026-07-24T10:41:11Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxNjM1NyIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.PIREg0oUSHOzouyqC5oTpCjpy65ik9mENh9lQ8SckQw,"Now Hiring: Part-Time Janitor – Clinton, SC TC Services , a nationally recognized leader in commercial cleaning, is looking for detail-oriented and reliable individuals to join our team as Part-Time Janitors in Clinton, SC . As a CIMS-certified janitorial company based in Greenville, South Carolina , we take pride in maintaining high cleaning standards and providing excellent service. Position Details: Shift Options: Shift 1: Monday - Friday, 6:00pm - 8:30pm Location: Clinton, SC Pay Rate: $12 …",Adzuna::API::Response::Job,5813916357,domestic-help-cleaning-jobs,Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,"['US', 'South Carolina', 'Laurens County', 'Clinton']",Adzuna::API::Response::Location,"Clinton, Laurens County",Adzuna::API::Response::Company,TC Services LLC,
64215.98,Associate Project Manager,-81.588456,full_time,1,https://www.adzuna.com/details/5813916355?utm_medium=api&utm_source=abfa41a4,40.031183,64215.98,2026-07-24T10:40:41Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxNjM1NSIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.HHrdRyyrSiE5s7Zs-eCxRJDyHzxgmNk62fbjh4X0AzA,"U.S. Bridge is a bridge fabricator and general contractor with a primary focus on the public sector. It is a company founded on family values and is committed to building quality products that exceed the expectations of the owner and the public, in the safest manner possible for the employees, while doing so in a family-friendly work environment. The Associate Project Manager is a member of the operation team. The Associate Project Manager will work independently to deliver on responsibilities …",Adzuna::API::Response::Job,5813916355,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,"['US', 'Ohio', 'Guernsey County', 'Cambridge']",Adzuna::API::Response::Location,"Cambridge, Guernsey County",Adzuna::API::Response::Company,U.S Bridge,
55100.29,Project Coordinator,-81.588456,full_time,1,https://www.adzuna.com/details/5813916353?utm_medium=api&utm_source=abfa41a4,40.031183,55100.29,2026-07-24T10:40:41Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxNjM1MyIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.sgEYfYiwqrcbzV60TG1UeVxPOiWjxIZ9n8lGFkXNZQs,"U.S. Bridge is a bridge fabricator and general contractor with a primary focus on the public sector. It is a company founded on family values and is committed to building quality products that exceed the expectations of the owner and the public, in the safest manner possible for the employees, while doing so in a family-friendly work environment. The Project Coordinator is a member of the operation team. The Project Coordinator will work independently to deliver on responsibilities in collabora…",Adzuna::API::Response::Job,5813916353,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,"['US', 'Ohio', 'Guernsey County', 'Cambridge']",Adzuna::API::Response::Location,"Cambridge, Guernsey County",Adzuna::API::Response::Company,U.S Bridge,
32636.22,Behavior Technician - Soledad,-121.326319,full_time,1,https://www.adzuna.com/details/5813916345?utm_medium=api&utm_source=abfa41a4,36.424687,32636.22,2026-07-24T10:39:17Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxNjM0NSIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.Q5IMNVabiAq62lDEEuU9Mdshe8YJayN0g8I8rHUkxXI,"Want to make a difference? GOALS for Autism, Inc. is hiring Behavior Technicians to implement behavior modification programs (Applied Behavior Analysis) in home and community settings to teach clients new skills for life. GOALS for Autism, Inc. is devoted to increasing the quality of life for families affected by Autism Spectrum Disorders and other special needs. GOALS provides opportunities for individuals and their families to reach their highest potential in life. Take a moment to learn more…",Adzuna::API::Response::Job,5813916345,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'California', 'Monterey County', 'Soledad']",Adzuna::API::Response::Location,"Soledad, Monterey County",Adzuna::API::Response::Company,"GOALS for Autism, Inc.",
49601.44,Registered Nurse (RN) ACU,-84.618544,full_time,1,https://www.adzuna.com/land/ad/5813912090?se=6mynk3CH8RGZBJMYq1MIHw&utm_medium=api&utm_source=abfa41a4&v=EFC8D7CBB5655E2B23C941D8477062481C219AFA,37.090422,49601.44,2026-07-24T10:20:53Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxMjA5MCIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.4dLGGMsRfvb9yyw9-UyDdZ0kgp2WFulj4wKmic9jaGM,"Registered Nurse - ACU Full-Time Days Position Summary Provides direct patient care to patients using the nursing process in accordance with applicable scope and standards of practice. Reports to the Director or Manager of Department. Essential Functions Performs plan of care interventions, including medication administration, specimen collection, and clinical treatments. Documents patient care and monitors patient condition, communicating with care team, physician, patient, and family. Assists…",Adzuna::API::Response::Job,5813912090,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Kentucky', 'Pulaski County', 'West Somerset']",Adzuna::API::Response::Location,"West Somerset, Pulaski County",Adzuna::API::Response::Company,Lake Cumberland Regional Hospital,
53854.69,Licensed Practical Nurse,-96.73263,full_time,1,https://www.adzuna.com/land/ad/5813912078?se=6mynk3CH8RGZBJMYq1MIHw&utm_medium=api&utm_source=abfa41a4&v=8293413BA4B756A401A6AB494CC94CBA2AB4AFBE,43.557372,53854.69,2026-07-24T10:20:45Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxMjA3OCIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.40Uga_2nRNHap6-K-BGMC8hwfKOJa5D6RtSgp5B23qA,"Would you like to join an international team working to improve the future of healthcare? Do you want to enhance the lives of millions of people? Grifols is a global healthcare company that since 1909 has been working to improve the health and well-being of people around the world. We are leaders in plasma-derived medicines and transfusion medicine and develop, produce and market innovative medicines, solutions and services in more than 110 countries and regions. Are you looking for something d…",Adzuna::API::Response::Job,5813912078,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'South Dakota', 'Minnehaha County', 'Sioux Falls']",Adzuna::API::Response::Location,"Sioux Falls, Minnehaha County",Adzuna::API::Response::Company,Grifols,
57782.01,Registered Nurse,-96.73263,full_time,1,https://www.adzuna.com/land/ad/5813912073?se=6mynk3CH8RGZBJMYq1MIHw&utm_medium=api&utm_source=abfa41a4&v=818D24935AD5CD5109F44F185E151AF867DA975D,43.557372,57782.01,2026-07-24T10:20:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNm15bmszQ0g4UkdaQkpNWXExTUlIdyIsImkiOiI1ODEzOTEyMDczIn0.MHwEikLp5E3GZV8oet5br_khPVI26Z1PdqMcB4uoQ4c,"Would you like to join an international team working to improve the future of healthcare? Do you want to enhance the lives of millions of people? Grifols is a global healthcare company that since 1909 has been working to improve the health and well-being of people around the world. We are leaders in plasma-derived medicines and transfusion medicine and develop, produce and market innovative medicines, solutions and services in more than 110 countries and regions. Are you looking for something d…",Adzuna::API::Response::Job,5813912073,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'South Dakota', 'Minnehaha County', 'Sioux Falls']",Adzuna::API::Response::Location,"Sioux Falls, Minnehaha County",Adzuna::API::Response::Company,Grifols,
32344.59,Registered Nurse (RN) Geriatric,-78.265667,full_time,1,https://www.adzuna.com/land/ad/5813912063?se=6mynk3CH8RGZBJMYq1MIHw&utm_medium=api&utm_source=abfa41a4&v=8F32F275D3FE2EA429C8DC9B4E93EC3757646177,36.075167,32344.59,2026-07-24T10:20:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNm15bmszQ0g4UkdaQkpNWXExTUlIdyIsImkiOiI1ODEzOTEyMDYzIn0.CSc2YR7XbD_LK4NiLFJ5u0btRufK-5z-ZLyEnmBkPsc,"Registered Nurse (RN) - Geriatrics $20,000 Commitment Bonus Two Years! Shift: Night (7:00 pm - 7:00 am) Location: Maria Parham Franklin - Louisburg, NC Your Experience Matters Maria Parham is part of Lifepoint Health , a diversified healthcare delivery network with facilities coast to coast. We are driven by a profound commitment to prioritize your well-being so you can provide exceptional care to others. As a Registered Nurse (RN) joining our team, you're embracing a vital mission dedicated to…",Adzuna::API::Response::Job,5813912063,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'North Carolina', 'Franklin County', 'Louisburg']",Adzuna::API::Response::Location,"Louisburg, Franklin County",Adzuna::API::Response::Company,Maria Parham Health,
25578.4,RN,-96.73263,full_time,1,https://www.adzuna.com/land/ad/5813912051?se=6mynk3CH8RGZBJMYq1MIHw&utm_medium=api&utm_source=abfa41a4&v=3614D663CC94C3DC755A2D5193F8BA6C9712E469,43.557372,25578.4,2026-07-24T10:20:27Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNm15bmszQ0g4UkdaQkpNWXExTUlIdyIsImkiOiI1ODEzOTEyMDUxIn0.Y0BAqWvodhS-WYFF7FMfWNpxq1vCszxp5hrRpelwoRU,"Would you like to join an international team working to improve the future of healthcare? Do you want to enhance the lives of millions of people? Grifols is a global healthcare company that since 1909 has been working to improve the health and well-being of people around the world. We are leaders in plasma-derived medicines and transfusion medicine and develop, produce and market innovative medicines, solutions and services in more than 110 countries and regions. Are you looking for something d…",Adzuna::API::Response::Job,5813912051,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'South Dakota', 'Minnehaha County', 'Sioux Falls']",Adzuna::API::Response::Location,"Sioux Falls, Minnehaha County",Adzuna::API::Response::Company,Grifols,
58929.64,Merchandising,-85.817533,part_time,1,https://www.adzuna.com/details/5813912038?utm_medium=api&utm_source=abfa41a4,38.315717,58929.64,2026-07-24T10:20:18Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNm15bmszQ0g4UkdaQkpNWXExTUlIdyIsImkiOiI1ODEzOTEyMDM4In0.-yBSTsFkgs-lFjcjl3-3u-Tttwun4TFdH1-rOgnypT0,"Merchandiser Our merchandisers are the heart and soul of Jacent. They're on the front lines in more than 17,000 stores placing just the right products, building displays, and working with store personnel  right in their own community. Our people are what makes us special and makes us the 1 impulse merchandising company in North America. We are looking for individuals that align with our culture pillars of We Always Play Offense, We Are Solutions Oriented, We Deliver Legendary Service, We Act wi…",Adzuna::API::Response::Job,5813912038,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"['US', 'Indiana', 'Floyd County', 'New Albany']",Adzuna::API::Response::Location,"New Albany, Floyd County",Adzuna::API::Response::Company,Jacent Strategic Merchandising,
41452.45,Store Shelving Reset Merchandiser,-76.72138,part_time,1,https://www.adzuna.com/details/5813912034?utm_medium=api&utm_source=abfa41a4,39.157939,41452.45,2026-07-24T10:20:13Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxMjAzNCIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.Q9FulJLj-tMJWmI4QhIAqycDYC0uD-Nh_7vf7IyZ1MQ,"We want you to help us shape the future of shopping experiences and deliver on our purpose of connecting people with the products and experiences that enrich their lives. Joining SAS Retail Services, an Advantage Solutions company, means joining a network of 65,000 teammates serving 4,000 brands and retail customers across 40 countries. All the while, being provided the opportunities, support, and enrichment you need to grow your career. In this role, you will provide in-store merchandising sup…",Adzuna::API::Response::Job,5813912034,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"['US', 'Maryland', 'Anne Arundel County', 'Harmans']",Adzuna::API::Response::Location,"Harmans, Anne Arundel County",Adzuna::API::Response::Company,SAS Retail Services,
41732.05,Retail Merchandiser,-108.049743,part_time,1,https://www.adzuna.com/details/5813912032?utm_medium=api&utm_source=abfa41a4,38.73721,41732.05,2026-07-24T10:20:13Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkxMjAzMiIsInMiOiI2bXluazNDSDhSR1pCSk1ZcTFNSUh3In0.K8zFtZQeh2B4WuaJpwwQHMSN3prFBF0ZsLrSfSj8uo0,"We want you to help us shape the future of shopping experiences and deliver on our purpose of connecting people with the products and experiences that enrich their lives. Joining Retail Odyssey, an Advantage Solutions company, means joining a network of 65,000 teammates serving 4,000 brands and retail customers across 40 countries. All the while, being provided the opportunities, support, and enrichment you need to grow your career. In this role, you will provide in-store merchandising support …",Adzuna::API::Response::Job,5813912032,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"['US', 'Colorado', 'Delta County', 'Delta']",Adzuna::API::Response::Location,"Delta, Delta County",Adzuna::API::Response::Company,The Retail Odyssey Company,
