created,salary_max,adref,salary_min,description,salary_is_predicted,title,id,redirect_url,__CLASS__,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,latitude,longitude,contract_type,contract_time
2026-04-03T09:54:34Z,142688.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUdHZUcyWXY4UkdQRU5hQWVSdE83USIsImkiOiI1Njg4NzQ3MTEzIn0.Z0uAca8U6Wde3ViRAAChZAEsR0CtuCZ2EdlItAbE198,0.0,"Coast Medical Service is seeking a travel nurse RN Hospice for a travel nursing job in Spokane, Washington. Job Description & Requirements Specialty: Hospice Discipline: RN Start Date: 04/27/2026 Duration: 14 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coast is featured on Blue Pipes' 202…",0,"Travel Hospice Registered Nurse - $2,744 per week",5688747113,https://www.adzuna.com/land/ad/5688747113?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=75190A36CA52CF57EEBB34E506CB376EB89639C2,Adzuna::API::Response::Job,"['US', 'Washington', 'Spokane County', 'Spokane']",Adzuna::API::Response::Location,"Spokane, Spokane County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Coast Medical Service,Adzuna::API::Response::Company,47.6581,-117.424,,
2026-04-03T09:54:34Z,108680.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUdHZUcyWXY4UkdQRU5hQWVSdE83USIsImkiOiI1Njg4NzQ3MTE0In0.xnD5-qlNXWAalYlrkaUsM_0BpSIvo-LD3zjWW2eFsEs,0.0,"Skyline Med Staff Nursing is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Spokane, Washington. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 05/04/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Weekly amount stated in job postings is an estimate based on estimated hourly wage and potential stipends available for the location of the assignment. Pay package is calculated …",0,"Travel ICU Registered Nurse - $2,090 per week",5688747114,https://www.adzuna.com/land/ad/5688747114?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=53FDAA00570181F35E16FE97254B758C351FACDD,Adzuna::API::Response::Job,"['US', 'Washington', 'Spokane County', 'Spokane']",Adzuna::API::Response::Location,"Spokane, Spokane County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Skyline Med Staff Nursing,Adzuna::API::Response::Company,47.6581,-117.424,,
2026-04-03T09:54:32Z,90064.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUdHZUcyWXY4UkdQRU5hQWVSdE83USIsImkiOiI1Njg4NzQ3MTExIn0.gbxNCqynjGXjfftJsbsvcgy66ws5ldwx0wTwRADWym0,0.0,"Prime Staffing is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Cartersville, Georgia. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 04/20/2026 Duration: 6 weeks 36 hours per week Shift: 12 hours Employment Type: Travel About the Position Specialty: Registered Nurse – ICU Experience: Minimum 2 years of ICU experience required License: Active State or Compact RN License Certifications: BLS, ACLS – must include exp…",0,"Travel ICU Registered Nurse - $1,732 per week",5688747111,https://www.adzuna.com/land/ad/5688747111?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=A75DC8FB94F18A00F71422F33CF572554005A5F9,Adzuna::API::Response::Job,"['US', 'Georgia', 'Bartow County', 'North Corners']",Adzuna::API::Response::Location,"North Corners, Bartow County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Prime Staffing,Adzuna::API::Response::Company,34.175403,-84.839433,,
2026-04-03T09:54:31Z,144144.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4ODc0NzEwOSIsInMiOiIxR0dlRzJZdjhSR1BFTmFBZVJ0TzdRIn0.ei6DxNRJHIR1OjXvKLIs59FSmTgWWNDayevUYzh2BFw,0.0,"Care Team Solutions is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Burlington, Vermont. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: 04/27/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel Registered Nurse must have 2 years of recent experience in particular specialty Details: Must Have 2 Years of recent Labor and Delivery experience. Specialty: Labor and Delivery Discipline: Registered Nurse…",0,"Travel Labor and Delivery RN - $2,772 per week",5688747109,https://www.adzuna.com/land/ad/5688747109?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=DD2E42391A8CFD20E0EBA21C6B67607DF51194C3,Adzuna::API::Response::Job,"['US', 'Vermont', 'Chittenden County', 'Winooski']",Adzuna::API::Response::Location,"Winooski, Chittenden County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Care Team Solutions,Adzuna::API::Response::Company,44.478158,-73.200943,,
2026-04-03T09:54:28Z,124436.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUdHZUcyWXY4UkdQRU5hQWVSdE83USIsImkiOiI1Njg4NzQ3MTAwIn0.SClmK8ujMr1MCBF_Waa17fsNSkrNSIQjVSOUEfmNVHA,0.0,"Supplemental Health Care is seeking a travel nurse RN Telemetry for a travel nursing job in Cleveland, Ohio. Job Description & Requirements Specialty: Telemetry Discipline: RN Start Date: ASAP Duration: 13 weeks 36 hours per week Shift: 12 hours, days, nights Employment Type: Travel Job Description: Supplemental Health Care is hiring Telemetry Registered Nurses for contract assignments at partnering hospitals in Cleveland, Ohio. Whether you’re looking to travel or stay local, we’re committed to…",0,"Travel Telemetry Registered Nurse - $2,393 per week",5688747100,https://www.adzuna.com/land/ad/5688747100?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=122A11D72071927F8254C70EDC12E395B287DA60,Adzuna::API::Response::Job,"['US', 'Ohio', 'Cuyahoga County', 'Newburgh Heights']",Adzuna::API::Response::Location,"Newburgh Heights, Cuyahoga County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Supplemental Health Care,Adzuna::API::Response::Company,41.49307,-81.66832,,
2026-04-03T09:53:24Z,126431.34,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4ODc0NzAxNSIsInMiOiIxR0dlRzJZdjhSR1BFTmFBZVJ0TzdRIn0.QtplNb54GAe5PuadfZjLq8lQ6uEah4YzYTI8hb6CSnU,126431.34,"As a Sales Consultant SLED, you will be part of a world-class sales team dedicated to growing our business and helping customers find the best solutions for their needs. This high-velocity role offers the opportunity to engage with clients across the U.S., drive acquisition of new accounts, and develop meaningful relationships. Requires strong collaboration with LOB partners for new targets passed by Sales Ops. Expected to travel to meet clients face to face & effectively use remote methods (ph…",1,B2B Sales Consultant SLED,5688747015,https://www.adzuna.com/land/ad/5688747015?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=C991CA7519667460B9D9127BD244AF3C59778933,Adzuna::API::Response::Job,"['US', 'Ohio', 'Summit County', 'North Hill']",Adzuna::API::Response::Location,"North Hill, Summit County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,"Staples, Inc.",Adzuna::API::Response::Company,41.082065,-81.517635,,
2026-04-03T09:53:24Z,84929.52,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUdHZUcyWXY4UkdQRU5hQWVSdE83USIsImkiOiI1Njg4NzQ3MDU5In0.oFL3CCoG_KiL8h25pSdEHvtYX9PubspBCEIk0Oe0UgA,84929.52,"PHYSICAL THERAPY ASSISTANT (PTA) - HIGHLAND HOUSE Liberty Cares With Compassion $10,000 Sign-On Bonus At Liberty Healthcare and Rehabilitation Services, we promote a challenging, but rewarding opportunity in a caring environment. We are currently seeking an experienced: PHYSICAL THERAPY ASSISTANT (PTA) Work with a multidisciplinary team to insure a wonderful rehab experience for patients and their families by being responsive and individualizing treatment plans. Be able to work in a supportive …",1,PHYSICAL THERAPY ASSISTANT (PTA) - HIGHLAND HOUSE,5688747059,https://www.adzuna.com/land/ad/5688747059?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=B4316BB9A4BE4832F04A8642E1E614335A035F32,Adzuna::API::Response::Job,"['US', 'North Carolina', 'Cumberland County', 'Haymount']",Adzuna::API::Response::Location,"Haymount, Cumberland County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Liberty Health,Adzuna::API::Response::Company,35.078821,-78.888273,,
2026-04-03T09:53:24Z,73578.7,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4ODc0NzA0NSIsInMiOiIxR0dlRzJZdjhSR1BFTmFBZVJ0TzdRIn0.mQY6B5cXqsA6XSZrukIY0syCovJj4MpssrQ4kNKKG_k,73578.7,"Descriptions & requirements Job Description Merchandisers are critical to our success at FritoLay! Merchandisers are responsible for merchandising FritoLay’s complete line of products including Lay’s, Doritos, Cheetos, Tostitos, Fritos & many more in stores including supermarkets and large grocery stores. Although you will start out as a Merchandiser for FritoLay, we are investing in helping you grow with us. This job can open the door to career opportunities with us or our parent company, Peps…",1,Merchandiser,5688747045,https://www.adzuna.com/land/ad/5688747045?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=50BAB396AF2B54A85AFBC992B9CFA2089EB57699,Adzuna::API::Response::Job,"['US', 'Washington', 'Skagit County', 'Allen']",Adzuna::API::Response::Location,"Allen, Skagit County",Adzuna::API::Response::Category,retail-jobs,Retail Jobs,Frito-Lay North America,Adzuna::API::Response::Company,48.50328,-122.36046,,
2026-04-03T09:53:24Z,191802.92,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4ODc0NzAzOSIsInMiOiIxR0dlRzJZdjhSR1BFTmFBZVJ0TzdRIn0.MpnmNhJfbWr_tHXHohRg7NYf2ZOvv0P0xlUk7Wf0NZA,191802.92,"Close More Deals | Earn More Money | $125,000 - $250,000 Annually Are you looking for a proven sales process, career growth, and unlimited earning potential? At Erie Home, a leading provider of residential roofing solutions, we set you up for success pre-qualified leads, paid training, and control of your income. Were hiring Sales Representatives to help strengthen communities by safeguarding homes with expert solutions. With over 100 locations and $600M in annual revenue , our organic, rapid g…",1,In Home Sales Advisor,5688747039,https://www.adzuna.com/land/ad/5688747039?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=293B4A1066D87A56B9C3B06690618B8ACA793D6F,Adzuna::API::Response::Job,"['US', 'New Mexico', 'Bernalillo County', 'Alameda']",Adzuna::API::Response::Location,"Alameda, Bernalillo County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,Erie Home,Adzuna::API::Response::Company,35.176697,-106.59824,,
2026-04-03T09:53:24Z,118078.03,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4ODc0NzAyMSIsInMiOiIxR0dlRzJZdjhSR1BFTmFBZVJ0TzdRIn0.ZPVRzvqZf7U1gf9r1HV0_ZYEm693jxkA9BhFawJX5VQ,118078.03,"As a Sales Consultant SLED, you will be part of a world-class sales team dedicated to growing our business and helping customers find the best solutions for their needs. This high-velocity role offers the opportunity to engage with clients across the U.S., drive acquisition of new accounts, and develop meaningful relationships. Requires strong collaboration with LOB partners for new targets passed by Sales Ops. Expected to travel to meet clients face to face & effectively use remote methods (ph…",1,B2B Sales Consultant SLED,5688747021,https://www.adzuna.com/land/ad/5688747021?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=B33B83A5FB3A85C90B1CF1DC10480F8AF01E7B84,Adzuna::API::Response::Job,"['US', 'Ohio', 'Cuyahoga County', 'Newburgh Heights']",Adzuna::API::Response::Location,"Newburgh Heights, Cuyahoga County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,"Staples, Inc.",Adzuna::API::Response::Company,41.49307,-81.66832,,
2026-04-03T09:53:24Z,55780.21,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUdHZUcyWXY4UkdQRU5hQWVSdE83USIsImkiOiI1Njg4NzQ3MDIzIn0.zfHVDnQt6Rn9jI7sAQGbG--144isID74VQd_rYQFiZU,55780.21,"ABOUT US: Did you know that 4000 people in the Mid-South are waiting for life saving organs? One organ and tissue donor can save up to 8 lives. Since 1976, MSTF has helped to facilitate the donation process and promote awareness in our community. Learn more how you can be part of this life saving work. The Organ Donation Coordinator (ODC) is responsible for the clinical management of potential donors, evaluation of and allocation of organs, and assisting in the operating room during the recover…",1,Organ Donation Coordinator,5688747023,https://www.adzuna.com/land/ad/5688747023?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=A2A94F623215E47C2262021ED769C26E4D5B369A,Adzuna::API::Response::Job,"['US', 'Tennessee', 'Shelby County', 'Cordova']",Adzuna::API::Response::Location,"Cordova, Shelby County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Mid South Transplant,Adzuna::API::Response::Company,35.142012,-89.783339,,
2026-04-03T09:53:24Z,84090.37,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUdHZUcyWXY4UkdQRU5hQWVSdE83USIsImkiOiI1Njg4NzQ3MDYwIn0.XRj1mBwbAvC2sqXXdld5yTxIcKsRWkYsgpkYfy0ueGM,84090.37,"Description Performs a variety of specialized duties related to the maintenance and organization of the department, including monitoring patient tray line and cafeteria service, visiting patients, departmental scheduling and staffing, preparing production sheets, sanitation, opening and closing procedure, including cash verification, and monitoring special catering events. Providence caregivers are not simply valued - they're invaluable. Join our team at Covenant Medical Center thrive in our cu…",1,Supervisor Food and Nutrition Services,5688747060,https://www.adzuna.com/land/ad/5688747060?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=9DD527F287C4E677B0E46C12F14B79F14BC37214,Adzuna::API::Response::Job,"['US', 'Texas', 'Lubbock County', 'Lubbock']",Adzuna::API::Response::Location,"Lubbock, Lubbock County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Covenant,Adzuna::API::Response::Company,33.570013,-101.894427,,
2026-04-03T09:53:24Z,64243.42,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUdHZUcyWXY4UkdQRU5hQWVSdE83USIsImkiOiI1Njg4NzQ3MDQ4In0.2CN1XzMpgpU3PVCgnPpaS7Y0-WZLO4PZrPBOwKgFNA0,64243.42,"Descriptions & requirements Job Description $56589 / year target earnings Route Sales Representatives are critical to our success at FritoLay! Our Route Sales Representatives are responsible for delivering, selling, and merchandising FritoLay’s complete line of products including Lay’s, Doritos, Cheetos, Tostitos, Fritos, and many more to local stores including gas stations, dollar stores, and large grocery stores. As a Route Sales Representative, you drive a FritoLay truck to different stores,…",1,Route Sales Representative,5688747048,https://www.adzuna.com/land/ad/5688747048?se=1GGeG2Yv8RGPENaAeRtO7Q&utm_medium=api&utm_source=abfa41a4&v=8A0BB90752900B61CFFE0D2D910BF6DF04B3E246,Adzuna::API::Response::Job,"['US', 'Michigan', 'Mecosta County', 'Stanwood']",Adzuna::API::Response::Location,"Stanwood, Mecosta County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,Frito-Lay North America,Adzuna::API::Response::Company,43.59546,-85.42542,,
