longitude,__CLASS__,title,id,contract_time,salary_min,adref,latitude,redirect_url,created,description,salary_is_predicted,salary_max,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,location.display_name,location.area,location.__CLASS__,contract_type
-91.947959,Adzuna::API::Response::Job,St. Mary's Hospital - Jefferson City Opportunities!,5697474758,full_time,34939.14,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3NDc1OCIsInMiOiJtUERlTW5nMjhSR29GZjFwbk1yRERRIn0.Y_IMTZDjID1PBNU9NUF6ysZ70X8GI5uDef_6IdKrVn8,38.846708,https://www.adzuna.com/land/ad/5697474758?se=mPDeMng28RGoFf1pnMrDDQ&utm_medium=api&utm_source=abfa41a4&v=6AA73091187DEC36A834DEB998EDBD178987BBC6,2026-04-12T09:49:14Z,"It's more than a career, it's a calling. MO-SSM Health St. Mary's Hospital - Jefferson City Worker Type: Regular Job Summary: Come join our team Job Responsibilities and Requirements: St. Mary’s Hospital in Jefferson City is hiring! We’re looking for dedicated professionals to join our care teams in: Operating Room (OR) Respiratory Therapy (RRT) Imaging Registered Nurses (RNs) Behavioral Health If you’re passionate about patient care and ready for your next opportunity, we’d love to connect! Wo…",1,34939.14,Adzuna::API::Response::Company,SSM,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Fulton, Callaway County","['US', 'Missouri', 'Callaway County', 'Fulton']",Adzuna::API::Response::Location,
-91.89712,Adzuna::API::Response::Job,St. Mary's Hospital - Jefferson City Opportunities!,5697474756,full_time,34737.2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBEZU1uZzI4UkdvRmYxcG5NckREUSIsImkiOiI1Njk3NDc0NzU2In0.SvJj8QeSKQ4yZRWoHMFPzmg1ls3J4a-Q9lk_4joJMm8,39.018096,https://www.adzuna.com/land/ad/5697474756?se=mPDeMng28RGoFf1pnMrDDQ&utm_medium=api&utm_source=abfa41a4&v=5B0D6C8560339E8A6278ADCE5E245AB54745EB70,2026-04-12T09:49:13Z,"It's more than a career, it's a calling. MO-SSM Health St. Mary's Hospital - Jefferson City Worker Type: Regular Job Summary: Come join our team Job Responsibilities and Requirements: St. Mary’s Hospital in Jefferson City is hiring! We’re looking for dedicated professionals to join our care teams in: Registered Nurses (RNs) Behavioral Health If you’re passionate about patient care and ready for your next opportunity, we’d love to connect! Work Shift: Variable Shift (United States of America) Jo…",1,34737.2,Adzuna::API::Response::Company,SSM,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Auxvasse, Callaway County","['US', 'Missouri', 'Callaway County', 'Auxvasse']",Adzuna::API::Response::Location,
-92.991865,Adzuna::API::Response::Job,St. Mary's Hospital - Jefferson City Opportunities!,5697474754,full_time,35036.9,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBEZU1uZzI4UkdvRmYxcG5NckREUSIsImkiOiI1Njk3NDc0NzU0In0.MmCQB1TqvvHNz8B30QObzCd1wAmB8ESrs7RqyJZ7oy0,38.440856,https://www.adzuna.com/land/ad/5697474754?se=mPDeMng28RGoFf1pnMrDDQ&utm_medium=api&utm_source=abfa41a4&v=BF41C63416C117C2235D5C5CDC8F170CFC1847CC,2026-04-12T09:49:13Z,"It's more than a career, it's a calling. MO-SSM Health St. Mary's Hospital - Jefferson City Worker Type: Regular Job Summary: Come join our team Job Responsibilities and Requirements: St. Mary’s Hospital in Jefferson City is hiring! We’re looking for dedicated professionals to join our care teams in: Operating Room (OR) Respiratory Therapy (RRT) Imaging Registered Nurses (RNs) Behavioral Health If you’re passionate about patient care and ready for your next opportunity, we’d love to connect! Wo…",1,35036.9,Adzuna::API::Response::Company,SSM,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Stover, Morgan County","['US', 'Missouri', 'Morgan County', 'Stover']",Adzuna::API::Response::Location,
-92.462681,Adzuna::API::Response::Job,St. Mary's Hospital - Jefferson City Opportunities!,5697474755,full_time,35045.79,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3NDc1NSIsInMiOiJtUERlTW5nMjhSR29GZjFwbk1yRERRIn0.llQ1bcbIXE4n4cR0Xf2-O6i2Orldo-yTgcTkAoZeeb8,39.141705,https://www.adzuna.com/land/ad/5697474755?se=mPDeMng28RGoFf1pnMrDDQ&utm_medium=api&utm_source=abfa41a4&v=AE1D32A1748BE0537369702303E80561D92D101D,2026-04-12T09:49:13Z,"It's more than a career, it's a calling. MO-SSM Health St. Mary's Hospital - Jefferson City Worker Type: Regular Job Summary: Come join our team Job Responsibilities and Requirements: St. Mary’s Hospital in Jefferson City is hiring! We’re looking for dedicated professionals to join our care teams in: Operating Room (OR) Respiratory Therapy (RRT) Imaging Registered Nurses (RNs) Behavioral Health If you’re passionate about patient care and ready for your next opportunity, we’d love to connect! Wo…",1,35045.79,Adzuna::API::Response::Company,SSM,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Harrisburg, Boone County","['US', 'Missouri', 'Boone County', 'Harrisburg']",Adzuna::API::Response::Location,
-92.137954,Adzuna::API::Response::Job,St. Mary's Hospital - Jefferson City Opportunities!,5697474753,full_time,36479.34,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3NDc1MyIsInMiOiJtUERlTW5nMjhSR29GZjFwbk1yRERRIn0.KNmwjp-dfiRsmX4rBYzpRm-23_-xQB6NR30PK2aewhE,39.210319,https://www.adzuna.com/land/ad/5697474753?se=mPDeMng28RGoFf1pnMrDDQ&utm_medium=api&utm_source=abfa41a4&v=F3C5B4EC6FA8E67EACECB5F1AF55D73AF0E6B8ED,2026-04-12T09:49:12Z,"It's more than a career, it's a calling. MO-SSM Health St. Mary's Hospital - Jefferson City Worker Type: Regular Job Summary: Come join our team Job Responsibilities and Requirements: St. Mary’s Hospital in Jefferson City is hiring! We’re looking for dedicated professionals to join our care teams in: Registered Nurses (RNs) Behavioral Health If you’re passionate about patient care and ready for your next opportunity, we’d love to connect! Work Shift: Variable Shift (United States of America) Jo…",1,36479.34,Adzuna::API::Response::Company,SSM,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Centralia, Boone County","['US', 'Missouri', 'Boone County', 'Centralia']",Adzuna::API::Response::Location,
-92.404072,Adzuna::API::Response::Job,St. Mary's Hospital - Jefferson City Opportunities!,5697474752,full_time,33916.4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBEZU1uZzI4UkdvRmYxcG5NckREUSIsImkiOiI1Njk3NDc0NzUyIn0.EewGDkGTdnWUGhyfBvvcpSp36DT9GZ-l1tSMxGAD97c,38.353469,https://www.adzuna.com/land/ad/5697474752?se=mPDeMng28RGoFf1pnMrDDQ&utm_medium=api&utm_source=abfa41a4&v=D3055422961C6F506D23606131494AED006BD640,2026-04-12T09:49:12Z,"It's more than a career, it's a calling. MO-SSM Health St. Mary's Hospital - Jefferson City Worker Type: Regular Job Summary: Come join our team Job Responsibilities and Requirements: St. Mary’s Hospital in Jefferson City is hiring! We’re looking for dedicated professionals to join our care teams in: Operating Room (OR) Respiratory Therapy (RRT) Imaging Registered Nurses (RNs) Behavioral Health If you’re passionate about patient care and ready for your next opportunity, we’d love to connect! Wo…",1,33916.4,Adzuna::API::Response::Company,SSM,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Eugene, Cole County","['US', 'Missouri', 'Cole County', 'Eugene']",Adzuna::API::Response::Location,
-92.4,Adzuna::API::Response::Job,St. Mary's Hospital - Jefferson City Opportunities!,5697474749,full_time,33902.69,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBEZU1uZzI4UkdvRmYxcG5NckREUSIsImkiOiI1Njk3NDc0NzQ5In0.LnyqETqGRAlbdIEbVrt32FBeo5RzlSuPxVxbaTuFZ-A,38.63,https://www.adzuna.com/land/ad/5697474749?se=mPDeMng28RGoFf1pnMrDDQ&utm_medium=api&utm_source=abfa41a4&v=E1F00A9BD8BF052B2ABB96AFA700A42BE604D95E,2026-04-12T09:49:11Z,"It's more than a career, it's a calling. MO-SSM Health St. Mary's Hospital - Jefferson City Worker Type: Regular Job Summary: Come join our team Job Responsibilities and Requirements: St. Mary’s Hospital in Jefferson City is hiring! We’re looking for dedicated professionals to join our care teams in: Operating Room (OR) Respiratory Therapy (RRT) Imaging Registered Nurses (RNs) Behavioral Health If you’re passionate about patient care and ready for your next opportunity, we’d love to connect! Wo…",1,33902.69,Adzuna::API::Response::Company,SSM,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Centertown, Cole County","['US', 'Missouri', 'Cole County', 'Centertown']",Adzuna::API::Response::Location,
,Adzuna::API::Response::Job,LPN - Clinic II (MEDS) - On Call,5697474751,,61221.57,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3NDc1MSIsInMiOiJtUERlTW5nMjhSR29GZjFwbk1yRERRIn0.Zl7Z1X8xDt5uFWFpNZKVkT9iF0bMm9wjPz_2oRUcSv0,,https://www.adzuna.com/land/ad/5697474751?se=mPDeMng28RGoFf1pnMrDDQ&utm_medium=api&utm_source=abfa41a4&v=01EB50E85ABF502E7ED2D0EA0D762333635191AD,2026-04-12T09:49:11Z,"Job Summary: Under direction of Registered Nurse and medical orders of the Practitioner, provides direct and indirect nursing care in outpatient setting. Essential Responsibilities: Reviews and prepares medical records for assigned patients; initiates follow-up for medical record as requested; reviews patients needs; identifies and prepares orders for needs of patient for authorization by practitioner and may accept verbal orders per policy; observes, collects, and documents new information on …",1,61221.57,Adzuna::API::Response::Company,Kaiser Permanente,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,US,['US'],Adzuna::API::Response::Location,
-84.017831,Adzuna::API::Response::Job,"HR Manager - Knoxville, TN",5697474748,full_time,71466.48,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBEZU1uZzI4UkdvRmYxcG5NckREUSIsImkiOiI1Njk3NDc0NzQ4In0.a0pDrKEzlR18uuh91Jb0sWh_VId5j51QY6PXBkIxpjk,35.946559,https://www.adzuna.com/details/5697474748?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:49:11Z,ESSENTIAL DUTIES AND RESPONSIBILITIES Ensure a genuine safety culture that fosters employee well-being through engagement and leadership accountability. Role model and prioritize the value of safety at all times. Challenge leaders to set the right tone for safety and hold them accountable for proactive efforts that drive engagement. Advocate for a positive employee experience and high engagement. Be able to identify employee experience defects and escalate those risks to the right stakeholders.…,1,71466.48,Adzuna::API::Response::Company,"US Foods, Inc.",Adzuna::API::Response::Category,HR & Recruitment Jobs,hr-jobs,"Lonsdale, Knox County","['US', 'Tennessee', 'Knox County', 'Lonsdale']",Adzuna::API::Response::Location,
-83.920879,Adzuna::API::Response::Job,"HR Manager - Knoxville, TN",5697474747,full_time,63458.09,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBEZU1uZzI4UkdvRmYxcG5NckREUSIsImkiOiI1Njk3NDc0NzQ3In0.FDXRCg9zJMpUK9zUatkwHbfC4cvEeQ81_Olz0NUEiVM,35.961127,https://www.adzuna.com/details/5697474747?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:49:11Z,ESSENTIAL DUTIES AND RESPONSIBILITIES Ensure a genuine safety culture that fosters employee well-being through engagement and leadership accountability. Role model and prioritize the value of safety at all times. Challenge leaders to set the right tone for safety and hold them accountable for proactive efforts that drive engagement. Advocate for a positive employee experience and high engagement. Be able to identify employee experience defects and escalate those risks to the right stakeholders.…,1,63458.09,Adzuna::API::Response::Company,"US Foods, Inc.",Adzuna::API::Response::Category,HR & Recruitment Jobs,hr-jobs,"Knoxville, Knox County","['US', 'Tennessee', 'Knox County', 'Knoxville']",Adzuna::API::Response::Location,
-74.441096,Adzuna::API::Response::Job,Bus Driver,5697474746,part_time,52007.45,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBEZU1uZzI4UkdvRmYxcG5NckREUSIsImkiOiI1Njk3NDc0NzQ2In0.6baGnBDwQ0wcUWpCxaJnazgLuRuRjsiLroT-E81if8A,40.487751,https://www.adzuna.com/land/ad/5697474746?se=mPDeMng28RGoFf1pnMrDDQ&utm_medium=api&utm_source=abfa41a4&v=9AD2D97C78D344DC90C3C022A124AE5A6586C9E1,2026-04-12T09:49:10Z,"BUS DRIVERS Full-time Location: New Brunswick, NJ Compensation: $23.00 per hour We are actively hiring Bus drivers to join our growing team! Looking for a new and exciting career and the opportunity to meet people from all walks of life? We are actively hiring bus drivers to join our growing team! Coach USA has new and exciting career opportunities for Bus Drivers at our New Brunswick, NJ location. About Us: As a transportation company, we recognize our job is all about the journey. We enjoy be…",1,52007.45,Adzuna::API::Response::Company,CoachUSA,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,"New Brunswick, Middlesex County","['US', 'New Jersey', 'Middlesex County', 'New Brunswick']",Adzuna::API::Response::Location,
,Adzuna::API::Response::Job,St. Mary's Hospital - Jefferson City Opportunities!,5697474743,full_time,34918.18,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3NDc0MyIsInMiOiJtUERlTW5nMjhSR29GZjFwbk1yRERRIn0.BjY0c2ar9LahoMlbu1s8MdmxqinWWa5C03dBTAa0O0k,,https://www.adzuna.com/land/ad/5697474743?se=mPDeMng28RGoFf1pnMrDDQ&utm_medium=api&utm_source=abfa41a4&v=FDC726528E77580FE7DE7C353FE35334C66D899E,2026-04-12T09:49:09Z,"It's more than a career, it's a calling. MO-SSM Health St. Mary's Hospital - Jefferson City Worker Type: Regular Job Summary: Come join our team Job Responsibilities and Requirements: St. Mary’s Hospital in Jefferson City is hiring! We’re looking for dedicated professionals to join our care teams in: Registered Nurses (RNs) Behavioral Health If you’re passionate about patient care and ready for your next opportunity, we’d love to connect! Work Shift: Variable Shift (United States of America) Jo…",1,34918.18,Adzuna::API::Response::Company,SSM,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,US,['US'],Adzuna::API::Response::Location,
,Adzuna::API::Response::Job,St. Mary's Hospital - Jefferson City Opportunities!,5697474742,full_time,34257.89,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3NDc0MiIsInMiOiJtUERlTW5nMjhSR29GZjFwbk1yRERRIn0.m3linL7V9Qz2OvbL66ox7rioRkMsBSZtn9hzg08TXWg,,https://www.adzuna.com/land/ad/5697474742?se=mPDeMng28RGoFf1pnMrDDQ&utm_medium=api&utm_source=abfa41a4&v=13F71295B239E5B7EB642F60F36063F2FE789368,2026-04-12T09:49:09Z,"It's more than a career, it's a calling. MO-SSM Health St. Mary's Hospital - Jefferson City Worker Type: Regular Job Summary: Come join our team Job Responsibilities and Requirements: St. Mary’s Hospital in Jefferson City is hiring! We’re looking for dedicated professionals to join our care teams in: Operating Room (OR) Respiratory Therapy (RRT) Imaging Registered Nurses (RNs) Behavioral Health If you’re passionate about patient care and ready for your next opportunity, we’d love to connect! Wo…",1,34257.89,Adzuna::API::Response::Company,SSM,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,US,['US'],Adzuna::API::Response::Location,
