description,id,salary_max,salary_is_predicted,salary_min,adref,latitude,redirect_url,longitude,title,created,__CLASS__,category.__CLASS__,category.tag,category.label,location.__CLASS__,location.display_name,location.area,company.display_name,company.__CLASS__,contract_time,contract_type
"CDL A Truck Driving Job - OTR Company Driver | Reefer .     –     DRIVERS WANTED — MORE PAY. MORE OPTIONS. MORE CONTROL.  Tired of one-size-fits-all pay?  It’s time to drive for a company that lets YOU choose how you get paid.  NEW FLEXIBLE PAY PLANS  Whether you want steady miles, big bonuses, or percentage-based earnings…  We have a plan built for YOUR driving style.   MILEAGE BONUS PLAN (Run more. Earn more.) • Base: $0.61 REEFER •  $0.10 per mile BONUS after 9,500 miles (paid monthly) • Up …",5849606165,107374.69,1,107374.69,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkpTRGc1NmM4UkdjUHNmSEFIbmNpdyIsImkiOiI1ODQ5NjA2MTY1In0.auB0l-_3AOB_lKpuwWloF4fe-Mk7-DNtei8S7kD30Ds,33.519379,https://www.adzuna.com/details/5849606165?utm_medium=api&utm_source=abfa41a4,-86.807562,Truck Driver Company - 1yr EXP Required - OTR - Reefer - Artur Express Inc.,2026-08-20T09:47:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Birmingham, Jefferson County","['US', 'Alabama', 'Jefferson County', 'Birmingham']",Artur Express Inc.,Adzuna::API::Response::Company,full_time,
"CDL A Truck Driving Job - OTR Company Driver | Reefer .     –     DRIVERS WANTED — MORE PAY. MORE OPTIONS. MORE CONTROL.  Tired of one-size-fits-all pay?  It’s time to drive for a company that lets YOU choose how you get paid.  NEW FLEXIBLE PAY PLANS  Whether you want steady miles, big bonuses, or percentage-based earnings…  We have a plan built for YOUR driving style.   MILEAGE BONUS PLAN (Run more. Earn more.) • Base: $0.61 REEFER •  $0.10 per mile BONUS after 9,500 miles (paid monthly) • Up …",5849606178,109925.83,1,109925.83,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNjE3OCIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.BJF6rmNtKwl5HZotbIzOpI2hgYBKV7W2qMR_4y0a6vY,40.348325,https://www.adzuna.com/details/5849606178?utm_medium=api&utm_source=abfa41a4,-75.940099,Class A CDL Company Driver - 1yr EXP Required - OTR - Reefer - Artur Express Inc.,2026-08-20T09:47:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Greenfield Manor, Berks County","['US', 'Pennsylvania', 'Berks County', 'Greenfield Manor']",Artur Express Inc.,Adzuna::API::Response::Company,full_time,
"CDL A Truck Driving Job - OTR Company Driver | Reefer .     –     DRIVERS WANTED — MORE PAY. MORE OPTIONS. MORE CONTROL.  Tired of one-size-fits-all pay?  It’s time to drive for a company that lets YOU choose how you get paid.  NEW FLEXIBLE PAY PLANS  Whether you want steady miles, big bonuses, or percentage-based earnings…  We have a plan built for YOUR driving style.   MILEAGE BONUS PLAN (Run more. Earn more.) • Base: $0.61 REEFER •  $0.10 per mile BONUS after 9,500 miles (paid monthly) • Up …",5849606194,113001.1,1,113001.1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNjE5NCIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.N_23MxLI-7PR-0OtJEXLlvsDJNY4lMEWxfJA1Op35hY,38.2923,https://www.adzuna.com/details/5849606194?utm_medium=api&utm_source=abfa41a4,-77.49108,CDL-A Company Driver - 1yr EXP Required - OTR - Reefer - Artur Express Inc.,2026-08-20T09:47:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Enon, Fredericksburg City","['US', 'Virginia', 'Fredericksburg City', 'Enon']",Artur Express Inc.,Adzuna::API::Response::Company,full_time,
"Job Description Job Description Production Manager role in Madison, WI. For immediate consideration contact Jon Wright at 608-338-1052. Robert Half is working with a well-respected manufacturing company to find a Production Manager to join their team. The company would like an experienced Production Manager to lead manufacturing operations in Madison, Wisconsin. This role is responsible for coordinating day-to-day production activities, maintaining output and quality targets, and partnering wit…",5849606185,82727.23,1,82727.23,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNjE4NSIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.2yBNWdH3Lkc5EaNzpykimLelZiCFbqJiAIu2YOuLhpo,34.78047,https://www.adzuna.com/land/ad/5849606185?se=fJSDg56c8RGcPsfHAHnciw&utm_medium=api&utm_source=abfa41a4&v=0D8F1AF0EEB0BDCAD05623A46A5D445183516ACF,-86.746666,Production Manager,2026-08-20T09:47:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,manufacturing-jobs,Manufacturing Jobs,Adzuna::API::Response::Location,"Madison, Madison County","['US', 'Alabama', 'Madison County', 'Madison']",Robert Half,Adzuna::API::Response::Company,,
"CDL A Truck Driving Job - OTR Company Driver | Reefer .     –     DRIVERS WANTED — MORE PAY. MORE OPTIONS. MORE CONTROL.  Tired of one-size-fits-all pay?  It’s time to drive for a company that lets YOU choose how you get paid.  NEW FLEXIBLE PAY PLANS  Whether you want steady miles, big bonuses, or percentage-based earnings…  We have a plan built for YOUR driving style.   MILEAGE BONUS PLAN (Run more. Earn more.) • Base: $0.61 REEFER •  $0.10 per mile BONUS after 9,500 miles (paid monthly) • Up …",5849606202,108531.13,1,108531.13,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNjIwMiIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.kcswRFNjqKOEAgRRhvH96xd0yefPNawkJxOHddpLjHM,39.29688,https://www.adzuna.com/details/5849606202?utm_medium=api&utm_source=abfa41a4,-76.60944,Truck Driver Company - 1yr EXP Required - OTR - Reefer - Artur Express Inc.,2026-08-20T09:47:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"East Case, Baltimore","['US', 'Maryland', 'Baltimore County', 'Baltimore', 'East Case']",Artur Express Inc.,Adzuna::API::Response::Company,full_time,
"CDL A Truck Driving Job - OTR Company Driver | Reefer .     –     DRIVERS WANTED — MORE PAY. MORE OPTIONS. MORE CONTROL.  Tired of one-size-fits-all pay?  It’s time to drive for a company that lets YOU choose how you get paid.  NEW FLEXIBLE PAY PLANS  Whether you want steady miles, big bonuses, or percentage-based earnings…  We have a plan built for YOUR driving style.   MILEAGE BONUS PLAN (Run more. Earn more.) • Base: $0.61 REEFER •  $0.10 per mile BONUS after 9,500 miles (paid monthly) • Up …",5849606116,108757.94,1,108757.94,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkpTRGc1NmM4UkdjUHNmSEFIbmNpdyIsImkiOiI1ODQ5NjA2MTE2In0.IN6eLqz2yqSy39AhF4EHgw6311H5yMHB-kl75x7xVCA,33.473754,https://www.adzuna.com/details/5849606116?utm_medium=api&utm_source=abfa41a4,-82.012604,Truck Driver Company - 1yr EXP Required - OTR - Reefer - Artur Express Inc.,2026-08-20T09:47:14Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Augusta, Richmond County","['US', 'Georgia', 'Richmond County', 'Augusta']",Artur Express Inc.,Adzuna::API::Response::Company,full_time,
"Job Description Job Description Description Salary: $90,000 - $105,000 (plus up to $30,000 in annual incentives based on performance) ACES is a leading provider of Applied Behavior Analysis (ABA) services dedicated to improving the lives of individuals with autism and their families. Through individualized, evidence-based care delivered in homes, centers, schools, and communities, we create meaningful, lasting outcomes. With more than 30 locations nationwide, ACES continues to expand access to …",5849606146,102613.61,1,102613.61,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkpTRGc1NmM4UkdjUHNmSEFIbmNpdyIsImkiOiI1ODQ5NjA2MTQ2In0.W46cmMteGBPGheEQqDneKyC9GJJX9s1Aeqm1PSgw9_Q,36.269539,https://www.adzuna.com/land/ad/5849606146?se=fJSDg56c8RGcPsfHAHnciw&utm_medium=api&utm_source=abfa41a4&v=37C0CF2F58B2269686EC4E7A4676EFF2BA9D5FCE,-95.854712,BCBA,2026-08-20T09:47:14Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"Owasso, Tulsa County","['US', 'Oklahoma', 'Tulsa County', 'Owasso']",ACES,Adzuna::API::Response::Company,,
"CDL A Truck Driving Job - OTR Company Driver | Reefer .     –     DRIVERS WANTED — MORE PAY. MORE OPTIONS. MORE CONTROL.  Tired of one-size-fits-all pay?  It’s time to drive for a company that lets YOU choose how you get paid.  NEW FLEXIBLE PAY PLANS  Whether you want steady miles, big bonuses, or percentage-based earnings…  We have a plan built for YOUR driving style.   MILEAGE BONUS PLAN (Run more. Earn more.) • Base: $0.61 REEFER •  $0.10 per mile BONUS after 9,500 miles (paid monthly) • Up …",5849606135,100786.1,1,100786.1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkpTRGc1NmM4UkdjUHNmSEFIbmNpdyIsImkiOiI1ODQ5NjA2MTM1In0.PwglDEiiAnlMUugKfSRbcs5iHNcgltEuxWKmttrZK8I,34.705111,https://www.adzuna.com/details/5849606135?utm_medium=api&utm_source=abfa41a4,-86.959203,CDL-A Company Driver - 1yr EXP Required - OTR - Reefer - Artur Express Inc.,2026-08-20T09:47:14Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Tanner, Limestone County","['US', 'Alabama', 'Limestone County', 'Tanner']",Artur Express Inc.,Adzuna::API::Response::Company,full_time,
"Hiring CDL A Drivers | Hourly Pay | Home DAILY | Great Benefits. Founded in 1984, Highway Driver Leasing has been New England’s trusted CDL driver partner. Our expert CDL drivers have been driving at companies across New England for over 40 years. As a family-owned business, we are committed to delivering strong relationships with both our drivers and our clients. Our mission is simple: to provide companies with reliable, highly qualified CDL drivers while offering our drivers safe and rewardin…",5849606102,72221.52,1,72221.52,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNjEwMiIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.WKSowXvM9obDNTi2fkZfumhbFYIPVXmK6WPxzMkVYXw,43.213626,https://www.adzuna.com/details/5849606102?utm_medium=api&utm_source=abfa41a4,-71.536298,CDL-A Company Driver - 2yrs EXP Required - Local - Highway Driver Leasing,2026-08-20T09:47:13Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"Concord, Merrimack County","['US', 'New Hampshire', 'Merrimack County', 'Concord']",Highway Driver Leasing,Adzuna::API::Response::Company,full_time,
"Job Description Job Description TRENTINI is seeking a driven and passionate leader to join our team. With over 120 years of industry leadership, we specialize in providing top-tier business solutions. This role involves servicing an existing portfolio of 2,000 business clients, developing new relationships through referrals and leads, and leading a team to execute these tasks effectively. As you grow within the company, you will develop leadership skills, train new team members, and work toward…",5849606087,110250.66,1,110250.66,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNjA4NyIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.NHcCpnMvmjfdHTzWJcM3pW8TsZoP1qghJqju6LOPN9c,37.938818,https://www.adzuna.com/land/ad/5849606087?se=fJSDg56c8RGcPsfHAHnciw&utm_medium=api&utm_source=abfa41a4&v=19719BE329EB90D09BA1FB12454BD05DD113B7B1,-122.534446,Sales Representative - No Experience Required,2026-08-20T09:47:12Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,Adzuna::API::Response::Location,"Larkspur, Marin County","['US', 'California', 'Marin County', 'Larkspur']",TRENTINI,Adzuna::API::Response::Company,,
"Job Description Job Description Crete Carrier offers a 12 Days Out. 1 Day Home for Every 6 Days. Salary: Top 50% average $96,483 per year CPM: Starting pay $.64 to $.67 cpm Experience: One-year verifiable tractor trailer experience with a class A CDL",5849606075,175930.22,1,175930.22,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNjA3NSIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.L-yj9EONOfPSwGkiSapBoDPjZ8VLCQ-zhTuZ_24Jrno,40.721832,https://www.adzuna.com/land/ad/5849606075?se=fJSDg56c8RGcPsfHAHnciw&utm_medium=api&utm_source=abfa41a4&v=113AAA19CC49E321D14D428F76238648E6DC2792,-74.0447,"12 Days Out CDL A Driver Job -Top 50% average $96,483 / $.64 to $.67 cpm",2026-08-20T09:47:10Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Location,"Jersey City, Hudson County","['US', 'New Jersey', 'Hudson County', 'Jersey City']",Crete Carrier,Adzuna::API::Response::Company,,
"Job Description Job Description Company: Farmers Insurance - Daniel Covarrubias Insurance Agency INC. Location: Riverside, CA Job Title: Insurance Sales Producer Compensation & Benefits Compensation: Base plus commission - OTE $72K Incentives: Sales performance bonuses and recognition programs. Training: Extensive training and ongoing support provided to ensure your success as a Farmers Insurance Sales Producer. Benefits: Access to award-winning University of Farmers® training. Opportunity for …",5849606074,63493.75,1,63493.75,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNjA3NCIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.-Gz-LL9nz-22X5Rw7BqOc2zK2GugjaF9ru9OyuI_PUE,34.032379,https://www.adzuna.com/land/ad/5849606074?se=fJSDg56c8RGcPsfHAHnciw&utm_medium=api&utm_source=abfa41a4&v=489EC55A54914BB90C07CB7C71A87AE6C1BBAEE6,-117.313682,Insurance Customer Service Sales Agent,2026-08-20T09:47:10Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,Adzuna::API::Response::Location,"Grand Terrace, San Bernardino County","['US', 'California', 'San Bernardino County', 'Grand Terrace']",Farmer's Insurance Daniel Covarrubias Insurance Agency Inc.,Adzuna::API::Response::Company,,
"Dedicated CDL-A Truck Driver | Home Weekly | Average $90,000 Annually. HOME WEEKLY - MAKE $90,000 ANNUALLY! 2 WEEKS OF PTO  6 PAID HOLIDAYS Looking for a home weekly dedicated CDL-A truck driving job with excellent pay, full benefits, and consistent freight? Join our team and enjoy dedicated routes hauling refrigerated grocery freight within a 250-mile radius of Shelbyville, Indiana. Get home weekly while earning top pay. Pay & Benefits $90,000 annual average $0.90/mile  $20 stop pay  $35 per l…",5849606041,90000.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkpTRGc1NmM4UkdjUHNmSEFIbmNpdyIsImkiOiI1ODQ5NjA2MDQxIn0.59P739tUrjANRhisImIAPplVd4kbwRbHHl3Y5E4E1Vo,41.071517,https://www.adzuna.com/details/5849606041?utm_medium=api&utm_source=abfa41a4,-85.152432,Dedicated CDL-A Company Driver - 6mo EXP Required - Reefer - $90k per year - MAST,2026-08-20T09:47:07Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Fort Wayne, Allen County","['US', 'Indiana', 'Allen County', 'Fort Wayne']",MAST,Adzuna::API::Response::Company,full_time,
"Dedicated CDL-A Truck Driver | Home Weekly | Average $90,000 Annually. HOME WEEKLY - MAKE $90,000 ANNUALLY! 2 WEEKS OF PTO  6 PAID HOLIDAYS Looking for a home weekly dedicated CDL-A truck driving job with excellent pay, full benefits, and consistent freight? Join our team and enjoy dedicated routes hauling refrigerated grocery freight within a 250-mile radius of Shelbyville, Indiana. Get home weekly while earning top pay. Pay & Benefits $90,000 annual average $0.90/mile  $20 stop pay  $35 per l…",5849606058,90000.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNjA1OCIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.LPDJW0p0u3FZCnCSlzZkKdQP0ybWmB50s6-5JzU_gXA,40.491243,https://www.adzuna.com/details/5849606058?utm_medium=api&utm_source=abfa41a4,-86.146798,CDL-A Company Driver - 6mo EXP Required - Dedicated - Reefer - $90k per year - MAST,2026-08-20T09:47:07Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Kokomo, Howard County","['US', 'Indiana', 'Howard County', 'Kokomo']",MAST,Adzuna::API::Response::Company,full_time,
"Dedicated CDL-A Truck Driver | Home Weekly | Average $90,000 Annually. HOME WEEKLY - MAKE $90,000 ANNUALLY! 2 WEEKS OF PTO  6 PAID HOLIDAYS Looking for a home weekly dedicated CDL-A truck driving job with excellent pay, full benefits, and consistent freight? Join our team and enjoy dedicated routes hauling refrigerated grocery freight within a 250-mile radius of Shelbyville, Indiana. Get home weekly while earning top pay. Pay & Benefits $90,000 annual average $0.90/mile  $20 stop pay  $35 per l…",5849606037,90000.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkpTRGc1NmM4UkdjUHNmSEFIbmNpdyIsImkiOiI1ODQ5NjA2MDM3In0.kUmKEbvp3x7NlIymT-fz5vb8iqBzeronqmkjc-JQv14,39.772249,https://www.adzuna.com/details/5849606037?utm_medium=api&utm_source=abfa41a4,-86.156516,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Reefer - $90k per year - MAST,2026-08-20T09:47:06Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Indianapolis, Marion County","['US', 'Indiana', 'Marion County', 'Indianapolis']",MAST,Adzuna::API::Response::Company,full_time,
"Dedicated CDL-A Truck Driver | Home Weekly | Average $90,000 Annually. HOME WEEKLY - MAKE $90,000 ANNUALLY! 2 WEEKS OF PTO  6 PAID HOLIDAYS Looking for a home weekly dedicated CDL-A truck driving job with excellent pay, full benefits, and consistent freight? Join our team and enjoy dedicated routes hauling refrigerated grocery freight within a 250-mile radius of Shelbyville, Indiana. Get home weekly while earning top pay. Pay & Benefits $90,000 annual average $0.90/mile  $20 stop pay  $35 per l…",5849606030,90000.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkpTRGc1NmM4UkdjUHNmSEFIbmNpdyIsImkiOiI1ODQ5NjA2MDMwIn0.zoEO41-A6QHi3j5VLE5bvYWg76zHXa08qWDyWYG82Ng,39.772249,https://www.adzuna.com/details/5849606030?utm_medium=api&utm_source=abfa41a4,-86.156516,Dedicated CDL-A Company Driver - 6mo EXP Required - Reefer - $90k per year - MAST,2026-08-20T09:47:06Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Indianapolis, Marion County","['US', 'Indiana', 'Marion County', 'Indianapolis']",MAST,Adzuna::API::Response::Company,full_time,
"Job Description Job Description We are a growing organization in need of sales professionals with an entrepreneurial spirit and a desire to help nonprofits thrive. Ideal candidates are those who will put the needs of nonprofits first and share our core values - Excellence, Collaboration, Trust, Diversity/Inclusion and Respect. Duties and Responsibilities Create and execute a business development plan to drive new business, build a book of business and meet production goals Partner with customer…",5849606010,82804.67,1,82804.67,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNjAxMCIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.88tc6dHCBSp7RNEB95giYelmh8Zzpy1LePRnI1z-TpU,36.97646,https://www.adzuna.com/land/ad/5849606010?se=fJSDg56c8RGcPsfHAHnciw&utm_medium=api&utm_source=abfa41a4&v=E9F7B1ECAA5768EF5658B8BCB2FA977B7F30239A,-121.950155,Employee Benefits Producer Sales - Remote - California,2026-08-20T09:47:05Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,Adzuna::API::Response::Location,"Capitola, Santa Cruz County","['US', 'California', 'Santa Cruz County', 'Capitola']",CalNonprofits Insurance Services,Adzuna::API::Response::Company,,
"Job Description Job Description Job Title: Maintenance Technician Job Description As a Maintenance Technician, you will be responsible for maintaining and troubleshooting seating equipment at our plant Your primary focus will be on maintaining electrical components to ensure the smooth operation of our Just-In-Time (JIT) facility You will work closely with seat assemblers and assist in various facilities around the building to enhance equipment efficiency Job Responsibilities Maintain and troub…",5849606013,47469.25,1,47469.25,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNjAxMyIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.6GCbEuq94QNaUG-qsGxFQRCD2tPzVTsnBiXBv_BYUvo,41.843949,https://www.adzuna.com/land/ad/5849606013?se=fJSDg56c8RGcPsfHAHnciw&utm_medium=api&utm_source=abfa41a4&v=E39C2366E49451AAF1081ED533BBC175DB833367,-79.145045,Maintenance Technician,2026-08-20T09:47:05Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"Warren, Warren County","['US', 'Pennsylvania', 'Warren County', 'Warren']",Aerotek,Adzuna::API::Response::Company,,
"Job Description Job Description Non-Invasive Cardiology Opportunity in Palm Beach County, FL Step into a non-invasive cardiology role with an inherited patient panel and a three-month new-patient wait already in place. You'll join a collaborative group backed by on-site structural/interventional cardiology, CV surgery, and an active fellowship program, full specialty support without the solo build-up. This role is built for a physician who wants to produce, with a clear runway toward expanded i…",5849606017,202839.64,1,202839.64,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkpTRGc1NmM4UkdjUHNmSEFIbmNpdyIsImkiOiI1ODQ5NjA2MDE3In0.q3yDdF21HgrAwwxePGr0PLfI56Ccjjk2gvLLXtOotg8,26.456964,https://www.adzuna.com/land/ad/5849606017?se=fJSDg56c8RGcPsfHAHnciw&utm_medium=api&utm_source=abfa41a4&v=30E02E8F6DE5B824E29308F7E97BA5A6622DEB9B,-80.081429,"Non-Invasive Cardiology Physician Opportunity in Palm Beach County, Florida",2026-08-20T09:47:05Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"Delray Beach, Palm Beach County","['US', 'Florida', 'Palm Beach County', 'Delray Beach']",Curative,Adzuna::API::Response::Company,,
"Job Description Job Description Company: Farmers Insurance - Daniel Covarrubias Insurance Agency INC. Location: Riverside, CA Job Title: Insurance Sales Producer Compensation & Benefits Compensation: Base plus commission - OTE $72K Incentives: Sales performance bonuses and recognition programs. Training: Extensive training and ongoing support provided to ensure your success as a Farmers Insurance Sales Producer. Benefits: Access to award-winning University of Farmers® training. Opportunity for …",5849605997,75710.53,1,75710.53,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkpTRGc1NmM4UkdjUHNmSEFIbmNpdyIsImkiOiI1ODQ5NjA1OTk3In0.foqQmiPXJSnYRRDxbCBR6XKxWsKHIvzy0_CEIUeB30k,43.588492,https://www.adzuna.com/land/ad/5849605997?se=fJSDg56c8RGcPsfHAHnciw&utm_medium=api&utm_source=abfa41a4&v=AD472500BC04C5202851E9EB46A60E7A04B8A0F4,-116.793196,Insurance Sales Producer- licensed,2026-08-20T09:47:04Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,Adzuna::API::Response::Location,"Sunnyslope, Canyon County","['US', 'Idaho', 'Canyon County', 'Sunnyslope']",Farmer's Insurance Daniel Covarrubias Insurance Agency Inc.,Adzuna::API::Response::Company,,
"Job Description Job Description August Is Heating Up So Is Your Next Career! The Liberty Group is immediately hiring experienced Apartment Maintenance Technicians for onsite communities. Pay ranges from $22 to $24 per hour, depending on experience. STOP — DO NOT APPLY unless you meet ALL required qualifications: 6 months onsite apartment maintenance experience Valid government-issued ID Reliable transportation Own basic tools needed for maintenance work Comfortable completing service requests a…",5849605993,37103.98,1,37103.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkpTRGc1NmM4UkdjUHNmSEFIbmNpdyIsImkiOiI1ODQ5NjA1OTkzIn0.ONFZGolTr0VafwUwoUYzZUCMQsoPCgYaRRPVIlIfI0o,38.734784,https://www.adzuna.com/land/ad/5849605993?se=fJSDg56c8RGcPsfHAHnciw&utm_medium=api&utm_source=abfa41a4&v=6D6D4B0A3194E4A83891D4353A0762A24B45C60F,-87.677838,Maintenance Technician,2026-08-20T09:47:04Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Location,"Lawrence, Lawrence County","['US', 'Illinois', 'Lawrence County', 'Lawrence']",The Liberty Group #zindm,Adzuna::API::Response::Company,,
"Hiring Class A CDL Local Truck Drivers in Mehoopany, PA. Avg $1600-$1850 a week! | No-touch Freight! | Home Every Day! | Excellent Benefits! Call Shannon at 570.477.8454 for more details WE OFFER: $1600-$1850 Weekly Average Earnings! Starting at $29.00/hr with OT after 8 hours DAILY! $95k Average Annual Earnings with TOP Drivers making $110k Weekly Minimum Guarantee: 40 x hourly rate Pay Rate & Weekly Guarantee Increase at 6 months and 12 months! Day Cab, Automatic Paid Orientation 5 day work w…",5849605984,96200.0,0,83200.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkpTRGc1NmM4UkdjUHNmSEFIbmNpdyIsImkiOiI1ODQ5NjA1OTg0In0.JIY7fVlzPz0SqeOaehA9k2p46SGdWilRbSqNmE1wSBs,41.0817,https://www.adzuna.com/details/5849605984?utm_medium=api&utm_source=abfa41a4,-75.422801,CDL-A Company Driver - 1yr EXP Required - Local - Dry Van - $1.6k - $1.85k per week - CPC Logistics,2026-08-20T09:47:03Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Pocono Pines, Monroe County","['US', 'Pennsylvania', 'Monroe County', 'Pocono Pines']",CPC Logistics,Adzuna::API::Response::Company,full_time,
"CEVA Logistics | Night Shift CDL-B Shuttle Driver in Alburtis, PA. CEVA Logistics hiring Night CDL Class B Shuttle Driver in Alburtis, PA . The driver will transport automotive parts to and from specified destinations in a 26 ft Box truck. All freight is touched and delivered in a safe and efficient manner in accordance with State and Federal DOT regulations and all Transportation Security Administration requirements. Shift: Sunday to Thursday, 8 pm to 6 am. Home Daily | Must Touch Freight Comp…",5849605978,54080.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwNTk3OCIsInMiOiJmSlNEZzU2YzhSR2NQc2ZIQUhuY2l3In0.QDM_6jnBSNzhT2aiJTP_x16uvaLbrHTbtdLrTlcl8A8,40.602316,https://www.adzuna.com/details/5849605978?utm_medium=api&utm_source=abfa41a4,-75.47075,"Class B CDL Company Driver - 1-5mo EXP Required - Local - Dry Van - $1.04k per week - CEVA Logistics - Alburtis, PA",2026-08-20T09:47:03Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Allentown, Lehigh County","['US', 'Pennsylvania', 'Lehigh County', 'Allentown']","CEVA Logistics - Alburtis, PA",Adzuna::API::Response::Company,full_time,
