latitude,title,salary_max,salary_is_predicted,adref,id,created,longitude,__CLASS__,description,salary_min,redirect_url,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,contract_type,contract_time
40.625542,Travel Interventional Radiology Technologist,248585.0,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUZORVBnQ0o4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE2NTczNzU1In0.aIzSfjncDjbxaHQFmUWvXTbtUSN6zEZoGBZ5onfTtQA,5816573755,2026-07-26T10:30:22Z,-103.207709,Adzuna::API::Response::Job,"Job Description /n Host Healthcare is seeking a travel Interventional Radiology Technologist for a travel job in Sterling, Colorado. Job Description & Requirements/n /n - Specialty: Interventional Radiology Technologist /n - Discipline: Allied Health Professional /n - Start Date: 07/27/2026 /n - Duration: 13 weeks /n - 36 hours per week /n - Shift: 12 hours, nights /n - Employment Type: Travel /n /n Host Healthcare Job ID a1fVX000003UBNkYAO. Pay package is based on 12 hour shifts and 36 hours p…",248585.0,https://www.adzuna.com/land/ad/5816573755?se=qFNEPgCJ8RGEopbyd0f8Hw&utm_medium=api&utm_source=abfa41a4&v=F07094880561FCF6D819F824E27B228266BE73DA,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Host Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Sterling, Logan County","['US', 'Colorado', 'Logan County', 'Sterling']",,
43.677025,Travel Physical Therapist,144147.8,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUZORVBnQ0o4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE2NTczNzUyIn0.V5d3JP5CEgNDxYL9vL2UE37mZeHENHibRyor244q4UQ,5816573752,2026-07-26T10:30:22Z,-70.371162,Adzuna::API::Response::Job,"Job Description /n AHS Staffing is seeking a travel Physical Therapist for a travel job in Westbrook, Maine. Job Description & Requirements/n /n - Specialty: Physical Therapist /n - Discipline: Therapy /n - Start Date: 08/10/2026 /n - Duration: 13 weeks /n - 40 hours per week /n - Shift: 8 hours, days /n - Employment Type: Travel /n /n /n AHS Staffing is looking for a SNF Physical Therapist in Westbrook, ME for a Long Term (Travel) position. /n /n This assignment is expected to last 13 weeks. A…",144147.8,https://www.adzuna.com/land/ad/5816573752?se=qFNEPgCJ8RGEopbyd0f8Hw&utm_medium=api&utm_source=abfa41a4&v=A59F8B70A145D29611CDE5F4B93D6261D8594AAE,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,AHS Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Westbrook, Cumberland County","['US', 'Maine', 'Cumberland County', 'Westbrook']",,
34.592052,Travel PACU Registered Nurse,187072.36,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNjU3Mzc0OSIsInMiOiJxRk5FUGdDSjhSR0VvcGJ5ZDBmOEh3In0.ohFSJlGKHAcaE4H7CowV7Z-xTIAArjbvaHkoscEI-sM,5816573749,2026-07-26T10:30:22Z,-78.967289,Adzuna::API::Response::Job,"Job Description /n Host Healthcare is seeking a travel nurse RN PACU - Post Anesthesia Care for a travel nursing job in Lumberton, North Carolina. Job Description & Requirements/n /n - Specialty: PACU - Post Anesthesia Care /n - Discipline: RN /n - Start Date: 08/10/2026 /n - Duration: 13 weeks /n - 40 hours per week /n - Shift: 8 hours, days /n - Employment Type: Travel /n /n Host Healthcare Job ID a1fVX000003kZDxYAM. Pay package is based on 8 hour shifts and 40 hours per week (subject to conf…",187072.36,https://www.adzuna.com/land/ad/5816573749?se=qFNEPgCJ8RGEopbyd0f8Hw&utm_medium=api&utm_source=abfa41a4&v=256BB85F7DA5E8CE7C3E428826AAF6B38FA0FCEA,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Host Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Lumberton, Robeson County","['US', 'North Carolina', 'Robeson County', 'Lumberton']",,
41.587464,Travel Skilled Nursing Facility (SNF) Certified Occupational Therapy Assistant,74287.8,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUZORVBnQ0o4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE2NTczNzUxIn0.VBD3jFyCo-KgqvzBc2d8n4E1KncAkpZlO4v-85Z98as,5816573751,2026-07-26T10:30:22Z,-109.202904,Adzuna::API::Response::Job,"Job Description /n Medlivo Therapy is seeking a travel Skilled Nursing Facility (SNF) Certified Occupational Therapy Assistant for a travel job in Rock Springs, Wyoming. Job Description & Requirements/n /n - Specialty: Certified Occupational Therapy Assistant /n - Discipline: Therapy /n - Duration: 14 weeks /n - 40 hours per week /n - Shift: 8 hours /n - Employment Type: Travel /n /n Certified Occupational Therapy Assistant (COTA) /n Job Details: /n Weekly Gross: $1,560.00 /n Rock Springs, WY /…",74287.8,https://www.adzuna.com/land/ad/5816573751?se=qFNEPgCJ8RGEopbyd0f8Hw&utm_medium=api&utm_source=abfa41a4&v=B924453BB8B17FFDD49767110CD1C67D03B8DA01,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Medlivo Therapy,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Rock Springs, Sweetwater County","['US', 'Wyoming', 'Sweetwater County', 'Rock Springs']",contract,
42.068909,"Clinical Nurse Educator - $5,000 Sign-On Available!",53576.84,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUZORVBnQ0o4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE2NTczNzQ0In0.nViaveklbDlsnYMi4Umn8N5veHCFMDsEB7tCvKRpjZI,5816573744,2026-07-26T10:30:21Z,-90.665691,Adzuna::API::Response::Job,"Description: Purpose Facilitate the practice and delivery of safe, effective, ethical, and culturally-competent patient care for infant through aging adult patients. Provides clinical education and evaluation to nursing and patient care staff. Performs direct patient care as required. Supports the management of: human, fiscal, material, and environmental resources in accordance with hospital guidelines, organizational/nursing philosophies, and compliance with regulatory and professional standar…",53576.84,https://www.adzuna.com/land/ad/5816573744?se=qFNEPgCJ8RGEopbyd0f8Hw&utm_medium=api&utm_source=abfa41a4&v=0DFD65FD1CE31649EBF88093B253A8BC02835D04,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Jackson County Regional Health Center,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Maquoketa, Jackson County","['US', 'Iowa', 'Jackson County', 'Maquoketa']",,
32.872152,Travel Nurse RN - ED - Emergency Department,90852.38,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNjU3Mzc0MyIsInMiOiJxRk5FUGdDSjhSR0VvcGJ5ZDBmOEh3In0.sNeKaxVgSW20TWfS6vFlA16v6LsZkKsNAucl2Ro0Kq8,5816573743,2026-07-26T10:30:21Z,-96.996093,Adzuna::API::Response::Job,"Job Description /n Fusion Medical Staffing-Nursing is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Irving, Texas. Job Description & Requirements/n /n - Specialty: ED - Emergency Department /n - Discipline: RN /n - Start Date: 08/24/2026 /n - Duration: 13 weeks /n - 36 hours per week /n - Shift: 12 hours, days /n - Employment Type: Travel /n /n Travel ER RN/n Company: Fusion Medical Staffing /n Location: Facility in Irving, Texas Job Details/n Fusion Medical St…",90852.38,https://www.adzuna.com/land/ad/5816573743?se=qFNEPgCJ8RGEopbyd0f8Hw&utm_medium=api&utm_source=abfa41a4&v=D2D41AF5714383D0C4004EF0B3B8CE6BECC019A1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Fusion Medical Staffing-Nursing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Irving, Dallas","['US', 'Texas', 'Dallas', 'Irving']",,
29.46357,Travel ICU RN,60462.81,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUZORVBnQ0o4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE2NTczNzQ4In0.43Apeq9NwWIdd5wSj2O4osZJSj2ez7WOx7iEyEMx56I,5816573748,2026-07-26T10:30:21Z,-98.522671,Adzuna::API::Response::Job,"Job Description /n American Traveler is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in San Antonio, Texas. Job Description & Requirements/n /n - Specialty: ICU - Intensive Care Unit /n - Discipline: RN /n - Start Date: 07/27/2026 /n - Duration: 13 weeks /n - 36 hours per week /n - Shift: 12 hours, nights /n - Employment Type: Travel /n /n Assignment Overview/n /n - Shift: Nights, 3x12hrs /n - Hours: 36 hrs/wk /n - Start Date: Jul 27, 2026 /n - Length: 13 weeks /…",60462.81,https://www.adzuna.com/land/ad/5816573748?se=qFNEPgCJ8RGEopbyd0f8Hw&utm_medium=api&utm_source=abfa41a4&v=B7F3B625A9B904CC1B1843D00327625604602096,domestic-help-cleaning-jobs,Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,American Traveler,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"San Antonio, Bexar County","['US', 'Texas', 'Bexar County', 'San Antonio']",contract,
41.615,CDL-A Truck Driver - Home Weekly,67177.22,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUZORVBnQ0o4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE2NTczNzQyIn0.uecxxxiG71ls6ju4GJ9p-vO2TtVfVQe-1GG8GEuJCV8,5816573742,2026-07-26T10:30:20Z,-90.91,Adzuna::API::Response::Job,"Job Description CPC Logistics is Now Hiring Local & Regional CDL-A Drivers in Davenport, IALocal and Regional OpportunitiesNo-Touch Freight/n Regional Driver Pay, Benefits & More:/n /n - Average $90,000 - $100,000 per year /n - $1,800 - $2,000 average weekly earnings /n - Daily pay guarantee when not dispatched due to weather or customer load delays /n - Home every weekend with some weekday home time /n - Dedicated solo regional routes – all drop & hook, no-touch freight /n - No East Coast - No…",67177.22,https://www.adzuna.com/land/ad/5816573742?se=qFNEPgCJ8RGEopbyd0f8Hw&utm_medium=api&utm_source=abfa41a4&v=CDE217348B7A1A4DCCC63759E91CAA76271B2988,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,CPC Logistics,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Durant, Cedar County","['US', 'Iowa', 'Cedar County', 'Durant']",,
38.013412,Travel Surgical Technologist,113985.38,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNjU3Mzc0MSIsInMiOiJxRk5FUGdDSjhSR0VvcGJ5ZDBmOEh3In0.6pRo1EIGfi8uHswLXlSiWUIEdqH66m2FjJLw6Pinaxw,5816573741,2026-07-26T10:30:20Z,-84.485507,Adzuna::API::Response::Job,"Job Description /n LanceSoft is seeking a travel Surgical Technologist for a travel job in Lexington, Kentucky. Job Description & Requirements/n /n - Specialty: Surgical Technologist /n - Discipline: Allied Health Professional /n - Start Date: 08/10/2026 /n - Duration: 13 weeks /n - 40 hours per week /n - Shift: 10 hours, evenings /n - Employment Type: Travel /n /n /n ON CALL: Not specified /n Weekend Requirements: Not specified /n Certification Requirements: /n /n - BLS /n /n Experience: /n /n…",113985.38,https://www.adzuna.com/land/ad/5816573741?se=qFNEPgCJ8RGEopbyd0f8Hw&utm_medium=api&utm_source=abfa41a4&v=B4783DBEE1A02EC358DFB1C06E47F0E2C1E8B601,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,LanceSoft,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Lexington, Fayette County","['US', 'Kentucky', 'Fayette County', 'Lexington']",contract,
44.118807,Travel NICU RN,83766.52,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUZORVBnQ0o4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE2NTczNzMxIn0.PpWdIh9vWHNMYE5ygjPV794_wk4MPuSYa9NMSvN-l_M,5816573731,2026-07-26T10:30:19Z,-103.187884,Adzuna::API::Response::Job,"Job Description /n Meda Health is seeking a travel nurse RN NICU - Neonatal Intensive Care for a travel nursing job in Rapid City, South Dakota. Job Description & Requirements/n /n - Specialty: NICU - Neonatal Intensive Care /n - Discipline: RN /n - Start Date: 08/10/2026 /n - Duration: 13 weeks /n - 48 hours per week /n - Shift: 12 hours, rotating /n - Employment Type: Travel /n /n Meda Health is looking for a NICU RN to work a travel assignment in an acute care hospital setting. Must have at …",83766.52,https://www.adzuna.com/land/ad/5816573731?se=qFNEPgCJ8RGEopbyd0f8Hw&utm_medium=api&utm_source=abfa41a4&v=96B874A675A62F00AC49112771EEAA65D56564FF,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Meda Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Rapid City, Pennington County","['US', 'South Dakota', 'Pennington County', 'Rapid City']",,
33.895519,RN IMCU FT Day Shift,57677.79,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNjU3MzczNyIsInMiOiJxRk5FUGdDSjhSR0VvcGJ5ZDBmOEh3In0.qhva2M26URabyQQLpFvtg_L-DqFcN1m7YoxljLQkI28,5816573737,2026-07-26T10:30:19Z,-84.590337,Adzuna::API::Response::Job,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what's possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people's lives. Work Shift Day (United …",57677.79,https://www.adzuna.com/land/ad/5816573737?se=qFNEPgCJ8RGEopbyd0f8Hw&utm_medium=api&utm_source=abfa41a4&v=61245AF39FD4CC7E1017EBFFB9A5398B4D204BB8,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Wellstar Health System,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Marietta, Cobb County","['US', 'Georgia', 'Cobb County', 'Marietta']",,
