latitude,title,salary_min,id,redirect_url,created,adref,description,__CLASS__,salary_max,longitude,contract_time,salary_is_predicted,category.tag,category.__CLASS__,category.label,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,contract_type
38.95398,Restaurant Crew Member,52264.71,5806176927,https://www.adzuna.com/details/5806176927?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:18:10Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTI3In0.uiDw5f7tbbSES6vE2UboIPdbsjB9tJSLqfLFvZNvHww,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,52264.71,-76.89678,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'Landover Hills']","Landover Hills, Prince George's County",Adzuna::API::Response::Company,Wonder,
38.95545,Restaurant Crew Member,36055.72,5806176925,https://www.adzuna.com/details/5806176925?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:18:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTI1In0.5NNqH-t_IiF_pAOCi9sj2UT75mQeiTUDDcvTzXD0kHs,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,36055.72,-77.45228,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'McNair']","McNair, Fairfax County",Adzuna::API::Response::Company,Wonder,
38.768193,Restaurant Crew Member,31904.87,5806176926,https://www.adzuna.com/details/5806176926?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:18:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTI2In0.WMzX4BX8zAuO62_nExqiM95KMCwE7dl6Egnk5Ln-0dQ,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,31904.87,-77.446381,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Clifton']","Clifton, Fairfax County",Adzuna::API::Response::Company,Wonder,
39.02874,Restaurant Crew Member,44905.63,5806176924,https://www.adzuna.com/details/5806176924?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:18:00Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE3NjkyNCIsInMiOiJKZ19DSkxTQzhSR0ZNYTZiV0h6dGhRIn0.oqW3BE-KcjXpV2Ni4ghf5CwfIFczFkkjGfwzOuEuwpw,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,44905.63,-77.24094,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', 'Montgomery County', 'Potomac']","Potomac, Montgomery County",Adzuna::API::Response::Company,Wonder,
39.05214,Restaurant Crew Member,38805.11,5806176923,https://www.adzuna.com/details/5806176923?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:59Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTIzIn0.VVQxev2Q5Jx_ZK1cCywL3Qmj3rKHkLnihp1BK5TB_ws,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,38805.11,-77.11902,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', 'Montgomery County', 'North Bethesda']","North Bethesda, Montgomery County",Adzuna::API::Response::Company,Wonder,
39.440243,Restaurant Crew Member,33371.48,5806176921,https://www.adzuna.com/details/5806176921?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:57Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTIxIn0.ohzEW2CJmc5CeDZbMJgQuYm4gt0vf2JdeLlTLqKPvhs,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,33371.48,-77.550092,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', 'Frederick County', 'Middletown']","Middletown, Frederick County",Adzuna::API::Response::Company,Wonder,
38.79126,Restaurant Crew Member,32446.23,5806176922,https://www.adzuna.com/details/5806176922?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:57Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE3NjkyMiIsInMiOiJKZ19DSkxTQzhSR0ZNYTZiV0h6dGhRIn0.SW2Vk_gG0HgpcnUpqZxwyfQiKLqowVujrAv4dAK74vA,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,32446.23,-77.6252,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Virginia', 'Prince William County', 'Gainesville']","Gainesville, Prince William County",Adzuna::API::Response::Company,Wonder,
38.934146,Restaurant Crew Member,39777.73,5806176919,https://www.adzuna.com/details/5806176919?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTE5In0.uhDUc33TPAwZhFlJ_SWnThMHvn7QJSSStBbyUzyNO1g,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,39777.73,-77.2217,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Tysons Corner']","Tysons Corner, Fairfax County",Adzuna::API::Response::Company,Wonder,
39.03972,Restaurant Crew Member,40105.81,5806176918,https://www.adzuna.com/details/5806176918?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:49Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTE4In0.E2D596GMMnmzYe3AXD344EaUznfZ5MzxA5SwvtomEnc,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,40105.81,-76.9092,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'Beltsville']","Beltsville, Prince George's County",Adzuna::API::Response::Company,Wonder,
38.636257,Restaurant Crew Member,34891.59,5806176917,https://www.adzuna.com/details/5806176917?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:49Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTE3In0.pEYxMHYnbQmtuGp59x5oBB8qUFhSLKaeW4zaeOK9sBc,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,34891.59,-77.668645,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Virginia', 'Fauquier County', 'Calverton']","Calverton, Fauquier County",Adzuna::API::Response::Company,Wonder,
38.996062,Restaurant Crew Member,38263.91,5806176915,https://www.adzuna.com/details/5806176915?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:48Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTE1In0.bv7S6JIjlKUz5ZpZ7tdSzZMlDYTWHlaubbxCGB1k-BA,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,38263.91,-76.934785,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'North College Park']","North College Park, Prince George's County",Adzuna::API::Response::Company,Wonder,
38.672077,Restaurant Crew Member,32784.77,5806176916,https://www.adzuna.com/details/5806176916?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:48Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE3NjkxNiIsInMiOiJKZ19DSkxTQzhSR0ZNYTZiV0h6dGhRIn0.zSE_-dO0oJmDfuTYkM4HgnDqF065gqLB7sgwiQRUTh0,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,32784.77,-77.020569,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'Accokeek']","Accokeek, Prince George's County",Adzuna::API::Response::Company,Wonder,
39.149253,Restaurant Crew Member,45559.14,5806176914,https://www.adzuna.com/details/5806176914?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:47Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTE0In0.mhUFFMMcTPb4krTvAtezetHXkGLDetAgZDPmvp-VnU0,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,45559.14,-77.028328,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', 'Montgomery County', 'Sandy Spring']","Sandy Spring, Montgomery County",Adzuna::API::Response::Company,Wonder,
41.138997,Direct Support Professional,44440.06,5806176913,https://www.adzuna.com/details/5806176913?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:47Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTEzIn0.6huUy1uMLHo06qxPph-Zj0LATD21iyuRSeKl8yrd49Y,"Mentor Community Services , a part of the Sevita family, provides community-based services for individuals with intellectual and developmental disabilities. Here we believe every person has the right to live well, and everyone deserves to have a fulfilling career. You’ll join a mission-driven team and create relationships that motivate us all every day. Join us today, and experience a career well lived. THRIVE AS A CAREGIVER AT SEVITA. EACH DAY, YOU’LL Be proud of rewarding work helping people …",Adzuna::API::Response::Job,44440.06,-85.062329,part_time,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Indiana', 'Allen County', 'Hazelwood']","Hazelwood, Allen County",Adzuna::API::Response::Company,Sevita,
39.148967,Restaurant Crew Member,39667.15,5806176912,https://www.adzuna.com/details/5806176912?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:45Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE3NjkxMiIsInMiOiJKZ19DSkxTQzhSR0ZNYTZiV0h6dGhRIn0.MXeM_VGW2ja1uCwkghkz-uHFdk6tyYoNTyJvhbNYa3U,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,39667.15,-76.790085,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', 'Howard County', 'Jessup']","Jessup, Howard County",Adzuna::API::Response::Company,Wonder,
39.1359,Restaurant Crew Member,33409.05,5806176911,https://www.adzuna.com/details/5806176911?utm_medium=api&utm_source=abfa41a4,2026-07-18T10:17:40Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdfQ0pMU0M4UkdGTWE2YldIenRoUSIsImkiOiI1ODA2MTc2OTExIn0.Z8VddcVGadG242bZrZfqi6_GwgBTFN2V7b7jwECyO8M,"About the Role At Wonder, we make world-class food accessible to everyone. As a Team Member, you’ll help bring menus from Michelin-starred and celebrity chefs to life while creating an inviting, positive experience for every guest. Whether you’re looking to grow your career, learn new skills, or join a fast-paced, fun team; this is your place. Role Details Pay Rate: $17.50 Overnight shifts include an additional $2.00/hour premium, automatically applied to any hours worked between 12:00 AM and 5…",Adzuna::API::Response::Job,33409.05,-76.8669,full_time,1,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'North Laurel']","North Laurel, Prince George's County",Adzuna::API::Response::Company,Wonder,
