salary_is_predicted,created,redirect_url,id,description,title,salary_max,adref,__CLASS__,salary_min,category.tag,category.label,category.__CLASS__,location.area,location.display_name,location.__CLASS__,company.__CLASS__,company.display_name,longitude,latitude,contract_time,contract_type
1,2026-05-13T11:36:26Z,https://www.adzuna.com/land/ad/5728133186?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=21094E6EB53E8783F52129FCC999BE38CF60FE23,5728133186,"Overview: Imagine a career that truly takes you places, where you get to travel and meet new people every day along the journey. For 100 years, our Greyhound Drivers have been the heart and soul of our company, serving the transportation needs of communities across the nation. Do you enjoy meeting new people and have a passion for safety and the customer experience? Interested in a job that pays you to travel? Come join us in serving America's passengers as we continue our legacy of putting the…","CDL Bus Drivers - Denver, CO",69936.17,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMzE4NiIsInMiOiJtb1V6QmVOTzhSR2FDY3g4cW1YVmpRIn0.pHm_YvBfk1BVJh1QKzKstICztwCAGlcshtg1jMIANqc,Adzuna::API::Response::Job,69936.17,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,"['US', 'Colorado', 'Arapahoe County', 'Centennial', 'Castlewood']","Castlewood, Centennial",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Greyhound Lines, Inc.",-104.877642,39.577288,,
1,2026-05-13T11:36:26Z,https://www.adzuna.com/land/ad/5728133178?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=973DEEA0B080F23B5E8F56E1AF83F3DE0663B5AE,5728133178,"Overview: Imagine a career that truly takes you places, where you get to travel and meet new people every day along the journey. For 100 years, our Greyhound Drivers have been the heart and soul of our company, serving the transportation needs of communities across the nation. Do you enjoy meeting new people and have a passion for safety and the customer experience? Interested in a job that pays you to travel? Come join us in serving America's passengers as we continue our legacy of putting the…","CDL Bus Drivers - Denver, CO",59982.62,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW9VekJlTk84UkdhQ2N4OHFtWFZqUSIsImkiOiI1NzI4MTMzMTc4In0.nnTzvWdSSTjsTZiqtnkhToq8lfd0WlvhMk-RgnqI_jg,Adzuna::API::Response::Job,59982.62,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,"['US', 'Colorado', 'Boulder County', 'Lafayette']","Lafayette, Boulder County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Greyhound Lines, Inc.",-105.0861,39.92052,,
1,2026-05-13T11:36:26Z,https://www.adzuna.com/land/ad/5728133187?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=81ECB3E86384D2C6DCFB9E5054A9514C1DB3F06D,5728133187,"Overview: Imagine a career that truly takes you places, where you get to travel and meet new people every day along the journey. For 100 years, our Greyhound Drivers have been the heart and soul of our company, serving the transportation needs of communities across the nation. Do you enjoy meeting new people and have a passion for safety and the customer experience? Interested in a job that pays you to travel? Come join us in serving America's passengers as we continue our legacy of putting the…","CDL Bus Drivers - Denver, CO",59195.21,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMzE4NyIsInMiOiJtb1V6QmVOTzhSR2FDY3g4cW1YVmpRIn0.-G1r0G6g_fGTi9RvtY9ocHa-6XDVo2yhPPEBss5oe6g,Adzuna::API::Response::Job,59195.21,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,"['US', 'Colorado', 'Jefferson County', 'Idledale']","Idledale, Jefferson County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Greyhound Lines, Inc.",-105.29887,39.654566,,
1,2026-05-13T11:36:26Z,https://www.adzuna.com/land/ad/5728133176?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=D2DDB1BFCEAB757BBC239CD940CE3276649EC6DA,5728133176,"Overview: Imagine a career that truly takes you places, where you get to travel and meet new people every day along the journey. For 100 years, our Greyhound Drivers have been the heart and soul of our company, serving the transportation needs of communities across the nation. Do you enjoy meeting new people and have a passion for safety and the customer experience? Interested in a job that pays you to travel? Come join us in serving America's passengers as we continue our legacy of putting the…","CDL Bus Drivers - Denver, CO",73773.2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMzE3NiIsInMiOiJtb1V6QmVOTzhSR2FDY3g4cW1YVmpRIn0.SUtOXDSNMHkY-ifRNNkZxm-3I7i5-jyQS4om3zNutqc,Adzuna::API::Response::Job,73773.2,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,"['US', 'Colorado', 'Denver', 'Lowry']","Lowry, Denver",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Greyhound Lines, Inc.",-104.879367,39.695785,,
1,2026-05-13T11:36:26Z,https://www.adzuna.com/land/ad/5728133185?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=804CD7C91ECCEACE1AD1C7CC79D7FADEC4DE9865,5728133185,"Overview: Imagine a career that truly takes you places, where you get to travel and meet new people every day along the journey. For 100 years, our Greyhound Drivers have been the heart and soul of our company, serving the transportation needs of communities across the nation. Do you enjoy meeting new people and have a passion for safety and the customer experience? Interested in a job that pays you to travel? Come join us in serving America's passengers as we continue our legacy of putting the…","CDL Bus Drivers - Denver, CO",68564.06,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMzE4NSIsInMiOiJtb1V6QmVOTzhSR2FDY3g4cW1YVmpRIn0.Adb9bnzHpo8PW-r2PblyfRXeXwMuaHPz_BvFgXnxAdY,Adzuna::API::Response::Job,68564.06,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,"['US', 'Colorado', 'Arapahoe County', 'Aurora']","Aurora, Arapahoe County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Greyhound Lines, Inc.",-104.8377,39.70062,,
1,2026-05-13T11:36:26Z,https://www.adzuna.com/land/ad/5728133177?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=54D5840BB8B40929FD8036BF331C9BBF11FD954F,5728133177,"Overview: Imagine a career that truly takes you places, where you get to travel and meet new people every day along the journey. For 100 years, our Greyhound Drivers have been the heart and soul of our company, serving the transportation needs of communities across the nation. Do you enjoy meeting new people and have a passion for safety and the customer experience? Interested in a job that pays you to travel? Come join us in serving America's passengers as we continue our legacy of putting the…","CDL Bus Drivers - Denver, CO",70668.03,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW9VekJlTk84UkdhQ2N4OHFtWFZqUSIsImkiOiI1NzI4MTMzMTc3In0.QXP-51s0JK7eEvOwV7pECuPJsSSp8MEGiB9BLFH6eUQ,Adzuna::API::Response::Job,70668.03,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,"['US', 'Colorado', 'Arapahoe County', 'Aurora']","Aurora, Arapahoe County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Greyhound Lines, Inc.",-104.86518,39.74112,,
1,2026-05-13T11:36:26Z,https://www.adzuna.com/land/ad/5728133173?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=09894AA950C192710F9FA66F50761A8A6C6F08EB,5728133173,"Overview: Imagine a career that truly takes you places, where you get to travel and meet new people every day along the journey. For 100 years, our Greyhound Drivers have been the heart and soul of our company, serving the transportation needs of communities across the nation. Do you enjoy meeting new people and have a passion for safety and the customer experience? Interested in a job that pays you to travel? Come join us in serving America's passengers as we continue our legacy of putting the…","CDL Bus Drivers - Denver, CO",68397.85,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMzE3MyIsInMiOiJtb1V6QmVOTzhSR2FDY3g4cW1YVmpRIn0.zc6s0skpddFbyesTpV8ov2nA76eI_lad-AWx9EuNO9Y,Adzuna::API::Response::Job,68397.85,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,"['US', 'Colorado', 'Adams County', 'Westminster']","Westminster, Adams County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Greyhound Lines, Inc.",-105.038244,39.872777,,
1,2026-05-13T11:36:26Z,https://www.adzuna.com/land/ad/5728133189?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=A63789DD7AD38C82D5E8470C3DFF0D7C2DA692EF,5728133189,"Overview: Imagine a career that truly takes you places, where you get to travel and meet new people every day along the journey. For 100 years, our Greyhound Drivers have been the heart and soul of our company, serving the transportation needs of communities across the nation. Do you enjoy meeting new people and have a passion for safety and the customer experience? Interested in a job that pays you to travel? Come join us in serving America's passengers as we continue our legacy of putting the…","CDL Bus Drivers - Denver, CO",60932.32,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMzE4OSIsInMiOiJtb1V6QmVOTzhSR2FDY3g4cW1YVmpRIn0.X3MxgKWUKSu78Qer1jXvo9kmezCvgwbV6SMk9Qj4Lkk,Adzuna::API::Response::Job,60932.32,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,"['US', 'Colorado', 'Jefferson County', 'Arvada']","Arvada, Jefferson County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Greyhound Lines, Inc.",-105.08082,39.77442,,
1,2026-05-13T11:36:26Z,https://www.adzuna.com/land/ad/5728133190?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=7A7123935A46A4E97DDA70BF3958CDF746646610,5728133190,"Overview: Imagine a career that truly takes you places, where you get to travel and meet new people every day along the journey. For 100 years, our Greyhound Drivers have been the heart and soul of our company, serving the transportation needs of communities across the nation. Do you enjoy meeting new people and have a passion for safety and the customer experience? Interested in a job that pays you to travel? Come join us in serving America's passengers as we continue our legacy of putting the…","CDL Bus Drivers - Denver, CO",66234.89,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW9VekJlTk84UkdhQ2N4OHFtWFZqUSIsImkiOiI1NzI4MTMzMTkwIn0.AV0CFe3KHZeiXwOgwMsFEbruIwG7tsgjaFyIOEy8D4I,Adzuna::API::Response::Job,66234.89,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,"['US', 'Colorado', 'Denver', 'Fort Logan']","Fort Logan, Denver",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Greyhound Lines, Inc.",-105.09006,39.69042,,
1,2026-05-13T11:36:25Z,https://www.adzuna.com/land/ad/5728133161?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=4D341A0E5C3585F6C0BB980587B9DE0742022BF2,5728133161,"Home Caregiver – $17.50-$18.00/hr | Weekly Pay | Benefits Available Earn steady income doing meaningful work as a Caregiver with Home Instead . We offer competitive pay, consistent hours, and a team that supports your success. What you’ll get as a caregiver $17.50-$18.00/hr - weekly pay & direct deposit $700 caregiver referral program Sick leave accrual opportunities and paid training Paid holidays at 1.5x your rate Medical/Dental/Vision benefits, based on eligibility 401k matching, based on el…",Caregiver / Home Care Aide,44212.43,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMzE2MSIsInMiOiJtb1V6QmVOTzhSR2FDY3g4cW1YVmpRIn0.MmaI_bA8vTFtTc9yS2w-UAty2UjPzxI1O-8RURJe6yU,Adzuna::API::Response::Job,44212.43,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Arlington County', 'South']","South, Arlington County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Home Instead,-77.10276,38.86092,,
1,2026-05-13T11:36:25Z,https://www.adzuna.com/land/ad/5728133163?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=33FDFF75137E287D6C892B34998C27FE3450CBC2,5728133163,"Home Caregiver – $17.50-$18.00/hr | Weekly Pay | Benefits Available Earn steady income doing meaningful work as a Caregiver with Home Instead . We offer competitive pay, consistent hours, and a team that supports your success. What you’ll get as a caregiver $17.50-$18.00/hr - weekly pay & direct deposit $700 caregiver referral program Sick leave accrual opportunities and paid training Paid holidays at 1.5x your rate Medical/Dental/Vision benefits, based on eligibility 401k matching, based on el…",Caregiver / Home Care Aide,44212.43,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW9VekJlTk84UkdhQ2N4OHFtWFZqUSIsImkiOiI1NzI4MTMzMTYzIn0.kEE-zuDO6BXN_GGOeUW9wBcSgPLVpeWXBNVlVZhZzoY,Adzuna::API::Response::Job,44212.43,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Arlington County', 'South']","South, Arlington County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Home Instead,-77.10276,38.86092,,
1,2026-05-13T11:36:25Z,https://www.adzuna.com/land/ad/5728133165?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=1FD5D5CD2AA87220150C0C8CB4ACF1140C833CE2,5728133165,"Home Caregiver – $17.50-$18.00/hr | Weekly Pay | Benefits Available Earn steady income doing meaningful work as a Caregiver with Home Instead . We offer competitive pay, consistent hours, and a team that supports your success. What you’ll get as a caregiver $17.50-$18.00/hr - weekly pay & direct deposit $700 caregiver referral program Sick leave accrual opportunities and paid training Paid holidays at 1.5x your rate Medical/Dental/Vision benefits, based on eligibility 401k matching, based on el…",Caregiver / Home Care Aide,44212.43,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW9VekJlTk84UkdhQ2N4OHFtWFZqUSIsImkiOiI1NzI4MTMzMTY1In0.HVIf9qT4YZ69VEQn_mcVEOLeFBdi7a285J0Wj3WM_44,Adzuna::API::Response::Job,44212.43,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Arlington County', 'South']","South, Arlington County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Home Instead,-77.10276,38.86092,,
1,2026-05-13T11:36:25Z,https://www.adzuna.com/land/ad/5728133169?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=32BE4FF2EB58E46BA5800EA5CAA7CAE335493E95,5728133169,"Overview: Imagine a career that truly takes you places, where you get to travel and meet new people every day along the journey. For 100 years, our Greyhound Drivers have been the heart and soul of our company, serving the transportation needs of communities across the nation. Do you enjoy meeting new people and have a passion for safety and the customer experience? Interested in a job that pays you to travel? Come join us in serving America's passengers as we continue our legacy of putting the…","CDL Bus Drivers - Denver, CO",71361.12,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW9VekJlTk84UkdhQ2N4OHFtWFZqUSIsImkiOiI1NzI4MTMzMTY5In0.NfgwwD87tmkK5JCCNtPkcYYwbthW_lmQYMOhjPfH8Ig,Adzuna::API::Response::Job,71361.12,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,"['US', 'Colorado', 'Boulder County', 'Boulder']","Boulder, Boulder County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Greyhound Lines, Inc.",-105.230506,40.000799,,
1,2026-05-13T11:36:25Z,https://www.adzuna.com/land/ad/5728133160?se=moUzBeNO8RGaCcx8qmXVjQ&utm_medium=api&utm_source=abfa41a4&v=E8E6087AFC851FB28B7B238B039B4EA70A382B7E,5728133160,"Home Caregiver – $17.50-$18.00/hr | Weekly Pay | Benefits Available Earn steady income doing meaningful work as a Caregiver with Home Instead . We offer competitive pay, consistent hours, and a team that supports your success. What you’ll get as a caregiver $17.50-$18.00/hr - weekly pay & direct deposit $700 caregiver referral program Sick leave accrual opportunities and paid training Paid holidays at 1.5x your rate Medical/Dental/Vision benefits, based on eligibility 401k matching, based on el…",Caregiver / Home Care Aide,44212.43,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW9VekJlTk84UkdhQ2N4OHFtWFZqUSIsImkiOiI1NzI4MTMzMTYwIn0.61o6Ak-fMUz60DJKLQ7-swFq8fbyrqlrUGL3iYM4JK4,Adzuna::API::Response::Job,44212.43,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Arlington County', 'South']","South, Arlington County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Home Instead,-77.10276,38.86092,,
