id,salary_is_predicted,salary_max,description,longitude,created,title,__CLASS__,latitude,salary_min,redirect_url,adref,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
5858895431,0,68640.0,"Job Description Job Description We are looking for a detail-oriented Commercial Operations Analyst to support critical operational programs within a manufacturing environment in Austin, Texas. This is a Contract position focused on maintaining accurate reporting, strengthening process execution, and improving day-to-day administration across incentive compensation, expense management, and fleet operations. The ideal candidate brings strong analytical ability, sound judgment, and a disciplined a…",-91.983755,2026-08-27T18:44:35Z,Commercial Operations Analyst,Adzuna::API::Response::Job,34.998421,68640.0,https://www.adzuna.com/land/ad/5858895431?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=1D80E438CD846FF6C9F3FF5B40B7FB0B2E1BAE45,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWpEVmYycWk4Ukc5UGMyOC1XOWc2dyIsImkiOiI1ODU4ODk1NDMxIn0.ls9oJZzzqaI9jrJIHeyyLl9LldBReZxl4JZ6a6C_Lh8,"Austin, Lonoke County",Adzuna::API::Response::Location,"['US', 'Arkansas', 'Lonoke County', 'Austin']",Adzuna::API::Response::Company,Robert Half,Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,,
5858895432,1,73036.05,"Job Description Job Description Volt is immediately hiring Machinist in Chillicothe, IL. As a Machinist you will: Primary Responsibilities This position requires several years’ experience in a shop floor environment performing saw cutting, grinding, polishing and other machinist work. The machinist will work on a team that provides machining support to a metallurgical testing laboratory. The machinist is required to follow written instructions and be able to read blueprints. The machinist must …",-86.668847,2026-08-27T18:44:35Z,Machinist,Adzuna::API::Response::Job,31.141842,73036.05,https://www.adzuna.com/land/ad/5858895432?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=9642D3989499A7BF873F39C24DEAD29F48631860,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWpEVmYycWk4Ukc5UGMyOC1XOWc2dyIsImkiOiI1ODU4ODk1NDMyIn0.gVzFwNq1AforkCzWcRu9u-2RxtHUiIpIwDm-DER5jWc,"Rome, Covington County",Adzuna::API::Response::Location,"['US', 'Alabama', 'Covington County', 'Rome']",Adzuna::API::Response::Company,Volt,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
5858895419,1,110494.02,"Job Description Job Description Mechanical Engineer We are seeking a Mechanical Engineer to join a leading aerospace and defense manufacturer specializing in precision hydraulic and fuel system components. This role offers the opportunity to work on both new product development and legacy product support for applications used in commercial and military aircraft, helicopters, spacecraft, and turbine engines. The ideal candidate will have a strong mechanical design background, experience with hyd…",-73.482069,2026-08-27T18:44:34Z,Mechanical Engineer,Adzuna::API::Response::Job,40.744266,110494.02,https://www.adzuna.com/land/ad/5858895419?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=31AEBBBA7A8E83062CEDC3384E4959811DA518A4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTQxOSIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.26SF58d176mN318pMkk8ybKz-GDMwtCLDr8vuqOAc7s,"Bethpage, Nassau County",Adzuna::API::Response::Location,"['US', 'New York', 'Nassau County', 'Bethpage']",Adzuna::API::Response::Company,Actalent,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
5858895414,1,112162.68,"Job Description Job Description Embrace the opportunity to make a significant difference in the lives of K-12 students as a dedicated Physical Therapist during the upcoming academic year. This contract-based, onsite role is perfect for a professional who enjoys working with learners across various age groups and grade levels in a dynamic and supportive educational environment. Key Qualifications & Desired Experience: Currently holds an active Physical Therapy license Previous experience in a sc…",-71.190892,2026-08-27T18:44:34Z,"Physical Therapist - School Setting in Methuen, MA",Adzuna::API::Response::Job,42.726202,112162.68,https://www.adzuna.com/land/ad/5858895414?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=5A05E1C60FB9CD15BB5B2C0099CB3DEE0670BB48,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTQxNCIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.Tn2tBF3MUCNDuitNO3fPnxLglXQoNm-Q6nOiY0KxzJg,"Methuen, Essex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Essex County', 'Methuen']",Adzuna::API::Response::Company,ProCare Therapy,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,,
5858895421,1,110222.38,"Job Description Job Description WHITTINGHAM is seeking a driven and passionate leader to join our team. With over 120 years of industry leadership, we specialize in providing top-tier business solutions. This role involves servicing an existing portfolio of 2,000 business clients, developing new relationships through referrals and leads, and leading a team to execute these tasks effectively. As you grow within the company, you will develop leadership skills, train new team members, and work tow…",-114.2606,2026-08-27T18:44:34Z,Sales Representative - No Experience Required,Adzuna::API::Response::Job,43.463518,110222.38,https://www.adzuna.com/land/ad/5858895421?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=0EC3D4EDA3825377500A78E2A5C21CDA2E247B2F,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTQyMSIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.idtMxttJvNtYbwh6Udomd_qWJYXZbUAvGgxFbWMlgns,"Bellevue, Blaine County",Adzuna::API::Response::Location,"['US', 'Idaho', 'Blaine County', 'Bellevue']",Adzuna::API::Response::Company,WHITTINGHAM,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,,
5858895422,1,105155.57,"Job Description Job Description $3,900 Sign-on Bonus* Entry-Level Sales Representative Power is where hustle meets purpose. It’s where leadership opportunities, life-enhancing benefits, and award-winning culture come together. Why? Because our people are our most important asset. And there’s no better investment than their happiness and growth. Our diverse, inclusive, and military-friendly culture has been recognized by Fortune Magazine as the 13 Best Company to Work for and 1 Best Workplace in…",-89.048185,2026-08-27T18:44:34Z,Entry Level Sales Representative,Adzuna::API::Response::Job,42.212059,105155.57,https://www.adzuna.com/land/ad/5858895422?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=5796E7439151730C64FC560F1B7086C062E28944,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWpEVmYycWk4Ukc5UGMyOC1XOWc2dyIsImkiOiI1ODU4ODk1NDIyIn0.--juLyVIXMkjzApboAdzE8mgFTKmawUEAxKwdGsW8kY,"Morristown, Winnebago County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Winnebago County', 'Morristown']",Adzuna::API::Response::Company,Power Home Remodeling,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,,
5858895412,1,63861.64,"Job Description Job Description Make a meaningful impact in students’ lives by supporting their growth and independence in an educational environment. An opportunity is available for a passionate part-time Occupational Therapist to work in-person with students from Pre-K through 12th grade for the 2026–2027 school year. This rewarding contract position starts August 27, 2026, and extends through June 2027, providing a consistent, supportive presence across the academic year. Enjoy a focused, ma…",-72.279538,2026-08-27T18:44:33Z,"School Occupational Therapist - Swanzey, New Hampshire",Adzuna::API::Response::Job,42.87412,63861.64,https://www.adzuna.com/land/ad/5858895412?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=840513E48909DC431BFF44B16A5579EDA1FD54CA,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWpEVmYycWk4Ukc5UGMyOC1XOWc2dyIsImkiOiI1ODU4ODk1NDEyIn0.mmdGcFugLN3Pwbb3j-swrThS-fyvpGYAIAULTbprG58,"Swanzey, Cheshire County",Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Cheshire County', 'Swanzey']",Adzuna::API::Response::Company,ProCare Therapy,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,,
5858895409,0,62000.0,"Via Transportation is hiring Drivers to power our tech-enabled public mobility services. As a Driver, you’ll safely transport riders in company vehicles, using Via’s driver app to receive trips and follow dynamic, app-based routes. You’ll provide friendly, professional customer service, assist passengers as needed, and keep vehicles clean and well-maintained. Responsibilities include pre- and post-trip inspections, adhering to traffic and safety rules, and communicating with operations teams. T…",-122.12982,2026-08-27T18:44:33Z,Driver,Adzuna::API::Response::Job,47.4831,53000.0,https://www.adzuna.com/land/ad/5858895409?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=6276806974AB16883A16298F29C177403B43F21C,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWpEVmYycWk4Ukc5UGMyOC1XOWc2dyIsImkiOiI1ODU4ODk1NDA5In0.xZxPINiLz1kseqIYPaGE0Ht9AZlnyRuEW63ZgFQJy3o,"Fairwood, King County",Adzuna::API::Response::Location,"['US', 'Washington', 'King County', 'Fairwood']",Adzuna::API::Response::Company,Via Transportation,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,,
5858895398,1,72367.2,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",-76.394961,2026-08-27T18:44:31Z,Sales Consultant Remote,Adzuna::API::Response::Job,40.163428,72367.2,https://www.adzuna.com/land/ad/5858895398?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=0C7598910C39ABE38310B7D6E9AB3FA3402FD8B6,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTM5OCIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.zqNtr11QEuJDaqNZAxc3WXFsLogzYm9OulhpltuaTLg,"Manheim, Lancaster County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Lancaster County', 'Manheim']",Adzuna::API::Response::Company,HMG Careers,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,,
5858895392,1,93939.75,"Job Description Job Description We work alongside the best and brightest to do incredibly cool things you wouldn't believe. At Roush, you're part of building the future. Are you someone that has a passion for providing innovated solutions to complex challenges? Do you want to work someplace where creativity and new ideas are encouraged? If so, then keep reading. We fuse technology and engineering to provide product development solutions to customers in a diverse range of industries. Widely reco…",-112.528259,2026-08-27T18:44:30Z,Automotive Mechanic Senior,Adzuna::API::Response::Job,33.776386,93939.75,https://www.adzuna.com/land/ad/5858895392?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=D7B5C0873B2ED8E6D0976D91F7D564D174205D51,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTM5MiIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.aCxMcwCCaAei5dYsTH0V-PZ-LesGZ6GXZKAYNlYW118,"Wittmann, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Wittmann']",Adzuna::API::Response::Company,Roush,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
5858895383,0,41600.0,"Job Description Job Description We are looking for a detail-oriented Accounts Payable Clerk to join a service organization in Ohio. This contract opportunity with permanent potential is well suited for someone who is comfortable working in a fast-paced office environment, enjoys accurate data handling, and is eager to build long-term experience in accounting support. The role offers a steady schedule and the chance to contribute across accounts payable and administrative functions while develop…",-81.812912,2026-08-27T18:44:29Z,Accounts Payable Clerk,Adzuna::API::Response::Job,41.36144,37440.0,https://www.adzuna.com/land/ad/5858895383?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=494041925A3BFA7A8A75218D8C72626877D941FC,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTM4MyIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.NBysnFtpT0KMvdSEto51W_XNgm7yHZT7kvVNp3AEfzI,"Middleburg Heights, Cuyahoga County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Middleburg Heights']",Adzuna::API::Response::Company,Robert Half,Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,,
5858895389,1,68965.73,"Job Description Job Description Job Title: Facilities Coordinator Job Description We are seeking a dedicated Facilities Coordinator to provide comprehensive facility management services. This role involves continuous monitoring of the facility and collaborating with property managers to manage routine operations. The position offers a Monday to Friday schedule from 8 AM to 5 PM, with potential adjustment as agreed upon with the site lead. This is a temp-to-perm position after 90 days. Responsib…",-77.351929,2026-08-27T18:44:29Z,Facilities Coordinator,Adzuna::API::Response::Job,39.486213,68965.73,https://www.adzuna.com/land/ad/5858895389?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=B3F095228F9F56EF8B39226A2AAB989FFDEF48FE,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTM4OSIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.ZKZ9Xm9wwOw0D2pTRRPCU-Ebk0yW3Fbu-dCsmUpt214,"Walkersville, Frederick County",Adzuna::API::Response::Location,"['US', 'Maryland', 'Frederick County', 'Walkersville']",Adzuna::API::Response::Company,Aston Carter,Adzuna::API::Response::Category,Admin Jobs,admin-jobs,,
5858895372,0,60000.0,"The Learning Experience Corp in Wayne, NJ seeks a Lead Teacher to guide daily classroom operations for infants through preschoolers. The Lead Teacher will implement a curriculum-based program that supports early literacy, math, and social-emotional growth while ensuring a safe, nurturing environment. Responsibilities include planning engaging lessons, maintaining classroom routines, observing and documenting child progress, and supporting school readiness. The role also involves collaborating w…",-74.287399,2026-08-27T18:44:27Z,Lead Teacher,Adzuna::API::Response::Job,40.998705,50000.0,https://www.adzuna.com/land/ad/5858895372?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=F7E21ED40C20365CEC5C76695C3994387D2F4F47,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWpEVmYycWk4Ukc5UGMyOC1XOWc2dyIsImkiOiI1ODU4ODk1MzcyIn0.drW3P7dS_gysiUu3d4TXHt8GogWLyiBibD6RWSIuAOY,"Pompton Lakes, Passaic County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Passaic County', 'Pompton Lakes']",Adzuna::API::Response::Company,"The Learning Experience Corp - Wayne, NJ",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,,
5858895377,1,68553.08,"Job Description Job Description Description The Sr. Right of Way Agent, under the direction of the Lead Agent or ROW Supervisor, possesses excellent working knowledge of all right of way disciplines; title, permitting, acquisition, and documentation. very knowledgeable about property valuation, survey drawings, and alignments sheets. *Project scheduled to kick off this summer, June–September. Essential Tasks and Responsibilities Responsible for researching, negotiating and electing to purchase …",-97.213909,2026-08-27T18:44:27Z,Senior Right of Way Acquisition Agent,Adzuna::API::Response::Job,38.917222,68553.08,https://www.adzuna.com/land/ad/5858895377?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=8D31F34922183B71D18907D74DF39AC75D05C991,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWpEVmYycWk4Ukc5UGMyOC1XOWc2dyIsImkiOiI1ODU4ODk1Mzc3In0.hNgCBjcyzPlICbVgwUeGK3QgJj4fwzuU2sBu7BHdq-U,"Abilene, Dickinson County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Dickinson County', 'Abilene']",Adzuna::API::Response::Company,Percheron LLC,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,,
