salary_max,redirect_url,description,latitude,salary_is_predicted,id,title,contract_time,adref,salary_min,longitude,created,__CLASS__,category.label,category.tag,category.__CLASS__,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_type
73695.07,https://www.adzuna.com/details/5691333080?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",34.401698,1,5691333080,Speech Language Pathologist School 2026-2027 SY,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMzA4MCIsInMiOiJ5cmRneDhJeDhSR3JCWk5iWTVJMGZBIn0.WTyScw0OGjysefNYgHxB_MsNekbOQeFb1lblPymAFeE,73695.07,-119.297552,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Oak View, Ventura County",Adzuna::API::Response::Location,"['US', 'California', 'Ventura County', 'Oak View']",
78671.78,https://www.adzuna.com/details/5691333101?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",34.272769,1,5691333101,Speech Language Pathologist School 2026-2027 SY,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMzEwMSIsInMiOiJ5cmRneDhJeDhSR3JCWk5iWTVJMGZBIn0.IIJSBPBDKf9OdFgkWqOcWLMqCSEUNsPF9_dH-avrWZk,78671.78,-119.011764,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Somis, Ventura County",Adzuna::API::Response::Location,"['US', 'California', 'Ventura County', 'Somis']",
84792.98,https://www.adzuna.com/details/5691333061?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",38.268681,1,5691333061,Speech Language Pathologist School 2026-2027 SY,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXJkZ3g4SXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkxMzMzMDYxIn0.ZH4ye3xXyJCA4vttklYcwyhuyvSLYVbiif3nYSiGMJI,84792.98,-122.027791,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Fairfield, Solano County",Adzuna::API::Response::Location,"['US', 'California', 'Solano County', 'Fairfield']",
111375.19,https://www.adzuna.com/details/5691333063?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",38.268681,1,5691333063,Speech Language Pathologist School Virtual,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXJkZ3g4SXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkxMzMzMDYzIn0.TBI3n4CuzuGT3uYX0o0w0YMPhVmy1AZtYfc8B180zEo,111375.19,-122.027791,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Fairfield, Solano County",Adzuna::API::Response::Location,"['US', 'California', 'Solano County', 'Fairfield']",
109192.35,https://www.adzuna.com/details/5691333091?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",37.92599,1,5691333091,Speech Language Pathologist School Virtual,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMzA5MSIsInMiOiJ5cmRneDhJeDhSR3JCWk5iWTVJMGZBIn0.VfdEAAxoC-tRek7T5VkAAxx-YAd35eFYWEj55OPKpgE,109192.35,-122.334111,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"El Cerrito, Contra Costa County",Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'El Cerrito']",
96807.73,https://www.adzuna.com/details/5691333102?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",37.81612,1,5691333102,Speech Language Pathologist School 2026-2027 SY,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXJkZ3g4SXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkxMzMzMTAyIn0.jC_LMhg0YDmzpmMMGsfjEnDPLpiCU85RQHvhnCVMgDg,96807.73,-121.98512,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Danville, Contra Costa County",Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'Danville']",
106806.95,https://www.adzuna.com/details/5691333095?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",38.101488,1,5691333095,Speech Language Pathologist School 2026-2027 SY,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXJkZ3g4SXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkxMzMzMDk1In0.irLs4LwNQoGGg59uUYzTuIBOC24fuZWc0cA0Nj-rV1Y,106806.95,-122.210201,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Crockett, Contra Costa County",Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'Crockett']",
100449.68,https://www.adzuna.com/details/5691333062?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",38.01108,1,5691333062,Speech Language Pathologist School Virtual,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMzA2MiIsInMiOiJ5cmRneDhJeDhSR3JCWk5iWTVJMGZBIn0.2p6y-R3knnSwNOoeP6xw81xJOlpHn0sZVyhpwHi-sLk,100449.68,-122.26566,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Hercules, Contra Costa County",Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'Hercules']",
122131.36,https://www.adzuna.com/details/5691333075?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",34.222623,1,5691333075,Speech Language Pathologist School 2026-2027 SY,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXJkZ3g4SXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkxMzMzMDc1In0.51NFmK5qaYQrGTV6lL4gadNHFKQ8V7qL7x00yFaMck8,122131.36,-118.993133,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Santa Rosa Valley, Ventura County",Adzuna::API::Response::Location,"['US', 'California', 'Ventura County', 'Santa Rosa Valley']",
92621.75,https://www.adzuna.com/details/5691333106?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",37.918501,1,5691333106,Speech Language Pathologist School 2026-2027 SY,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMzEwNiIsInMiOiJ5cmRneDhJeDhSR3JCWk5iWTVJMGZBIn0.dZcRJdAny7mwfO_zwYyN17g36L2YFlJJN3FjUoqng9M,92621.75,-122.025036,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Concord, Contra Costa County",Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'Concord']",
101636.85,https://www.adzuna.com/details/5691333058?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",38.344418,1,5691333058,Speech Language Pathologist School 2026-2027 SY,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMzA1OCIsInMiOiJ5cmRneDhJeDhSR3JCWk5iWTVJMGZBIn0.V9wsI5jNQq0TwAZBQyYwPhZA6mhh-07j92Wy_b709d0,101636.85,-121.954195,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Vacaville, Solano County",Adzuna::API::Response::Location,"['US', 'California', 'Solano County', 'Vacaville']",
124058.2,https://www.adzuna.com/details/5691333052?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",38.291168,1,5691333052,Speech Language Pathologist School Virtual,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMzA1MiIsInMiOiJ5cmRneDhJeDhSR3JCWk5iWTVJMGZBIn0.wVylwGWA_VV0gKUvnQTFHx2cIARNI6YsKybEtxgZr6I,124058.2,-122.286279,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"American Canyon, Napa County",Adzuna::API::Response::Location,"['US', 'California', 'Napa County', 'American Canyon']",
93265.8,https://www.adzuna.com/details/5691333073?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",38.251788,1,5691333073,Speech Language Pathologist School 2026-2027 SY,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXJkZ3g4SXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkxMzMzMDczIn0.Yo8zU6oBbcSK8_Vert7Ydn8gmAtO-HViApNLs2hSbtc,93265.8,-122.614942,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Penngrove, Sonoma County",Adzuna::API::Response::Location,"['US', 'California', 'Sonoma County', 'Penngrove']",
124419.81,https://www.adzuna.com/details/5691333082?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",37.97934,1,5691333082,Speech Language Pathologist School Virtual,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXJkZ3g4SXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkxMzMzMDgyIn0.wZ3tC_Mk7H8ebc6Rz_GKvuy2vWSts-tu2TnuWS7Wcaw,124419.81,-122.33262,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Hilltop Mall, Contra Costa County",Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'Hilltop Mall']",
95688.83,https://www.adzuna.com/details/5691333060?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",37.766575,1,5691333060,Speech Language Pathologist School 2026-2027 SY,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXJkZ3g4SXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkxMzMzMDYwIn0.SNB1A6Q0qsh8bwlM9t5YOzCfdgK7I6CfkH5_qVg9XqY,95688.83,-121.916318,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"San Ramon, Contra Costa County",Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'San Ramon']",
148518.3,https://www.adzuna.com/details/5691333084?utm_medium=api&utm_source=abfa41a4,"Earn a $2,000 Completion Bonus! We are offering up to $2,000 as a Completion Bonus for Speech-Language Pathologists (SLPs) who are brand new to Epic Special Education Staffing and who complete their full assignment (must work 30 hours or more per week). ABOUT US Together, we are the Epic Special Education Staffing family and family is how we view each member of this incredible community. From our family to the nation’s schools, we remain focused on providing a world of opportunities for you to …",37.921848,1,5691333084,Speech Language Pathologist School Virtual,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXJkZ3g4SXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjkxMzMzMDg0In0.3Ogt5Q9xqZG2ltjGNmzquB5RXwmJz-qpCYsdKvlDcD4,148518.3,-122.066891,2026-04-06T10:08:25Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Epic Special Education Staffing,Adzuna::API::Response::Company,"Waldon, Contra Costa County",Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'Waldon']",
